"iso3c","year","mil.expenditure.per.capita.cow.un.ln","mil.expenditure.perc.gdp.cow.pwt.ln","mil.expenditure.per.personnel.cow.cow.ln","mil.personnel.per.capita.cow.un.ln","gdp.per.mil.personnel.pwt.cow.ln","mil.cap","mil.cap.sq"
"USA",1973,7.63959492081798,1.96492905112301,12.2343392322562,-4.59474431143824,14.8745803671213,3.2235272418731,10.391127879098
"USA",1974,7.61267523304217,1.95257167482647,12.2441370071636,-4.6314617741214,14.8967355183252,3.19644280101122,10.2172465801364
"USA",1975,7.56766620881699,1.91885420891457,12.2309838861298,-4.66331767731278,14.9172998632033,3.14682028054707,9.90247787806234
"USA",1976,7.50694400304849,1.81501616758114,12.1906491805102,-4.68370517746175,14.9808031989172,3.05372009817904,9.32520643802261
"USA",1977,7.53642248409716,1.80879719968396,12.2368896106139,-4.70046712651678,15.0332625969181,3.07052941808498,9.42815090732526
"USA",1978,7.53213881252442,1.7602302903731,12.2421980438224,-4.71005923129794,15.0871379394373,3.04398407646,9.26583905774201
"USA",1979,7.52731087437637,1.73383228422553,12.2601641008507,-4.73285322647429,15.1315020026132,3.02670603750623,9.16094943747667
"USA",1980,7.55692941801177,1.77556519252569,12.290998943749,-4.73406952573727,15.1206039372114,3.06721726531436,9.40782175264252
"USA",1981,7.61110895833786,1.81417997927164,12.3301006707017,-4.71899171236383,15.1210908774181,3.12457968435261,9.76299820386908
"USA",1982,7.68373349177045,1.91447161252166,12.3808073575628,-4.6970738657924,15.0715059310293,3.22449121771326,10.39734361311
"USA",1983,7.75214835127767,1.94751003087551,12.4435587552592,-4.69141040398152,15.1012189103718,3.28867431352745,10.8153787404552
"USA",1984,7.78645296846743,1.92136800837594,12.4777884640601,-4.69133549559267,15.1615906416723,3.30052033837982,10.8934345040589
"USA",1985,7.77759248406969,1.88106352611762,12.4684823635101,-4.69088987944041,15.1925890233806,3.27527047288513,10.7273966705532
"USA",1986,7.83088363218501,1.90972634556718,12.5201065108318,-4.68922287864676,15.2155503512527,3.32647802097385,11.0654560240221
"USA",1987,7.81369458807672,1.86795939792436,12.5075140633294,-4.69381947525272,15.2447248513932,3.29435405725059,10.8527686545234
"USA",1988,7.79668817229588,1.8195072202601,12.513228778234,-4.71654060593812,15.298891743962,3.25808121334121,10.6150931927269
"USA",1989,7.7800183754546,1.7763098070953,12.5105538898382,-4.7305355143836,15.339414268731,3.22506658731108,10.4010544925903
"USA",1990,7.70819504534329,1.69542062367987,12.4754996832574,-4.76730463791411,15.3852492455656,3.13396265595529,9.82172192892236
"USA",1991,7.55257554248311,1.5505344095515,12.3621672437955,-4.80959170131243,15.4168030202321,2.95322285254571,8.72152521679821
"USA",1992,7.60519797114478,1.57823805839632,12.5188518981141,-4.91365392696931,15.5457840257059,2.99696646791261,8.9818080097926
"USA",1993,7.60420393458895,1.56002357954373,12.5867921009673,-4.98258816637838,15.6319387074117,2.98340152735301,8.90068467341226
"USA",1994,7.55045251995778,1.47718611597687,12.6002860348266,-5.04983351486883,15.7282701048378,2.90223346351027,8.42295907671882
"USA",1995,7.45622187006472,1.36749065739135,12.571146736193,-5.11492486612825,15.8088262647897,2.77997886079418,7.72828246646252
"USA",1996,7.41219689928205,1.29815625616863,12.5701937279791,-5.15799682869702,15.8772076577985,2.71353897479029,7.36329376770596
"USA",1997,7.37799416700456,1.23270828984102,12.574065263087,-5.19607109608245,15.9465271592341,2.65616802207812,7.05522856151039
"USA",1998,7.35885950062053,1.18209196193552,12.5804459982163,-5.22158649759576,16.0035242222689,2.61720006049177,6.84973615663813
"USA",1999,7.3712171645111,1.15989388368448,12.6180186757004,-5.24680151118934,16.0632949780041,2.61387133287494,6.83232334482541
"USA",2000,7.35738938220578,1.11663220027592,12.7020921553027,-5.34470277309691,16.1906301410149,2.57764020564719,6.64422902976889
