"iso3c","year","land_area","cn","yrs_since_indep","mpd.pop","gl.pop","un.pop.estimated","cow.pop.estimated","pop.per.km.un","pop.per.km.cow"
"GRC",1961,128900,1,17,8398000,8398240,1,1,64.4840961986036,65.1512800620636
"GRC",1962,128900,1,18,8448000,8448420,1,1,64.7633824670287,65.5391776570985
"GRC",1963,128900,1,19,8480000,8479810,1,1,65.0349107835531,65.7874321179209
"GRC",1964,128900,1,20,8510000,8510620,1,1,65.2909231962762,66.0201706749418
"GRC",1965,128900,1,21,8550000,8550520,1,1,65.5624515128006,66.3304887509697
"GRC",1966,128900,1,22,8614000,8613840,1,1,65.8339798293251,66.8269976726144
"GRC",1967,128900,1,23,8716000,8716640,1,1,66.1365399534523,67.6183087664857
"GRC",1968,128900,1,24,8741000,8740960,1,1,66.4546159813809,67.8122575640031
"GRC",1969,128900,1,25,8773000,8772960,1,1,66.7959658650116,68.0605120248254
"GRC",1970,128900,1,26,8793000,8793000,1,1,67.1838634600466,68.2156710628394
"GRC",1971,128900,1,27,8831000,8833580,1,1,67.5950349107836,68.510473235066
"GRC",1972,128900,1,28,8889000,8870710,1,1,68.0372381691234,68.9604344453064
"GRC",1973,128900,1,29,8929000,8912170,1,1,68.5415050426687,69.2707525213344
"GRC",1974,128900,1,30,8962000,8968520,1,1,69.1543832428239,69.5267649340574
"GRC",1975,128900,1,31,9047000,9046540,1,1,69.8991466252909,70.1861908456168
"GRC",1976,128900,1,32,9167000,9149990,1,1,70.7913110938712,71.1171450737005
"GRC",1977,128900,1,33,9308000,9274360,1,1,71.799844840962,72.211016291699
"GRC",1978,128900,1,34,9430000,9408030,1,1,72.8626842513576,73.1574864235842
"GRC",1979,128900,1,35,9548000,9534670,1,1,73.8712179984484,74.0729247478666
"GRC",1980,128900,1,36,9643000,9642500,1,1,74.7478665632273,74.8099301784329
"GRC",1981,128900,1,37,9729000,9728220,1,1,75.4693560899922,75.477114041893
"GRC",1982,128900,1,38,9786000,9795460,1,1,76.0589604344453,75.9503491078355
"GRC",1983,128900,1,39,9841000,9848050,1,1,76.5477114041893,76.3925523661753
"GRC",1984,128900,1,40,9887000,9892520,1,1,76.9743987587277,76.7726920093095
"GRC",1985,128900,1,41,9923000,9934290,1,1,77.3855702094647,77.0674941815361
"GRC",1986,128900,1,42,9951000,9972620,1,1,77.7579519006982,77.3235065942591
"GRC",1987,128900,1,43,9974000,10007300,1,1,78.1070597362296,77.5872769588829
"GRC",1988,128900,1,44,9983000,10045020,1,1,78.4794414274631,77.866563227308
"GRC",1989,128900,1,45,10031000,10094240,1,1,78.9294026377036,78.277734678045
"GRC",1990,128900,1,46,10130000,10160500,1,1,79.511249030256,78.8285492629946
"GRC",1991,128900,1,47,10252000,10247130,1,1,80.232738557021,79.4957331264546
"GRC",1992,128900,1,48,10331000,10351230,1,1,81.078355314197,80.077579519007
"GRC",1993,128900,1,49,10391000,10464300,1,1,81.9937936384794,80.5197827773468
"GRC",1994,128900,1,50,10444000,10574130,1,1,82.8937160589604,80.8844065166796
"GRC",1995,128900,1,51,10493000,10671810,1,1,83.700543056633,81.1016291698991
"GRC",1996,128900,1,52,10539000,10754640,1,1,84.4142746314973,81.2645461598138
"GRC",1997,128900,1,53,10591000,10824890,1,1,85.0349107835531,81.6291698991466
"GRC",1998,128900,1,54,10650000,10884600,1,1,85.5702094647013,82.2342901474011
"GRC",1999,128900,1,55,10691000,10937610,1,1,86.0356865787432,82.4359968968192
"GRC",2000,128900,1,56,10735000,10986880,1,1,86.4391000775795,82.5833979829325
"GRC",2001,128900,1,57,10791000,11032390,1,1,86.7649340574088,84.9495733126455
"GRC",2002,128900,1,58,10830000,11073330,1,1,87.0209464701319,85.5391776570985
"GRC",2003,128900,1,59,10856000,11111070,1,1,87.2304111714507,85.5857253685027
"GRC",2004,128900,1,60,10883000,11147260,1,1,87.4321179208689,85.6089992242048
"GRC",2005,128900,1,61,10915000,11183110,1,1,87.6726144297905,85.6633048875097
"GRC",2006,128900,1,62,10948000,11219300,1,1,87.9674166020171,85.7486423584174
"GRC",2007,128900,1,63,10976000,11255720,1,1,88.2932505818464,85.8572536850271
"GRC",2008,128900,1,64,11005000,11291810,1,1,88.5958107059736,85.9813809154383
"GRC",2009,128900,1,65,11034000,11326600,1,1,88.7820015515904,86.0977501939488
"GRC",2010,128900,1,66,11048000,11359350,1,1,88.7975174553918,86.1908456167572
"GRC",2011,128900,1,67,11032000,11390030,1,1,88.6190845616757,86.2606671838635
"GRC",2012,128900,1,68,10972000,0,1,1,88.2699767261443,86.3072148952676
"GRC",2013,128900,1,69,10893000,0,1,1,87.8277734678045,NA
"GRC",2014,128900,1,70,10821000,0,1,1,87.3933281613654,NA
"GRC",2015,128900,1,71,10750000,0,1,1,87.0287044220326,NA
"GRC",2016,128900,1,72,10688000,0,1,1,86.7649340574088,NA
"GRC",2017,128900,1,73,0,0,1,1,86.5787432117921,NA
"GRC",2018,128900,1,74,0,0,1,1,86.4391000775795,NA
"GRC",2019,128900,1,75,0,0,1,1,86.3072148952676,NA
"GRD",1961,340,0,0,0,0,1,1,267.647058823529,NA
"GRD",1962,340,0,0,0,0,1,1,270.588235294118,NA
"GRD",1963,340,0,0,0,0,1,1,273.529411764706,NA
"GRD",1964,340,0,0,0,0,1,1,276.470588235294,NA
"GRD",1965,340,0,0,0,0,1,1,279.411764705882,NA
"GRD",1966,340,0,0,0,0,1,1,279.411764705882,NA
"GRD",1967,340,0,0,0,0,1,1,279.411764705882,NA
"GRD",1968,340,0,0,0,0,1,1,279.411764705882,NA
"GRD",1969,340,0,0,0,0,1,1,279.411764705882,NA
"GRD",1970,340,0,0,0,0,1,1,276.470588235294,NA
"GRD",1971,340,0,0,0,0,1,1,276.470588235294,NA
"GRD",1972,340,0,0,0,0,1,1,276.470588235294,NA
"GRD",1973,340,0,0,0,0,1,1,276.470588235294,NA
"GRD",1974,340,1,0,0,93110,1,1,273.529411764706,305.882352941176
"GRD",1975,340,1,1,0,92410,1,1,270.588235294118,308.823529411765
"GRD",1976,340,1,2,0,91390,1,1,267.647058823529,314.705882352941
"GRD",1977,340,1,3,0,90130,1,1,264.705882352941,317.647058823529
"GRD",1978,340,1,4,0,89010,1,1,261.764705882353,320.588235294118
"GRD",1979,340,1,5,0,88510,1,1,261.764705882353,320.588235294118
"GRD",1980,340,1,6,0,88940,1,1,261.764705882353,320.588235294118
"GRD",1981,340,1,7,0,90500,1,1,267.647058823529,258.823529411765
"GRD",1982,340,1,8,0,93020,1,1,273.529411764706,261.764705882353
"GRD",1983,340,1,9,0,95900,1,1,282.352941176471,267.647058823529
"GRD",1984,340,1,10,0,98360,1,1,288.235294117647,276.470588235294
"GRD",1985,340,1,11,0,99820,1,1,294.117647058824,267.647058823529
"GRD",1986,340,1,12,0,100060,1,1,294.117647058824,285.294117647059
"GRD",1987,340,1,13,0,99300,1,1,291.176470588235,285.294117647059
"GRD",1988,340,1,14,0,97980,1,1,288.235294117647,264.705882352941
"GRD",1989,340,1,15,0,96780,1,1,285.294117647059,267.647058823529
"GRD",1990,340,1,16,0,96200,1,1,282.352941176471,267.647058823529
"GRD",1991,340,1,17,0,96370,1,1,282.352941176471,267.647058823529
"GRD",1992,340,1,18,0,97110,1,1,285.294117647059,267.647058823529
"GRD",1993,340,1,19,0,98210,1,1,288.235294117647,270.588235294118
"GRD",1994,340,1,20,0,99310,1,1,291.176470588235,270.588235294118
"GRD",1995,340,1,21,0,100160,1,1,294.117647058824,270.588235294118
"GRD",1996,340,1,22,0,100710,1,1,297.058823529412,270.588235294118
"GRD",1997,340,1,23,0,101040,1,1,297.058823529412,273.529411764706
"GRD",1998,340,1,24,0,101220,1,1,297.058823529412,273.529411764706
"GRD",1999,340,1,25,0,101350,1,1,297.058823529412,273.529411764706
"GRD",2000,340,1,26,0,101520,1,1,300,276.470588235294
"GRD",2001,340,1,27,0,101730,1,1,300,297.058823529412
"GRD",2002,340,1,28,0,101950,1,1,300,300
"GRD",2003,340,1,29,0,102190,1,1,300,300
"GRD",2004,340,1,30,0,102460,1,1,302.941176470588,302.941176470588
"GRD",2005,340,1,31,0,102730,1,1,302.941176470588,302.941176470588
"GRD",2006,340,1,32,0,103040,1,1,302.941176470588,302.941176470588
"GRD",2007,340,1,33,0,103370,1,1,305.882352941176,305.882352941176
"GRD",2008,340,1,34,0,103720,1,1,305.882352941176,305.882352941176
"GRD",2009,340,1,35,0,104100,1,1,305.882352941176,305.882352941176
"GRD",2010,340,1,36,0,104490,1,1,308.823529411765,308.823529411765
"GRD",2011,340,1,37,0,104890,1,1,308.823529411765,308.823529411765
"GRD",2012,340,1,38,0,0,1,1,308.823529411765,308.823529411765
"GRD",2013,340,1,39,0,0,1,1,311.764705882353,NA
"GRD",2014,340,1,40,0,0,1,1,311.764705882353,NA
"GRD",2015,340,1,41,0,0,1,1,314.705882352941,NA
"GRD",2016,340,1,42,0,0,1,1,314.705882352941,NA
"GRD",2017,340,1,43,0,0,1,1,317.647058823529,NA
"GRD",2018,340,1,44,0,0,1,1,317.647058823529,NA
"GRD",2019,340,1,45,0,0,1,1,320.588235294118,NA
"GTM",1961,107160,1,93,4232000,4379200,1,1,40.4628592758492,38.0645763344532
"GTM",1962,107160,1,94,4367000,4519090,1,1,41.6573348264278,39.1657334826428
"GTM",1963,107160,1,95,4506000,4663450,1,1,42.8891377379619,40.2948861515491
"GTM",1964,107160,1,96,4650000,4812220,1,1,44.1489361702128,41.4520343411721
"GTM",1965,107160,1,97,4746000,4911050,1,1,45.4460619634192,42.6278462112729
"GTM",1966,107160,1,98,4843000,5011560,1,1,46.7805151175812,43.8409854423292
"GTM",1967,107160,1,99,4942000,5114480,1,1,48.1616274729377,45.0727883538634
"GTM",1968,107160,1,100,5045000,5220730,1,1,49.5707353490108,46.3232549458753
"GTM",1969,107160,1,101,5151000,5330720,1,1,51.0078387458007,47.6203807390817
"GTM",1970,107160,1,102,5264000,5447690,1,1,52.4636058230683,48.9548338932437
"GTM",1971,107160,1,103,5385000,5597740,1,1,53.9380365808137,50.3266144083613
"GTM",1972,107160,1,104,5510000,5752390,1,1,55.4497946995147,51.7357222844345
"GTM",1973,107160,1,105,5639000,5910200,1,1,56.9708846584547,53.1821575214632
"GTM",1974,107160,1,106,5773000,6069250,1,1,58.5013064576334,54.6659201194476
"GTM",1975,107160,1,107,5910000,6228220,1,1,60.0410600970511,56.2056737588652
"GTM",1976,107160,1,108,6051000,6386400,1,1,61.5808137364688,57.7734229189996
"GTM",1977,107160,1,109,6197000,6544420,1,1,63.1392310563643,59.3878312803285
"GTM",1978,107160,1,110,6346000,6703950,1,1,64.7069802164987,61.0582306830907
"GTM",1979,107160,1,111,6496000,6867410,1,1,66.3120567375886,62.7659574468085
"GTM",1980,107160,1,112,6650000,7036480,1,1,67.9637924598731,64.5483389324375
"GTM",1981,107160,1,113,6829000,7211940,1,1,69.6715192235909,66.3773796192609
"GTM",1982,107160,1,114,6983000,7393130,1,1,71.4352370287421,68.2624113475177
"GTM",1983,107160,1,115,7189000,7578630,1,1,73.2269503546099,70.2127659574468
"GTM",1984,107160,1,116,7380000,7766290,1,1,75.0559910414334,72.2284434490482
"GTM",1985,107160,1,117,7581000,7954680,1,1,76.8943635684957,74.3094438223218
"GTM",1986,107160,1,118,7820000,8143360,1,1,78.7513997760358,76.4744307577454
"GTM",1987,107160,1,119,8160000,8333120,1,1,80.6177678238149,78.7047405748414
"GTM",1988,107160,1,120,8496000,8525210,1,1,82.5214632325495,81.0097051138485
"GTM",1989,107160,1,121,8731000,8721430,1,1,84.4531541620007,83.3799925345278
"GTM",1990,107160,1,122,8966000,8923130,1,1,86.4501679731243,85.8249346771183
"GTM",1991,107160,1,123,9214000,9131090,1,1,88.4938409854423,88.34453154162
"GTM",1992,107160,1,124,9368000,9345130,1,1,90.6028368794326,90.9387831280329
"GTM",1993,107160,1,125,9523000,9564570,1,1,92.7491601343785,93.598357596118
"GTM",1994,107160,1,126,9780000,9788280,1,1,94.923478910041,96.3232549458753
"GTM",1995,107160,1,127,10028000,10015670,1,1,97.1257932064203,93.0944382232176
"GTM",1996,107160,1,128,10268000,10246430,1,1,99.3561030235162,95.5860395670026
"GTM",1997,107160,1,129,10497000,10481510,1,1,101.60507652109,98.1429637924599
"GTM",1998,107160,1,130,10709000,10723150,1,1,103.900709219858,100.793206420306
"GTM",1999,107160,1,131,10904000,10974310,1,1,106.261664800299,103.490108249347
"GTM",2000,107160,1,132,11086000,11237100,1,1,108.725270623367,106.243001119821
"GTM",2001,107160,1,133,11285000,11512640,1,1,111.282194848824,108.977230309817
"GTM",2002,107160,1,134,11507000,11800350,1,1,113.93243747667,109.79843225084
"GTM",2003,107160,1,135,11726000,12098580,1,1,116.648002986189,112.569988801792
"GTM",2004,107160,1,136,11941000,12404760,1,1,119.419559537141,115.416200074655
"GTM",2005,107160,1,137,12183000,12717150,1,1,122.20977976857,118.318402388951
"GTM",2006,107160,1,138,12455000,13034900,1,1,125.018663680478,121.267263904442
"GTM",2007,107160,1,139,12729000,13358840,1,1,127.846211272863,124.281448301605
"GTM",2008,107160,1,140,13003000,13690850,1,1,130.701754385965,127.36095558044
"GTM",2009,107160,1,141,13277000,14033620,1,1,133.594624860022,130.543113101904
"GTM",2010,107160,1,142,13551000,14388930,1,1,136.524822695035,133.837252706234
"GTM",2011,107160,1,143,13825000,14757320,1,1,139.501679731243,137.24337439343
"GTM",2012,107160,1,144,14100000,0,1,1,142.506532288167,140.752146323255
"GTM",2013,107160,1,145,14374000,0,1,1,145.539380365808,NA
"GTM",2014,107160,1,146,14648000,0,1,1,148.600223964166,NA
"GTM",2015,107160,1,147,14920000,0,1,1,151.661067562523,NA
"GTM",2016,107160,1,148,15191000,0,1,1,154.740574841359,NA
"GTM",2017,107160,1,149,0,0,1,1,157.838745800672,NA
"GTM",2018,107160,1,150,0,0,1,1,160.927584919746,NA
"GTM",2019,107160,1,151,0,0,1,1,164.035087719298,NA
"GUY",1961,196710,0,0,0,0,1,1,2.99425550302476,NA
"GUY",1962,196710,0,0,0,0,1,1,3.08067713893549,NA
"GUY",1963,196710,0,0,0,0,1,1,3.16709877484622,NA
"GUY",1964,196710,0,0,0,0,1,1,3.24335315947334,NA
"GUY",1965,196710,0,0,0,0,1,1,3.31452391845864,NA
"GUY",1966,196710,1,0,0,621000,1,1,3.38061105180215,3.2230186569061
"GUY",1967,196710,1,1,0,633000,1,1,3.43653093386203,3.30944029281684
"GUY",1968,196710,1,2,0,645000,1,1,3.48736719028011,3.36027654923491
"GUY",1969,196710,1,3,0,658000,1,1,3.53820344669819,3.52803619541457
"GUY",1970,196710,1,4,0,670000,1,1,3.58395607747445,3.60429058004169
"GUY",1971,196710,1,5,0,680000,1,1,3.62970870825072,3.6805449646688
"GUY",1972,196710,1,6,0,692000,1,1,3.67037771338519,3.76188297493773
"GUY",1973,196710,1,7,0,706000,1,1,3.71104671851965,3.84322098520665
"GUY",1974,196710,1,8,0,719000,1,1,3.75171572365411,3.90930811855015
"GUY",1975,196850,1,9,0,730000,1,1,3.78968757937516,3.96748793497587
"GUY",1976,196850,1,10,0,739000,1,1,3.83032766065532,4.03352806705613
"GUY",1977,196850,1,11,0,745000,1,1,3.87096774193548,4.09448818897638
"GUY",1978,196850,1,12,0,750000,1,1,3.91160782321565,4.16560833121666
"GUY",1979,196850,1,13,0,754000,1,1,3.94208788417577,3.8252476504953
"GUY",1980,196850,1,14,0,760000,1,1,3.96240792481585,3.85572771145542
"GUY",1981,196850,1,15,0,766000,1,1,3.97256794513589,3.89128778257556
"GUY",1982,196850,1,16,0,773000,1,1,3.96748793497587,3.93192786385573
"GUY",1983,196850,1,17,0,780000,1,1,3.95732791465583,3.97256794513589
"GUY",1984,196850,1,18,0,786000,1,1,3.93700787401575,4.00812801625603
"GUY",1985,196850,1,19,0,790000,1,1,3.91160782321565,4.02844805689611
"GUY",1986,196850,1,20,0,792000,1,1,3.88112776225552,4.03860807721615
"GUY",1987,196850,1,21,0,793000,1,1,3.8506477012954,4.03860807721615
"GUY",1988,196850,1,22,0,795000,1,1,3.81508763017526,4.03352806705613
"GUY",1989,196850,1,23,0,796000,1,1,3.78968757937516,4.02844805689611
"GUY",1990,196850,1,24,0,798000,1,1,3.7744475488951,4.03860807721615
"GUY",1991,196850,1,25,0,799000,1,1,3.77952755905512,4.05892811785624
"GUY",1992,196850,1,26,0,805000,1,1,3.7998475996952,4.08940817881636
"GUY",1993,196850,1,27,0,813000,1,1,3.8252476504953,4.13004826009652
"GUY",1994,196850,1,28,0,821000,1,1,3.8506477012954,4.17068834137668
"GUY",1995,196850,1,29,0,830000,1,1,3.86588773177546,4.21640843281687
"GUY",1996,196850,1,30,0,838000,1,1,3.87096774193548,4.25704851409703
"GUY",1997,196850,1,31,0,847000,1,1,3.86588773177546,4.30276860553721
"GUY",1998,196850,1,32,0,850000,1,1,3.8506477012954,4.31800863601727
"GUY",1999,196850,1,33,0,855000,1,1,3.83540767081534,4.34340868681737
"GUY",2000,196850,1,34,0,861000,1,1,3.8252476504953,4.3738887477775
"GUY",2001,196850,1,35,0,744000,1,1,3.82016764033528,3.77952755905512
"GUY",2002,196850,1,36,0,748000,1,1,3.82016764033528,3.81508763017526
"GUY",2003,196850,1,37,0,753000,1,1,3.82016764033528,3.83032766065532
"GUY",2004,196850,1,38,0,756000,1,1,3.82016764033528,3.84556769113538
"GUY",2005,196850,1,39,0,758000,1,1,3.81508763017526,3.86588773177546
"GUY",2006,196850,1,40,0,761000,1,1,3.81000762001524,3.88620777241555
"GUY",2007,196850,1,41,0,763000,1,1,3.7998475996952,3.91160782321565
"GUY",2008,196850,1,42,0,766000,1,1,3.78968757937516,3.94208788417577
"GUY",2009,196850,1,43,0,770000,1,1,3.78968757937516,3.96748793497587
"GUY",2010,196850,1,44,0,778000,1,1,3.79476758953518,3.99288798577597
"GUY",2011,196850,1,45,0,786080,1,1,3.80492760985522,4.01828803657607
"GUY",2012,196850,1,46,0,0,1,1,3.8252476504953,4.03860807721615
"GUY",2013,196850,1,47,0,0,1,1,3.8506477012954,NA
"GUY",2014,196850,1,48,0,0,1,1,3.8760477520955,NA
"GUY",2015,196850,1,49,0,0,1,1,3.90652781305563,NA
"GUY",2016,196850,1,50,0,0,1,1,3.92684785369571,NA
"GUY",2017,196850,1,51,0,0,1,1,3.95224790449581,NA
"GUY",2018,196850,1,52,0,0,1,1,3.97256794513589,NA
"GUY",2019,196850,1,53,0,0,1,1,3.99796799593599,NA
"HND",1961,111890,1,62,2019000,1965710,1,1,18.7326838859594,16.8469032085084
"HND",1962,111890,1,63,2090000,2035300,1,1,19.2689248368934,18.4645634104924
"HND",1963,111890,1,64,2166000,2109080,1,1,19.8141031370096,19.0276164089731
"HND",1964,111890,1,65,2246000,2187150,1,1,20.3771561354902,19.599606756636
"HND",1965,111890,1,66,2329000,2268030,1,1,20.9670211815176,20.1626597551166
"HND",1966,111890,1,67,2414000,2350290,1,1,21.5836982750916,20.7346501027795
"HND",1967,111890,1,68,2501000,2435050,1,1,22.2182500670301,21.4585753865404
"HND",1968,111890,1,69,2591000,2523100,1,1,22.8885512556976,22.1914380194834
"HND",1969,111890,1,70,2685000,2614840,1,1,23.5767271427295,22.9243006524265
"HND",1970,111890,1,71,2761000,2688210,1,1,24.2827777281258,23.5856644919117
"HND",1971,111890,1,72,2856000,2763120,1,1,25.0067030118867,24.3095897756725
"HND",1972,111890,1,73,2965000,2841610,1,1,25.7574403431942,25.0692644561623
"HND",1973,111890,1,74,3078000,2924120,1,1,26.5349897220484,25.8736258825632
"HND",1974,111890,1,75,2765000,3011050,1,1,27.3393511484494,26.7316114040576
"HND",1975,111890,1,76,2858000,3102650,1,1,28.1794619715792,27.6432210206453
"HND",1976,111890,1,77,2955000,3199230,1,1,29.055322191438,28.6173920815086
"HND",1977,111890,1,78,3056000,3300740,1,1,29.9669318080257,29.6541245866476
"HND",1978,111890,1,79,3168000,3406540,1,1,30.9053534721602,30.7355438376977
"HND",1979,111890,1,80,3279000,3515740,1,1,31.8795245330235,31.8527124854768
"HND",1980,111890,1,81,3402000,3627640,1,1,32.8715702922513,32.9877558316203
"HND",1981,111890,1,82,3543000,3741930,1,1,33.8993654482081,34.1496112253106
"HND",1982,111890,1,83,3670000,3858690,1,1,34.9539726517115,35.3472160157297
"HND",1983,111890,1,84,3796000,3978080,1,1,36.0264545535794,36.5716328536956
"HND",1984,111890,1,85,3933000,4100420,1,1,37.1346858521762,37.8228617392082
"HND",1985,111890,1,86,4077000,4225870,1,1,38.2607918491375,39.0740906247207
"HND",1986,111890,1,87,4227000,4354240,1,1,39.4137098936455,40.3431942085977
"HND",1987,111890,1,88,4373000,4485150,1,1,40.5934399857002,41.6122977924747
"HND",1988,111890,1,89,4515000,4618240,1,1,41.7910447761194,42.9171507730807
"HND",1989,111890,1,90,4656000,4753110,1,1,43.0243989632675,44.2488158012334
"HND",1990,111890,1,91,4794000,4889310,1,1,44.2845651979623,45.6251675752972
"HND",1991,111890,1,92,4933000,5026840,1,1,45.580480829386,47.0551434444544
"HND",1992,111890,1,93,5080000,5165380,1,1,46.9032085083564,48.502994011976
"HND",1993,111890,1,94,5233000,5303800,1,1,48.2527482348735,50.0044686745911
"HND",1994,111890,1,95,5390000,5440690,1,1,49.6291000089373,51.5685047814818
"HND",1995,111890,1,96,5551000,5575100,1,1,51.0233264813656,53.2040396818304
"HND",1996,111890,1,97,5713000,5706600,1,1,52.4443650013406,54.8753239789079
"HND",1997,111890,1,98,5875000,5835610,1,1,53.88327821968,56.6449191169899
"HND",1998,111890,1,99,6039000,5963010,1,1,55.3400661363839,54.9378854231835
"HND",1999,111890,1,100,6191000,6090160,1,1,56.8147287514523,56.4482974349808
"HND",2000,111890,1,101,6359000,6218150,1,1,58.3072660648852,57.9587094467781
"HND",2001,111890,1,102,6527000,6347270,1,1,59.8176780766825,58.3608901599786
"HND",2002,111890,1,103,6694000,6477520,1,1,61.337027437662,58.0570202877826
"HND",2003,111890,1,104,6862000,6609340,1,1,62.8653141478238,59.2367503798373
"HND",2004,111890,1,105,7029000,6743130,1,1,64.3846635088033,60.4343551702565
"HND",2005,111890,1,106,7193000,6879240,1,1,65.8950755206006,61.6587720082224
"HND",2006,111890,1,107,7355000,7017770,1,1,67.3965501832157,62.8921261953705
"HND",2007,111890,1,108,7516000,7158820,1,1,68.8890874966485,64.1522924300652
"HND",2008,111890,1,109,7676000,7302740,1,1,70.3637501117169,65.4392707123067
"HND",2009,111890,1,110,7834000,7449920,1,1,71.8116006792385,66.7619983912771
"HND",2010,111890,1,111,7989000,7600520,1,1,73.2415765483957,68.1115381177943
"HND",2011,111890,1,112,8144000,7754690,1,1,74.6447403700063,69.5057645902225
"HND",2012,111890,1,113,8297000,0,1,1,76.0210921440701,70.9268031101975
"HND",2013,111890,1,114,8448000,0,1,1,77.3795692197694,NA
"HND",2014,111890,1,115,8599000,0,1,1,78.7291089462865,NA
"HND",2015,111890,1,116,8747000,0,1,1,80.0875860219859,NA
"HND",2016,111890,1,117,8893000,0,1,1,81.4460630976852,NA
"HND",2017,111890,1,118,0,0,1,1,82.8045401733846,NA
"HND",2018,111890,1,119,0,0,1,1,84.1630172490839,NA
"HND",2019,111890,1,120,0,0,1,1,85.5214943247833,NA
"HRV",1992,55910,1,0,4491000,4588170,1,1,84.6539080665355,79.9499195135038
"HRV",1993,55910,1,1,4478000,4628970,1,1,84.0279019853336,83.0084063673761
"HRV",1994,55910,1,2,4499000,4658610,1,1,83.3124664639599,83.1514934716509
"HRV",1995,55910,1,3,4481000,4669000,1,1,82.579145054552,83.5092112323377
"HRV",1996,55980,1,4,4445000,4656710,1,1,81.7256162915327,80.2786709539121
"HRV",1997,55980,1,5,4425000,4625390,1,1,80.9574848160057,80.3501250446588
"HRV",1998,55910,1,6,4400000,4582740,1,1,80.3434090502593,80.1466642818816
"HRV",1999,55910,1,7,4388000,4540040,1,1,79.6995170810231,80.0751207297442
"HRV",2000,55912,1,8,4390000,4505530,1,1,79.1958792388038,80.0007154099299
"HRV",2001,55912,1,9,4419000,4481620,1,1,78.8381742738589,79.4105022177708
"HRV",2002,55912,1,10,4442000,4466010,1,1,78.623551294892,79.1601087423093
"HRV",2003,55964,1,11,4441000,4456590,1,1,78.4254163390751,78.8185261954113
"HRV",2004,55964,1,12,4441000,4449520,1,1,78.3360731899078,78.6219712672432
"HRV",2005,55964,1,13,4442000,4441990,1,1,78.228861410907,78.4254163390751
"HRV",2006,55964,1,14,4441000,4433790,1,1,78.1037810020728,78.2467300407405
"HRV",2007,55964,1,15,4437000,4426000,1,1,77.9429633335716,78.0680437424058
"HRV",2008,55964,1,16,4434000,4418390,1,1,77.764277035237,77.9072260739047
"HRV",2009,55964,1,17,4429000,4410860,1,1,77.5677221070688,77.72853977557
"HRV",2010,55964,1,18,4417000,4403330,1,1,77.3354299192338,77.5141162175684
"HRV",2011,55964,1,19,4404000,4395560,1,1,77.0674004717318,77.2639553998999
"HRV",2012,55964,1,20,4390000,0,1,1,76.7815023943964,76.960188692731
"HRV",2013,55964,1,21,4375000,0,1,1,76.4419984275606,NA
"HRV",2014,55964,1,22,4357000,0,1,1,76.0846258308913,NA
"HRV",2015,55964,1,23,4335000,0,1,1,75.6915159745551,NA
"HRV",2016,55964,1,24,4314000,0,1,1,75.2805374883854,NA
"HRV",2017,55964,1,25,0,0,1,1,74.8516903723823,NA
"HRV",2018,55964,1,26,0,0,1,1,74.4228432563791,NA
"HRV",2019,55964,1,27,0,0,1,1,73.9761275105425,NA
"HTI",1961,27560,1,27,3771000,3923000,1,1,143.069666182874,140.493468795356
"HTI",1962,27560,1,28,3848000,3990000,1,1,145.972423802612,142.960812772134
"HTI",1963,27560,1,29,3928000,4058000,1,1,148.911465892598,145.428156748911
"HTI",1964,27560,1,30,4010000,4127000,1,1,151.923076923077,147.859216255443
"HTI",1965,27560,1,31,4094000,4197000,1,1,154.970972423803,150.326560232221
"HTI",1966,27560,1,32,4179000,4256000,1,1,158.091436865022,153.084179970972
"HTI",1967,27560,1,33,4267000,4316000,1,1,161.320754716981,155.805515239478
"HTI",1968,27560,1,34,4356000,4377000,1,1,164.513788098694,158.563134978229
"HTI",1969,27560,1,35,4447000,4437000,1,1,167.706821480406,161.284470246734
"HTI",1970,27560,1,36,4541000,4535000,1,1,170.863570391872,164.005805515239
"HTI",1971,27560,1,37,4585000,4598000,1,1,173.911465892598,166.908563134978
"HTI",1972,27560,1,38,4677000,4677000,1,1,176.959361393324,169.811320754717
"HTI",1973,27560,1,39,4771000,4757000,1,1,180.007256894049,172.714078374456
"HTI",1974,27560,1,40,4866000,4838000,1,1,183.164005805515,175.616835994194
"HTI",1975,27560,1,41,4963000,4920000,1,1,186.502177068215,178.519593613933
"HTI",1976,27560,1,42,5064000,5003000,1,1,190.058055152395,181.676342525399
"HTI",1977,27560,1,43,5167000,5087000,1,1,193.795355587808,184.796806966618
"HTI",1978,27560,1,44,5270000,5173000,1,1,197.786647314949,187.953555878084
"HTI",1979,27560,1,45,5375000,5261000,1,1,201.959361393324,191.074020319303
"HTI",1980,27560,1,46,5483000,5353000,1,1,206.422351233672,194.230769230769
"HTI",1981,27560,1,47,5595000,5448000,1,1,211.139332365747,197.931785195936
"HTI",1982,27560,1,48,5709000,5546000,1,1,216.074020319303,201.66908563135
"HTI",1983,27560,1,49,5827000,5648000,1,1,221.22641509434,205.370101596517
"HTI",1984,27560,1,50,5950000,5754000,1,1,226.415094339623,209.071117561684
"HTI",1985,27560,1,51,6076000,5865000,1,1,231.640058055152,212.808417997097
"HTI",1986,27560,1,52,6205000,5980000,1,1,236.865021770682,217.307692307692
"HTI",1987,27560,1,53,6335000,6099000,1,1,242.053701015965,221.806966618287
