"iso3c","year","land_area","cn","yrs_since_indep","mpd.pop","gl.pop","un.pop.estimated","cow.pop.estimated","pop.per.km.un","pop.per.km.cow"
"AFG",1961,652230,1,42,10043000,11014000,1,1,14.0548579488831,16.8866810787606
"AFG",1962,652230,1,43,10267000,11262000,1,1,14.3293010134462,17.2669150453061
"AFG",1963,652230,1,44,10501000,11521000,1,1,14.6175428913113,17.6640142281097
"AFG",1964,652230,1,45,10744000,11791000,1,1,14.9195835824786,18.0779786271714
"AFG",1965,652230,1,46,10998000,12071000,1,1,15.2369562884259,18.5072750410131
"AFG",1966,652230,1,47,11262000,12358000,1,1,15.5650614047192,18.9473038652009
"AFG",1967,652230,1,48,11538000,12652000,1,1,15.9038989313586,19.3980650997348
"AFG",1968,652230,1,49,11825000,12957000,1,1,16.258068472778,19.8656915505267
"AFG",1969,652230,1,50,12123000,13280000,1,1,16.6413688422796,20.3609156279227
"AFG",1970,652230,1,51,12431000,13623000,1,1,17.0583996442973,20.8868037348788
"AFG",1971,652230,1,52,12749000,13984000,1,1,17.5060944758751,21.440289468439
"AFG",1972,652230,1,53,13079000,14356000,1,1,17.972187725189,22.0106404182574
"AFG",1973,652230,1,54,13421000,14724000,1,1,18.4413473774589,22.5748585621637
"AFG",1974,652230,1,55,13772000,15070000,1,1,18.8921086119927,23.1053462735538
"AFG",1975,652230,1,56,14132000,15378000,1,1,19.3030066080984,23.5775723287797
"AFG",1976,652230,1,57,14501000,15653000,1,1,19.6863069775999,23.9992027352314
"AFG",1977,652230,1,58,14880000,15892000,1,1,20.0358769145853,24.3656378884749
"AFG",1978,652230,1,59,15269000,16064000,1,1,20.2965211658464,24.629348542692
"AFG",1979,652230,1,60,15556000,16128000,1,1,20.4023120678288,24.7274734372844
"AFG",1980,652230,1,61,15044000,16063000,1,1,20.3118531806265,24.627815341214
"AFG",1981,652230,1,62,13676000,15862000,1,1,20.0144120938933,24.3196418441347
"AFG",1982,652230,1,63,12583000,15549000,1,1,19.5483188445794,23.8397497815188
"AFG",1983,652230,1,64,12439000,15177000,1,1,18.9948331110191,23.2693988317005
"AFG",1984,652230,1,65,12769000,14814000,1,1,18.470478205541,22.7128466951842
"AFG",1985,652230,1,66,13120000,14519000,1,1,18.0657130153473,22.2605522591724
"AFG",1986,652230,1,67,13126000,14300000,1,1,17.7866703463502,21.924781135489
"AFG",1987,652230,1,68,13056000,14165000,1,1,17.6364166015056,21.7177989359582
"AFG",1988,652230,1,69,13169000,14162000,1,1,17.6946782576698,21.7131993315242
"AFG",1989,652230,1,70,13503000,14346000,1,1,18.0580470079573,21.9953084034773
"AFG",1990,652230,1,71,13568000,14754000,1,1,18.7801849040982,22.6208546065038
"AFG",1991,652230,1,72,13672000,15403000,1,1,19.9224200052129,23.6159023657299
"AFG",1992,652230,1,73,15023000,16276000,1,1,21.435689864005,24.9543872560293
"AFG",1993,652230,1,74,17003000,17322000,1,1,23.143676310504,26.5581160020238
"AFG",1994,652230,1,75,18486000,18470000,1,1,24.7964675037947,28.318231298775
"AFG",1995,652230,1,76,19445000,19661000,1,1,26.2177452739064,30.1442742590804
"AFG",1996,652230,1,77,20111000,20883000,1,1,27.3262499425049,32.017846465204
"AFG",1997,652230,1,78,20769000,22132000,1,1,28.1833095687104,33.9328151112338
"AFG",1998,652230,1,79,21452000,21354000,1,1,28.9223126811094,32.7399843613449
"AFG",1999,652230,1,80,22206000,21923000,1,1,29.7502414792328,33.6123760023305
"AFG",2000,652230,1,81,22461000,22720000,1,1,30.8081504990571,34.8343375803014
"AFG",2001,652230,1,82,22507000,22080000,1,1,32.1451021878785,33.8530886343774
"AFG",2002,652230,1,83,23600000,22930000,1,1,33.6997684865768,34.0416724161722
"AFG",2003,652230,1,84,25005000,22842000,1,1,35.3632920902136,35.4414853655919
"AFG",2004,652230,1,85,25698000,22753000,1,1,36.9792864480321,36.8259663002315
"AFG",2005,652230,1,86,26335000,22665000,1,1,38.4388942550941,38.1169219447128
"AFG",2006,652230,1,87,27154000,22576000,1,1,39.6991858700152,39.2974870827776
"AFG",2007,652230,1,88,27387000,22488000,1,1,40.8092237400917,40.398325743986
"AFG",2008,652230,1,89,27706000,23511000,1,1,41.8472011407019,41.4455023534643
"AFG",2009,652230,1,90,28484000,23994000,1,1,42.9357741900863,42.4819465525965
"AFG",2010,652230,1,91,29121000,24486000,1,1,44.1608021710133,43.5398555724208
"AFG",2011,652230,1,92,29758000,24988090,1,1,45.5498827100869,44.6238290173712
"AFG",2012,652230,1,93,30420000,0,1,1,47.0646857703571,45.7277340815357
"AFG",2013,652230,1,94,31108000,0,1,1,48.6515493000935,NA
"AFG",2014,652230,1,95,31823000,0,1,1,50.2246140165279,NA
"AFG",2015,652230,1,96,32564000,0,1,1,51.724085062018,NA
"AFG",2016,652230,1,97,33332000,0,1,1,53.1346304217837,NA
"AFG",2017,652230,1,98,0,0,1,1,54.4746485135612,NA
"AFG",2018,652230,1,99,0,0,1,1,55.7671373595204,NA
"AFG",2019,652230,1,100,0,0,1,1,57.0488937951336,NA
"AGO",1961,1246700,0,0,4752000,0,1,1,4.61458249779418,NA
"AGO",1962,1246700,0,0,4826000,0,1,1,4.70522178551376,NA
"AGO",1963,1246700,0,0,4920000,0,1,1,4.79666319082378,NA
"AGO",1964,1246700,0,0,5026000,0,1,1,4.88730247854335,NA
"AGO",1965,1246700,0,0,5135000,0,1,1,4.97553541349162,NA
"AGO",1966,1246700,0,0,5201000,0,1,1,5.06136199566857,NA
"AGO",1967,1246700,0,0,5247000,0,1,1,5.14558434266463,NA
"AGO",1968,1246700,0,0,5350000,0,1,1,5.23301516002246,NA
"AGO",1969,1246700,0,0,5472000,0,1,1,5.32846715328467,NA
"AGO",1970,1246700,0,0,5606000,0,1,1,5.43514879281303,NA
"AGO",1971,1246700,0,0,5753000,0,1,1,5.55626854896928,NA
"AGO",1972,1246700,0,0,5895000,0,1,1,5.69102430416299,NA
"AGO",1973,1246700,0,0,6026000,0,1,1,5.83781182321328,NA
"AGO",1974,1246700,0,0,5987000,0,1,1,5.99502687093928,NA
"AGO",1975,1246700,1,0,5885000,6637420,1,1,6.16186732975054,4.91136600625652
"AGO",1976,1246700,1,1,5943000,6808850,1,1,6.33753108205663,5.03489211518409
"AGO",1977,1246700,1,2,6164000,6989990,1,1,6.52201812785754,5.17365845832999
"AGO",1978,1246700,1,3,6287000,7185190,1,1,6.71853693751504,5.3228523301516
"AGO",1979,1246700,1,4,6453000,7400230,1,1,6.93190021657175,5.47685890751584
"AGO",1980,1246700,1,5,6743000,7638420,1,1,7.16291008261811,5.63006336728964
"AGO",1981,1246700,1,6,6880000,7903370,1,1,7.41557712360632,5.78246570947301
"AGO",1982,1246700,1,7,7019000,8191770,1,1,7.68589075158418,5.93486805165637
"AGO",1983,1246700,1,8,7241000,8491680,1,1,7.96663190823775,6.08967674661105
"AGO",1984,1246700,1,9,7442000,8786650,1,1,8.24336247693912,6.25090238228924
"AGO",1985,1246700,1,10,7585000,9065560,1,1,8.50966551696479,6.41934707628138
"AGO",1986,1246700,1,11,7749000,9322550,1,1,8.75992620518168,6.59741718135879
"AGO",1987,1246700,1,12,7878000,9562800,1,1,8.99815512954199,6.78350846234058
"AGO",1988,1246700,1,13,8023000,9799680,1,1,9.23558193631186,6.9784230368172
"AGO",1989,1246700,1,14,8154000,10052570,1,1,9.4866447421192,7.81182321328307
"AGO",1990,1246700,1,15,8297000,10335050,1,1,9.76257319323013,8.03721825619636
"AGO",1991,1246700,1,16,8519000,10653520,1,1,10.0689821127777,7.63214887302479
"AGO",1992,1246700,1,17,8761000,11002910,1,1,10.4018609128098,8.50966551696479
"AGO",1993,1246700,1,18,9035000,11371750,1,1,10.7515841822411,8.12785754391594
"AGO",1994,1246700,1,19,9323000,11742960,1,1,11.1021095692629,8.39496270153204
"AGO",1995,1246700,1,20,9621000,12105110,1,1,11.4454158979706,8.67570385818561
"AGO",1996,1246700,1,21,9916000,12452720,1,1,11.7766904628219,8.97168524905751
"AGO",1997,1246700,1,22,10207000,12792240,1,1,12.1031523221304,9.279698403786
"AGO",1998,1246700,1,23,10508000,13138270,1,1,12.4360311221625,9.69920590358547
"AGO",1999,1246700,1,24,10809000,13511580,1,1,12.7937755674982,10.0096254110853
"AGO",2000,1246700,1,25,11093000,13926370,1,1,13.1876153044036,10.3296703296703
"AGO",2001,1246700,1,26,11369000,14388240,1,1,13.6223630384214,10.3336809176225
"AGO",2002,1246700,1,27,11690000,14890470,1,1,14.0956124167803,11.9411245688618
"AGO",2003,1246700,1,28,12084000,15419940,1,1,14.6009464987567,12.3694553621561
"AGO",2004,1246700,1,29,12521000,15957460,1,1,15.1327504612176,12.81543274244
"AGO",2005,1246700,1,30,12919000,16489020,1,1,15.683805245849,13.2702334162188
"AGO",2006,1246700,1,31,13297000,17010370,1,1,16.2525066174701,13.7338573834924
"AGO",2007,1246700,1,32,13690000,17525370,1,1,16.842865164033,14.2079088794417
"AGO",2008,1246700,1,33,14084000,18037960,1,1,17.4532766503569,14.6899815512954
"AGO",2009,1246700,1,34,14489000,18555120,1,1,18.087751664394,15.1816796342344
"AGO",2010,1246700,1,35,14907000,19081910,1,1,18.7446859709633,15.6805967754873
"AGO",2011,1246700,1,36,15346000,19618430,1,1,19.4264859228363,16.1867329750541
"AGO",2012,1246700,1,37,15793000,0,1,1,20.1299430496511,16.7008903505254
"AGO",2013,1246700,1,38,16239000,0,1,1,20.8534531162268,NA
"AGO",2014,1246700,1,39,16696000,0,1,1,21.5930055346114,NA
"AGO",2015,1246700,1,40,17166000,0,1,1,22.3461939520334,NA
"AGO",2016,1246700,1,41,17644000,0,1,1,23.1114141333119,NA
"AGO",2017,1246700,1,42,0,0,1,1,23.890270313628,NA
"AGO",2018,1246700,1,43,0,0,1,1,24.6843667281623,NA
"AGO",2019,1246700,1,44,0,0,1,1,25.4977139648672,NA
"ALB",1961,27400,1,17,1677000,1660000,1,1,61.5328467153285,60.5839416058394
"ALB",1962,27400,1,18,1728000,1712000,1,1,63.4306569343066,62.4817518248175
"ALB",1963,27400,1,19,1780000,1764000,1,1,65.3649635036496,64.3795620437956
"ALB",1964,27400,1,20,1832000,1817000,1,1,67.2992700729927,66.3138686131387
"ALB",1965,27400,1,21,1884000,1870000,1,1,69.1970802919708,68.2481751824817
"ALB",1966,27400,1,22,1933000,1923000,1,1,71.0948905109489,70.1824817518248
"ALB",1967,27400,1,23,1984000,1965000,1,1,72.956204379562,71.7153284671533
"ALB",1968,27400,1,24,2039000,2019000,1,1,74.7810218978102,73.6861313868613
"ALB",1969,27400,1,25,2100000,2080000,1,1,76.6423357664234,75.9124087591241
"ALB",1970,27400,1,26,2157000,2135600,1,1,78.5036496350365,77.956204379562
"ALB",1971,27400,1,27,2209000,2188650,1,1,80.3649635036496,79.8175182481752
"ALB",1972,27400,1,28,2264000,2241620,1,1,82.2627737226277,81.8248175182482
"ALB",1973,27400,1,29,2296000,2294580,1,1,84.1605839416058,83.7226277372263
"ALB",1974,27400,1,30,2348000,2347610,1,1,86.058394160584,85.6569343065693
"ALB",1975,27400,1,31,2401000,2400800,1,1,87.992700729927,87.6277372262774
"ALB",1976,27400,1,32,2455000,2454250,1,1,89.9270072992701,89.5620437956204
"ALB",1977,27400,1,33,2509000,2508030,1,1,91.8978102189781,91.5328467153285
"ALB",1978,27400,1,34,2563000,2562120,1,1,93.8686131386861,93.5401459854015
"ALB",1979,27400,1,35,2618000,2616530,1,1,95.8394160583942,95.5109489051095
"ALB",1980,27400,1,36,2671000,2671300,1,1,97.8467153284672,97.4452554744526
"ALB",1981,27400,1,37,2724000,2725030,1,1,99.8175182481752,99.4160583941606
"ALB",1982,27400,1,38,2780000,2777590,1,1,101.751824817518,101.459854014599
"ALB",1983,27400,1,39,2837000,2831680,1,1,103.759124087591,103.576642335766
"ALB",1984,27400,1,40,2896000,2891000,1,1,105.912408759124,105.729927007299
"ALB",1985,27400,1,41,2957000,2957390,1,1,108.284671532847,107.919708029197
"ALB",1986,27400,1,42,3015000,3033390,1,1,110.985401459854,110.07299270073
"ALB",1987,27400,1,43,3075000,3116010,1,1,113.905109489051,112.262773722628
"ALB",1988,27400,1,44,3137000,3194850,1,1,116.678832116788,114.525547445255
"ALB",1989,27400,1,45,3196000,3255860,1,1,118.759124087591,116.751824817518
"ALB",1990,27400,1,46,3251000,3289480,1,1,119.744525547445,118.832116788321
"ALB",1991,27400,1,47,3187000,3291690,1,1,119.525547445255,118.795620437956
"ALB",1992,27400,1,48,3078000,3266980,1,1,118.284671532847,122.737226277372
"ALB",1993,27400,1,49,3072000,3224900,1,1,116.423357664234,127.189781021898
"ALB",1994,27400,1,50,3117000,3179440,1,1,114.63503649635,129.452554744526
"ALB",1995,27400,1,51,3164000,3141100,1,1,113.394160583942,131.715328467153
"ALB",1996,27400,1,52,3209000,3112600,1,1,112.846715328467,133.211678832117
"ALB",1997,27400,1,53,3231000,3091900,1,1,112.883211678832,136.167883211679
"ALB",1998,27400,1,54,3219000,3079040,1,1,113.284671532847,113.832116788321
"ALB",1999,27400,1,55,3193000,3072730,1,1,113.722627737226,113.613138686131
"ALB",2000,27400,1,56,3164000,3071860,1,1,113.941605839416,113.613138686131
"ALB",2001,27400,1,57,3134000,3077380,1,1,113.941605839416,112.189781021898
"ALB",2002,27400,1,58,3104000,3089780,1,1,113.832116788321,119.124087591241
"ALB",2003,27400,1,59,3075000,3106700,1,1,113.540145985401,118.211678832117
"ALB",2004,27400,1,60,3051000,3124860,1,1,113.065693430657,117.372262773723
"ALB",2005,27400,1,61,3030000,3141800,1,1,112.372262773723,116.642335766423
"ALB",2006,27400,1,62,3011000,3156610,1,1,111.459854014599,116.058394160584
"ALB",2007,27400,1,63,2997000,3169670,1,1,110.36496350365,115.547445255474
"ALB",2008,27400,1,64,2990000,3181400,1,1,109.197080291971,115.21897810219
"ALB",2009,27400,1,65,2988000,3192720,1,1,108.138686131387,115
"ALB",2010,27400,1,66,2992000,3204280,1,1,107.335766423358,114.963503649635
"ALB",2011,27400,1,67,3e+06,3215990,1,1,106.824817518248,115.109489051095
"ALB",2012,27400,1,68,3008000,0,1,1,106.569343065693,115.401459854015
"ALB",2013,27400,1,69,3017000,0,1,1,106.532846715328,NA
"ALB",2014,27400,1,70,3026000,0,1,1,106.605839416058,NA
"ALB",2015,27400,1,71,3035000,0,1,1,106.678832116788,NA
"ALB",2016,27400,1,72,3044000,0,1,1,106.788321167883,NA
"ALB",2017,27400,1,73,0,0,1,1,106.934306569343,NA
"ALB",2018,27400,1,74,0,0,1,1,107.080291970803,NA
"ALB",2019,27400,1,75,0,0,1,1,107.226277372263,NA
"AND",1961,470,1,147,0,9000,1,1,29.7872340425532,NA
"AND",1962,470,1,148,0,10000,1,1,31.9148936170213,NA
"AND",1963,470,1,149,0,11000,1,1,34.0425531914894,NA
"AND",1964,470,1,150,0,12000,1,1,36.1702127659574,NA
"AND",1965,470,1,151,0,13600,1,1,40.4255319148936,NA
"AND",1966,470,1,152,0,14000,1,1,42.5531914893617,NA
"AND",1967,470,1,153,0,16000,1,1,44.6808510638298,NA
"AND",1968,470,1,154,0,17000,1,1,46.8085106382979,NA
"AND",1969,470,1,155,0,18000,1,1,48.936170212766,NA
"AND",1970,470,1,156,0,19500,1,1,51.063829787234,NA
"AND",1971,470,1,157,0,20240,1,1,55.3191489361702,NA
"AND",1972,470,1,158,0,21000,1,1,57.4468085106383,NA
"AND",1973,470,1,159,0,23100,1,1,59.5744680851064,NA
"AND",1974,470,1,160,0,25000,1,1,63.8297872340426,NA
"AND",1975,470,1,161,0,26930,1,1,65.9574468085106,NA
"AND",1976,470,1,162,0,29000,1,1,68.0851063829787,NA
"AND",1977,470,1,163,0,28100,1,1,70.2127659574468,NA
"AND",1978,470,1,164,0,30000,1,1,72.3404255319149,NA
"AND",1979,470,1,165,0,31100,1,1,74.468085106383,NA
"AND",1980,470,1,166,0,35500,1,1,76.5957446808511,NA
"AND",1981,470,1,167,0,35000,1,1,80.8510638297872,NA
"AND",1982,470,1,168,0,37000,1,1,82.9787234042553,NA
"AND",1983,470,1,169,0,39000,1,1,87.2340425531915,NA
"AND",1984,470,1,170,0,41600,1,1,91.4893617021277,NA
"AND",1985,470,1,171,0,44600,1,1,95.7446808510638,NA
"AND",1986,470,1,172,0,46000,1,1,100,NA
"AND",1987,470,1,173,0,48000,1,1,102.127659574468,NA
"AND",1988,470,1,174,0,50000,1,1,106.382978723404,NA
"AND",1989,470,1,175,0,53000,1,1,110.63829787234,NA
"AND",1990,470,1,176,0,54500,1,1,117.021276595745,NA
"AND",1991,470,1,177,0,57100,1,1,121.276595744681,NA
"AND",1992,470,1,178,0,59000,1,1,125.531914893617,NA
"AND",1993,470,1,179,0,63000,1,1,129.787234042553,134.042553191489
"AND",1994,470,1,180,0,65000,1,1,134.042553191489,138.297872340426
"AND",1995,470,1,181,0,68000,1,1,136.170212765957,144.68085106383
"AND",1996,470,1,182,0,71000,1,1,136.170212765957,151.063829787234
"AND",1997,470,1,183,0,74000,1,1,136.170212765957,157.446808510638
"AND",1998,470,1,184,0,72000,1,1,136.170212765957,153.191489361702
"AND",1999,470,1,185,0,75000,1,1,136.170212765957,159.574468085106
"AND",2000,470,1,186,0,78000,1,1,138.297872340426,165.957446808511
"AND",2001,470,1,187,0,66000,1,1,142.553191489362,140.425531914894
"AND",2002,470,1,188,0,66000,1,1,148.936170212766,153.191489361702
"AND",2003,470,1,189,0,70000,1,1,155.31914893617,161.702127659574
"AND",2004,470,1,190,0,75000,1,1,161.702127659574,168.085106382979
"AND",2005,470,1,191,0,79000,1,1,168.085106382979,172.340425531915
"AND",2006,470,1,192,0,80000,1,1,172.340425531915,174.468085106383
"AND",2007,470,1,193,0,82000,1,1,176.595744680851,172.340425531915
"AND",2008,470,1,194,0,84000,1,1,178.723404255319,170.212765957447
"AND",2009,470,1,195,0,85000,1,1,178.723404255319,168.085106382979
"AND",2010,470,1,196,0,85000,1,1,178.723404255319,165.957446808511
"AND",2011,470,1,197,0,85000,1,1,178.723404255319,165.957446808511
"AND",2012,470,1,198,0,0,1,1,174.468085106383,165.957446808511
"AND",2013,470,1,199,0,0,1,1,172.340425531915,NA
"AND",2014,470,1,200,0,0,1,1,168.085106382979,NA
"AND",2015,470,1,201,0,0,1,1,165.957446808511,NA
"AND",2016,470,1,202,0,0,1,1,163.829787234043,NA
"AND",2017,470,1,203,0,0,1,1,163.829787234043,NA
"AND",2018,470,1,204,0,0,1,1,163.829787234043,NA
"AND",2019,470,1,205,0,0,1,1,163.829787234043,NA
"ARE",1961,71020,0,0,109000,0,1,1,1.42213460996902,NA
"ARE",1962,71020,0,0,116000,0,1,1,1.57702055758941,NA
"ARE",1963,71020,0,0,124000,0,1,1,1.77414812728809,NA
"ARE",1964,71020,0,0,133000,0,1,1,1.957195156294,NA
"ARE",1965,71020,0,0,144000,0,1,1,2.11208110391439,NA
"ARE",1966,71020,0,0,157000,0,1,1,2.25288651084202,NA
"ARE",1967,71020,0,0,172000,0,1,1,2.39369191776964,NA
"ARE",1968,71020,0,0,191000,0,1,1,2.57673894677556,NA
"ARE",1969,71020,0,0,218000,0,1,1,2.87243030132357,NA
"ARE",1970,71020,0,0,249000,0,1,1,3.30892706279921,NA
"ARE",1971,71020,1,0,288000,260000,1,1,3.92847085328077,3.66094058011828
"ARE",1972,71020,1,1,336000,306000,1,1,4.68882005068995,4.30864545198536
"ARE",1973,71020,1,2,391000,362000,1,1,5.58997465502675,5.09715573078006
"ARE",1974,71020,1,3,453000,428000,1,1,6.63193466629119,6.02647141650239
"ARE",1975,71020,1,4,523000,505000,1,1,7.80061954379048,7.11067304984511
"ARE",1976,71020,1,5,598000,592000,1,1,9.1101098282174,8.33568009011546
"ARE",1977,71020,1,6,684000,690000,1,1,10.5322444381864,9.7155730780062
"ARE",1978,71020,1,7,779000,795000,1,1,11.9966206702337,11.1940298507463
"ARE",1979,71020,1,8,884000,904000,1,1,13.40467473951,12.7288087862574
"ARE",1980,71020,1,9,1e+06,1015000,1,1,14.6719234018586,14.291748803154
"ARE",1981,71020,1,10,1070000,1100000,1,1,15.7842861165869,15.8828499014362
"ARE",1982,71020,1,11,1138000,1176000,1,1,16.7558434243875,17.4598704590256
"ARE",1983,71020,1,12,1209000,1242000,1,1,17.6429174880315,16.9811320754717
"ARE",1984,71020,1,13,1284000,1299000,1,1,18.5581526330611,20.4871867079696
"ARE",1985,71020,1,14,1363000,1349000,1,1,19.5860321036328,21.8529991551676
"ARE",1986,71020,1,15,1447000,1398000,1,1,20.7265558997466,23.0780061954379
"ARE",1987,71020,1,16,1530000,1447000,1,1,21.9797240214024,24.1903689101661
"ARE",1988,71020,1,17,1623000,1495000,1,1,23.3173753872149,25.1900872993523
"ARE",1989,71020,1,18,1722000,1543000,1,1,24.7254294564911,26.1334835257674
"ARE",1990,71020,1,19,1826000,1921000,1,1,26.1898056885384,27.048718670797
"ARE",1991,71020,1,20,1929000,1983000,1,1,27.7386651647423,27.9217121937482
"ARE",1992,71020,1,21,2036000,2044000,1,1,29.3860884257955,28.7806251760068
"ARE",1993,71020,1,22,2145000,2102000,1,1,31.0757533089271,29.597296536187
"ARE",1994,71020,1,23,2257000,2157000,1,1,32.7935792734441,30.3717262742889
"ARE",1995,71020,1,24,2369000,2314000,1,1,34.4832441565756,32.5823711630527
"ARE",1996,71020,1,25,2488000,2443000,1,1,36.2010701210926,34.398760912419
"ARE",1997,71020,1,26,2616000,2580000,1,1,38.017459870459,36.3277949873275
"ARE",1998,71020,1,27,2756000,2353000,1,1,39.9605744860603,33.1315122500704
"ARE",1999,71020,1,28,2908000,2398000,1,1,42.0726555899747,33.7651365812447
"ARE",2000,71020,1,29,3075000,2441000,1,1,44.424105885666,34.3705998310335
"ARE",2001,71020,1,30,3244000,3167000,1,1,46.8318783441284,44.5930723739792
"ARE",2002,71020,1,31,3422000,3349000,1,1,49.3804562095184,45.3956631934666
"ARE",2003,71020,1,32,3655000,3551000,1,1,52.6893832723177,47.4373415939172
"ARE",2004,71020,1,33,4008000,3761000,1,1,57.5612503520135,51.5206983948184
"ARE",2005,71020,1,34,4519000,3995000,1,1,64.4888763728527,58.420163334272
"ARE",2006,71020,1,35,5213000,4229000,1,1,73.8101943114616,68.6567164179104
"ARE",2007,71020,1,36,6059000,4488000,1,1,85.1027879470572,81.6248943959448
"ARE",2008,71020,1,37,6956000,4765000,1,1,97.0712475359054,95.7335961700929
"ARE",2009,71020,1,38,7768000,5059100,1,1,107.941424950718,108.673613066742
"ARE",2010,71020,1,39,8397000,5371340,1,1,116.460152069839,118.867924528302
"ARE",2011,71020,1,40,8806000,5702860,1,1,122.106448887637,125.668825682906
"ARE",2012,71020,1,41,9026000,0,1,1,125.316812165587,129.625457617573
"ARE",2013,71020,1,42,9114000,0,1,1,126.80934947902,NA
"ARE",2014,71020,1,43,9160000,0,1,1,127.72458462405,NA
"ARE",2015,71020,1,44,9232000,0,1,1,128.893269501549,NA
"ARE",2016,71020,1,45,9343000,0,1,1,130.526612221909,NA
"ARE",2017,71020,1,46,0,0,1,1,132.357082511968,NA
"ARE",2018,71020,1,47,0,0,1,1,134.356519290341,NA
"ARE",2019,71020,1,48,0,0,1,1,136.327794987328,NA
"ARG",1961,2736690,1,120,20951000,20968980,1,1,7.65632936138182,7.65559855153488
"ARG",1962,2736690,1,121,21284000,21302480,1,1,7.7787400107429,7.77727839104904
"ARG",1963,2736690,1,122,21616000,21635390,1,1,7.90078525518053,7.89859282563973
"ARG",1964,2736690,1,123,21949000,21968520,1,1,8.02209968977122,8.02027266515389
"ARG",1965,2736690,1,124,22283000,22302670,1,1,8.14231790959151,8.14231790959151
"ARG",1966,2736690,1,125,22612000,22631460,1,1,8.26143991464141,8.26253612941181
"ARG",1967,2736690,1,126,22934000,22954370,1,1,8.37946570492091,8.38019651476784
"ARG",1968,2736690,1,127,23261000,23280940,1,1,8.4996839247412,8.4996839247412
"ARG",1969,2736690,1,128,23600000,23620750,1,1,8.62574862333695,8.62355619379615
"ARG",1970,2736690,1,129,23962000,23983360,1,1,8.75985223024895,8.75619818101429
"ARG",1971,2736690,1,130,24364000,24376110,1,1,8.90345636517107,8.89907150608947
"ARG",1972,2736690,1,131,24780000,24791980,1,1,9.05583021825636,9.0510799542513
"ARG",1973,2736690,1,132,25210000,25222220,1,1,9.21295433534671,9.20747326149472
"ARG",1974,2736690,1,133,25646000,25654150,1,1,9.370809262284,9.36459737858508
"ARG",1975,2736690,1,134,26082000,26078730,1,1,9.52501013998663,9.51843285136424
"ARG",1976,2736690,1,135,26531000,26492720,1,1,9.67482615860766,9.66788346506181
"ARG",1977,2736690,1,136,26984000,26899180,1,1,9.82171893784097,9.81550705414205
"ARG",1978,2736690,1,137,27440000,27303000,1,1,9.96751550230388,9.96313064322229
"ARG",1979,2736690,1,138,27902000,27711810,1,1,10.1162353061545,10.1125812569199
"ARG",1980,2736690,1,139,28370000,28131040,1,1,10.2700707789337,10.2656859198521
"ARG",1981,2736690,1,140,28848000,28561560,1,1,10.4297527304883,10.4231754418659
"ARG",1982,2736690,1,141,29330000,29001060,1,1,10.5945503509714,10.5843190131144
"ARG",1983,2736690,1,142,29784000,29447970,1,1,10.7630020206892,10.7472896089802
"ARG",1984,2736690,1,143,30231000,29899740,1,1,10.9332807150244,10.9106256097695
"ARG",1985,2736690,1,144,30672000,30354240,1,1,11.1042902192064,11.0735962056353
"ARG",1986,2736690,1,145,31145000,30810980,1,1,11.2752997233885,11.2354705867307
"ARG",1987,2736690,1,146,31625000,31269800,1,1,11.446674632494,11.3977103727496
"ARG",1988,2736690,1,147,32099000,31729130,1,1,11.618414946523,11.5599501587684
"ARG",1989,2736690,1,148,32572000,32187170,1,1,11.789424450705,11.7225553497108
"ARG",1990,2736690,1,149,33036000,32642440,1,1,11.9597031450402,11.8855259455766
"ARG",1991,2736690,1,150,33505000,33093580,1,1,12.1292510295284,12.0488619463659
"ARG",1992,2736690,1,151,33967000,33540020,1,1,12.2977026992462,12.2121979471551
"ARG",1993,2736690,1,152,34408000,33982040,1,1,12.4643273443466,12.3758993528679
"ARG",1994,2736690,1,153,34847000,34420350,1,1,12.6276633451359,12.5399661635041
"ARG",1995,2736690,1,154,35274000,34855160,1,1,12.7873452966905,12.7043983790638
"ARG",1996,2736690,1,155,35683000,35287110,1,1,12.9426423891636,12.8695614044704
"ARG",1997,2736690,1,156,36103000,35714930,1,1,13.0939200274785,13.034724429877
"ARG",1998,2736690,1,157,36518000,36134640,1,1,13.2430052362526,13.1995220503601
"ARG",1999,2736690,1,158,36924000,36541030,1,1,13.3913596351797,13.3654158856136
"ARG",2000,2736690,1,159,37336000,36930710,1,1,13.5408102488773,13.5316751257906
"ARG",2001,2736690,1,160,37740000,37302120,1,1,13.6924532921157,13.5769853363004
"ARG",2002,2736690,1,161,38132000,37657340,1,1,13.844827145201,13.7494564601763
"ARG",2003,2736690,1,162,38530000,38001250,1,1,13.9982972130566,13.8744249440017
"ARG",2004,2736690,1,163,38946000,38340780,1,1,14.1517672809123,13.9982972130566
"ARG",2005,2736690,1,164,39368000,38681170,1,1,14.3037757290742,14.1221694821116
"ARG",2006,2736690,1,165,39762000,39023850,1,1,14.4550533673891,14.2467725610135
"ARG",2007,2736690,1,166,40135000,39368070,1,1,14.6052347909336,14.3717410448388
"ARG",2008,2736690,1,167,40532000,39714300,1,1,14.7557816194015,14.4978057434346
"ARG",2009,2736690,1,168,40944000,40062470,1,1,14.9081554724868,14.6249666568007
"ARG",2010,2736690,1,169,41359000,40412380,1,1,15.0634525649599,14.7528583800138
"ARG",2011,2736690,1,170,41792000,40764560,1,1,15.2216728968206,14.8825771278442
"ARG",2012,2736690,1,171,42217000,0,1,1,15.3824510631456,15.013392090445
