"iso3c","year","shec"
"HUN",1989,27.2
"HUN",1990,27.1
"HUN",1991,27.01
"HUN",1992,27.15
"HUN",1993,27.13
"HUN",1994,27.07
"HUN",1995,26.94
"HUN",1996,26.81
"HUN",1997,26.58
"HUN",1998,26.34
"HUN",1999,26.05
"HUN",2000,25.68
"HUN",2001,25.21
"HUN",2002,24.88
"HUN",2003,24.65
"HUN",2004,24.36
"HUN",2005,24.11
"HUN",2006,23.89
"HUN",2007,23.7
"HUN",2008,23.51
"HUN",2009,23.31
"ISL",1950,26.36
"ISL",1951,26.22
"ISL",1952,26.12
"ISL",1953,26
"ISL",1954,25.78
"ISL",1955,25.58
"ISL",1956,24.91
"ISL",1957,24.49
"ISL",1958,24.18
"ISL",1959,23.69
"ISL",1960,23.24
"ISL",1961,22.95
"ISL",1962,22.67
"ISL",1963,22.63
"ISL",1964,22.33
"ISL",1965,21.95
"ISL",1966,21.47
"ISL",1967,20.93
"ISL",1968,20.38
"ISL",1969,20.13
"ISL",1970,20.03
"ISL",1971,20.18
"ISL",1972,19.62
"ISL",1973,19.54
"ISL",1974,19.29
"ISL",1975,18.79
"ISL",1976,18.42
"ISL",1977,18.31
"ISL",1978,18.04
"ISL",1979,17.88
"ISL",1980,17.84
"ISL",1981,17.74
"ISL",1982,17.59
"ISL",1983,17.34
"ISL",1984,17.37
"ISL",1985,17.31
"ISL",1986,17.27
"ISL",1987,17.38
"ISL",1988,17.13
"ISL",1989,16.91
"ISL",1990,16.81
"ISL",1991,17
"ISL",1992,16.9
"ISL",1993,16.87
"ISL",1994,16.91
"ISL",1995,16.98
"ISL",1996,16.98
"ISL",1997,16.91
"ISL",1998,16.93
"ISL",1999,16.7
"ISL",2000,16.56
"ISL",2001,16.32
"ISL",2002,16.09
"ISL",2003,16.03
"ISL",2004,15.91
"ISL",2005,15.78
"ISL",2006,15.49
"ISL",2007,15
"ISL",2008,14.6
"ISL",2009,14.34
"IND",1950,40.39
"IND",1951,40.64
"IND",1952,40.77
"IND",1953,41.05
"IND",1954,41.16
"IND",1955,40.96
"IND",1956,40.61
"IND",1957,40.12
"IND",1958,39.84
"IND",1959,39.59
"IND",1960,39.31
"IND",1961,38.66
"IND",1962,38.08
"IND",1963,37.45
"IND",1964,36.84
"IND",1965,36.15
"IND",1966,35.56
"IND",1967,35.09
"IND",1968,34.69
"IND",1969,34.41
"IND",1970,34.02
"IND",1971,33.64
"IND",1972,33.23
"IND",1973,32.97
"IND",1974,32.62
"IND",1975,32.28
"IND",1976,31.93
"IND",1977,31.59
"IND",1978,31.25
"IND",1979,30.79
"IND",1980,30.25
"IND",1981,30.25
"IND",1982,29.86
"IND",1983,29.58
"IND",1984,29.37
"IND",1985,29.13
"IND",1986,28.77
"IND",1987,28.46
"IND",1988,28.17
"IND",1989,27.76
"IND",1990,27.39
"IND",1991,26.96
"IND",1992,26.72
"IND",1993,26.41
"IND",1994,26.19
"IND",1995,25.81
"IND",1996,25.33
"IND",1997,24.99
"IND",1998,24.61
"IND",1999,24.26
"IND",2000,23.83
"IND",2001,23.53
"IND",2002,23.25
"IND",2003,22.93
"IND",2004,22.53
"IND",2005,22.06
"IND",2006,21.39
"IND",2007,20.7
"IND",2008,20
"IDN",1960,32.78
"IDN",1961,33.08
"IDN",1962,33.08
"IDN",1963,33.13
"IDN",1964,33.37
"IDN",1965,33.59
"IDN",1966,33.66
"IDN",1967,33.71
"IDN",1968,33.9
"IDN",1969,33.94
"IDN",1970,33.72
"IDN",1971,33.25
"IDN",1972,32.61
"IDN",1973,31.8
"IDN",1974,30.97
"IDN",1975,29.96
"IDN",1976,29.02
"IDN",1977,28.18
"IDN",1978,27.3
"IDN",1979,26.41
"IDN",1980,25.66
"IDN",1981,24.82
"IDN",1982,24.04
"IDN",1983,23.31
"IDN",1984,22.71
"IDN",1985,22.17
"IDN",1986,21.94
"IDN",1987,21.48
"IDN",1988,21.12
"IDN",1989,20.79
"IDN",1990,20.47
"IDN",1991,20.12
"IDN",1992,19.76
"IDN",1993,19.44
"IDN",1994,19.13
"IDN",1995,18.79
"IDN",1996,18.42
"IDN",1997,18.05
"IDN",1998,17.66
"IDN",1999,17.81
"IDN",2000,17.9
"IDN",2001,17.96
"IDN",2002,17.98
"IDN",2003,18.05
"IDN",2004,18.07
"IDN",2005,18.05
"IDN",2006,17.97
"IDN",2007,17.9
"IDN",2008,17.82
"IRN",1955,31.06
"IRN",1956,31.07
"IRN",1957,30.82
"IRN",1958,30.33
"IRN",1959,29.68
"IRN",1960,29.06
"IRN",1961,28.34
"IRN",1962,27.86
"IRN",1963,27.51
"IRN",1964,27.08
"IRN",1965,26.57
"IRN",1966,25.83
"IRN",1967,25.2
"IRN",1968,24.42
"IRN",1969,23.68
"IRN",1970,23.08
"IRN",1971,22.67
"IRN",1972,22.34
"IRN",1973,21.83
"IRN",1974,21.32
"IRN",1975,20.37
"IRN",1976,19.4
"IRN",1977,18.43
"IRN",1978,17.71
"IRN",1979,17.47
"IRN",1980,17.29
"IRN",1981,17.33
"IRN",1982,17.54
"IRN",1983,17.57
"IRN",1984,17.57
"IRN",1985,17.66
"IRN",1986,17.89
"IRN",1987,18
"IRN",1988,18.03
"IRN",1989,18.16
"IRN",1990,18.25
"IRN",1991,18.25
"IRN",1992,18.06
"IRN",1993,17.89
"IRN",1994,17.95
"IRN",1995,18.11
"IRN",1996,18.2
"IRN",1997,18.2
"IRN",1998,18.19
"IRN",1999,18.21
"IRN",2000,18.16
"IRN",2001,18.11
"IRN",2002,18.07
"IRN",2003,18
"IRN",2004,17.86
"IRN",2005,17.68
"IRN",2006,17.49
"IRN",2007,17.3
"IRN",2008,16.95
"IRL",1950,27.87
"IRL",1951,27.76
"IRL",1952,27.52
"IRL",1953,27.45
"IRL",1954,27.29
"IRL",1955,27.16
"IRL",1956,26.9
"IRL",1957,26.8
"IRL",1958,26.85
"IRL",1959,26.91
"IRL",1960,26.75
"IRL",1961,26.69
"IRL",1962,26.48
"IRL",1963,26.25
"IRL",1964,25.92
"IRL",1965,25.5
"IRL",1966,25.12
"IRL",1967,24.75
"IRL",1968,24.46
"IRL",1969,24.03
"IRL",1970,23.44
"IRL",1971,23.07
"IRL",1972,22.57
"IRL",1973,22.12
"IRL",1974,21.61
"IRL",1975,21.29
"IRL",1976,21.05
"IRL",1977,20.88
"IRL",1978,20.53
"IRL",1979,20.26
"IRL",1980,19.77
"IRL",1981,19.62
"IRL",1982,19.33
"IRL",1983,19.11
"IRL",1984,18.94
"IRL",1985,18.81
"IRL",1986,18.71
"IRL",1987,18.68
"IRL",1988,18.65
"IRL",1989,18.58
"IRL",1990,18.53
"IRL",1991,18.36
"IRL",1992,18.25
"IRL",1993,18.27
"IRL",1994,18.29
"IRL",1995,18.26
"IRL",1996,18.15
"IRL",1997,17.92
"IRL",1998,17.73
"IRL",1999,17.45
"IRL",2000,17.11
"IRL",2001,16.74
"IRL",2002,16.46
"IRL",2003,16.2
"IRL",2004,15.98
"IRL",2005,15.85
"IRL",2006,15.63
"IRL",2007,15.4
"IRL",2008,15.12
"IRL",2009,14.94
"ISR",1950,40.68
"ISR",1951,40.15
"ISR",1952,38.96
"ISR",1953,37.93
"ISR",1954,37.43
"ISR",1955,36.95
"ISR",1956,35.9
"ISR",1957,35.85
"ISR",1958,35.29
"ISR",1959,34.68
"ISR",1960,33.99
"ISR",1961,33.45
"ISR",1962,32.82
"ISR",1963,32.16
"ISR",1964,31.72
"ISR",1965,30.93
"ISR",1966,30.13
"ISR",1967,29.43
"ISR",1968,29.57
"ISR",1969,29.2
"ISR",1970,28.45
"ISR",1971,28.01
"ISR",1972,27.41
"ISR",1973,26.38
"ISR",1974,25.72
"ISR",1975,25.16
"ISR",1976,24.75
"ISR",1977,24.6
"ISR",1978,24.43
"ISR",1979,24.44
"ISR",1980,24.15
"ISR",1981,24.06
"ISR",1982,24.1
"ISR",1983,24.03
"ISR",1984,23.85
"ISR",1985,23.71
"ISR",1986,23.91
"ISR",1987,23.78
"ISR",1988,23.84
"ISR",1989,23.9
"ISR",1990,23.89
"ISR",1991,23.92
"ISR",1992,23.59
"ISR",1993,23.29
"ISR",1994,23.05
"ISR",1995,22.75
"ISR",1996,22.37
"ISR",1997,21.94
"ISR",1998,21.65
"ISR",1999,21.45
"ISR",2000,21.27
"ISR",2001,21.01
"ISR",2002,20.77
"ISR",2003,20.73
"ISR",2004,20.78
"ISR",2005,20.79
"ISR",2006,20.74
"ISR",2007,20.7
"ISR",2008,20.68
"ITA",1950,50.48
"ITA",1951,50.25
"ITA",1952,49.84
"ITA",1953,49.53
"ITA",1954,48.99
"ITA",1955,48.46
"ITA",1956,47.6
"ITA",1957,46.7
"ITA",1958,45.76
"ITA",1959,45.05
"ITA",1960,44.16
"ITA",1961,43.26
"ITA",1962,42.16
"ITA",1963,41.01
"ITA",1964,40.03
"ITA",1965,39.25
"ITA",1966,38.73
"ITA",1967,38.33
"ITA",1968,37.78
"ITA",1969,37.19
"ITA",1970,36.57
"ITA",1971,35.86
"ITA",1972,35.32
"ITA",1973,34.97
"ITA",1974,34.44
"ITA",1975,33.75
"ITA",1976,33.63
"ITA",1977,33.29
"ITA",1978,33.02
"ITA",1979,32.88
"ITA",1980,32.66
"ITA",1981,32.25
"ITA",1982,31.98
"ITA",1983,31.8
"ITA",1984,31.73
"ITA",1985,31.54
"ITA",1986,31.38
"ITA",1987,31.17
"ITA",1988,30.93
"ITA",1989,30.63
"ITA",1990,30.39
"ITA",1991,30.07
"ITA",1992,29.72
"ITA",1993,29.21
"ITA",1994,29.08
"ITA",1995,28.98
"ITA",1996,28.8
"ITA",1997,28.67
"ITA",1998,28.54
"ITA",1999,28.38
"ITA",2000,28.19
"ITA",2001,27.96
"ITA",2002,27.75
"ITA",2003,27.53
"ITA",2004,27.36
"ITA",2005,27.13
"ITA",2006,27
"ITA",2007,26.8
"ITA",2008,26.65
"ITA",2009,26.43
"CIV",1961,58.46
"CIV",1962,57.45
"CIV",1963,57.05
"CIV",1964,55.84
"CIV",1965,54.13
"CIV",1966,53.01
"CIV",1967,51.96
"CIV",1968,51.28
"CIV",1969,50.57
"CIV",1970,49.56
"CIV",1971,48.43
"CIV",1972,47.49
"CIV",1973,46.58
"CIV",1974,45.66
"CIV",1975,44.88
"CIV",1976,44.08
"CIV",1977,43.19
"CIV",1978,41.69
"CIV",1979,40.27
"CIV",1980,39.52
"CIV",1981,39.03
"CIV",1982,38.75
"CIV",1983,39.07
"CIV",1984,39.55
"CIV",1985,40.4
"CIV",1986,40.88
"CIV",1987,41.3
"CIV",1988,41.86
"CIV",1989,42.75
"CIV",1990,44.12
"CIV",1991,45.23
"CIV",1992,45.69
"CIV",1993,46.38
"CIV",1994,46.58
"CIV",1995,46.32
"CIV",1996,46.07
"CIV",1997,46.14
"CIV",1998,45.98
"CIV",1999,45.74
"CIV",2000,46.27
"CIV",2001,47.05
"CIV",2002,46.75
"CIV",2003,47.05
"CIV",2004,47.23
"CIV",2005,47.14
"CIV",2006,47.02
"CIV",2007,47
"CIV",2008,46.93
"JAM",1963,41.63
"JAM",1964,41.5
"JAM",1965,41.17
"JAM",1966,40.77
"JAM",1967,40.26
"JAM",1968,39.68
"JAM",1969,38.81
"JAM",1970,37.9
"JAM",1971,37.23
"JAM",1972,36.62
"JAM",1973,26.23
"JAM",1974,35.67
"JAM",1975,35.65
"JAM",1976,35.47
"JAM",1977,35.79
"JAM",1978,36.4
"JAM",1979,36.88
"JAM",1980,37.07
"JAM",1981,37.52
"JAM",1982,37.76
"JAM",1983,37.85
"JAM",1984,37.92
"JAM",1985,37.85
"JAM",1986,37.76
"JAM",1987,37.95
"JAM",1988,37.85
"JAM",1989,37.64
"JAM",1990,37.22
"JAM",1991,36.89
"JAM",1992,36.77
"JAM",1993,36.14
"JAM",1994,35.66
"JAM",1995,35.21
"JAM",1996,34.78
"JAM",1997,34.41
"JAM",1998,34.08
"JAM",1999,34.03
"JAM",2000,33.96
"JAM",2001,33.84
"JAM",2002,33.56
"JAM",2003,33.3
"JAM",2004,33.13
"JAM",2005,32.92
"JAM",2006,32.77
"JAM",2007,32.5
"JAM",2008,32.3
"JPN",1950,23.68
"JPN",1951,24.12
"JPN",1952,23.99
"JPN",1953,24.07
"JPN",1954,24.16
"JPN",1955,24.21
"JPN",1956,24.14
"JPN",1957,23.99
"JPN",1958,23.55
"JPN",1959,23.29
"JPN",1960,23.01
"JPN",1961,22.47
"JPN",1962,21.72
"JPN",1963,21.05
"JPN",1964,20.44
"JPN",1965,19.78
"JPN",1966,19.27
"JPN",1967,18.75
"JPN",1968,18.14
"JPN",1969,17.44
"JPN",1970,16.77
"JPN",1971,16.03
"JPN",1972,15.44
"JPN",1973,14.98
"JPN",1974,14.44
"JPN",1975,14.03
"JPN",1976,13.78
"JPN",1977,13.55
"JPN",1978,13.35
"JPN",1979,13.15
"JPN",1980,12.93
"JPN",1981,12.74
"JPN",1982,12.58
"JPN",1983,12.46
"JPN",1984,12.35
"JPN",1985,12.26
"JPN",1986,12.14
"JPN",1987,12.02
"JPN",1988,11.91
"JPN",1989,11.76
"JPN",1990,11.6
"JPN",1991,11.43
"JPN",1992,11.26
"JPN",1993,11.11
"JPN",1994,11
"JPN",1995,10.9
"JPN",1996,10.82
"JPN",1997,10.74
"JPN",1998,10.64
"JPN",1999,10.57
"JPN",2000,10.53
"JPN",2001,10.47
"JPN",2002,10.41
"JPN",2003,10.39
"JPN",2004,10.37
"JPN",2005,10.35
"JPN",2006,10.33
"JPN",2007,10.3
"JPN",2008,10.26
"JPN",2009,10.22
"KAZ",1993,43.78
"KAZ",1994,43.06
"KAZ",1995,42.05
"KAZ",1996,42.11
"KAZ",1997,42.38
"KAZ",1998,42.59
"KAZ",1999,42.75
"KAZ",2000,42.84
"KAZ",2001,42.82
"KAZ",2002,42.54
"KAZ",2003,42.13
"KAZ",2004,41.58
"KAZ",2005,40.9
"KAZ",2006,39.84
"KAZ",2007,38.4
"KAZ",2008,37.01
"JOR",1954,28.02
"JOR",1955,28.14
"JOR",1956,28.68
"JOR",1957,28.77
"JOR",1958,28.77
"JOR",1959,29.26
"JOR",1960,29.37
"JOR",1961,29.19
"JOR",1962,28.88
"JOR",1963,28.38
"JOR",1964,28.35
"JOR",1965,27.83
"JOR",1966,27.24
"JOR",1967,27.32
"JOR",1968,27.27
"JOR",1969,26.99
"JOR",1970,25.64
"JOR",1971,25.62
"JOR",1972,24.99
"JOR",1973,24.12
"JOR",1974,23.99
"JOR",1975,23.38
"JOR",1976,22.95
"JOR",1977,22.32
"JOR",1978,21
"JOR",1979,20.05
"JOR",1980,19.66
"JOR",1981,18.97
"JOR",1982,18.02
"JOR",1983,17.54
"JOR",1984,17.22
"JOR",1985,16.86
"JOR",1986,16.92
"JOR",1987,16.93
"JOR",1988,16.82
"JOR",1989,16.79
"JOR",1990,17.19
"JOR",1991,17.39
"JOR",1992,17.9
"JOR",1993,18.02
"JOR",1994,17.89
"JOR",1995,17.71
"JOR",1996,17.6
"JOR",1997,17.42
"JOR",1998,17.28
"JOR",1999,17.38
"JOR",2000,17.29
"JOR",2001,17.28
"JOR",2002,17.32
"JOR",2003,17.37
"JOR",2004,17.43
"JOR",2005,17.27
"JOR",2006,17.24
"JOR",2007,17.2
"JOR",2008,17.13
"KEN",1964,35.22
"KEN",1965,35.61
"KEN",1966,35.88
"KEN",1967,35.79
"KEN",1968,35.5
"KEN",1969,34.95
"KEN",1970,34.35
"KEN",1971,33.52
"KEN",1972,32.88
"KEN",1973,32.42
"KEN",1974,31.93
"KEN",1975,31.59
"KEN",1976,31.67
"KEN",1977,31.65
"KEN",1978,31.36
"KEN",1979,30.95
"KEN",1980,30.86
"KEN",1981,30.53
"KEN",1982,30.35
"KEN",1983,30.41
"KEN",1984,30.65
"KEN",1985,30.79
"KEN",1986,30.82
"KEN",1987,30.96
"KEN",1988,30.98
"KEN",1989,30.94
"KEN",1990,30.86
"KEN",1991,30.87
"KEN",1992,31
"KEN",1993,31.22
"KEN",1994,31.33
"KEN",1995,31.39
"KEN",1996,31.37
"KEN",1997,31.31
"KEN",1998,31.18
"KEN",1999,30.94
"KEN",2000,30.8
"KEN",2001,30.59
"KEN",2002,30.35
"KEN",2003,30.34
"KEN",2004,30.26
"KEN",2005,30.15
"KEN",2006,29.92
"KEN",2007,29.5
"KEN",2008,28.95
"KOR",1953,65.59
"KOR",1954,66.04
"KOR",1955,66.77
"KOR",1956,67.28
"KOR",1957,68.34
"KOR",1958,68.31
"KOR",1959,68.67
"KOR",1960,69.5
"KOR",1961,70.63
"KOR",1962,71.12
"KOR",1963,72.08
"KOR",1964,70.55
"KOR",1965,70.48
"KOR",1966,70.36
"KOR",1967,68.43
"KOR",1968,66.84
"KOR",1969,64.16
"KOR",1970,62.03
"KOR",1971,60.56
"KOR",1972,59.1
"KOR",1973,58.46
"KOR",1974,57.15
"KOR",1975,54.94
"KOR",1976,53.95
"KOR",1977,52.5
"KOR",1978,50.84
"KOR",1979,48.58
"KOR",1980,46.08
"KOR",1981,44.88
"KOR",1982,44.02
"KOR",1983,43.06
"KOR",1984,41.89
"KOR",1985,40.95
"KOR",1986,40.12
"KOR",1987,39.43
"KOR",1988,38.43
"KOR",1989,37.45
"KOR",1990,36.34
"KOR",1991,35.18
"KOR",1992,33.84
"KOR",1993,32.8
"KOR",1994,32.04
"KOR",1995,31.15
"KOR",1996,30.28
"KOR",1997,29.36
"KOR",1998,28.42
"KOR",1999,28.35
"KOR",2000,28.09
"KOR",2001,27.64
"KOR",2002,27.33
"KOR",2003,26.89
"KOR",2004,26.57
"KOR",2005,26.25
"KOR",2006,25.92
"KOR",2007,25.6
"KOR",2008,25.26
"KOR",2009,24.9
"KWT",1986,17.1
"KWT",1987,16.95
"KWT",1988,16.73
"KWT",1989,16.72
"KWT",1990,16.51
"KWT",1991,15.09
"KWT",1992,17.35
"KWT",1993,18.41
"KWT",1994,18.35
"KWT",1995,18.43
"KWT",1996,18.79
"KWT",1997,18.84
"KWT",1998,18.99
"KWT",1999,19
"KWT",2000,19.08
"KWT",2001,19.23
"KWT",2002,19.24
"KWT",2003,19.2
"KWT",2004,19.02
"KWT",2005,18.66
"KWT",2006,18.26
"KWT",2007,17.8
"KWT",2008,17.04
"KGZ",1993,39.48
"KGZ",1994,39.64
"KGZ",1995,39.61
"KGZ",1996,39.33
"KGZ",1997,39.19
"KGZ",1998,39.23
"KGZ",1999,39.29
"KGZ",2000,39.09
"KGZ",2001,38.93
"KGZ",2002,38.84
"KGZ",2003,39.1
"KGZ",2004,39.3
"KGZ",2005,39.51
"KGZ",2006,39.37
"KGZ",2007,38.8
"KGZ",2008,38.18
"LAO",1970,44.84
"LAO",1971,45.35
"LAO",1972,45.69
"LAO",1973,46.34
"LAO",1974,46.53
"LAO",1975,46.94
"LAO",1976,46.97
"LAO",1977,46.55
"LAO",1978,46.4
"LAO",1979,45.98
"LAO",1980,46.68
"LAO",1981,47.59
"LAO",1982,47.67
"LAO",1983,47.51
"LAO",1984,47.69
"LAO",1985,48.58
"LAO",1986,48.09
"LAO",1987,47.79
"LAO",1988,46.88
"LAO",1989,45.92
"LAO",1990,46.5
"LAO",1991,47.62
"LAO",1992,47.16
"LAO",1993,46.38
"LAO",1994,45.71
"LAO",1995,44.82
"LAO",1996,43.67
"LAO",1997,43.58
"LAO",1998,42.13
"LAO",1999,39.25
"LAO",2000,37.26
"LAO",2001,36.03
"LAO",2002,34.46
"LAO",2003,32.66
"LAO",2004,31.12
"LAO",2005,29.84
"LAO",2006,28.58
"LAO",2007,28
"LAO",2008,26.48
"LBN",1970,29.38
"LBN",1971,29.68
"LBN",1972,29.86
"LBN",1973,29.68
"LBN",1974,29.62
"LBN",1975,29.6
"LBN",1976,29.35
"LBN",1977,29.6
"LBN",1978,29.67
"LBN",1979,29.74
"LBN",1980,29.77
"LBN",1981,30.04
"LBN",1982,29.43
"LBN",1983,29.58
"LBN",1984,29.64
"LBN",1985,30.07
"LBN",1986,29.68
"LBN",1987,28.94
"LBN",1988,27.95
"LBN",1989,27.79
"LBN",1990,27.79
"LBN",1991,28.69
"LBN",1992,30.02
"LBN",1993,30.42
"LBN",1994,30.43
"LBN",1995,30.42
"LBN",1996,30.1
"LBN",1997,29.98
"LBN",1998,29.95
"LBN",1999,30.04
"LBN",2000,30.36
"LBN",2001,30.68
"LBN",2002,30.98
"LBN",2003,31.22
"LBN",2004,31.43
"LBN",2005,31.64
"LBN",2006,31.7
"LBN",2007,32
"LBN",2008,32.36
"LSO",1967,58.01
"LSO",1968,57.92
"LSO",1969,57.88
"LSO",1970,57.93
"LSO",1971,57.74
"LSO",1972,57.34
"LSO",1973,56.6
"LSO",1974,55.18
"LSO",1975,54.06
"LSO",1976,52.41
"LSO",1977,49.73
"LSO",1978,46.72
"LSO",1979,44.74
"LSO",1980,42.98
"LSO",1981,42.14
"LSO",1982,41.3
"LSO",1983,40.8
"LSO",1984,40.7
"LSO",1985,40.29
"LSO",1986,39.72
"LSO",1987,39.56
"LSO",1988,39.41
"LSO",1989,38.72
"LSO",1990,37.57
"LSO",1991,36.14
"LSO",1992,34.6
"LSO",1993,33.51
"LSO",1994,32.68
"LSO",1995,31.98
"LSO",1996,31.37
"LSO",1997,30.72
"LSO",1998,30.13
"LSO",1999,29.79
"LSO",2000,29.48
"LSO",2001,29.27
"LSO",2002,29.11
"LSO",2003,28.95
"LSO",2004,28.84
"LSO",2005,28.55
"LSO",2006,28.74
"LSO",2007,28.8
"LSO",2008,28.71
"LVA",1993,35.17
"LVA",1994,35.07
"LVA",1995,34.85
"LVA",1996,34.77
"LVA",1997,34.65
"LVA",1998,34.26
"LVA",1999,33.48
"LVA",2000,32.78
"LVA",2001,32.27
"LVA",2002,31.66
"LVA",2003,30.8
"LVA",2004,29.92
"LVA",2005,28.9
"LVA",2006,28.11
"LVA",2007,27.2
"LVA",2008,26.36
"LBR",1970,30.89
"LBR",1971,30.76
"LBR",1972,30.62
"LBR",1973,30.66
"LBR",1974,30.71
"LBR",1975,30.25
"LBR",1976,29.58
"LBR",1977,29.02
"LBR",1978,28.62
"LBR",1979,28.22
"LBR",1980,27.92
"LBR",1981,27.68
"LBR",1982,27.68
"LBR",1983,27.8
"LBR",1984,28
"LBR",1985,28.3
"LBR",1986,28.61
"LBR",1987,29.13
"LBR",1988,29.64
"LBR",1989,30.12
"LBR",1990,29.83
"LBR",1991,29.79
"LBR",1992,30.61
"LBR",1993,31.54
"LBR",1994,32.26
"LBR",1995,33.06
"LBR",1996,34.02
"LBR",1997,35.38
"LBR",1998,36.86
"LBR",1999,37.99
"LBR",2000,38.63
"LBR",2001,39.49
"LBR",2002,40.47
"LBR",2003,41.53
"LBR",2004,42.09
"LBR",2005,42.69
"LBR",2006,43.47
"LBR",2007,44.2
"LBR",2008,43.95
"LBY",1986,27.68
"LBY",1987,27.2
"LBY",1988,27.27
"LBY",1989,27.48
"LBY",1990,27.58
"LBY",1991,27.69
"LBY",1992,28.14
"LBY",1993,28.63
"LBY",1994,28.85
"LBY",1995,29.1
"LBY",1996,29.41
"LBY",1997,29.76
"LBY",1998,29.96
"LBY",1999,30.45
"LBY",2000,30.91
"LBY",2001,30.86
"LBY",2002,31.14
"LBY",2003,31.21
"LBY",2004,31.28
"LBY",2005,31.27
"LBY",2006,31.08
"LBY",2007,30.9
"LBY",2008,30.69
"LTU",1993,36.33
"LTU",1994,36.3
"LTU",1995,36.38
"LTU",1996,36.35
"LTU",1997,36.09
"LTU",1998,35.51
"LTU",1999,34.95
"LTU",2000,34.44
"LTU",2001,33.99
"LTU",2002,33.49
"LTU",2003,33.17
"LTU",2004,32.1
"LTU",2005,31.12
"LTU",2006,30.38
"LTU",2007,29.7
"LTU",2008,28.82
"LUX",1950,14.75
"LUX",1951,14.45
"LUX",1952,14.38
"LUX",1953,14.21
"LUX",1954,13.94
"LUX",1955,13.74
"LUX",1956,13.61
"LUX",1957,13.46
"LUX",1958,13.22
"LUX",1959,13.06
"LUX",1960,12.93
"LUX",1961,12.79
"LUX",1962,12.63
"LUX",1963,12.42
"LUX",1964,12.3
"LUX",1965,12.12
"LUX",1966,11.98
"LUX",1967,11.83
"LUX",1968,11.8
"LUX",1969,11.82
"LUX",1970,11.91
"LUX",1971,11.86
"LUX",1972,11.79
"LUX",1973,11.71
"LUX",1974,11.61
"LUX",1975,11.54
"LUX",1976,11.51
"LUX",1977,11.47
"LUX",1978,11.5
"LUX",1979,11.44
"LUX",1980,11.45
"LUX",1981,11.41
"LUX",1982,11.36
"LUX",1983,11.3
"LUX",1984,11.29
"LUX",1985,11.27
"LUX",1986,11.3
"LUX",1987,11.25
"LUX",1988,11.17
"LUX",1989,11.04
"LUX",1990,10.93
"LUX",1991,10.82
"LUX",1992,10.64
"LUX",1993,10.54
"LUX",1994,10.45
"LUX",1995,10.36
"LUX",1996,10.32
"LUX",1997,10.27
"LUX",1998,10.22
"LUX",1999,10.14
"LUX",2000,10.05
"LUX",2001,9.96
"LUX",2002,9.84
"LUX",2003,9.74
"LUX",2004,9.65
"LUX",2005,9.57
"LUX",2006,9.47
"LUX",2007,9.4
"LUX",2008,9.13
"LUX",2009,9.96
"MDG",1960,41.96
"MDG",1961,41.37
"MDG",1962,41.07
"MDG",1963,40.93
"MDG",1964,40.59
"MDG",1965,40.19
"MDG",1966,39.97
"MDG",1967,39.73
"MDG",1968,39.32
"MDG",1969,38.74
"MDG",1970,38.24
"MDG",1971,37.76
"MDG",1972,37.45
"MDG",1973,37.38
"MDG",1974,37.23
"MDG",1975,37.07
"MDG",1976,37.03
"MDG",1977,37.18
"MDG",1978,37.3
"MDG",1979,37.27
"MDG",1980,36.84
"MDG",1981,36.69
"MDG",1982,36.96
"MDG",1983,37.37
"MDG",1984,37.76
"MDG",1985,38.1
"MDG",1986,38.71
"MDG",1987,39.11
"MDG",1988,39.39
"MDG",1989,39.38
"MDG",1990,39.32
"MDG",1991,39.23
"MDG",1992,39.75
"MDG",1993,40
"MDG",1994,40.23
"MDG",1995,40.54
"MDG",1996,40.84
"MDG",1997,40.96
"MDG",1998,41.06
"MDG",1999,41.01
"MDG",2000,40.94
"MDG",2001,40.62
"MDG",2002,40.34
"MDG",2003,40.4
"MDG",2004,40.16
"MDG",2005,39.61
"MDG",2006,39.2
"MDG",2007,38.5
"MDG",2008,37.47
"MWI",1965,55.13
"MWI",1966,54.2
"MWI",1967,51.78
"MWI",1968,51.35
"MWI",1969,50.11
"MWI",1970,49.34
"MWI",1971,46.29
"MWI",1972,44.65
"MWI",1973,42.18
"MWI",1974,41.86
"MWI",1975,41.26
"MWI",1976,39.55
"MWI",1977,38.73
"MWI",1978,38.91
"MWI",1979,36.88
"MWI",1980,35.91
"MWI",1981,35.09
"MWI",1982,35.16
"MWI",1983,35.25
"MWI",1984,35.23
"MWI",1985,35.04
"MWI",1986,34.77
"MWI",1987,35.16
"MWI",1988,35.87
"MWI",1989,36.42
"MWI",1990,36.6
"MWI",1991,37.4
"MWI",1992,37.11
"MWI",1993,37
"MWI",1994,36.37
"MWI",1995,36.74
"MWI",1996,37.07
"MWI",1997,37.42
"MWI",1998,37.77
"MWI",1999,38.12
"MWI",2000,38.47
"MWI",2001,38.72
"MWI",2002,38.61
"MWI",2003,38.89
"MWI",2004,39.04
"MWI",2005,39.47
"MWI",2006,39.42
"MWI",2007,39.4
"MWI",2008,39.69
"MYS",1966,63.71
"MYS",1967,62.81
"MYS",1968,61.92
"MYS",1969,60.98
"MYS",1970,60.46
"MYS",1971,59.41
"MYS",1972,57.79
"MYS",1973,56.49
"MYS",1974,54.75
"MYS",1975,52.29
"MYS",1976,51.31
"MYS",1977,50.3
"MYS",1978,48.98
"MYS",1979,47.84
"MYS",1980,46.55
