"iso3c","year","shec"
"THA",1997,49.1
"THA",1998,48.33
"THA",1999,48.62
"THA",2000,48.98
"THA",2001,49.18
"THA",2002,49.32
"THA",2003,49.37
"THA",2004,49.28
"THA",2005,48.98
"THA",2006,48.49
"THA",2007,48.2
"THA",2008,47.9
"TGO",1960,38.91
"TGO",1961,39.14
"TGO",1962,39.46
"TGO",1963,39.44
"TGO",1964,39.09
"TGO",1965,37.99
"TGO",1966,36.72
"TGO",1967,36.07
"TGO",1968,35.81
"TGO",1969,35.72
"TGO",1970,35.6
"TGO",1971,35.05
"TGO",1972,34.27
"TGO",1973,33.55
"TGO",1974,32.87
"TGO",1975,32.13
"TGO",1976,31.01
"TGO",1977,30.4
"TGO",1978,29.26
"TGO",1979,27.95
"TGO",1980,27.15
"TGO",1981,26.66
"TGO",1982,26.64
"TGO",1983,26.86
"TGO",1984,27.18
"TGO",1985,27.72
"TGO",1986,27.92
"TGO",1987,28.18
"TGO",1988,28.7
"TGO",1989,28.98
"TGO",1990,28.97
"TGO",1991,28.98
"TGO",1992,29.48
"TGO",1993,29.76
"TGO",1994,30.48
"TGO",1995,31
"TGO",1996,31.4
"TGO",1997,31.81
"TGO",1998,32.06
"TGO",1999,32.27
"TGO",2000,32.56
"TGO",2001,32.83
"TGO",2002,33.2
"TGO",2003,33.44
"TGO",2004,33.8
"TGO",2005,33.99
"TGO",2006,34.22
"TGO",2007,34.5
"TGO",2008,34.71
"TTO",1963,44.36
"TTO",1964,43.88
"TTO",1965,43.43
"TTO",1966,42.79
"TTO",1967,42.36
"TTO",1968,42.35
"TTO",1969,42.06
"TTO",1970,42.07
"TTO",1971,41.77
"TTO",1972,40.82
"TTO",1973,40.28
"TTO",1974,40.04
"TTO",1975,39.13
"TTO",1976,38.13
"TTO",1977,37.13
"TTO",1978,36.29
"TTO",1979,35.05
"TTO",1980,34.2
"TTO",1981,33.03
"TTO",1982,32.12
"TTO",1983,31.53
"TTO",1984,31.06
"TTO",1985,30.75
"TTO",1986,30.58
"TTO",1987,30.56
"TTO",1988,30.75
"TTO",1989,31.15
"TTO",1990,31.72
"TTO",1991,31.84
"TTO",1992,32.17
"TTO",1993,32.26
"TTO",1994,33
"TTO",1995,33.4
"TTO",1996,34.03
"TTO",1997,33.93
"TTO",1998,33.54
"TTO",1999,33.17
"TTO",2000,33.31
"TTO",2001,33.29
"TTO",2002,33.06
"TTO",2003,33.12
"TTO",2004,33.09
"TTO",2005,33.18
"TTO",2006,31.94
"TTO",2007,31.5
"TTO",2008,31.27
"ARE",1986,26.04
"ARE",1987,25.56
"ARE",1988,25.34
"ARE",1989,25.27
"ARE",1990,25.23
"ARE",1991,25.12
"ARE",1992,25.04
"ARE",1993,24.96
"ARE",1994,24.93
"ARE",1995,24.78
"ARE",1996,24.61
"ARE",1997,24.44
"ARE",1998,24.22
"ARE",1999,24.1
"ARE",2000,23.99
"ARE",2001,23.92
"ARE",2002,23.85
"ARE",2003,23.8
"ARE",2004,23.69
"ARE",2005,23.56
"ARE",2006,23.33
"ARE",2007,23
"ARE",2008,21.86
"TUN",1961,53.12
"TUN",1962,52.45
"TUN",1963,50.95
"TUN",1964,49.45
"TUN",1965,47.95
"TUN",1966,46.66
"TUN",1967,45.74
"TUN",1968,44.76
"TUN",1969,44.02
"TUN",1970,43.35
"TUN",1971,43.19
"TUN",1972,42.87
"TUN",1973,41.95
"TUN",1974,41.81
"TUN",1975,41.18
"TUN",1976,40.81
"TUN",1977,40.3
"TUN",1978,39.93
"TUN",1979,39.48
"TUN",1980,38.95
"TUN",1981,38.56
"TUN",1982,37.88
"TUN",1983,37.3
"TUN",1984,37.14
"TUN",1985,36.59
"TUN",1986,36.3
"TUN",1987,36.28
"TUN",1988,36.43
"TUN",1989,36.8
"TUN",1990,37.11
"TUN",1991,37.15
"TUN",1992,37.32
"TUN",1993,37.18
"TUN",1994,37.05
"TUN",1995,37.17
"TUN",1996,37.28
"TUN",1997,37.24
"TUN",1998,37.14
"TUN",1999,36.99
"TUN",2000,36.78
"TUN",2001,36.55
"TUN",2002,36.19
"TUN",2003,36.02
"TUN",2004,35.8
"TUN",2005,35.55
"TUN",2006,35.58
"TUN",2007,35.4
"TUN",2008,35.27
"TUR",1950,65.26
"TUR",1951,65.85
"TUR",1952,66.27
"TUR",1953,66.12
"TUR",1954,65.67
"TUR",1955,65.2
"TUR",1956,65.05
"TUR",1957,64.54
"TUR",1958,63.52
"TUR",1959,61.86
"TUR",1960,60.98
"TUR",1961,60.12
"TUR",1962,59.3
"TUR",1963,58.43
"TUR",1964,57.39
"TUR",1965,56.51
"TUR",1966,55.78
"TUR",1967,54.44
"TUR",1968,53.32
"TUR",1969,52.15
"TUR",1970,50.8
"TUR",1971,49.77
"TUR",1972,49.13
"TUR",1973,48.34
"TUR",1974,47.46
"TUR",1975,45.5
"TUR",1976,44.03
"TUR",1977,42.88
"TUR",1978,42.31
"TUR",1979,42.09
"TUR",1980,41.99
"TUR",1981,41.61
"TUR",1982,41.14
"TUR",1983,40.88
"TUR",1984,40.72
"TUR",1985,40.46
"TUR",1986,40.2
"TUR",1987,39.86
"TUR",1988,38.96
"TUR",1989,38.43
"TUR",1990,37.77
"TUR",1991,37.11
"TUR",1992,36.56
"TUR",1993,35.54
"TUR",1994,35.02
"TUR",1995,34.77
"TUR",1996,34.2
"TUR",1997,33.58
"TUR",1998,33.02
"TUR",1999,32.53
"TUR",2000,31.96
"TUR",2001,31.56
"TUR",2002,31.61
"TUR",2003,31.36
"TUR",2004,31.2
"TUR",2005,30.82
"TUR",2006,30.26
"TUR",2007,29.1
"TUR",2008,28.63
"TUR",2009,27.68
"UGA",1963,57.97
"UGA",1964,57.33
"UGA",1965,56.14
"UGA",1966,55.34
"UGA",1967,54.65
"UGA",1968,53.7
"UGA",1969,52.92
"UGA",1970,51.97
"UGA",1971,51.35
"UGA",1972,50.67
"UGA",1973,50.72
"UGA",1974,50.99
"UGA",1975,51.11
"UGA",1976,51.67
"UGA",1977,52.45
"UGA",1978,53.33
"UGA",1979,54.27
"UGA",1980,54.89
"UGA",1981,55.48
"UGA",1982,55.31
"UGA",1983,54.99
"UGA",1984,54.75
"UGA",1985,54.8
"UGA",1986,54.71
"UGA",1987,54.43
"UGA",1988,53.7
"UGA",1989,53.03
"UGA",1990,52.44
"UGA",1991,51.92
"UGA",1992,51.46
"UGA",1993,51.14
"UGA",1994,50.84
"UGA",1995,49.81
"UGA",1996,48.63
"UGA",1997,47.7
"UGA",1998,46.82
"UGA",1999,45.96
"UGA",2000,45.22
"UGA",2001,44.68
"UGA",2002,44.15
"UGA",2003,43.57
"UGA",2004,42.87
"UGA",2005,42.1
"UGA",2006,41.19
"UGA",2007,40.3
"UGA",2008,39.38
"UKR",1993,45.05
"UKR",1994,43.89
"UKR",1995,43.18
"UKR",1996,43.54
"UKR",1997,43.91
"UKR",1998,44.81
"UKR",1999,45.55
"UKR",2000,46.26
"UKR",2001,46.76
"UKR",2002,46.88
"UKR",2003,46.77
"UKR",2004,46.75
"UKR",2005,46.9
"UKR",2006,46.97
"UKR",2007,46.8
"UKR",2008,46.18
"MKD",1993,34.97
"MKD",1994,35.19
"MKD",1995,35.36
"MKD",1996,35.31
"MKD",1997,35.28
"MKD",1998,35.15
"MKD",1999,35.06
"MKD",2000,35.1
"MKD",2001,34.86
"MKD",2002,34.97
"MKD",2003,35.06
"MKD",2004,34.8
"MKD",2005,34.89
"MKD",2006,34.97
"MKD",2007,34.9
"MKD",2008,34.49
"EGY",1950,62.28
"EGY",1951,62.66
"EGY",1952,63.02
"EGY",1953,63.12
"EGY",1954,62.85
"EGY",1955,62.49
"EGY",1956,62.14
"EGY",1957,62.27
"EGY",1958,62.3
"EGY",1959,62.02
"EGY",1960,61.51
"EGY",1961,61.16
"EGY",1962,60.41
"EGY",1963,59.39
"EGY",1964,58.32
"EGY",1965,57.08
"EGY",1966,55.91
"EGY",1967,55.02
"EGY",1968,54.64
"EGY",1969,54.5
"EGY",1970,54.22
"EGY",1971,53.9
"EGY",1972,53.73
"EGY",1973,53.1
"EGY",1974,51.56
"EGY",1975,49.96
"EGY",1976,47.84
"EGY",1977,46.09
"EGY",1978,44.68
"EGY",1979,43.02
"EGY",1980,41.23
"EGY",1981,39.95
"EGY",1982,38.64
"EGY",1983,37.65
"EGY",1984,37
"EGY",1985,36.42
"EGY",1986,36.09
"EGY",1987,35.78
"EGY",1988,36.09
"EGY",1989,36.35
"EGY",1990,36.62
"EGY",1991,36.62
"EGY",1992,36.85
"EGY",1993,36.93
"EGY",1994,36.88
"EGY",1995,36.8
"EGY",1996,36.67
"EGY",1997,36.5
"EGY",1998,36.19
"EGY",1999,35.87
"EGY",2000,35.52
"EGY",2001,35.29
"EGY",2002,35.03
"EGY",2003,34.78
"EGY",2004,34.51
"EGY",2005,34.18
"EGY",2006,33.79
"EGY",2007,33.1
"EGY",2008,32.36
"GBR",1950,18.38
"GBR",1951,18.49
"GBR",1952,18.44
"GBR",1953,18.52
"GBR",1954,18.54
"GBR",1955,18.55
"GBR",1956,18.49
"GBR",1957,18.42
"GBR",1958,18.3
"GBR",1959,18.23
"GBR",1960,18.16
"GBR",1961,17.98
"GBR",1962,17.81
"GBR",1963,17.67
"GBR",1964,17.53
"GBR",1965,17.27
"GBR",1966,17.03
"GBR",1967,16.78
"GBR",1968,16.54
"GBR",1969,16.3
"GBR",1970,16.08
"GBR",1971,15.87
"GBR",1972,15.7
"GBR",1973,15.61
"GBR",1974,15.39
"GBR",1975,15.24
"GBR",1976,15.2
"GBR",1977,15.1
"GBR",1978,15.01
"GBR",1979,14.93
"GBR",1980,14.84
"GBR",1981,14.8
"GBR",1982,14.81
"GBR",1983,14.78
"GBR",1984,14.78
"GBR",1985,14.72
"GBR",1986,14.63
"GBR",1987,14.58
"GBR",1988,14.51
"GBR",1989,14.35
"GBR",1990,14.17
"GBR",1991,13.99
"GBR",1992,13.9
"GBR",1993,13.82
"GBR",1994,13.74
"GBR",1995,13.64
"GBR",1996,13.55
"GBR",1997,13.46
"GBR",1998,13.33
"GBR",1999,13.19
"GBR",2000,13.04
"GBR",2001,12.89
"GBR",2002,12.76
"GBR",2003,12.63
"GBR",2004,12.5
"GBR",2005,12.43
"GBR",2006,12.34
"GBR",2007,12.2
"GBR",2008,12.02
"GBR",2009,11.94
"TZA",1970,78.41
"TZA",1971,76.41
"TZA",1972,74.24
"TZA",1973,72.83
"TZA",1974,71.68
"TZA",1975,70.57
"TZA",1976,69.67
"TZA",1977,68.89
"TZA",1978,67.75
"TZA",1979,66.98
"TZA",1980,66.3
"TZA",1981,65.95
"TZA",1982,65.85
"TZA",1983,65.85
"TZA",1984,66.49
"TZA",1985,67
"TZA",1986,67.04
"TZA",1987,66.96
"TZA",1988,66.25
"TZA",1989,65.31
"TZA",1990,64.19
"TZA",1991,62.35
"TZA",1992,61.28
"TZA",1993,60.51
"TZA",1994,60.28
"TZA",1995,60.03
"TZA",1996,60.14
"TZA",1997,60.16
"TZA",1998,60.23
"TZA",1999,60.1
"TZA",2000,59.96
"TZA",2001,59.76
"TZA",2002,59.3
"TZA",2003,58.52
"TZA",2004,57.76
"TZA",2005,56.39
"TZA",2006,55.11
"TZA",2007,53.7
"TZA",2008,52.52
"USA",1950,13.38
"USA",1951,13.16
"USA",1952,12.99
"USA",1953,12.94
"USA",1954,12.92
"USA",1955,12.93
"USA",1956,12.82
"USA",1957,12.7
"USA",1958,12.64
"USA",1959,12.62
"USA",1960,12.58
"USA",1961,12.5
"USA",1962,12.44
"USA",1963,12.37
"USA",1964,12.29
"USA",1965,12.2
"USA",1966,12.04
"USA",1967,11.87
"USA",1968,11.76
"USA",1969,11.67
"USA",1970,11.56
"USA",1971,11.5
"USA",1972,11.44
"USA",1973,11.35
"USA",1974,11.22
"USA",1975,11.11
"USA",1976,11.11
"USA",1977,11.07
"USA",1978,11.01
"USA",1979,10.9
"USA",1980,10.77
"USA",1981,10.7
"USA",1982,10.6
"USA",1983,10.57
"USA",1984,10.55
"USA",1985,10.42
"USA",1986,10.32
"USA",1987,10.23
"USA",1988,10.14
"USA",1989,10.07
"USA",1990,9.99
"USA",1991,9.9
"USA",1992,9.87
"USA",1993,9.81
"USA",1994,9.76
"USA",1995,9.66
"USA",1996,9.57
"USA",1997,9.49
"USA",1998,9.36
"USA",1999,9.22
"USA",2000,9.1
"USA",2001,8.94
"USA",2002,8.83
"USA",2003,8.75
"USA",2004,8.67
"USA",2005,8.59
"USA",2006,8.5
"USA",2007,8.4
"USA",2008,8.32
"USA",2009,8.24
"BFA",1961,54.59
"BFA",1962,55.32
"BFA",1963,56.02
"BFA",1964,56.73
"BFA",1965,57.73
"BFA",1966,58.05
"BFA",1967,58.34
"BFA",1968,58.42
"BFA",1969,58.67
"BFA",1970,58.47
"BFA",1971,58.16
"BFA",1972,56.43
"BFA",1973,55.5
"BFA",1974,54.54
"BFA",1975,52.82
"BFA",1976,52.43
"BFA",1977,51.87
"BFA",1978,51.64
"BFA",1979,51.1
"BFA",1980,49.5
"BFA",1981,48.58
"BFA",1982,47.58
"BFA",1983,46.84
"BFA",1984,46.51
"BFA",1985,46.66
"BFA",1986,45.14
"BFA",1987,44.06
"BFA",1988,43.43
"BFA",1989,42.96
"BFA",1990,42.24
"BFA",1991,41.69
"BFA",1992,41.1
"BFA",1993,40.56
"BFA",1994,40.2
"BFA",1995,40.24
"BFA",1996,40.2
"BFA",1997,40.01
"BFA",1998,39.59
"BFA",1999,39.56
"BFA",2000,39.43
"BFA",2001,39.43
"BFA",2002,39.56
"BFA",2003,39.87
"BFA",2004,39.56
"BFA",2005,39.53
"BFA",2006,39.42
"BFA",2007,39.6
"BFA",2008,39.79
"URY",1950,60.67
"URY",1951,59.67
"URY",1952,58.25
"URY",1953,57.31
"URY",1954,56.99
"URY",1955,56.03
"URY",1956,55.52
"URY",1957,55.29
"URY",1958,54.79
"URY",1959,55.03
"URY",1960,55.09
"URY",1961,54.95
"URY",1962,54.62
"URY",1963,54.55
"URY",1964,54.61
"URY",1965,54.85
"URY",1966,55.15
"URY",1967,55.42
"URY",1968,55.5
"URY",1969,55.86
"URY",1970,55.81
"URY",1971,55.53
"URY",1972,55.23
"URY",1973,55.06
"URY",1974,55.07
"URY",1975,55.15
"URY",1976,54.82
"URY",1977,54.25
"URY",1978,53.36
"URY",1979,52.34
"URY",1980,51.02
"URY",1981,49.72
"URY",1982,48.9
"URY",1983,48.53
"URY",1984,48.77
"URY",1985,49.13
"URY",1986,49.62
"URY",1987,49.96
"URY",1988,50.12
"URY",1989,50.35
"URY",1990,50.67
"URY",1991,50.89
"URY",1992,50.89
"URY",1993,50.55
"URY",1994,50.06
"URY",1995,49.48
"URY",1996,48.88
"URY",1997,48.42
"URY",1998,47.9
"URY",1999,47.18
"URY",2000,46.75
"URY",2001,46.59
"URY",2002,46.5
"URY",2003,47
"URY",2004,47.35
"URY",2005,47.45
"URY",2006,46.81
"URY",2007,46.1
"URY",2008,45.25
"VEN",1950,39.3
"VEN",1951,38.35
"VEN",1952,37.4
"VEN",1953,36.23
"VEN",1954,35.28
"VEN",1955,34.37
"VEN",1956,33.69
"VEN",1957,33
"VEN",1958,32.23
"VEN",1959,31.78
"VEN",1960,31.45
"VEN",1961,31.54
"VEN",1962,31.65
"VEN",1963,31.65
"VEN",1964,31.65
"VEN",1965,31.38
"VEN",1966,31.17
"VEN",1967,31.1
"VEN",1968,30.98
"VEN",1969,30.64
"VEN",1970,30.29
"VEN",1971,29.82
"VEN",1972,29.41
"VEN",1973,29.07
"VEN",1974,28.98
"VEN",1975,28.92
"VEN",1976,28.66
"VEN",1977,28.23
"VEN",1978,27.66
"VEN",1979,27.27
"VEN",1980,27.19
"VEN",1981,27.27
"VEN",1982,27.33
"VEN",1983,27.42
"VEN",1984,27.89
"VEN",1985,28.2
"VEN",1986,28.48
"VEN",1987,28.71
"VEN",1988,28.84
"VEN",1989,28.98
"VEN",1990,29.51
"VEN",1991,29.98
"VEN",1992,30.13
"VEN",1993,30.08
"VEN",1994,30.25
"VEN",1995,30.58
"VEN",1996,30.74
"VEN",1997,30.92
"VEN",1998,30.9
"VEN",1999,30.86
"VEN",2000,31
"VEN",2001,31
"VEN",2002,30.96
"VEN",2003,31.25
"VEN",2004,31.7
"VEN",2005,31.74
"VEN",2006,31.52
"VEN",2007,30.9
"VEN",2008,30.19
"YAR",1989,34.38
"YEM",1990,34
"YEM",1991,33.69
"YEM",1992,33.81
"YEM",1993,33.21
"YEM",1994,32.97
"YEM",1995,32.69
"YEM",1996,32.07
"YEM",1997,31.09
"YEM",1998,30
"YEM",1999,29.31
"YEM",2000,29.08
"YEM",2001,28.73
"YEM",2002,28.37
"YEM",2003,28.25
"YEM",2004,27.96
"YEM",2005,27.81
"YEM",2006,27.17
"YEM",2007,26.8
"YEM",2008,26.47
"ZMB",1965,45.84
"ZMB",1966,45.11
"ZMB",1967,44.24
"ZMB",1968,43.19
"ZMB",1969,42.28
"ZMB",1970,41.8
"ZMB",1971,40.3
"ZMB",1972,39.06
"ZMB",1973,37.9
"ZMB",1974,37.3
"ZMB",1975,36.24
"ZMB",1976,35.7
"ZMB",1977,35.98
"ZMB",1978,36.32
"ZMB",1979,36.75
"ZMB",1980,37.33
"ZMB",1981,37.63
"ZMB",1982,38.17
"ZMB",1983,39.13
"ZMB",1984,39.92
"ZMB",1985,40.88
"ZMB",1986,41.62
"ZMB",1987,42.47
"ZMB",1988,43.43
"ZMB",1989,43.97
"ZMB",1990,44.57
"ZMB",1991,44.88
"ZMB",1992,45.99
"ZMB",1993,47.74
"ZMB",1994,48.25
"ZMB",1995,49.06
"ZMB",1996,49.51
"ZMB",1997,50.14
"ZMB",1998,50.79
"ZMB",1999,51.33
"ZMB",2000,51.86
"ZMB",2001,51.71
"ZMB",2002,51.68
"ZMB",2003,51.22
"ZMB",2004,50.65
"ZMB",2005,47.65
"ZMB",2006,45.47
"ZMB",2007,43.9
"ZMB",2008,42.08
"FRA",1950,23.68
"FRA",1951,23.61
"FRA",1952,23.48
"FRA",1953,23.44
"FRA",1954,23.5
"FRA",1955,23.47
"FRA",1956,23.48
"FRA",1957,23.26
"FRA",1958,23.05
"FRA",1959,22.77
"FRA",1960,22.59
"FRA",1961,22.27
"FRA",1962,21.94
"MYS",1963,66.65
"MYS",1964,65.56
"MYS",1965,64.71
"CYP",1961,38.38
"CYP",1962,38.08
"CYP",1963,37.41
"CYP",1964,36.7
"CYP",1965,36.88
"CYP",1966,36.44
"CYP",1967,36.05
"CYP",1968,35.53
"CYP",1969,35.09
"CYP",1970,34.37
"CYP",1971,33.8
"CYP",1972,33.25
"CYP",1973,32.77
"CYP",1974,32.16
"PAK",1950,57.38
"PAK",1951,58.32
"PAK",1952,59.02
"PAK",1953,59.56
"PAK",1954,59.86
"PAK",1955,60.12
"PAK",1956,60.26
"PAK",1957,60.47
"PAK",1958,60.42
"PAK",1959,60.29
"PAK",1960,59.63
"PAK",1961,58.19
"PAK",1962,55.66
"PAK",1963,53.48
"PAK",1964,51.27
"PAK",1965,49.42
"PAK",1966,47.44
"PAK",1967,46.63
"PAK",1968,45.72
"PAK",1969,44.79
"PAK",1970,44.33
"AGO",1970,41.85
"AGO",1971,41.51
"AGO",1972,41
"AGO",1973,40.64
"AGO",1974,39.97
"AGO",1975,39.32
"AGO",2009,41.2167263630763
"AGO",2010,41.1058407953845
"AGO",2011,40.7415025015402
"AGO",2012,40.6147761384639
"AGO",2013,40.646457729233
"AGO",2014,40.4722089800031
"AGO",2015,41.0424776138464
"AGO",2016,41.327611930768
"AGO",2017,41.09
"AGO",2018,41.1868188651978
"AGO",2019,41.283865861149
"ALB",1946,42.3691
"ALB",1947,42.35558
"ALB",1948,42.33991
"ALB",1949,42.32173
"ALB",1950,42.30065
"ALB",1951,42.2762
"ALB",1952,42.24785
"ALB",1953,42.21497
"ALB",1954,42.17684
"ALB",1955,42.13262
"ALB",1956,42.08134
"ALB",1957,42.02187
"ALB",1958,41.95291
"ALB",1959,41.87292
"ALB",1960,41.78017
"ALB",1961,41.6726
"ALB",1962,41.54785
"ALB",1963,41.40318
"ALB",1964,41.23541
"ALB",1965,41.04084
"ALB",1966,40.8152
"ALB",1967,40.55353
"ALB",1968,40.25006
"ALB",1969,39.89813
"ALB",2009,31.9212876569333
"ALB",2010,31.89354518832
"ALB",2011,31.6438629708
"ALB",2012,31.8380602510933
"ALB",2013,31.7825753138667
"ALB",2014,31.6438629708
"ALB",2015,31.97677259416
"ALB",2016,31.8658027197067
"ALB",2017,31.6438629708
"ALB",2018,31.6057524962195
"ALB",2019,31.5676879202157
"ARE",1970,31.18606
"ARE",1971,30.97122
"ARE",1972,30.74531
"ARE",1973,30.50776
"ARE",1974,30.25797
"ARE",1975,29.9953
"ARE",1976,29.71911
"ARE",1977,29.42868
"ARE",1978,29.12329
"ARE",1979,28.80216
"ARE",1980,28.46448
"ARE",1981,28.10941
"ARE",1982,27.73604
"ARE",1983,27.34343
"ARE",1984,26.93059
"ARE",1985,26.49648
"ARE",2009,23.7169860040332
"ARE",2010,23.6739670232448
"ARE",2011,23.071701292207
"ARE",2012,22.8350968978707
"ARE",2013,22.7275494458997
"ARE",2014,22.5769830131402
"ARE",2015,23.071701292207
"ARE",2016,22.9856633306302
"ARE",2017,22.8566063882649
"ARE",2018,22.8622478258402
"ARE",2019,22.8678906558277
"ARG",1946,29.9743023159144
"ARG",1947,29.9029725255835
"ARG",1948,29.8318124786192
"ARG",1949,29.7608217710836
"ARG",2009,22.654456821179
"ARG",2010,22.2207521858084
"ARG",2011,21.8304180139749
"ARG",2012,21.9388441728176
"ARG",2013,21.9822146363546
"ARG",2014,22.1773817222714
"ARG",2015,22.0255850998917
"ARG",2016,22.0038998681231
"ARG",2017,21.7003066233637
"ARG",2018,21.6535591064599
"ARG",2019,21.6069122946003
"ARM",1991,58.6374849689577
"ARM",1992,59.5610435137787
"ARM",2009,49.1738956730289
"ARM",2010,47.2383740571844
"ARM",2011,44.8561936069142
"ARM",2012,41.2829229315089
"ARM",2013,40.8362640970833
"ARM",2014,40.3896052626576
"ARM",2015,44.1117622162048
"ARM",2016,41.5806954877927
"ARM",2017,38.3051973686712
"ARM",2018,37.8014538582144
"ARM",2019,37.3043349716144
"SWZ",1968,61.9322232265259
"SWZ",1969,60.7956830881853
"SWZ",2009,38.0541608858623
"SWZ",2010,37.1695136482713
"SWZ",2011,36.5594121051051
"SWZ",2012,36.4678968736302
"SWZ",2013,36.7729476452133
"SWZ",2014,36.8949679538465
"SWZ",2015,37.6270898056459
"SWZ",2016,38.420221811762
"SWZ",2017,37.7186050371209
"SWZ",2018,37.9776837553258
"SWZ",2019,38.2385420139501
"TCD",1960,59.59
"TCD",2009,42.9770892597139
"TCD",2010,40.6971793033945
"TCD",2011,38.5801200582409
"TCD",2012,39.0686721917379
"TCD",2013,39.2315229029035
"TCD",2014,36.3002101019215
"TCD",2015,42.1628357038856
"TCD",2016,45.2569992160332
"TCD",2017,44.2798949490392
"TCD",2018,45.5440844790713
"TCD",2019,46.8443665781955
"SYR",1946,29.82272
"SYR",1947,29.72181
"SYR",1948,29.6209
"SYR",1949,29.51999
"SYR",1950,29.41909
"SYR",1951,29.31818
"SYR",1952,29.21727
"SYR",1953,29.11636
"SYR",1954,29.01545
"SYR",1955,28.91454
"SYR",1956,28.81363
"SYR",1957,28.71273
"SYR",1958,28.61182
"SYR",1959,28.51091
"SYR",2009,18.4
"SYR",2010,18.4608415338424
"SYR",2011,18.5216830676848
"SYR",2012,18.6433661353695
"SYR",2013,18.7954699699755
"SYR",2014,18.7042076692119
"SYR",2015,18.7346284361331
"SYR",2016,18.9171530376603
"SYR",2017,18.9171530376603
"SYR",2018,18.9726639157439
"SYR",2019,19.0283376860757
"TGO",2009,32.9984538
"TGO",2010,32.4279384
"TGO",2011,31.7306419
"TGO",2012,32.491329
"TGO",2013,32.0475949
"TGO",2014,31.7306419
"TGO",2015,32.808282
"TGO",2016,33.5689692
"TGO",2017,33.8859222
"TGO",2018,34.1776307232952
"TGO",2019,34.4718504154437
"THA",2009,49.7929148561427
"THA",2010,46.9535425719286
"THA",2011,45.5338564298216
"THA",2012,44.6987469344645
"THA",2013,44.1141702877145
"THA",2014,45.116301682143
"THA",2015,45.7843892784287
"THA",2016,45.1998126316787
"THA",2017,43.1955498428217
"THA",2018,42.9133656626445
"THA",2019,42.6330249110574
"THA",1946,89.2086650739099
"THA",1947,88.8137047899009
"THA",1948,88.4204931434913
"THA",1949,88.0290223928054
"THA",1950,87.6392848302435
"THA",1951,87.2512727823307
"THA",1952,86.8649786095649
"THA",1953,86.4803947062676
"THA",1954,86.0975135004329
"THA",1955,85.7163274535794
"THA",1956,85.3368290606012
"THA",1957,84.9590108496204
"THA",1958,84.58286538184
"THA",1959,84.2083852513971
"THA",1960,83.8355630852177
"THA",1961,83.4643915428707
"THA",1962,83.0948633164243
"THA",1963,82.7269711303014
"THA",1964,82.3607077411366
"THA",1965,81.9960659376339
"THA",1966,81.633038540424
"THA",1967,81.2716184019236
"THA",1968,80.9117984061944
"THA",1969,80.5535714688031
"THA",1970,80.1969305366818
"THA",1971,79.841868587989
"THA",1972,79.4883786319719
"THA",1973,79.136453708828
"THA",1974,78.7860868895688
"THA",1975,78.4372712758828
"TJK",1991,33.4193009473368
"TJK",1992,37.532719328947
"TJK",2009,42.1050222345665
"TJK",2010,41.3881660864192
"TJK",2011,41.0297380123456
"TJK",2012,39.7752397530879
"TJK",2013,39.5362877037054
"TJK",2014,38.998645592595
"TJK",2015,40.7907859629632
"TJK",2016,41.8063321728385
"TJK",2017,42.8218783827138
"TJK",2018,43.4687953544449
"TJK",2019,44.1254854044276
"TTO",2009,32.2021888636529
"TTO",2010,31.9707488699184
"TTO",2011,31.6814488777503
"TTO",2012,31.6621622116057
"TTO",2013,31.5078688824494
"TTO",2014,31.4307222178712
"TTO",2015,31.6235888793166
"TTO",2016,31.9707488699184
"TTO",2017,31.9128888714848
"TTO",2018,31.9638393637821
"TTO",2019,32.0148712010394
"TTO",1950,56.22
"TTO",1951,55.42
"TTO",1952,54.44
"TTO",1953,53.59
"TTO",1954,53.15
"TTO",1955,52.83
"TTO",1956,52.05
"TTO",1957,51.35
"TTO",1958,50.02
"TTO",1959,48.71
"TTO",1960,47.32
"TTO",1961,46.03
"TTO",1962,45.32
"TUN",1956,60.481186216464
"TUN",1957,58.9315485959066
"TUN",1958,57.4216155000993
"TUN",1959,55.9503696271487
"TUN",1960,54.5168197402796
"TUN",2009,35.8978712960648
"TUN",2010,35.717525285493
"TUN",2011,36.0982557522557
"TUN",2012,36.1984479803512
"TUN",2013,36.3186786540657
"TUN",2014,36.2585633172084
"TUN",2015,36.8797551314002
"TUN",2016,37.1402549244484
"TUN",2017,37.1402549244484
"TUN",2018,37.3323590499991
"TUN",2019,37.5254568142615
"TUR",1946,65.3139041751607
"TUR",1947,65.3004239586472
"TUR",1948,65.286946524332
"TUR",1949,65.273471871641
"TUR",2010,27.9959746555623
"TUR",2011,26.2386183774563
"TUR",2012,26.467838761557
"TUR",2013,25.9329911986552
"TUR",2014,26.2386183774563
"TUR",2015,27.3847202979602
"TUR",2016,28.4544154237639
"TUR",2017,28.0723814502626
"TUR",2018,28.4142657426265
"TUR",2019,28.7603137312402
"TWN",1946,74.9891478520837
"TWN",1947,75.0771116726925
"TWN",1948,75.1651786766813
"TWN",1949,75.2533489850863
"TWN",1950,75.3416227190858
"TWN",2010,21.6963847640629
"TWN",2011,21.5714100688204
"TWN",2012,21.5401663950098
"TWN",2013,21.3839480259567
"TWN",2014,20.946536592608
"TWN",2015,20.946536592608
"TWN",2016,20.9152929187974
"TWN",2017,20.7903182235549
"TWN",2018,20.6440607417343
