"iso3c","year","irst","pec","upop_perc","irst_per_capita_un","irst_per_capita_cow","pec_per_capita_un","pec_per_capita_cow"
"CAN",1970,11198,188188,0.231018453303282,52.1978278096304,52.5801756115885,877.210646529623,883.636192891017
"CAN",1971,11040,199928,0.21927532444909,50.6329113924051,48.0794355892344,916.932672904054,870.690706384461
"CAN",1972,11859,221405,0.231728172817282,53.5250045134501,53.3708370837084,999.300415237407,996.422142214221
"CAN",1973,13386,235183,0.233973504045523,59.4854019464071,59.5092024539877,1045.11842865396,1045.53658753445
"CAN",1974,13623,242091,0.235750613819712,59.6505823627288,59.7290424412487,1060.0359050705,1061.43019992985
"CAN",1975,13025,243749,0.234724742891712,56.2489203662118,56.2829487511883,1052.63862497841,1053.2754299542
"CAN",1976,13290,252431,0.233987206823028,56.6568614912393,56.6737739872068,1076.14358187321,1076.46481876333
"CAN",1977,13581,265585,0.233625558459074,57.2024260803639,57.2410014330271,1118.62943307219,1119.38379836466
"CAN",1978,14898,269236,0.233600400600901,62.038810693762,62.1682523785678,1121.16265511785,1123.50191954599
"CAN",1979,16078,288132,0.233575737542352,66.2245654502018,66.432526237501,1186.80286679298,1190.52970828857
"CAN",1980,15901,286861,0.233031489639419,64.8041732893182,64.8596834720183,1169.09565146513,1170.09707945831
"CAN",1981,14811,278108,0.26607574536664,59.7434552861926,59.6736502820306,1121.81033439555,1120.49959709911
"CAN",1982,11871,259635,0.278257753712625,47.4062537438601,47.2628100489708,1036.83958308374,1033.70227336067
"CAN",1983,12832,257445,0.290692632159893,50.7253824564178,50.5854062364489,1017.68984464561,1014.88153900737
"CAN",1984,14699,273560,0.302991252733521,57.4808384170186,57.4000312402374,1069.7638041608,1068.25991877538
"CAN",1985,13459,270146,0.315133691908834,52.0174692741749,52.0798668885191,1044.08286310582,1045.33529389003
"CAN",1986,14081,260704,0.326807402015248,53.7278693528694,53.9481245929275,994.749694749695,998.827631125244
"CAN",1987,14737,275213,0.337051039697543,55.4648099360181,55.7164461247637,1035.80353782461,1040.50283553875
"CAN",1988,15193,289860,0.347040823942085,56.3789520558112,56.6945294424957,1075.62713373905,1081.64788417046
"CAN",1989,15458,300105,0.35494392728872,56.5688355412428,56.6517628087664,1098.23977164605,1099.8497397933
"CAN",1990,12281,286093,0.363524782498827,44.3469468818835,44.3341395617487,1033.08778391651,1032.78942998448
"CAN",1991,12987,282095,0.372979915094003,46.3077197361384,46.3308479897257,1005.86557318595,1006.3679497699
"CAN",1992,13924,288704,0.376572576382281,49.0558060879369,49.067907107869,1017.13641488162,1017.38732071748
"CAN",1993,14387,297854,0.380378357662962,50.109714046881,50.1236804515207,1037.42119745045,1037.71034386649
"CAN",1994,13897,304045,0.383971621435459,47.8777647626266,47.8612756578041,1047.49190381038,1047.13114754098
"CAN",1995,14415,309058,0.387715473189344,49.1476304125469,49.107447025959,1053.72655983635,1052.86502691286
"CAN",1996,14735,320305,0.39134537611216,49.7434339342381,49.6596117551901,1081.30781176153,1079.48571043408
"CAN",1997,15553,329246,0.391647780295961,52.0115038624887,51.8364218104253,1101.04671772063,1097.34035461938
"CAN",1998,15930,329262,0.389097928868239,52.7867983299092,52.121846677355,1091.06633971768,1077.32225239669
"CAN",1999,16235,338228,0.390024953819231,53.3099100282393,52.6136695077292,1110.61929467393,1096.11433386266
"CAN",2000,16595,353644,0.390984685523485,53.9920614263404,53.2796095932192,1150.58563248308,1135.40308857996
"CAN",2001,15276,352264,0.397247026208053,49.2377115229653,49.244060475162,1135.41982272361,1135.56622932852
"CAN",2002,16002,353094,0.57166602736223,51.0903227866288,51.150747986191,1127.33948469078,1128.67280398926
"CAN",2003,15929,371879,0.574006077487972,50.3636018717592,50.4209926563687,1175.79043885165,1177.13028614839
"CAN",2004,16305,372133,0.576204800401078,51.0344611724937,51.0904305320549,1164.77198034367,1166.04938271605
"CAN",2005,15327,375945,0.578147769199764,47.4696481665015,47.5211608222491,1164.34898414272,1165.61250116268
"CAN",2006,15493,373411,0.579896353990985,47.4590289477715,47.5085093986692,1143.85357635166,1145.04615007206
"CAN",2007,15572,365505,0.581701327836052,47.1592973955179,47.2079063845268,1106.92004845548,1108.06099557388
"CAN",2008,14845,358309,0.583488163020677,44.4394551713815,44.486065328139,1072.62086513995,1073.74587953251
"CAN",2009,9286,337361,0.585340562320386,27.4815034033738,27.5116285959767,998.404853506955,999.499303765591
"CAN",2010,13013,338529,0.587499267420735,38.0842283941585,38.132215905761,990.748924463695,991.997304108305
"CAN",2011,12967,337412,0.589932438310088,37.5430672573033,37.5996752399455,976.901473696401,978.374459941427
"CAN",2012,13507,343023,0.592657443021988,38.7008968224406,38.7708823698261,982.845763731698,984.623112693036
"BHS",1973,0,19010,0,0,0,10502.7624309392,10502.7624309392
"BHS",1974,0,15960,0,0,0,8627.02702702703,8627.02702702703
"BHS",1975,0,15446,0,0,0,8172.48677248677,8172.48677248677
"BHS",1976,0,13080,0,0,0,6777.20207253886,6777.20207253886
"BHS",1977,0,20516,0,0,0,10414.2131979695,10414.2131979695
"BHS",1978,0,13337,0,0,0,6602.47524752475,6635.32338308458
"BHS",1979,0,12245,0,0,0,5944.17475728155,5944.17475728155
"BHS",1980,0,14391,0.642857142857143,0,0,6820.37914691943,6852.85714285714
"BHS",1981,0,11266,0.649532710280374,0,0,5240,5264.48598130841
"BHS",1982,0,12330,0.655963302752294,0,0,5604.54545454545,5655.96330275229
"BHS",1983,0,11071,0.654708520179372,0,0,4920.44444444444,4964.57399103139
"BHS",1984,0,8535,0.66079295154185,0,0,3710.86956521739,3759.91189427313
"BHS",1985,0,1361,0.663793103448276,0,0,579.148936170213,586.637931034483
"BHS",1986,0,111,0.665254237288136,0,0,46.4435146443515,47.0338983050847
"BHS",1987,0,111,0.659751037344398,0,0,45.679012345679,46.0580912863071
"BHS",1988,0,112,0.66260162601626,0,0,45.1612903225806,45.5284552845528
"BHS",1989,0,114,0.657370517928287,0,0,45.2380952380952,45.4183266932271
"BHS",1990,0,117,0.674509803921569,0,0,45.703125,45.8823529411765
"BHS",1991,0,139,0.680769230769231,0,0,53.2567049808429,53.4615384615385
"BHS",1992,0,143,0.68939393939394,0,0,53.7593984962406,54.1666666666667
"BHS",1993,0,150,0.695167286245353,0,0,55.3505535055351,55.7620817843866
"BHS",1994,0,157,0.700729927007299,0,0,56.8840579710145,57.2992700729927
"BHS",1995,0,160,0.698924731182796,0,0,57.1428571428571,57.3476702508961
"BHS",1996,0,165,0.700704225352113,0,0,58.0985915492958,58.0985915492958
"BHS",1997,0,174,0.70242214532872,0,0,60.6271777003484,60.2076124567474
"BHS",1998,0,188,0.699324324324324,0,0,64.8275862068966,63.5135135135135
"BHS",1999,0,197,0.700996677740864,0,0,67.0068027210884,65.4485049833887
"BHS",2000,0,209,0.697068403908795,0,0,70.1342281879195,68.0781758957655
"BHS",2001,0,218,0.704545454545455,0,0,71.947194719472,70.7792207792208
"BHS",2002,0,236,0,0,0,76.3754045307443,76.3754045307443
"BHS",2003,0,256,0,0,0,81.0126582278481,81.0126582278481
"BHS",2004,0,253,0,0,0,78.328173374613,78.5714285714286
"BHS",2005,0,266,0,0,0,80.8510638297872,80.8510638297872
"BHS",2006,0,271,0,0,0,80.6547619047619,80.6547619047619
"BHS",2007,0,286,0,0,0,83.625730994152,83.625730994152
"BHS",2008,0,251,0,0,0,71.919770773639,72.1264367816092
"BHS",2009,0,228,0,0,0,64.2253521126761,64.406779661017
"BHS",2010,0,234,0,0,0,64.819944598338,65
"BHS",2011,0,227,0,0,0,61.8528610354223,62.0218579234973
"BHS",2012,0,261,0,0,0,70.1612903225806,70.1612903225806
"CUB",1946,0,81,0.242857142857143,0,0,1.59031129343629,1.60714285714286
"CUB",1947,0,95,0.244854368932039,0,0,1.82534111781685,1.84466019417476
"CUB",1948,0,97,0.245507849442028,0,0,1.81547421262761,1.83468885946662
"CUB",1949,0,98,0.247638451565105,0,0,1.79614092699849,1.81515095388035
"CUB",1950,0,431,0.234209627859338,0,0,7.2804054054054,7.35745988391943
"CUB",1951,0,612,0.247428166016318,0,0,10.1140307387209,10.8549130897481
"CUB",1952,0,643,0.245876020142386,0,0,10.4045307443366,11.1651328355617
"CUB",1953,0,712,0.234948604992658,0,0,11.2926249008723,11.6169032468592
"CUB",1954,0,706,0.233930284617845,0,0,10.9900373599004,11.2887751838823
"CUB",1955,0,802,0.23155929038282,0,0,12.2648723046337,12.4805477746654
"CUB",1956,3,884,0.231690465223399,0.0450992182802165,0.0460617227084293,13.2892363199038,13.5728542914172
"CUB",1957,12,3224,0.231591627766903,0.177383592017738,0.180695678361693,47.6570583887657,48.5469055865081
"CUB",1958,20,5496,0.23184977081177,0.290655427990118,0.2957267484844,79.8721116116843,81.2657104835132
"CUB",1959,29,5298,0.231705549920301,0.413990007137759,0.42022895232575,75.6316916488223,76.771482393856
"CUB",1960,37,4748,0.228908806373595,0.518134715025907,0.526390667235738,66.4892872146758,67.5487267036563
"CUB",1961,46,4431,0.227081581160639,0.631001371742112,0.64479955144379,60.7818930041152,62.1110176619008
"CUB",1962,54,5378,0.224703611800386,0.724832214765101,0.744416873449132,72.1879194630873,74.1384063964709
"CUB",1963,63,5412,0.221308159136885,0.826988710947755,0.849629130141605,71.0422683118929,72.9871881321645
"CUB",1964,52,5023,0.216894377299002,0.667779632721202,0.683131897004729,64.5049441376653,65.9879138202838
"CUB",1965,36,5189,0.212703291074401,0.45271629778672,0.461006530925855,65.2540241448692,66.4489691381739
"CUB",1966,67,5347,0.209392611145899,0.826140567200986,0.839073262366938,65.9309494451295,66.9630557294928
"CUB",1967,120,5544,0.210099520825654,1.45208131655373,1.47438260228529,67.0861568247822,68.1164762255805
"CUB",1968,120,10742,0.210888459681313,1.42636396053726,1.44857556735876,127.683347200761,129.671656204732
"CUB",1969,119,11264,0.211970074812968,1.38969987154035,1.41313383208645,131.542683638912,133.760836005225
"CUB",1970,140,13767,0.213199157500585,1.60642570281124,1.6381933068102,157.969018932874,161.092908963258
"CUB",1971,111,12499,0.213758930629177,1.25140924464487,1.27909656602904,140.913190529876,144.030882691864
"CUB",1972,187,12042,0.234921029722671,2.07202216066482,2.32558139534884,133.429362880886,149.757492849148
"CUB",1973,221,13596,0.213294861835534,2.40845684394071,2.45255798468538,148.169136878814,150.88225502164
"CUB",1974,250,14384,0.213490504256713,2.68384326355341,2.72866186422179,154.417606011809,156.996289019865
"CUB",1975,298,15473,0.213893967093236,3.15744861199407,3.20464566082374,163.94363212545,166.394235939348
"CUB",1976,250,15497,0.234994697773065,2.61944677284158,2.65111346765642,162.374266554904,164.337221633086
"CUB",1977,330,16463,0.255996648161726,3.42501297353399,3.45658321985964,170.866632070576,172.441604692574
"CUB",1978,324,15953,0.276959767731232,3.33642261353105,3.35960182496889,164.277623313768,165.418913313978
"CUB",1979,313,16619,0.298148148148148,3.20139101974021,3.2201646090535,169.980566635982,170.977366255144
"CUB",1980,292,15706,0.321472645002057,2.9689883070666,3.00287947346771,159.694966954753,161.517893870835
"CUB",1981,317,16370,0.344816947758124,3.20720356131121,3.25997531879885,165.621205989478,168.34635952283
"CUB",1982,290,17217,0.346393225181104,2.92161998791054,2.95888174676053,173.453556316744,175.665748393021
"CUB",1983,352,16987,0.346367586137213,3.53165445971707,3.55663332322926,170.43242700913,171.637870061635
"CUB",1984,325,17243,0.349409645787472,3.24448437655985,3.25195117070242,172.137366476989,172.533520112067
"CUB",1985,401,17039,0.356209150326797,3.97699097490826,3.97108338284809,168.987404542299,168.736383442266
"CUB",1986,412,17434,0.358760662810079,4.05192761605035,4.03961172663987,171.45948072384,170.938327286989
"CUB",1987,402,18249,0.369090379574799,3.9143135345667,3.90253373458887,177.692307692308,177.157557518687
"CUB",1988,321,19915,0.378793699577411,3.09248554913295,3.08298117556665,191.859344894027,191.269688820592
"CUB",1989,314,19914,0.380784947258386,2.99418327453037,2.98393994108144,189.892247544579,189.242611422598
"CUB",1990,270,18222,0.383094879518072,2.55150255150255,2.5414156626506,172.198072198072,171.517319277108
"CUB",1991,270,16458,0.384772896500372,2.53188297074269,2.51303052866716,154.332333083271,153.183172002978
"CUB",1992,200,16627,0.384821346136091,1.86341190720209,1.84655156495245,154.914748905246,153.513064352322
"CUB",1993,100,14156,0.38536316947909,0.926440615156569,0.917094644167278,131.146933481564,129.82391782832
"CUB",1994,131,14770,0.393972602739726,1.20726200350198,1.19634703196347,136.116486959727,134.885844748858
"CUB",1995,207,9037,0.403096539162113,1.89803777737025,1.88524590163934,82.8626444159178,82.304189435337
"CUB",1996,231,10289,0.38751247844632,2.10747194599033,2.09637898175878,93.8691725207554,93.3750794082948
"CUB",1997,342,9480,0.396419206076499,3.10513891410932,3.09250384302378,86.0722716542582,85.7220363504838
"CUB",1998,283,8930,0.395825836631882,2.55784526391902,2.54587981288233,80.7122198120029,80.3346527527888
"CUB",1999,303,10114,0.396415770609319,2.72727272727273,2.71505376344086,91.035103510351,90.6272401433692
"CUB",2000,336,12406,0.3971074011249,3.01318267419962,2.99973216677082,111.254596000359,110.757968038568
"CUB",2001,270,12925,0.400734964596218,2.41351568785197,2.42000537778973,115.535889872173,115.846553733082
"CUB",2002,268,12989,0.260881198715662,2.38901765020503,2.39029611130931,115.787127830273,115.849090260435
"CUB",2003,210,13820,0.260270318335408,1.86749666518453,1.86733060643784,122.899066251667,122.888138004624
"CUB",2004,192,12731,0.259646944025548,1.70409159492323,1.70318460037257,112.99369841129,112.933558059079
"CUB",2005,245,12063,0.259210060219625,2.1712158808933,2.16967764789231,106.903580290677,106.82784272051
"CUB",2006,257,11986,0.25909211574197,2.27514164305949,2.27413503229803,106.10835694051,106.061410494646
"CUB",2007,268,12375,0.259069191293576,2.37084217975938,2.37126172358875,109.474522292994,109.493894885861
"CUB",2008,279,16377,0.259295325779037,2.46684350132626,2.46990084985836,144.801061007958,144.98052407932
"CUB",2009,267,17071,0.259456107715475,2.35886562417175,2.36513420143503,150.817210000883,151.217999822836
"CUB",2010,278,16275,0.259705725935118,2.45301332392129,2.46410210955504,143.607164916615,144.256337528807
"CUB",2011,282,16316,0.25984391628237,2.48348745046235,2.50088683930472,143.690004403347,144.696700957786
"CUB",2012,277,16460,0.260047910566942,2.4336671938148,2.45763463756543,144.61430328589,146.038505900098
"HTI",1946,0,0,0.0407643312101911,0,0,0,0
"HTI",1947,0,0,0.0403125,0,0,0,0
"HTI",1948,0,0,0.0405196412001237,0,0,0,0
"HTI",1949,0,0,0.0403887033100516,0,0,0,0
"HTI",1950,0,1,0.0432676783984501,0,0,0.0310462589257994,0.0322893122376493
"HTI",1951,0,2,0.043188313750397,0,0,0.0610687022900763,0.0635122261035249
"HTI",1952,0,2,0.0434375,0,0,0.0600240096038415,0.0625
"HTI",1953,0,2,0.0439864657028607,0,0,0.0589970501474926,0.0615195324515534
"HTI",1954,0,3,0.0451241671714113,0,0,0.0869313242538395,0.0908540278619019
"HTI",1955,0,3,0.0477042337507454,0,0,0.0853727945361411,0.0894454382826476
"HTI",1956,0,3,0.0504842970355151,0,0,0.0837988826815642,0.0880540064572938
"HTI",1957,0,4,0.0531791907514451,0,0,0.109649122807018,0.115606936416185
"HTI",1958,0,6,0.0563460443938532,0,0,0.161377084454008,0.170745589072282
"HTI",1959,0,7,0.0610986547085202,0,0,0.184647850171459,0.196188340807175
"HTI",1960,0,7,0.0630914826498423,0,0,0.181065700982928,0.184016824395373
"HTI",1961,0,10,0.0658574380165289,0,0,0.253613999492772,0.258264462809917
"HTI",1962,0,12,0.0682741116751269,0,0,0.298284862043251,0.304568527918782
"HTI",1963,0,12,0.0708582834331337,0,0,0.292397660818713,0.29940119760479
"HTI",1964,0,12,0.0731288343558282,0,0,0.286601385240029,0.294478527607362
"HTI",1965,0,12,0.0755491189958967,0,0,0.280964645282135,0.289645184648805
"HTI",1966,0,12,0.077743541123489,0,0,0.275418866192334,0.284427589476179
"HTI",1967,0,13,0.079646017699115,0,0,0.292397660818713,0.302748020493712
"HTI",1968,0,67,0.0816933638443936,0,0,1.47772386413763,1.53318077803204
"HTI",1969,0,65,0.0834645669291339,0,0,1.40631761142363,1.46231721034871
"HTI",1970,0,483,0.0853982300884956,0,0,10.2569547674666,10.6858407079646
"HTI",1971,0,1937,0.0995652173913043,0,0,40.4131024410599,42.1086956521739
"HTI",1972,0,2007,0.0987179487179487,0,0,41.1523477547673,42.8846153846154
"HTI",1973,0,2035,0.0978991596638655,0,0,41.019955654102,42.7521008403361
"HTI",1974,0,2148,0.0971074380165289,0,0,42.5515055467512,44.3801652892562
"HTI",1975,0,2224,0.0963414634146341,0,0,43.2684824902724,45.2032520325203
"HTI",1976,0,2298,0.0954663471140403,0,0,43.8717067583047,45.8957459556621
"HTI",1977,0,2371,0.0944433536226193,0,0,44.3924358734319,46.5540938543098
"HTI",1978,0,2461,0.0936293436293436,0,0,45.1476793248945,47.5096525096525
"HTI",1979,0,2522,0.0928598556779339,0,0,45.3108156665469,47.8921382453475
"HTI",1980,0,2653,0.0920978890341864,0,0,46.6338548075233,49.5609938352326
"HTI",1981,0,2198,0.0889092575618698,0,0,37.772813198144,40.2933088909258
"HTI",1982,0,2274,0.0858222382151853,0,0,38.1863979848866,40.91399784095
"HTI",1983,0,2325,0.0828621908127209,0,0,38.133508282762,41.0777385159011
"HTI",1984,0,2338,0.080006942034016,0,0,37.4679487179487,40.5761888233252
"HTI",1985,0,2366,0.0963341858482523,0,0,37.0614035087719,40.3410059676044
"HTI",1986,0,1719,0.111871764902321,0,0,26.3327205882353,28.7026214727
"HTI",1987,0,1746,0.126615409782431,0,0,26.1729875580872,28.5620808113856
"HTI",1988,0,1790,0.140750240461686,0,0,26.2733010421254,28.6950945815967
"HTI",1989,0,1782,0.154511160012575,0,0,25.6181713628522,28.0100597296448
"HTI",1990,0,1804,0.167437557816836,0,0,25.4084507042254,27.813752698119
"HTI",1991,0,1854,0.172075471698113,0,0,25.59712826177,27.9849056603774
"HTI",1992,0,1964,0.176374926079243,0,0,26.587247867876,29.0360733293909
"HTI",1993,0,1928,0.180646095900333,0,0,25.6008498207409,27.9298855570042
