"iso3c","year","lo","bq","cr"
"JPN",2007,5,4,3
"KAZ",2007,4,2,1.5
"KEN",2007,2.20833333333333,2,0.5
"KGZ",2007,NA,NA,NA
"KHM",2007,NA,NA,NA
"KIR",2007,NA,NA,NA
"KNA",2007,NA,NA,NA
"KOR",2007,5,3,2.5
"KWT",2007,5,2,3
"LAO",2007,NA,NA,NA
"LBN",2007,4,2,1
"LBR",2007,2.5,0,2.5
"LBY",2007,4,1,1.5
"LCA",2007,NA,NA,NA
"LIE",2007,NA,NA,NA
"LKA",2007,3,2,2.5
"LSO",2007,NA,NA,NA
"LTU",2007,4,2.5,2
"LUX",2007,6,4,5
"LVA",2007,5,2.5,2
"MAR",2007,5,2,3
"MCO",2007,NA,NA,NA
"MDA",2007,5,1,1.5
"MDG",2007,2.5,1,4
"MDV",2007,NA,NA,NA
"MEX",2007,3,3,2
"MHL",2007,NA,NA,NA
"MKD",2007,NA,NA,NA
"MLI",2007,3,0,2
"MLT",2007,5,3,3.5
"MMR",2007,3,1,1.375
"MNE",2007,NA,NA,NA
"MNG",2007,4,2,2
"MOZ",2007,3,1,1.66666666666667
"MRT",2007,NA,NA,NA
"MUS",2007,NA,NA,NA
"MWI",2007,3,2,1.875
"MYS",2007,4,3,2.83333333333333
"NAM",2007,5,2,1.5
"NER",2007,2,1,1.29166666666667
"NGA",2007,2,1,1.5
"NIC",2007,4,1,2.5
"NLD",2007,6,4,5
"NOR",2007,6,4,5
"NPL",2007,NA,NA,NA
"NRU",2007,NA,NA,NA
"NZL",2007,5.5,4,5.5
"OMN",2007,5,2,2.5
"PAK",2007,3,2,1.95833333333333
"PAN",2007,3,2,2
"PER",2007,3,2,2.5
"PHL",2007,2.5,3,2
"PLW",2007,NA,NA,NA
"PNG",2007,2.5,2,1
"POL",2007,4.5,3,2.5
"PRK",2007,5,0,1
"PRT",2007,5,3,4
"PRY",2007,2,1,1
"QAT",2007,5,2,2.5
"ROU",2007,4,1,2.5
"RUS",2007,4,1,2
"RWA",2007,NA,NA,NA
"SAU",2007,5,2,2
"SDN",2007,2.5,1,1
"SEN",2007,3,1,2.5
"SGP",2007,5,4,4.5
"SLB",2007,NA,NA,NA
"SLE",2007,3.5,0,1.5
"SLV",2007,1.5,2,2.5
"SMR",2007,NA,NA,NA
"SOM",2007,0.5,0,1
"SRB",2007,3.5,2,2
"STP",2007,NA,NA,NA
"SUR",2007,3,2,2
"SVK",2007,4,3,2.5
"SVN",2007,4.5,3,3
"SWE",2007,6,4,5
"SWZ",2007,NA,NA,NA
"SYC",2007,NA,NA,NA
"SYR",2007,5,1,2
"TCD",2007,NA,NA,NA
"TGO",2007,3,0,1.5
"THA",2007,2.5,2,1.5
"TJK",2007,NA,NA,NA
"TKM",2007,NA,NA,NA
"TLS",2007,NA,NA,NA
"TON",2007,NA,NA,NA
"TTO",2007,2.5,3,2
"TUN",2007,5,2,2
"TUR",2007,4.5,2,2.5
"TUV",2007,NA,NA,NA
"TWN",2007,5,3,2.5
"TZA",2007,5,1,3.33333333333333
"UGA",2007,3.75,2,2
"UKR",2007,4,1,2
"URY",2007,2.5,2,3
"USA",2007,4.70833333333333,4,4
"UZB",2007,NA,NA,NA
"VCT",2007,NA,NA,NA
"VEN",2007,2,1,1
"VNM",2007,4,2,2.95833333333333
"VUT",2007,NA,NA,NA
"WSM",2007,NA,NA,NA
"YEM",2007,2,1,2
"ZAF",2007,2.5,2,2.5
"ZMB",2007,4,1,3.33333333333333
"ZWE",2007,3,1.5,0
"AFG",2008,NA,NA,NA
"AGO",2008,3,1.5,2
"ALB",2008,2.5,2,1.5
"AND",2008,NA,NA,NA
"ARE",2008,4,3,2.16666666666667
"ARG",2008,2.5,3,2.5
"ARM",2008,3,1,1.5
"ATG",2008,NA,NA,NA
"AUS",2008,5.5,4,4.5
"AUT",2008,6,4,5
"AZE",2008,3.5,1,1.5
"BDI",2008,NA,NA,NA
"BEL",2008,5,4,3.5
"BEN",2008,NA,NA,NA
"BFA",2008,3.5,1,2
"BGD",2008,2.5,2,2.5
"BGR",2008,2.5,2,2
"BHR",2008,5,2,2
"BHS",2008,4.5,3,4
"BIH",2008,NA,NA,NA
"BLR",2008,4,1,2
"BLZ",2008,NA,NA,NA
"BOL",2008,3,2,2
"BRA",2008,2,2,2.33333333333333
"BRB",2008,NA,NA,NA
"BRN",2008,5,3.5,2.5
"BTN",2008,NA,NA,NA
"BWA",2008,3.5,2,3.5
"CAF",2008,NA,NA,NA
"CAN",2008,6,4,5
"CHE",2008,5,4,4.5
"CHL",2008,5,3,4.5
"CHN",2008,4.5,2,2.5
"CIV",2008,2.5,0,2.41666666666667
"CMR",2008,2,1.33333333333333,3.70833333333333
"COD",2008,1,0,1
"COG",2008,2,1,2
"COL",2008,1.95833333333333,2,2.58333333333333
"COM",2008,NA,NA,NA
"CPV",2008,NA,NA,NA
"CRI",2008,3.5,2,2
"CUB",2008,3.08333333333333,2,2.5
"CYP",2008,5,4,4
"CZE",2008,5,3,2.5
"DEU",2008,5,4,5
"DJI",2008,NA,NA,NA
"DMA",2008,NA,NA,NA
"DNK",2008,6,4,5.5
"DOM",2008,2.5,1,2
"DZA",2008,3,2,1.5
"ECU",2008,2.5,2,3
"EGY",2008,3.5,2,2
"ERI",2008,NA,NA,NA
"ESP",2008,5,3,4
"EST",2008,4,2.5,3
"ETH",2008,4.5,1.5,2
"FIN",2008,6,4,6
"FJI",2008,NA,NA,NA
"FRA",2008,5,3,5
"FSM",2008,NA,NA,NA
"GAB",2008,3,1,1.91666666666667
"GBR",2008,5.5,4,4
"GEO",2008,NA,NA,NA
"GHA",2008,2.5,2.5,1.5
"GIN",2008,2.5,2,2
"GMB",2008,3.875,2,2.5
"GNB",2008,2.58333333333333,1.5,2
"GNQ",2008,NA,NA,NA
"GRC",2008,4.5,3,2
"GRD",2008,NA,NA,NA
"GTM",2008,1,2,1.70833333333333
"GUY",2008,1.54166666666667,3,2
"HND",2008,1.5,2,2
"HRV",2008,4.91666666666667,3,2.5
"HTI",2008,1.70833333333333,0,1
"HUN",2008,4,3,3
"IDN",2008,3,2,3.58333333333333
"IND",2008,4,3,2.5
"IRL",2008,6,4,3.5
"IRN",2008,4,2,2
"IRQ",2008,1.5,1.29166666666667,1
"ISL",2008,6,4,5.5
"ISR",2008,5,4,3
"ITA",2008,4,2.5,2.5
"JAM",2008,2.16666666666667,3,1.5
"JOR",2008,4,2,3
"JPN",2008,5,4,3
"KAZ",2008,4,2,1.5
"KEN",2008,2,2,0.5
"KGZ",2008,NA,NA,NA
"KHM",2008,NA,NA,NA
"KIR",2008,NA,NA,NA
"KNA",2008,NA,NA,NA
"KOR",2008,5,3,3
"KSV",2008,NA,NA,NA
"KWT",2008,5,2,3
"LAO",2008,NA,NA,NA
"LBN",2008,4,2,1
"LBR",2008,2.5,0,2.5
"LBY",2008,4,1,1.5
"LCA",2008,NA,NA,NA
"LIE",2008,NA,NA,NA
"LKA",2008,3,2,2.5
"LSO",2008,NA,NA,NA
"LTU",2008,4,2.5,2
"LUX",2008,6,4,5
"LVA",2008,5,2.5,2
"MAR",2008,5,2,3
"MCO",2008,NA,NA,NA
"MDA",2008,5,1,1.5
"MDG",2008,2.5,1,4
"MDV",2008,NA,NA,NA
"MEX",2008,2.95833333333333,3,2
"MHL",2008,NA,NA,NA
"MKD",2008,NA,NA,NA
"MLI",2008,3,0,2
"MLT",2008,5,3,3.5
"MMR",2008,3,1,1.5
"MNE",2008,NA,NA,NA
"MNG",2008,4,2,2
"MOZ",2008,3,1,2
"MRT",2008,NA,NA,NA
"MUS",2008,NA,NA,NA
"MWI",2008,3,2.125,1.5
"MYS",2008,4,3,2.5
"NAM",2008,5,2,2.5
"NER",2008,2,1.41666666666667,1.5
"NGA",2008,2,1,1.5
"NIC",2008,4,1,2.5
"NLD",2008,6,4,5
"NOR",2008,6,4,5
"NPL",2008,NA,NA,NA
"NRU",2008,NA,NA,NA
"NZL",2008,5.5,4,5.5
"OMN",2008,5,2,2.5
"PAK",2008,3,2,2
"PAN",2008,3,2,2
"PER",2008,3,2,2.5
"PHL",2008,2.5,3,2
"PLW",2008,NA,NA,NA
"PNG",2008,2.5,2,1
"POL",2008,4.5,3,2.5
"PRK",2008,5,0,1
"PRT",2008,5,3,4
"PRY",2008,2,1,1
"QAT",2008,5,2,2.5
"ROU",2008,4,1,2.5
"RUS",2008,4,1,2
"RWA",2008,NA,NA,NA
"SAU",2008,5,2,2
"SDN",2008,2.5,1,1
"SEN",2008,3,1,2.16666666666667
"SGP",2008,5,4,4.5
"SLB",2008,NA,NA,NA
"SLE",2008,3.5,0,1.5
"SLV",2008,1.5,2,2.5
"SMR",2008,NA,NA,NA
"SOM",2008,0.5,0,1
"SRB",2008,3.5,2,2
"STP",2008,NA,NA,NA
"SUR",2008,3,2,2
"SVK",2008,4,3,2.5
"SVN",2008,4.5,3,3
"SWE",2008,6,4,5
"SWZ",2008,NA,NA,NA
"SYC",2008,NA,NA,NA
"SYR",2008,5,1.33333333333333,2
"TCD",2008,NA,NA,NA
"TGO",2008,3,0,1.5
"THA",2008,2.5,2,1.70833333333333
"TJK",2008,NA,NA,NA
"TKM",2008,NA,NA,NA
"TLS",2008,NA,NA,NA
"TON",2008,NA,NA,NA
"TTO",2008,2.5,3,2
"TUN",2008,5,2,2
"TUR",2008,4.5,2,2.5
"TUV",2008,NA,NA,NA
"TWN",2008,5,3,2.70833333333333
"TZA",2008,5,1,3.16666666666667
"UGA",2008,3.5,2,2
"UKR",2008,4,1,2
"URY",2008,2.5,2,3
"USA",2008,5,4,4
"UZB",2008,NA,NA,NA
"VCT",2008,NA,NA,NA
"VEN",2008,1.91666666666667,1,1
"VNM",2008,4,2,3.5
"VUT",2008,NA,NA,NA
"WSM",2008,NA,NA,NA
"YEM",2008,2,1,2
"ZAF",2008,2.5,2,2.5
"ZMB",2008,4,1,3.16666666666667
"ZWE",2008,3,1.5,0
"AFG",2009,NA,NA,NA
"AGO",2009,3,1.5,2
"ALB",2009,2.5,2,1.5
"AND",2009,NA,NA,NA
"ARE",2009,4,3,2.5
"ARG",2009,2.5,3,2.5
"ARM",2009,3,1,1.5
"ATG",2009,NA,NA,NA
"AUS",2009,5.5,4,4.5
"AUT",2009,6,4,5
"AZE",2009,3.5,1,1.5
"BDI",2009,NA,NA,NA
"BEL",2009,5,4,5
"BEN",2009,NA,NA,NA
"BFA",2009,3.5,1,2
"BGD",2009,2.5,2,2.79166666666667
"BGR",2009,2.5,2,2
"BHR",2009,5,2,2
"BHS",2009,4.5,3,4
"BIH",2009,NA,NA,NA
"BLR",2009,4,1,2
"BLZ",2009,NA,NA,NA
"BOL",2009,2.95833333333333,2,2
"BRA",2009,2,2,3
"BRB",2009,NA,NA,NA
"BRN",2009,5,3.5,2.5
"BTN",2009,NA,NA,NA
"BWA",2009,3.5,2,3.5
"CAF",2009,NA,NA,NA
"CAN",2009,5.58333333333333,4,5
"CHE",2009,5,4,4.5
"CHL",2009,5,3,4.5
"CHN",2009,4.5,2,2.5
"CIV",2009,2.5,0,2.5
"CMR",2009,2,1.5,3.75
"COD",2009,1,0,1.20833333333333
"COG",2009,2,1,2
"COL",2009,2,2,3
"COM",2009,NA,NA,NA
"CPV",2009,NA,NA,NA
"CRI",2009,3.5,2,2
"CUB",2009,3,2,2.5
"CYP",2009,5,4,4
"CZE",2009,5,3,2.5
"DEU",2009,5,4,5
"DJI",2009,NA,NA,NA
"DMA",2009,NA,NA,NA
"DNK",2009,6,4,5.5
"DOM",2009,2.5,1,2
"DZA",2009,3,2,1.5
"ECU",2009,2.5,2,3
"EGY",2009,3.5,2,2
"ERI",2009,NA,NA,NA
"ESP",2009,5,3,4
"EST",2009,4,2.5,3
"ETH",2009,4.5,1.5,2
"FIN",2009,6,4,6
"FJI",2009,NA,NA,NA
"FRA",2009,5,3,5
"FSM",2009,NA,NA,NA
"GAB",2009,3,1.04166666666667,2
"GBR",2009,5.5,4,4
"GEO",2009,NA,NA,NA
"GHA",2009,2.5,2.5,1.5
"GIN",2009,2.5,2,2
"GMB",2009,3.5,2,2.5
"GNB",2009,2.5,1.5,2
"GNQ",2009,NA,NA,NA
"GRC",2009,4.5,3,2
"GRD",2009,NA,NA,NA
"GTM",2009,1.125,2,2
"GUY",2009,1.5,3,2
"HND",2009,1.5,2,2
"HRV",2009,4.5,3,2.5
"HTI",2009,1.5,0,1
"HUN",2009,4,3,3
"IDN",2009,3,2,3.83333333333333
"IND",2009,4,3,2.5
"IRL",2009,6,4,3.5
"IRN",2009,4,2,2
"IRQ",2009,1.5,1.5,1.29166666666667
"ISL",2009,6,4,5.5
"ISR",2009,5,4,3
"ITA",2009,4,2.5,2.5
"JAM",2009,2,3,1.5
"JOR",2009,4,2,3
"JPN",2009,5,4,3
"KAZ",2009,4,2,1.5
"KEN",2009,2,2,0.75
"KGZ",2009,NA,NA,NA
"KHM",2009,NA,NA,NA
"KIR",2009,NA,NA,NA
"KNA",2009,NA,NA,NA
"KOR",2009,5,3,3
"KSV",2009,NA,NA,NA
"KWT",2009,5,2,3
"LAO",2009,NA,NA,NA
"LBN",2009,4,2,1
"LBR",2009,2.5,0,2.875
"LBY",2009,4,1,1.5
"LCA",2009,NA,NA,NA
"LIE",2009,NA,NA,NA
"LKA",2009,3,2,2.5
"LSO",2009,NA,NA,NA
"LTU",2009,4,2.5,2
"LUX",2009,6,4,5
"LVA",2009,5,2.5,2
"MAR",2009,5,2,3
"MCO",2009,NA,NA,NA
"MDA",2009,4.54166666666667,1,1.5
"MDG",2009,2.5,1,4
"MDV",2009,NA,NA,NA
"MEX",2009,2.04166666666667,3,2.29166666666667
"MHL",2009,NA,NA,NA
"MKD",2009,NA,NA,NA
"MLI",2009,3,0,2
"MLT",2009,5,3,3.5
"MMR",2009,3,1,1.5
"MNE",2009,NA,NA,NA
"MNG",2009,4,2,2
"MOZ",2009,3,1,2
"MRT",2009,NA,NA,NA
"MUS",2009,NA,NA,NA
"MWI",2009,3,2.5,1.5
"MYS",2009,4,3,2.5
"NAM",2009,5,2,2.5
"NER",2009,2,1.5,1.5
"NGA",2009,2,1,1.5
"NIC",2009,4,1,2.5
"NLD",2009,6,4,5
"NOR",2009,6,4,5
"NPL",2009,NA,NA,NA
"NRU",2009,NA,NA,NA
"NZL",2009,5.5,4,5.5
"OMN",2009,5,2,2.5
"PAK",2009,3,2,2
"PAN",2009,3,2,2
"PER",2009,3.375,2,2.5
"PHL",2009,2.5,3,2
"PLW",2009,NA,NA,NA
"PNG",2009,2.5,2,1
"POL",2009,4.5,3,2.5
"PRK",2009,5,0,1
"PRT",2009,5,3,4
"PRY",2009,2,1,1
"QAT",2009,5,2,2.5
"ROU",2009,4,1,2.5
"RUS",2009,4,1,2
"RWA",2009,NA,NA,NA
"SAU",2009,5,2,2
"SDN",2009,2.5,1,1
"SEN",2009,3,1,2
"SGP",2009,5,4,4.5
"SLB",2009,NA,NA,NA
"SLE",2009,3.5,0,1.58333333333333
"SLV",2009,1.5,2,2.5
"SMR",2009,NA,NA,NA
"SOM",2009,0.5,0,1
"SRB",2009,3.5,2,2
"STP",2009,NA,NA,NA
"SUR",2009,3,2,2
"SVK",2009,4,3,2.5
"SVN",2009,4.5,3,3
"SWE",2009,6,4,5
"SWZ",2009,NA,NA,NA
"SYC",2009,NA,NA,NA
"SYR",2009,5,1.5,2
"TCD",2009,NA,NA,NA
"TGO",2009,3,0,1.5
"THA",2009,2.5,2,2
"TJK",2009,NA,NA,NA
"TKM",2009,NA,NA,NA
"TLS",2009,NA,NA,NA
"TON",2009,NA,NA,NA
"TTO",2009,2.5,3,2
"TUN",2009,5,2,2
"TUR",2009,4.5,2,2.5
"TUV",2009,NA,NA,NA
"TWN",2009,5,3,3
"TZA",2009,5,1,3
"UGA",2009,3.5,2,2
"UKR",2009,4,1,2
"URY",2009,2.5,2,3
"USA",2009,5,4,4
"UZB",2009,NA,NA,NA
"VCT",2009,NA,NA,NA
"VEN",2009,1.125,1,1
"VNM",2009,4,2,3.5
"VUT",2009,NA,NA,NA
"WSM",2009,NA,NA,NA
"YEM",2009,2,1,2
"ZAF",2009,2.5,2,2.5
"ZMB",2009,4,1,3
"ZWE",2009,3,1.5,0
"AFG",2010,NA,NA,NA
"AGO",2010,3,1.5,2
"ALB",2010,2.5,2,1.91666666666667
"AND",2010,NA,NA,NA
"ARE",2010,4,3,3.33333333333333
"ARG",2010,2.5,3,2.5
"ARM",2010,3,1,1.5
"ATG",2010,NA,NA,NA
"AUS",2010,5.5,4,4.875
"AUT",2010,6,4,5
"AZE",2010,3.5,1,1.5
"BDI",2010,NA,NA,NA
"BEL",2010,5,4,5
"BEN",2010,NA,NA,NA
"BFA",2010,3.5,1,2
"BGD",2010,2.33333333333333,2,3
"BGR",2010,2.5,2,2
"BHR",2010,5,2,2.41666666666667
"BHS",2010,4.5,3,4
"BIH",2010,NA,NA,NA
"BLR",2010,4,1,2
"BLZ",2010,NA,NA,NA
"BOL",2010,2.5,2,2
"BRA",2010,2,2,3
"BRB",2010,NA,NA,NA
"BRN",2010,5,3.5,2.5
"BTN",2010,NA,NA,NA
"BWA",2010,3.5,2,3.5
"CAF",2010,NA,NA,NA
"CAN",2010,5.5,4,5
"CHE",2010,5,4,4.5
"CHL",2010,4.58333333333333,3,4.5
"CHN",2010,4.08333333333333,2,2
"CIV",2010,2.5,0,2.125
"CMR",2010,2,1.5,2.75
"COD",2010,1,0,1.5
"COG",2010,2,1,2
"COL",2010,2,2,3
"COM",2010,NA,NA,NA
"CPV",2010,NA,NA,NA
"CRI",2010,3.5,2,2
"CUB",2010,3,2,2.875
"CYP",2010,5,4,4
"CZE",2010,5,3,2.5
"DEU",2010,5,4,5
"DJI",2010,NA,NA,NA
"DMA",2010,NA,NA,NA
"DNK",2010,6,4,5.5
"DOM",2010,2.5,1,2
"DZA",2010,3,2,1.91666666666667
"ECU",2010,2.5,2,2.625
"EGY",2010,3.5,2,2
"ERI",2010,NA,NA,NA
"ESP",2010,5,3,4
"EST",2010,4,2.5,3
"ETH",2010,4.5,1.5,2
"FIN",2010,6,4,6
"FJI",2010,NA,NA,NA
"FRA",2010,5,3,4.79166666666667
"FSM",2010,NA,NA,NA
"GAB",2010,3,1.5,2.375
"GBR",2010,5.5,4,4
"GEO",2010,NA,NA,NA
"GHA",2010,2.5,2.5,2.25
"GIN",2010,2.5,2,1.625
"GMB",2010,3.5,2,2.5
"GNB",2010,2.5,1.5,2
"GNQ",2010,NA,NA,NA
"GRC",2010,4.5,3,2
"GRD",2010,NA,NA,NA
"GTM",2010,1.5,2,2
"GUY",2010,1.5,3,2
"HND",2010,1.5,2,2
"HRV",2010,4.5,3,2.91666666666667
"HTI",2010,1.5,0,1
"HUN",2010,4,3,3
"IDN",2010,3,2,3
"IND",2010,4,3,2.5
"IRL",2010,6,4,3.5
"IRN",2010,4,2,1.58333333333333
"IRQ",2010,1.5,1.5,1.5
"ISL",2010,6,4,5.5
"ISR",2010,5,4,3.41666666666667
"ITA",2010,4,2.5,2.5
"JAM",2010,2,3,1.875
"JOR",2010,4,2,3
"JPN",2010,5,4,4.25
"KAZ",2010,4,2,1.5
"KEN",2010,2,2,1.625
"KGZ",2010,NA,NA,NA
"KHM",2010,NA,NA,NA
"KIR",2010,NA,NA,NA
"KNA",2010,NA,NA,NA
"KOR",2010,5,3,3
"KSV",2010,NA,NA,NA
"KWT",2010,5,2,3
"LAO",2010,NA,NA,NA
"LBN",2010,4,2,1.83333333333333
"LBR",2010,2.5,0,2.625
"LBY",2010,4,1,1.5
"LCA",2010,NA,NA,NA
"LIE",2010,NA,NA,NA
"LKA",2010,2.83333333333333,2,2.5
"LSO",2010,NA,NA,NA
"LTU",2010,4,2.5,2
"LUX",2010,6,4,5
"LVA",2010,5,2.5,2
"MAR",2010,5,2,3
"MCO",2010,NA,NA,NA
"MDA",2010,4.5,1,1.91666666666667
"MDG",2010,2.5,1,3.25
"MDV",2010,NA,NA,NA
"MEX",2010,2,3,2.5
"MHL",2010,NA,NA,NA
"MKD",2010,NA,NA,NA
"MLI",2010,3,0,2
"MLT",2010,5,3,3.5
"MMR",2010,3,1,1.5
"MNE",2010,NA,NA,NA
"MNG",2010,4,2,2
"MOZ",2010,3,1,2
"MRT",2010,NA,NA,NA
"MUS",2010,NA,NA,NA
"MWI",2010,3,2.5,2.20833333333333
"MYS",2010,4,3,2.5
"NAM",2010,5,2,2.875
"NER",2010,2,1.5,1.5
"NGA",2010,2,1,1.5
"NIC",2010,3.875,1,2.5
"NLD",2010,6,4,5
"NOR",2010,6,4,5
"NPL",2010,NA,NA,NA
"NRU",2010,NA,NA,NA
"NZL",2010,5.5,4,5.5
"OMN",2010,5,2,2.5
"PAK",2010,3.41666666666667,2,2
"PAN",2010,3,2,2
"PER",2010,3.5,2,2.5
"PHL",2010,2.5,3,2
"PLW",2010,NA,NA,NA
"PNG",2010,2.5,2,1.75
"POL",2010,4.5,3,2.5
"PRK",2010,5,0,1
"PRT",2010,5,3,4
"PRY",2010,2,1,1.375
"QAT",2010,5,2,2.5
"ROU",2010,4,1,2.5
"RUS",2010,4,1,2
"RWA",2010,NA,NA,NA
"SAU",2010,5,2,2.375
"SDN",2010,2.5,1,1
"SEN",2010,3,1,2
"SGP",2010,5,4,4.5
"SLB",2010,NA,NA,NA
"SLE",2010,3.5,0,2
"SLV",2010,1.5,2,2.5
"SMR",2010,NA,NA,NA
"SOM",2010,0.5,0,1
"SRB",2010,3.5,2,2
"STP",2010,NA,NA,NA
"SUR",2010,3,2,2
"SVK",2010,4,3,2.5
"SVN",2010,4.5,3,3
"SWE",2010,6,4,5
"SWZ",2010,NA,NA,NA
"SYC",2010,NA,NA,NA
"SYR",2010,5,1.5,2
"TCD",2010,NA,NA,NA
"TGO",2010,3,0,1.875
"THA",2010,2.5,2,2
"TJK",2010,NA,NA,NA
"TKM",2010,NA,NA,NA
"TLS",2010,NA,NA,NA
"TON",2010,NA,NA,NA
"TTO",2010,2.5,3,2
"TUN",2010,5,2,2.83333333333333
"TUR",2010,3.83333333333333,2,2.5
"TUV",2010,NA,NA,NA
"TWN",2010,5,3,3
"TZA",2010,5,1,2.625
"UGA",2010,3.5,2,2
"UKR",2010,4,1,2
"URY",2010,2.5,2,3.375
"USA",2010,5,4,4
"UZB",2010,NA,NA,NA
"VCT",2010,NA,NA,NA
"VEN",2010,1,1,1
"VNM",2010,4,2,2.75
"VUT",2010,NA,NA,NA
"WSM",2010,NA,NA,NA
"YEM",2010,2,1,2
"ZAF",2010,2.5,2,2.875
"ZMB",2010,4,1,3
"ZWE",2010,3,1.5,0.375
"AFG",2011,NA,NA,NA
"AGO",2011,2.5,1.5,2
"ALB",2011,2.5,2,2
"AND",2011,NA,NA,NA
"ARE",2011,4,3,3.5
"ARG",2011,2.5,3,2.5
"ARM",2011,3,1,1.5
"ATG",2011,NA,NA,NA
"AUS",2011,5.5,4,5
"AUT",2011,6,4,4.91666666666667
"AZE",2011,3.5,1,1.5
"BDI",2011,NA,NA,NA
"BEL",2011,5,4,5
"BEN",2011,NA,NA,NA
"BFA",2011,3.16666666666667,1,2
"BGD",2011,2,2,3
"BGR",2011,2.5,2,2
"BHR",2011,5,2,2.5
"BHS",2011,4.5,3,4
"BIH",2011,NA,NA,NA
"BLR",2011,4,1,2
"BLZ",2011,NA,NA,NA
"BOL",2011,2.5,2,2
"BRA",2011,2,2,3
"BRB",2011,NA,NA,NA
"BRN",2011,5,3.5,2.5
"BTN",2011,NA,NA,NA
"BWA",2011,3.5,2,3.5
"CAF",2011,NA,NA,NA
"CAN",2011,5.5,4,5
"CHE",2011,5,4,4.5
"CHL",2011,4.5,3,4.5
"CHN",2011,3.625,2,2
"CIV",2011,2.5,0,2
"CMR",2011,2,1.5,2.5
"COD",2011,1,0,1.5
"COG",2011,2,1,2
"COL",2011,2,2,3
"COM",2011,NA,NA,NA
"CPV",2011,NA,NA,NA
"CRI",2011,3.16666666666667,2,2
"CUB",2011,3,2,3
"CYP",2011,5,4,4
"CZE",2011,5,3,2.5
"DEU",2011,5,4,5
"DJI",2011,NA,NA,NA
"DMA",2011,NA,NA,NA
"DNK",2011,6,4,5.5
"DOM",2011,2.5,1,2
"DZA",2011,3,2,2
"ECU",2011,2.5,2,2.5
"EGY",2011,3.04166666666667,2,2
"ERI",2011,NA,NA,NA
"ESP",2011,5,3,4
"EST",2011,4,2.5,3
"ETH",2011,4.5,1.5,2
"FIN",2011,6,4,6
"FJI",2011,NA,NA,NA
"FRA",2011,5,3,4.5
"FSM",2011,NA,NA,NA
"GAB",2011,3,1.5,2.29166666666667
"GBR",2011,5.29166666666667,4,4
"GEO",2011,NA,NA,NA
"GHA",2011,2.5,2.5,2.5
"GIN",2011,2.5,2,1.5
"GMB",2011,3.5,2,2.5
"GNB",2011,2.5,1.5,2
"GNQ",2011,NA,NA,NA
"GRC",2011,4.5,3,2
"GRD",2011,NA,NA,NA
"GTM",2011,1.5,2,2
"GUY",2011,1.5,3,2
"HND",2011,1.91666666666667,2,2
"HRV",2011,4.5,3,3
"HTI",2011,1.5,0,1
"HUN",2011,4,3,3
"IDN",2011,3,2,3
"IND",2011,4,3,2
"IRL",2011,6,4,3.5
"IRN",2011,4,2,1.5
"IRQ",2011,1.5,1.5,1.5
"ISL",2011,6,4,5.5
"ISR",2011,5,4,3.5
"ITA",2011,4,2.5,2.5
"JAM",2011,2,3,2
"JOR",2011,4,2,3
"JPN",2011,5,4,4.5
"KAZ",2011,3.75,2,1.5
"KEN",2011,2,2,2
"KGZ",2011,NA,NA,NA
"KHM",2011,NA,NA,NA
"KIR",2011,NA,NA,NA
"KNA",2011,NA,NA,NA
"KOR",2011,5,3,3
"KSV",2011,NA,NA,NA
"KWT",2011,5,2,3
"LAO",2011,NA,NA,NA
"LBN",2011,4,2,2
"LBR",2011,2.5,0,2.5
"LBY",2011,4,1,1.58333333333333
"LCA",2011,NA,NA,NA
"LIE",2011,NA,NA,NA
"LKA",2011,2.5,2,2.5
"LSO",2011,NA,NA,NA
"LTU",2011,4,2.5,2
"LUX",2011,6,4,5
"LVA",2011,5,2.5,2
"MAR",2011,5,2,3
"MCO",2011,NA,NA,NA
"MDA",2011,4.5,1,2
"MDG",2011,2.5,1,3
"MDV",2011,NA,NA,NA
"MEX",2011,2,3,2.33333333333333
"MHL",2011,NA,NA,NA
"MKD",2011,NA,NA,NA
"MLI",2011,3,0,2
"MLT",2011,5,3,3.5
"MMR",2011,3,1,1.5
"MNE",2011,NA,NA,NA
"MNG",2011,4,2,2
"MOZ",2011,3,1,2
"MRT",2011,NA,NA,NA
"MUS",2011,NA,NA,NA
"MWI",2011,3,2.5,2
"MYS",2011,4,3,2.5
"NAM",2011,5,2,3
"NER",2011,2,1.5,1.5
"NGA",2011,2,1,1.5
"NIC",2011,3.5,1,2.5
"NLD",2011,6,4,5
"NOR",2011,6,4,5
"NPL",2011,NA,NA,NA
"NRU",2011,NA,NA,NA
"NZL",2011,5.5,4,5.5
"OMN",2011,5,2,2.5
"PAK",2011,3.5,2,2
"PAN",2011,3,2,2
"PER",2011,3.29166666666667,2,2.5
"PHL",2011,2.5,3,2
"PLW",2011,NA,NA,NA
"PNG",2011,2.5,2,2
"POL",2011,4.5,3,2.5
"PRK",2011,5,0,1
"PRT",2011,5,3,4
"PRY",2011,2,1,1.5
"QAT",2011,5,2,2.5
"ROU",2011,4,1,2.5
"RUS",2011,4,1,2
"RWA",2011,NA,NA,NA
"SAU",2011,5,2,2.5
"SDN",2011,2.5,1,1
"SEN",2011,3,1,2
"SGP",2011,5,4,4.5
"SLB",2011,NA,NA,NA
"SLE",2011,3.5,0,2
"SLV",2011,1.83333333333333,2,2.5
"SMR",2011,NA,NA,NA
