"iso3c","year","un.pop","cow.pop","mpd.pop","gl.pop","un.pop.estimated","cow.pop.estimated","pop.growth.rate.un","pop.growth.rate.cow"
"AFG",1946,NA,8549000,0,0,1,1,NA,NA
"AFG",1947,NA,8649000,0,0,1,1,NA,1.16972745350333
"AFG",1948,NA,8751000,0,0,1,1,NA,1.17932708983698
"AFG",1949,NA,8854000,0,0,1,1,NA,1.17700834190378
"AFG",1950,7752000,8958000,8150000,8958000,1,1,NA,1.17461034560651
"AFG",1951,7840000,9093000,8284000,9093000,1,1,1.13519091847265,1.50703281982585
"AFG",1952,7935000,9238000,8425000,9238000,1,1,1.21173469387755,1.5946332343561
"AFG",1953,8039000,9393000,8573000,9393000,1,1,1.31064902331443,1.67785234899329
"AFG",1954,8150000,9558000,8728000,9558000,1,1,1.38076875233238,1.75662727563079
"AFG",1955,8271000,9734000,8891000,9734000,1,1,1.48466257668712,1.84138941201088
"AFG",1956,8399000,9921000,9062000,9921000,1,1,1.54757586748882,1.92110129443189
"AFG",1957,8536000,10119000,9241000,10119000,1,1,1.63114656506727,1.99576655579075
"AFG",1958,8681000,10327000,9429000,10327000,1,1,1.69868791002812,2.05553908488981
"AFG",1959,8834000,10546000,9625000,10546000,1,1,1.76246976154821,2.12065459475162
"AFG",1960,8996000,10775000,9829000,10775000,1,1,1.83382386235001,2.17143940830647
"AFG",1961,9167000,11014000,10043000,11014000,1,1,1.90084481991996,2.21809744779582
"AFG",1962,9346000,11262000,10267000,11262000,1,1,1.95265626704483,2.25167968040676
"AFG",1963,9534000,11521000,10501000,11521000,1,1,2.01155574577359,2.29976913514473
"AFG",1964,9731000,11791000,10744000,11791000,1,1,2.06628907069436,2.34354656713827
"AFG",1965,9938000,12071000,10998000,12071000,1,1,2.12722227931353,2.37469256212365
"AFG",1966,10152000,12358000,11262000,12358000,1,1,2.15335077480378,2.37759920470549
"AFG",1967,10373000,12652000,11538000,12652000,1,1,2.1769109535067,2.37902573231915
"AFG",1968,10604000,12957000,11825000,12957000,1,1,2.22693531283139,2.41068605754031
"AFG",1969,10854000,13280000,12123000,13280000,1,1,2.35760090531875,2.4928610017751
"AFG",1970,11126000,13623000,12431000,13623000,1,1,2.50598857564032,2.5828313253012
"AFG",1971,11418000,13984000,12749000,13984000,1,1,2.62448319252202,2.64993026499303
"AFG",1972,11722000,14356000,13079000,14356000,1,1,2.66246277806971,2.66018306636156
"AFG",1973,12028000,14724000,13421000,14724000,1,1,2.61047602798157,2.56338813039844
"AFG",1974,12322000,15070000,13772000,15070000,1,1,2.4442966411706,2.34990491714208
"AFG",1975,12590000,15378000,14132000,15378000,1,1,2.17497159552021,2.04379562043796
"AFG",1976,12840000,15653000,14501000,15653000,1,1,1.98570293884035,1.78826895565093
"AFG",1977,13068000,15892000,14880000,15892000,1,1,1.77570093457944,1.52686385996295
"AFG",1978,13238000,16064000,15269000,16064000,1,1,1.30088766452403,1.08230556254719
"AFG",1979,13307000,16128000,15556000,16128000,1,1,0.521226771415622,0.398406374501992
"AFG",1980,13248000,16063000,15044000,16063000,1,1,-0.443375666942211,-0.403025793650794
"AFG",1981,13054000,15862000,13676000,15862000,1,1,-1.46437198067633,-1.25132291601818
"AFG",1982,12750000,15549000,12583000,15549000,1,1,-2.32878811092385,-1.9732694489976
"AFG",1983,12389000,15177000,12439000,15177000,1,1,-2.83137254901961,-2.39243681265676
"AFG",1984,12047000,14814000,12769000,14814000,1,1,-2.76051335862459,-2.3917770310338
"AFG",1985,11783000,14519000,13120000,14519000,1,1,-2.19141695027808,-1.99135952477386
"AFG",1986,11601000,14300000,13126000,14300000,1,1,-1.54459814987694,-1.50836834492734
"AFG",1987,11503000,14165000,13056000,14165000,1,1,-0.844754762520472,-0.944055944055944
"AFG",1988,11541000,14162000,13169000,14162000,1,1,0.330348604711814,-0.0211789622308507
"AFG",1989,11778000,14346000,13503000,14346000,1,1,2.05354821939173,1.29925151814715
"AFG",1990,12249000,14754000,13568000,14754000,1,1,3.99898115129903,2.84399832705981
"AFG",1991,12994000,15403000,13672000,15403000,1,1,6.08212915340028,4.39880710315847
"AFG",1992,13981000,16276000,15023000,16276000,1,1,7.59581345236263,5.66772706615594
"AFG",1993,15095000,17322000,17003000,17322000,1,1,7.9679565124097,6.42664045219956
"AFG",1994,16173000,18470000,18486000,18470000,1,1,7.14143756210666,6.62741022976562
"AFG",1995,17100000,19661000,19445000,19661000,1,1,5.73177518085698,6.44829453167298
"AFG",1996,17823000,20883000,20111000,20883000,1,1,4.2280701754386,6.21535018564671
"AFG",1997,18382000,22132000,20769000,22132000,1,1,3.13639679066375,5.98094143561749
"AFG",1998,18864000,21354000,21452000,21354000,1,1,2.62213034490262,-3.51527200433761
"AFG",1999,19404000,21923000,22206000,21923000,1,1,2.86259541984733,2.66460616277981
"AFG",2000,20094000,22720000,22461000,22720000,1,1,3.55596784168213,3.63545135246089
"AFG",2001,20966000,22080000,22507000,22080000,1,1,4.33960386184931,-2.8169014084507
"AFG",2002,21980000,22203000,23600000,22930000,1,1,4.83640179337976,0.557065217391304
"AFG",2003,23065000,23116000,25005000,22842000,1,1,4.93630573248408,4.1120569292438
"AFG",2004,24119000,24019000,25698000,22753000,1,1,4.56969434207674,3.90638518774875
"AFG",2005,25071000,24861000,26335000,22665000,1,1,3.94709565073179,3.50555809983763
"AFG",2006,25893000,25631000,27154000,22576000,1,1,3.27868852459016,3.09722054623708
"AFG",2007,26617000,26349000,27387000,22488000,1,1,2.7961225041517,2.80129530646483
"AFG",2008,27294000,27032000,27706000,23511000,1,1,2.5434872449938,2.59212873353827
"AFG",2009,28004000,27708000,28484000,23994000,1,1,2.60130431596688,2.50073986386505
"AFG",2010,28803000,28398000,29121000,24486000,1,1,2.85316383373804,2.49025552187094
"AFG",2011,29709000,29105000,29758000,24988090,1,1,3.14550567649203,2.48961194450313
"AFG",2012,30697000,29825000,30420000,0,1,1,3.32559157157764,2.47380175227624
"AFG",2013,31732000,NA,31108000,0,1,1,3.37166498354888,NA
"AFG",2014,32758000,NA,31823000,0,1,1,3.23332913147611,NA
"AFG",2015,33736000,NA,32564000,0,1,1,2.98553025215215,NA
"AFG",2016,34656000,NA,33332000,0,1,1,2.72705714963244,NA
"AFG",2017,35530000,NA,0,0,1,1,2.5219298245614,NA
"AFG",2018,36373000,NA,0,0,1,1,2.37264283703912,NA
"AFG",2019,37209000,NA,0,0,1,1,2.29840815989883,NA
"AGO",1950,4548000,NA,4118000,0,1,1,NA,NA
"AGO",1951,4659000,NA,4173000,0,1,1,2.44063324538259,NA
"AGO",1952,4775000,NA,4232000,0,1,1,2.48980467911569,NA
"AGO",1953,4890000,NA,4294000,0,1,1,2.40837696335079,NA
"AGO",1954,5005000,NA,4358000,0,1,1,2.35173824130879,NA
"AGO",1955,5116000,NA,4423000,0,1,1,2.21778221778222,NA
"AGO",1956,5224000,NA,4491000,0,1,1,2.11102423768569,NA
"AGO",1957,5329000,NA,4561000,0,1,1,2.00995405819296,NA
"AGO",1958,5433000,NA,4636000,0,1,1,1.95158566335147,NA
"AGO",1959,5537000,NA,4715000,0,1,1,1.91422786674029,NA
"AGO",1960,5643000,NA,4797000,0,1,1,1.91439407621456,NA
"AGO",1961,5753000,NA,4752000,0,1,1,1.94931773879142,NA
"AGO",1962,5866000,NA,4826000,0,1,1,1.96419259516774,NA
"AGO",1963,5980000,NA,4920000,0,1,1,1.94340265939311,NA
"AGO",1964,6093000,NA,5026000,0,1,1,1.88963210702341,NA
"AGO",1965,6203000,NA,5135000,0,1,1,1.80535040210077,NA
"AGO",1966,6310000,NA,5201000,0,1,1,1.72497178784459,NA
"AGO",1967,6415000,NA,5247000,0,1,1,1.66402535657686,NA
"AGO",1968,6524000,NA,5350000,0,1,1,1.69914263445051,NA
"AGO",1969,6643000,NA,5472000,0,1,1,1.82403433476395,NA
"AGO",1970,6776000,NA,5606000,0,1,1,2.00210748155954,NA
"AGO",1971,6927000,NA,5753000,0,1,1,2.228453364817,NA
"AGO",1972,7095000,NA,5895000,0,1,1,2.42529233434387,NA
"AGO",1973,7278000,NA,6026000,0,1,1,2.57928118393235,NA
"AGO",1974,7474000,NA,5987000,0,1,1,2.69304754053311,NA
"AGO",1975,7682000,6123000,5885000,6637420,1,1,2.78298100080278,NA
"AGO",1976,7901000,6277000,5943000,6808850,1,1,2.85082009893257,2.5151069737057
"AGO",1977,8131000,6450000,6164000,6989990,1,1,2.91102392102266,2.75609367532261
"AGO",1978,8376000,6636000,6287000,7185190,1,1,3.01315951297503,2.88372093023256
"AGO",1979,8642000,6828000,6453000,7400230,1,1,3.17574021012416,2.89330922242315
"AGO",1980,8930000,7019000,6743000,7638420,1,1,3.33256190696598,2.79730521382542
"AGO",1981,9245000,7209000,6880000,7903370,1,1,3.52743561030235,2.70693831030061
"AGO",1982,9582000,7399000,7019000,8191770,1,1,3.64521362898864,2.63559439589402
"AGO",1983,9932000,7592000,7241000,8491680,1,1,3.65268211229388,2.60846060278416
"AGO",1984,10277000,7793000,7442000,8786650,1,1,3.47362062021748,2.64752370916754
"AGO",1985,10609000,8003000,7585000,9065560,1,1,3.23051474165613,2.69472603618632
"AGO",1986,10921000,8225000,7749000,9322550,1,1,2.94089923649731,2.77395976508809
"AGO",1987,11218000,8457000,7878000,9562800,1,1,2.71953117846351,2.82066869300912
"AGO",1988,11514000,8700000,8023000,9799680,1,1,2.63861650918167,2.87335934728627
"AGO",1989,11827000,9739000,8154000,10052570,1,1,2.71842973771061,11.9425287356322
"AGO",1990,12171000,10020000,8297000,10335050,1,1,2.90859896846199,2.88530649964062
"AGO",1991,12553000,9515000,8519000,10653520,1,1,3.13860816695424,-5.03992015968064
"AGO",1992,12968000,10609000,8761000,11002910,1,1,3.30598263363339,11.4976353126642
"AGO",1993,13404000,10133000,9035000,11371750,1,1,3.36212214682295,-4.48675652747667
"AGO",1994,13841000,10466000,9323000,11742960,1,1,3.2602208296031,3.28629231224711
"AGO",1995,14269000,10816000,9621000,12105110,1,1,3.09226211978903,3.34416204853812
"AGO",1996,14682000,11185000,9916000,12452720,1,1,2.89438643212559,3.4116124260355
"AGO",1997,15089000,11569000,10207000,12792240,1,1,2.772101893475,3.43316942333482
"AGO",1998,15504000,12092000,10508000,13138270,1,1,2.75034793558221,4.52070187570231
"AGO",1999,15950000,12479000,10809000,13511580,1,1,2.87667698658411,3.20046311610982
"AGO",2000,16441000,12878000,11093000,13926370,1,1,3.07836990595611,3.19737158426156
"AGO",2001,16983000,12883000,11369000,14388240,1,1,3.2966364576364,0.0388259046435782
"AGO",2002,17573000,14887000,11690000,14890470,1,1,3.47406229759171,15.5553830629512
"AGO",2003,18203000,15421000,12084000,15419940,1,1,3.5850452398566,3.58702223416404
"AGO",2004,18866000,15977000,12521000,15957460,1,1,3.64225677086195,3.60547305622203
"AGO",2005,19553000,16544000,12919000,16489020,1,1,3.64147143008587,3.54885147399387
"AGO",2006,20262000,17122000,13297000,17010370,1,1,3.62604203958472,3.49371373307544
"AGO",2007,20998000,17713000,13690000,17525370,1,1,3.63241535879972,3.4516995678075
"AGO",2008,21759000,18314000,14084000,18037960,1,1,3.62415468139823,3.39298820075651
"AGO",2009,22550000,18927000,14489000,18555120,1,1,3.63527735649616,3.3471661024353
"AGO",2010,23369000,19549000,14907000,19081910,1,1,3.63192904656319,3.28631056163153
"AGO",2011,24219000,20180000,15346000,19618430,1,1,3.63729727416663,3.22778658754924
"AGO",2012,25096000,20821000,15793000,0,1,1,3.62112391097898,3.17641228939544
"AGO",2013,25998000,NA,16239000,0,1,1,3.59419827861014,NA
"AGO",2014,26920000,NA,16696000,0,1,1,3.54642664820371,NA
"AGO",2015,27859000,NA,17166000,0,1,1,3.48811292719168,NA
"AGO",2016,28813000,NA,17644000,0,1,1,3.42438709214258,NA
"AGO",2017,29784000,NA,0,0,1,1,3.37000659424565,NA
"AGO",2018,30774000,NA,0,0,1,1,3.32393231265109,NA
"AGO",2019,31788000,NA,0,0,1,1,3.29498927666212,NA
"ALB",1945,NA,NA,1138000,0,1,1,NA,NA
"ALB",1946,NA,1138000,1154000,0,1,1,NA,NA
"ALB",1947,NA,1154000,1175000,0,1,1,NA,1.40597539543058
"ALB",1948,NA,1164000,1192000,0,1,1,NA,0.866551126516464
"ALB",1949,NA,1183000,1209000,0,1,1,NA,1.63230240549828
"ALB",1950,1263000,1215000,1227000,1215000,1,1,NA,2.70498732037194
"ALB",1951,1287000,1242000,1254000,1242000,1,1,1.90023752969121,2.22222222222222
"ALB",1952,1316000,1270000,1283000,1270000,1,1,2.25330225330225,2.25442834138486
"ALB",1953,1348000,1302000,1315000,1302000,1,1,2.43161094224924,2.51968503937008
"ALB",1954,1383000,1340000,1353000,1340000,1,1,2.59643916913947,2.91858678955453
"ALB",1955,1420000,1379000,1392000,1379000,1,1,2.67534345625452,2.91044776119403
"ALB",1956,1459000,1420000,1434000,1420000,1,1,2.74647887323944,2.97316896301668
"ALB",1957,1500000,1462000,1477000,1462000,1,1,2.81014393420151,2.95774647887324
"ALB",1958,1543000,1507000,1521000,1507000,1,1,2.86666666666667,3.07797537619699
"ALB",1959,1588000,1556000,1571000,1556000,1,1,2.91639662994167,3.25149303251493
"ALB",1960,1636000,1611000,1623000,1611000,1,1,3.02267002518892,3.53470437017995
"ALB",1961,1686000,1660000,1677000,1660000,1,1,3.05623471882641,3.04158907510863
"ALB",1962,1738000,1712000,1728000,1712000,1,1,3.08422301304864,3.13253012048193
"ALB",1963,1791000,1764000,1780000,1764000,1,1,3.04948216340621,3.03738317757009
"ALB",1964,1844000,1817000,1832000,1817000,1,1,2.95924064768286,3.00453514739229
"ALB",1965,1896000,1870000,1884000,1870000,1,1,2.81995661605206,2.91689598238855
"ALB",1966,1948000,1923000,1933000,1923000,1,1,2.74261603375527,2.83422459893048
"ALB",1967,1999000,1965000,1984000,1965000,1,1,2.61806981519507,2.18408736349454
"ALB",1968,2049000,2019000,2039000,2019000,1,1,2.50125062531266,2.74809160305344
"ALB",1969,2100000,2080000,2100000,2080000,1,1,2.48901903367496,3.02129767211491
"ALB",1970,2151000,2136000,2157000,2135600,1,1,2.42857142857143,2.69230769230769
"ALB",1971,2202000,2187000,2209000,2188650,1,1,2.37099023709902,2.3876404494382
"ALB",1972,2254000,2242000,2264000,2241620,1,1,2.36148955495005,2.5148605395519
"ALB",1973,2306000,2294000,2296000,2294580,1,1,2.30700976042591,2.31935771632471
"ALB",1974,2358000,2347000,2348000,2347610,1,1,2.25498699045967,2.31037489102005
"ALB",1975,2411000,2401000,2401000,2400800,1,1,2.24766751484309,2.30080954409885
"ALB",1976,2464000,2454000,2455000,2454250,1,1,2.1982579842389,2.20741357767597
"ALB",1977,2518000,2508000,2509000,2508030,1,1,2.19155844155844,2.20048899755501
"ALB",1978,2572000,2563000,2563000,2562120,1,1,2.14455917394758,2.19298245614035
"ALB",1979,2626000,2617000,2618000,2616530,1,1,2.099533437014,2.10690596956691
"ALB",1980,2681000,2670000,2671000,2671300,1,1,2.09444021325209,2.02521971723347
"ALB",1981,2735000,2724000,2724000,2725030,1,1,2.0141738157404,2.02247191011236
"ALB",1982,2788000,2780000,2780000,2777590,1,1,1.93784277879342,2.05580029368576
"ALB",1983,2843000,2838000,2837000,2831680,1,1,1.97274031563845,2.0863309352518
"ALB",1984,2902000,2897000,2896000,2891000,1,1,2.07527259936687,2.07892882311487
"ALB",1985,2967000,2957000,2957000,2957390,1,1,2.23983459682977,2.0711080428029
"ALB",1986,3041000,3016000,3015000,3033390,1,1,2.49410178631614,1.99526547176192
"ALB",1987,3121000,3076000,3075000,3116010,1,1,2.63071358105886,1.9893899204244
"ALB",1988,3197000,3138000,3137000,3194850,1,1,2.43511694969561,2.01560468140442
"ALB",1989,3254000,3199000,3196000,3255860,1,1,1.78292148889584,1.94391332058636
"ALB",1990,3281000,3256000,3251000,3289480,1,1,0.829748002458513,1.78180681462957
"ALB",1991,3275000,3255000,3187000,3291690,1,1,-0.182871075891496,-0.0307125307125307
"ALB",1992,3241000,3363000,3078000,3266980,1,1,-1.0381679389313,3.31797235023041
"ALB",1993,3190000,3485000,3072000,3224900,1,1,-1.57358839864239,3.62771335117455
"ALB",1994,3141000,3547000,3117000,3179440,1,1,-1.53605015673981,1.77905308464849
"ALB",1995,3107000,3609000,3164000,3141100,1,1,-1.08245781598217,1.74795601917113
"ALB",1996,3092000,3650000,3209000,3112600,1,1,-0.482780817508851,1.13604876697146
"ALB",1997,3093000,3731000,3231000,3091900,1,1,0.0323415265200517,2.21917808219178
"ALB",1998,3104000,3119000,3219000,3079040,1,1,0.355641771742645,-16.4031090860359
"ALB",1999,3116000,3113000,3193000,3072730,1,1,0.38659793814433,-0.192369349150369
"ALB",2000,3122000,3113000,3164000,3071860,1,1,0.192554557124519,0
"ALB",2001,3122000,3074000,3134000,3077380,1,1,0,-1.25281079344684
"ALB",2002,3119000,3264000,3104000,3089780,1,1,-0.0960922485586163,6.18087182823682
"ALB",2003,3111000,3239000,3075000,3106700,1,1,-0.256492465533825,-0.76593137254902
"ALB",2004,3098000,3216000,3051000,3124860,1,1,-0.417872066859531,-0.710095708552022
"ALB",2005,3079000,3196000,3030000,3141800,1,1,-0.613298902517753,-0.621890547263682
"ALB",2006,3054000,3180000,3011000,3156610,1,1,-0.811951932445599,-0.500625782227785
"ALB",2007,3024000,3166000,2997000,3169670,1,1,-0.982318271119843,-0.440251572327044
"ALB",2008,2992000,3157000,2990000,3181400,1,1,-1.05820105820106,-0.284270372710044
"ALB",2009,2963000,3151000,2988000,3192720,1,1,-0.969251336898396,-0.190053848590434
"ALB",2010,2941000,3150000,2992000,3204280,1,1,-0.742490718866014,-0.0317359568390987
"ALB",2011,2927000,3154000,3e+06,3215990,1,1,-0.476028561713703,0.126984126984127
"ALB",2012,2920000,3162000,3008000,0,1,1,-0.239152716091561,0.253646163601775
"ALB",2013,2919000,NA,3017000,0,1,1,-0.0342465753424658,NA
"ALB",2014,2921000,NA,3026000,0,1,1,0.0685166152792052,NA
"ALB",2015,2923000,NA,3035000,0,1,1,0.0684697021567956,NA
"ALB",2016,2926000,NA,3044000,0,1,1,0.10263427984947,NA
"ALB",2017,2930000,NA,0,0,1,1,0.136705399863295,NA
"ALB",2018,2934000,NA,0,0,1,1,0.136518771331058,NA
"ALB",2019,2938000,NA,0,0,1,1,0.136332651670075,NA
"AND",1950,6000,NA,0,6200,1,1,NA,NA
"AND",1951,7000,NA,0,6000,1,1,16.6666666666667,NA
"AND",1952,7000,NA,0,6000,1,1,0,NA
"AND",1953,8000,NA,0,6000,1,1,14.2857142857143,NA
"AND",1954,9000,NA,0,6000,1,1,12.5,NA
"AND",1955,9000,NA,0,6200,1,1,0,NA
"AND",1956,10000,NA,0,6000,1,1,11.1111111111111,NA
"AND",1957,11000,NA,0,6000,1,1,10,NA
"AND",1958,12000,NA,0,7000,1,1,9.09090909090909,NA
"AND",1959,12000,NA,0,7000,1,1,0,NA
"AND",1960,13000,NA,0,8400,1,1,8.33333333333333,NA
"AND",1961,14000,NA,0,9000,1,1,7.69230769230769,NA
"AND",1962,15000,NA,0,10000,1,1,7.14285714285714,NA
"AND",1963,16000,NA,0,11000,1,1,6.66666666666667,NA
"AND",1964,17000,NA,0,12000,1,1,6.25,NA
"AND",1965,19000,NA,0,13600,1,1,11.7647058823529,NA
"AND",1966,20000,NA,0,14000,1,1,5.26315789473684,NA
"AND",1967,21000,NA,0,16000,1,1,5,NA
"AND",1968,22000,NA,0,17000,1,1,4.76190476190476,NA
"AND",1969,23000,NA,0,18000,1,1,4.54545454545455,NA
"AND",1970,24000,NA,0,19500,1,1,4.34782608695652,NA
"AND",1971,26000,NA,0,20240,1,1,8.33333333333333,NA
"AND",1972,27000,NA,0,21000,1,1,3.84615384615385,NA
"AND",1973,28000,NA,0,23100,1,1,3.7037037037037,NA
"AND",1974,30000,NA,0,25000,1,1,7.14285714285714,NA
"AND",1975,31000,NA,0,26930,1,1,3.33333333333333,NA
"AND",1976,32000,NA,0,29000,1,1,3.2258064516129,NA
"AND",1977,33000,NA,0,28100,1,1,3.125,NA
"AND",1978,34000,NA,0,30000,1,1,3.03030303030303,NA
"AND",1979,35000,NA,0,31100,1,1,2.94117647058824,NA
"AND",1980,36000,NA,0,35500,1,1,2.85714285714286,NA
"AND",1981,38000,NA,0,35000,1,1,5.55555555555556,NA
"AND",1982,39000,NA,0,37000,1,1,2.63157894736842,NA
"AND",1983,41000,NA,0,39000,1,1,5.12820512820513,NA
"AND",1984,43000,NA,0,41600,1,1,4.8780487804878,NA
"AND",1985,45000,NA,0,44600,1,1,4.65116279069767,NA
"AND",1986,47000,NA,0,46000,1,1,4.44444444444444,NA
"AND",1987,48000,NA,0,48000,1,1,2.12765957446809,NA
"AND",1988,50000,NA,0,50000,1,1,4.16666666666667,NA
"AND",1989,52000,NA,0,53000,1,1,4,NA
"AND",1990,55000,NA,0,54500,1,1,5.76923076923077,NA
"AND",1991,57000,NA,0,57100,1,1,3.63636363636364,NA
"AND",1992,59000,NA,0,59000,1,1,3.50877192982456,NA
"AND",1993,61000,63000,0,63000,1,1,3.38983050847458,NA
"AND",1994,63000,65000,0,65000,1,1,3.27868852459016,3.17460317460317
"AND",1995,64000,68000,0,68000,1,1,1.58730158730159,4.61538461538461
"AND",1996,64000,71000,0,71000,1,1,0,4.41176470588235
"AND",1997,64000,74000,0,74000,1,1,0,4.22535211267606
"AND",1998,64000,72000,0,72000,1,1,0,-2.7027027027027
"AND",1999,64000,75000,0,75000,1,1,0,4.16666666666667
"AND",2000,65000,78000,0,78000,1,1,1.5625,4
"AND",2001,67000,66000,0,66000,1,1,3.07692307692308,-15.3846153846154
"AND",2002,70000,72000,0,66000,1,1,4.47761194029851,9.09090909090909
"AND",2003,73000,76000,0,70000,1,1,4.28571428571429,5.55555555555556
"AND",2004,76000,79000,0,75000,1,1,4.10958904109589,3.94736842105263
"AND",2005,79000,81000,0,79000,1,1,3.94736842105263,2.53164556962025
"AND",2006,81000,82000,0,80000,1,1,2.53164556962025,1.23456790123457
"AND",2007,83000,81000,0,82000,1,1,2.46913580246914,-1.21951219512195
"AND",2008,84000,80000,0,84000,1,1,1.20481927710843,-1.23456790123457
"AND",2009,84000,79000,0,85000,1,1,0,-1.25
"AND",2010,84000,78000,0,85000,1,1,0,-1.26582278481013
"AND",2011,84000,78000,0,85000,1,1,0,0
"AND",2012,82000,78000,0,0,1,1,-2.38095238095238,0
"AND",2013,81000,NA,0,0,1,1,-1.21951219512195,NA
"AND",2014,79000,NA,0,0,1,1,-2.46913580246914,NA
"AND",2015,78000,NA,0,0,1,1,-1.26582278481013,NA
"AND",2016,77000,NA,0,0,1,1,-1.28205128205128,NA
"AND",2017,77000,NA,0,0,1,1,0,NA
"AND",2018,77000,NA,0,0,1,1,0,NA
"AND",2019,77000,NA,0,0,1,1,0,NA
"ARE",1950,70000,NA,72000,0,1,1,NA,NA
"ARE",1951,67000,NA,73000,0,1,1,-4.28571428571429,NA
"ARE",1952,69000,NA,75000,0,1,1,2.98507462686567,NA
"ARE",1953,73000,NA,77000,0,1,1,5.79710144927536,NA
"ARE",1954,76000,NA,80000,0,1,1,4.10958904109589,NA
"ARE",1955,80000,NA,83000,0,1,1,5.26315789473684,NA
"ARE",1956,82000,NA,86000,0,1,1,2.5,NA
"ARE",1957,83000,NA,89000,0,1,1,1.21951219512195,NA
"ARE",1958,85000,NA,93000,0,1,1,2.40963855421687,NA
"ARE",1959,87000,NA,98000,0,1,1,2.35294117647059,NA
"ARE",1960,93000,NA,103000,0,1,1,6.89655172413793,NA
"ARE",1961,101000,NA,109000,0,1,1,8.60215053763441,NA
"ARE",1962,112000,NA,116000,0,1,1,10.8910891089109,NA
"ARE",1963,126000,NA,124000,0,1,1,12.5,NA
"ARE",1964,139000,NA,133000,0,1,1,10.3174603174603,NA
"ARE",1965,150000,NA,144000,0,1,1,7.9136690647482,NA
"ARE",1966,160000,NA,157000,0,1,1,6.66666666666667,NA
"ARE",1967,170000,NA,172000,0,1,1,6.25,NA
"ARE",1968,183000,NA,191000,0,1,1,7.64705882352941,NA
"ARE",1969,204000,NA,218000,0,1,1,11.4754098360656,NA
"ARE",1970,235000,NA,249000,0,1,1,15.1960784313725,NA
"ARE",1971,279000,260000,288000,260000,1,1,18.7234042553191,NA
"ARE",1972,333000,306000,336000,306000,1,1,19.3548387096774,17.6923076923077
"ARE",1973,397000,362000,391000,362000,1,1,19.2192192192192,18.3006535947712
"ARE",1974,471000,428000,453000,428000,1,1,18.639798488665,18.232044198895
"ARE",1975,554000,505000,523000,505000,1,1,17.6220806794055,17.9906542056075
"ARE",1976,647000,592000,598000,592000,1,1,16.7870036101083,17.2277227722772
"ARE",1977,748000,690000,684000,690000,1,1,15.6105100463679,16.5540540540541
"ARE",1978,852000,795000,779000,795000,1,1,13.903743315508,15.2173913043478
"ARE",1979,952000,904000,884000,904000,1,1,11.7370892018779,13.7106918238994
"ARE",1980,1042000,1015000,1e+06,1015000,1,1,9.45378151260504,12.2787610619469
"ARE",1981,1121000,1128000,1070000,1100000,1,1,7.58157389635317,11.1330049261084
"ARE",1982,1190000,1240000,1138000,1176000,1,1,6.15521855486173,9.9290780141844
"ARE",1983,1253000,1206000,1209000,1242000,1,1,5.29411764705882,-2.74193548387097
"ARE",1984,1318000,1455000,1284000,1299000,1,1,5.18754988028731,20.6467661691542
"ARE",1985,1391000,1552000,1363000,1349000,1,1,5.53869499241275,6.66666666666667
"ARE",1986,1472000,1639000,1447000,1398000,1,1,5.82314881380302,5.60567010309278
"ARE",1987,1561000,1718000,1530000,1447000,1,1,6.04619565217391,4.82001220256254
"ARE",1988,1656000,1789000,1623000,1495000,1,1,6.08584240871236,4.13271245634459
"ARE",1989,1756000,1856000,1722000,1543000,1,1,6.03864734299517,3.74510899944103
"ARE",1990,1860000,1921000,1826000,1921000,1,1,5.92255125284738,3.50215517241379
"ARE",1991,1970000,1983000,1929000,1983000,1,1,5.91397849462366,3.2274856845393
"ARE",1992,2087000,2044000,2036000,2044000,1,1,5.93908629441624,3.07614725163893
"ARE",1993,2207000,2102000,2145000,2102000,1,1,5.74988021082894,2.83757338551859
"ARE",1994,2329000,2157000,2257000,2157000,1,1,5.52786588128681,2.61655566127498
"ARE",1995,2449000,2314000,2369000,2314000,1,1,5.1524259338772,7.27862772369031
"ARE",1996,2571000,2443000,2488000,2443000,1,1,4.98162515312372,5.57476231633535
"ARE",1997,2700000,2580000,2616000,2580000,1,1,5.01750291715286,5.60785918952108
"ARE",1998,2838000,2353000,2756000,2353000,1,1,5.11111111111111,-8.7984496124031
"ARE",1999,2988000,2398000,2908000,2398000,1,1,5.28541226215645,1.91245218869528
"ARE",2000,3155000,2441000,3075000,2441000,1,1,5.58902275769746,1.79316096747289
"ARE",2001,3326000,3167000,3244000,3167000,1,1,5.41996830427892,29.7419090536665
"ARE",2002,3507000,3224000,3422000,3349000,1,1,5.44197233914612,1.79981054625829
"ARE",2003,3742000,3369000,3655000,3551000,1,1,6.70088394639293,4.49751861042184
"ARE",2004,4088000,3659000,4008000,3761000,1,1,9.24639230358097,8.60789551795785
"ARE",2005,4580000,4149000,4519000,3995000,1,1,12.0352250489237,13.3916370593058
"ARE",2006,5242000,4876000,5213000,4229000,1,1,14.4541484716157,17.5222945288021
"ARE",2007,6044000,5797000,6059000,4488000,1,1,15.2995040061045,18.8884331419196
"ARE",2008,6894000,6799000,6956000,4765000,1,1,14.0635340833885,17.2848024840435
"ARE",2009,7666000,7718000,7768000,5059100,1,1,11.1981433130258,13.5166936314164
"ARE",2010,8271000,8442000,8397000,5371340,1,1,7.89199060787895,9.38066856698627
"ARE",2011,8672000,8925000,8806000,5702860,1,1,4.84826502236731,5.72139303482587
