"iso3c","year","v2x_polyarchy","v2x_libdem","v2x_delibdem","v2x_partipdem","v2x_egaldem","vdem.hl","vdem.hl.sq"
"CAF",2011,0.316,0.183,0.147,0.151,0.178,-1.11692772924891,1.24752755236512
"CAF",2012,0.315,0.183,0.14,0.149,0.176,-1.13779383652196,1.29457481442737
"CAF",2013,0.272,0.151,0.06,0.112,0.159,-1.49651815914493,2.23956660065053
"CAF",2014,0.284,0.172,0.133,0.119,0.167,-1.29411587979507,1.67473591033777
"CAF",2015,0.283,0.181,0.179,0.129,0.177,-1.16638157621446,1.36044598133253
"CAF",2016,0.393,0.232,0.251,0.186,0.222,-0.593252990457335,0.351949110686571
"CAF",2017,0.398,0.232,0.224,0.178,0.186,-0.711304342173951,0.505953867195518
"CAF",2018,0.409,0.249,0.231,0.18,0.204,-0.618363264274972,0.382373126604798
"CAF",2019,0.385,0.22,0.224,0.162,0.194,-0.7699354959751,0.592800667962424
"CHL",1946,0.366,0.275,0.285,0.191,0.15,-0.628560340496635,0.395088101645246
"CHL",1947,0.365,0.27,0.255,0.19,0.15,-0.68988007225038,0.475934514088189
"CHL",1948,0.36,0.269,0.248,0.188,0.148,-0.718638912511504,0.516441886575718
"CHL",1949,0.345,0.261,0.243,0.184,0.147,-0.773487453923411,0.598282841376921
"CHL",1950,0.421,0.294,0.286,0.215,0.175,-0.415200415233096,0.172391384809736
"CHL",1951,0.421,0.296,0.286,0.215,0.175,-0.411948247093862,0.169701358283705
"CHL",1952,0.418,0.292,0.273,0.214,0.173,-0.450291495273278,0.202762430715444
"CHL",1953,0.42,0.296,0.271,0.215,0.17,-0.447279833783656,0.200059249709535
"CHL",1954,0.419,0.296,0.271,0.215,0.17,-0.448846496013268,0.201463176983389
"CHL",1955,0.419,0.296,0.271,0.215,0.17,-0.448846496013268,0.201463176983389
"CHL",1956,0.419,0.296,0.271,0.215,0.169,-0.450644303459912,0.20308028824087
"CHL",1957,0.426,0.299,0.275,0.218,0.172,-0.416586465876956,0.173544283551852
"CHL",1958,0.457,0.32,0.327,0.23,0.187,-0.196164820545096,0.0384806368194896
"CHL",1959,0.518,0.376,0.367,0.26,0.213,0.165400551241431,0.0273573423509691
"CHL",1960,0.532,0.392,0.374,0.268,0.219,0.252267090732627,0.0636386850667037
"CHL",1961,0.544,0.397,0.381,0.274,0.236,0.33374751346765,0.111387402745839
"CHL",1962,0.545,0.398,0.385,0.274,0.236,0.343547163027403,0.118024653224177
"CHL",1963,0.555,0.405,0.386,0.278,0.241,0.389520635747682,0.151726325673279
"CHL",1964,0.582,0.43,0.462,0.311,0.262,0.704096601847099,0.495752024732632
"CHL",1965,0.589,0.435,0.492,0.324,0.28,0.832027337683557,0.692269490652787
"CHL",1966,0.589,0.437,0.493,0.324,0.28,0.836931231637922,0.700453886490969
"CHL",1967,0.589,0.438,0.489,0.324,0.28,0.831950412447016,0.69214148877076
"CHL",1968,0.589,0.445,0.495,0.324,0.28,0.853243355825123,0.728024224259717
"CHL",1969,0.589,0.444,0.489,0.324,0.281,0.843504724311364,0.711500219935591
"CHL",1970,0.605,0.457,0.492,0.339,0.331,1.01561908349959,1.03148212276854
"CHL",1971,0.707,0.532,0.56,0.399,0.383,1.62743076212298,2.64853088550418
"CHL",1972,0.693,0.523,0.539,0.392,0.366,1.51111764251631,2.28347652952405
"CHL",1973,0.308,0.189,0.149,0.11,0.146,-1.25883677293739,1.58467002089943
"CHL",1974,0.071,0.033,0.014,0.02,0.038,-2.48732975048691,6.1868092876573
"CHL",1975,0.071,0.033,0.014,0.02,0.038,-2.48732975048691,6.1868092876573
"CHL",1976,0.071,0.033,0.014,0.02,0.038,-2.48732975048691,6.1868092876573
"CHL",1977,0.072,0.033,0.014,0.02,0.038,-2.4857630882573,6.17901813094248
"CHL",1978,0.072,0.033,0.018,0.029,0.038,-2.46051831249769,6.05415036613649
"CHL",1979,0.073,0.033,0.016,0.021,0.038,-2.47882209967531,6.1445590018387
"CHL",1980,0.074,0.044,0.019,0.034,0.036,-2.43108757874023,5.91018681550504
"CHL",1981,0.074,0.044,0.018,0.034,0.04,-2.42554807476879,5.88328346301456
"CHL",1982,0.074,0.045,0.022,0.034,0.04,-2.41731508743865,5.8434122319585
"CHL",1983,0.074,0.047,0.028,0.034,0.04,-2.40415256440863,5.77994955295257
"CHL",1984,0.075,0.047,0.025,0.034,0.04,-2.40754107962441,5.79625405007905
"CHL",1985,0.077,0.047,0.025,0.033,0.041,-2.40468082244066,5.78248985781388
"CHL",1986,0.077,0.048,0.028,0.032,0.041,-2.40017043564777,5.7608181201576
"CHL",1987,0.08,0.052,0.029,0.032,0.041,-2.38731438686533,5.69926998173419
"CHL",1988,0.113,0.06,0.042,0.035,0.048,-2.28233614884161,5.20905829630915
"CHL",1989,0.133,0.073,0.067,0.039,0.054,-2.16950032239772,4.70673164888381
"CHL",1990,0.723,0.635,0.61,0.365,0.429,1.91485970971743,3.66668770789911
"CHL",1991,0.819,0.751,0.713,0.416,0.526,2.70401472794692,7.31169564895388
"CHL",1992,0.819,0.751,0.713,0.512,0.526,2.90281870127051,8.42635641244579
"CHL",1993,0.817,0.75,0.706,0.511,0.528,2.88802195220692,8.34067079642904
"CHL",1994,0.856,0.789,0.748,0.54,0.557,3.19410332500655,10.2022960508179
"CHL",1995,0.856,0.789,0.758,0.54,0.557,3.21062058315785,10.3080845289969
"CHL",1996,0.856,0.789,0.76,0.559,0.557,3.25327065450841,10.5837699514856
"CHL",1997,0.856,0.789,0.76,0.559,0.557,3.25327065450841,10.5837699514856
"CHL",1998,0.854,0.789,0.771,0.56,0.556,3.2685793812911,10.6836111718013
"CHL",1999,0.85,0.786,0.766,0.557,0.554,3.23936761202849,10.4935025258592
"CHL",2000,0.879,0.815,0.799,0.583,0.631,3.57873812277219,12.807366551383
"CHL",2001,0.879,0.815,0.799,0.583,0.631,3.57873812277219,12.807366551383
"CHL",2002,0.878,0.813,0.798,0.58,0.629,3.56245932752857,12.6911164602953
"CHL",2003,0.878,0.813,0.796,0.58,0.629,3.5591558758983,12.6675905489414
"CHL",2004,0.878,0.813,0.805,0.58,0.629,3.57402140823448,12.7736290265184
"CHL",2005,0.876,0.823,0.8,0.578,0.645,3.60351346509784,12.9853092931414
"CHL",2006,0.89,0.836,0.818,0.593,0.658,3.73075151152797,13.9185068407683
"CHL",2007,0.89,0.839,0.818,0.593,0.658,3.73562976373682,13.9549297317164
"CHL",2008,0.89,0.839,0.818,0.593,0.658,3.73562976373682,13.9549297317164
"CHL",2009,0.892,0.84,0.82,0.593,0.657,3.74189481644928,14.00177681737
"CHL",2010,0.89,0.841,0.791,0.58,0.678,3.70332011241284,13.7145798550014
"CHL",2011,0.891,0.842,0.802,0.581,0.683,3.73574175463385,13.9557664573148
"CHL",2012,0.894,0.844,0.805,0.582,0.689,3.76150680630929,14.1489334539111
"CHL",2013,0.897,0.853,0.797,0.583,0.684,3.76070958059254,14.1429365495605
"CHL",2014,0.892,0.849,0.816,0.593,0.689,3.80745250810792,14.4966946014973
"CHL",2015,0.892,0.844,0.82,0.597,0.686,3.80881906756891,14.5071026894765
"CHL",2016,0.892,0.844,0.818,0.593,0.682,3.79004088726359,14.3644099271298
"CHL",2017,0.895,0.851,0.806,0.597,0.689,3.80717090367317,14.4945502897756
"CHL",2018,0.873,0.81,0.776,0.582,0.656,3.5660923467424,12.7170146254947
"CHL",2019,0.831,0.767,0.744,0.563,0.628,3.28783046379462,10.809829158656
"CRI",1946,0.323,0.255,0.27,0.162,0.199,-0.725187187045227,0.525896456254569
"CRI",1947,0.323,0.255,0.27,0.162,0.199,-0.725187187045227,0.525896456254569
"CRI",1948,0.22,0.163,0.182,0.13,0.168,-1.30350502478544,1.6991253496409
"CRI",1949,0.272,0.214,0.27,0.176,0.235,-0.778043093420904,0.605351055219969
"CRI",1950,0.566,0.492,0.497,0.368,0.415,1.23076202051655,1.51477515114598
"CRI",1951,0.581,0.508,0.509,0.377,0.428,1.34210937816164,1.80125758294943
"CRI",1952,0.585,0.508,0.512,0.377,0.43,1.35692681941877,1.84125039325795
"CRI",1953,0.657,0.566,0.572,0.427,0.485,1.86556607056797,3.48033676365443
"CRI",1954,0.727,0.627,0.632,0.474,0.537,2.36434420296051,5.59012351007296
"CRI",1955,0.727,0.627,0.632,0.474,0.542,2.37333324019373,5.63271066900846
"CRI",1956,0.727,0.627,0.632,0.474,0.542,2.37333324019373,5.63271066900846
"CRI",1957,0.727,0.627,0.632,0.474,0.542,2.37333324019373,5.63271066900846
"CRI",1958,0.724,0.626,0.63,0.472,0.541,2.35776416091413,5.5590518384911
"CRI",1959,0.731,0.642,0.637,0.477,0.547,2.42745144063167,5.89252049662479
"CRI",1960,0.725,0.634,0.638,0.472,0.541,2.38555330222172,5.69086455774098
"CRI",1961,0.725,0.634,0.638,0.472,0.541,2.38555330222172,5.69086455774098
"CRI",1962,0.729,0.637,0.64,0.476,0.545,2.41547638365435,5.83452615999188
"CRI",1963,0.73,0.642,0.641,0.477,0.546,2.43069387421594,5.9082727101509
"CRI",1964,0.73,0.642,0.641,0.477,0.546,2.43069387421594,5.9082727101509
"CRI",1965,0.73,0.642,0.641,0.477,0.546,2.43069387421594,5.9082727101509
"CRI",1966,0.734,0.646,0.646,0.479,0.554,2.47024769750591,6.10212368703324
"CRI",1967,0.734,0.647,0.647,0.479,0.565,2.49330138930374,6.21655181790395
"CRI",1968,0.734,0.647,0.647,0.479,0.565,2.49330138930374,6.21655181790395
"CRI",1969,0.734,0.647,0.647,0.479,0.565,2.49330138930374,6.21655181790395
"CRI",1970,0.74,0.656,0.656,0.481,0.581,2.56510832023469,6.57978069453724
"CRI",1971,0.75,0.663,0.663,0.487,0.587,2.62693170473664,6.90077018135055
"CRI",1972,0.75,0.663,0.663,0.487,0.587,2.62693170473664,6.90077018135055
"CRI",1973,0.75,0.664,0.663,0.487,0.595,2.64294024837941,6.98513315650381
"CRI",1974,0.743,0.658,0.659,0.483,0.591,2.60013547641884,6.76070449573181
"CRI",1975,0.798,0.708,0.709,0.524,0.646,3.03397766645729,9.20502048056164
"CRI",1976,0.808,0.721,0.721,0.531,0.655,3.12128048151465,9.74239184428434
"CRI",1977,0.809,0.722,0.721,0.532,0.657,3.13013971742929,9.79777465062832
"CRI",1978,0.824,0.735,0.736,0.543,0.669,3.24390794230852,10.5229387381723
"CRI",1979,0.824,0.736,0.736,0.558,0.685,3.30536206635625,10.9254183897069
"CRI",1980,0.846,0.767,0.762,0.576,0.71,3.51540304392353,12.3580585612268
"CRI",1981,0.846,0.767,0.762,0.576,0.71,3.51540304392353,12.3580585612268
"CRI",1982,0.863,0.787,0.78,0.591,0.727,3.6659148953164,13.4389320197027
"CRI",1983,0.864,0.789,0.781,0.592,0.728,3.67625413366915,13.5148444553195
"CRI",1984,0.864,0.789,0.781,0.592,0.728,3.67625413366915,13.5148444553195
"CRI",1985,0.864,0.789,0.781,0.592,0.732,3.68344536345572,13.5677697455635
"CRI",1986,0.865,0.788,0.805,0.592,0.738,3.73381420585872,13.9413685238724
"CRI",1987,0.865,0.793,0.805,0.592,0.75,3.76351831556653,14.1640701116048
"CRI",1988,0.874,0.802,0.814,0.601,0.757,3.83834108922137,14.7328623172051
"CRI",1989,0.874,0.812,0.814,0.601,0.757,3.85460192991755,14.8579560381241
"CRI",1990,0.893,0.838,0.833,0.624,0.789,4.0631894454791,16.5095084698528
"CRI",1991,0.895,0.843,0.835,0.626,0.791,4.0854940062542,16.691261275139
"CRI",1992,0.895,0.843,0.835,0.626,0.791,4.0854940062542,16.691261275139
"CRI",1993,0.895,0.843,0.835,0.626,0.791,4.0854940062542,16.691261275139
"CRI",1994,0.894,0.843,0.836,0.627,0.791,4.08764994456184,16.7088820692764
"CRI",1995,0.894,0.843,0.836,0.632,0.791,4.09800431817245,16.79363939176
"CRI",1996,0.895,0.844,0.836,0.632,0.788,4.09580364213174,16.7756074748997
"CRI",1997,0.895,0.842,0.836,0.632,0.788,4.09255147399251,16.7489775672783
"CRI",1998,0.895,0.846,0.836,0.632,0.786,4.09546019537769,16.7727942119231
"CRI",1999,0.895,0.846,0.836,0.633,0.787,4.09932887754645,16.8044972462863
"CRI",2000,0.896,0.844,0.843,0.632,0.794,4.11971922974714,16.9720865319483
"CRI",2001,0.896,0.844,0.843,0.633,0.801,4.13437475659576,17.0930546279763
"CRI",2002,0.899,0.848,0.847,0.654,0.804,4.20106777432806,17.6489704444977
"CRI",2003,0.899,0.848,0.848,0.652,0.805,4.20037555814559,17.6431548294669
"CRI",2004,0.897,0.846,0.846,0.651,0.802,4.18322231685482,17.4993489522322
"CRI",2005,0.897,0.845,0.846,0.651,0.804,4.18519184767849,17.5158308018745
"CRI",2006,0.906,0.853,0.86,0.656,0.812,4.26016147489753,18.1489757922011
"CRI",2007,0.906,0.854,0.866,0.695,0.815,4.35785545036056,18.9909041262373
"CRI",2008,0.906,0.854,0.859,0.695,0.815,4.34629336965465,18.890266055104
"CRI",2009,0.906,0.855,0.859,0.695,0.817,4.35151506861755,18.9356833924056
"CRI",2010,0.91,0.858,0.863,0.699,0.823,4.38833721657373,19.257503526366
"CRI",2011,0.91,0.858,0.863,0.699,0.823,4.38833721657373,19.257503526366
"CRI",2012,0.909,0.859,0.865,0.696,0.821,4.38189185098434,19.200976193723
"CRI",2013,0.907,0.854,0.861,0.69,0.818,4.34620253224385,18.8894764512829
"CRI",2014,0.907,0.856,0.859,0.687,0.816,4.33634300969317,18.8038706977149
"CRI",2015,0.907,0.856,0.857,0.681,0.82,4.32780553951677,18.729900787872
"CRI",2016,0.903,0.855,0.844,0.675,0.816,4.2788238928127,18.3083339057048
"CRI",2017,0.899,0.852,0.846,0.667,0.812,4.24722421575212,18.0389135388712
"CRI",2018,0.891,0.837,0.833,0.662,0.799,4.15510135085728,17.264867235896
"CRI",2019,0.894,0.844,0.842,0.653,0.805,4.1781984305504,17.4573421250538
"TLS",2002,0.559,0.417,0.387,0.24,0.333,0.503657064967327,0.253670439091503
"TLS",2003,0.57,0.413,0.396,0.255,0.343,0.578292740849021,0.334422494118673
"TLS",2004,0.57,0.413,0.396,0.255,0.343,0.578292740849021,0.334422494118673
"TLS",2005,0.577,0.414,0.354,0.306,0.344,0.628925394565227,0.395547151929026
"TLS",2006,0.577,0.415,0.366,0.305,0.341,0.642907891354362,0.413330556765712
"TLS",2007,0.612,0.464,0.402,0.325,0.364,0.919648383861982,0.845753149939955
"TLS",2008,0.621,0.469,0.411,0.332,0.378,0.996409723920617,0.992832337923561
"TLS",2009,0.625,0.471,0.41,0.331,0.377,1.00040813299441,1.00081643256135
"TLS",2010,0.625,0.48,0.416,0.347,0.382,1.0670762772989,1.13865178157407
"TLS",2011,0.625,0.48,0.416,0.342,0.388,1.06750874836816,1.13957492784255
"TLS",2012,0.644,0.496,0.431,0.354,0.402,1.1980883639901,1.43541572792847
"TLS",2013,0.639,0.489,0.425,0.35,0.396,1.14989176589558,1.32225107327446
"TLS",2014,0.629,0.47,0.42,0.344,0.39,1.07185882418849,1.14888133899072
"TLS",2015,0.632,0.462,0.417,0.345,0.387,1.05527241325718,1.11359986618164
"TLS",2016,0.611,0.451,0.416,0.355,0.367,0.987586454142726,0.975327004406203
"TLS",2017,0.653,0.481,0.465,0.386,0.403,1.3120215392813,1.72140051953808
"TLS",2018,0.677,0.496,0.476,0.407,0.416,1.4590415437736,2.12880222645726
"TLS",2019,0.69,0.513,0.483,0.408,0.425,1.53686480438989,2.36195342697239
"ECU",1946,0.159,0.098,0.043,0.123,0.048,-1.96458979027223,3.85961304404189
"ECU",1947,0.233,0.118,0.057,0.144,0.061,-1.72615107650583,2.97959753892222
"ECU",1948,0.347,0.178,0.14,0.183,0.096,-1.16920592070186,1.36704248500429
"ECU",1949,0.367,0.191,0.14,0.189,0.102,-1.093521490192,1.19578924951174
"ECU",1950,0.374,0.194,0.143,0.198,0.104,-1.0504879375381,1.10352490691304
"ECU",1951,0.374,0.194,0.143,0.197,0.104,-1.05255881226022,1.10788005326664
"ECU",1952,0.362,0.188,0.138,0.193,0.099,-1.10664642863063,1.22466631800092
"ECU",1953,0.352,0.185,0.122,0.19,0.097,-1.16342715523735,1.35356274554366
"ECU",1954,0.356,0.187,0.123,0.191,0.098,-1.14838793019577,1.31879483821932
"ECU",1955,0.366,0.19,0.126,0.194,0.101,-1.1112818317391,1.23494730955342
"ECU",1956,0.366,0.19,0.126,0.194,0.101,-1.1112818317391,1.23494730955342
"ECU",1957,0.373,0.192,0.15,0.198,0.103,-1.04554249464767,1.09315910811408
"ECU",1958,0.378,0.195,0.148,0.199,0.104,-1.03226570075225,1.06557247694954
"ECU",1959,0.381,0.197,0.149,0.2,0.105,-1.01879313794029,1.03793945791422
"ECU",1960,0.362,0.19,0.142,0.185,0.1,-1.11155654756119,1.23555795842615
"ECU",1961,0.36,0.186,0.119,0.183,0.1,-1.16332565149113,1.35332657141727
"ECU",1962,0.367,0.191,0.141,0.187,0.101,-1.09780932126776,1.20518530586237
"ECU",1963,0.214,0.057,0.058,0.135,0.067,-1.86130808911921,3.46446780262062
"ECU",1964,0.134,0.059,0.028,0.113,0.05,-2.1090626442825,4.44814523750789
"ECU",1965,0.137,0.061,0.027,0.113,0.051,-2.10096440782292,4.41405144293869
"ECU",1966,0.14,0.066,0.027,0.114,0.052,-2.08426531861723,4.34416191839057
"ECU",1967,0.182,0.127,0.056,0.141,0.059,-1.80287605846429,3.25036208218372
"ECU",1968,0.274,0.157,0.092,0.173,0.081,-1.44467872697268,2.08709662416741
"ECU",1969,0.376,0.198,0.099,0.211,0.108,-1.07941361149201,1.16513374467423
"ECU",1970,0.295,0.092,0.067,0.181,0.089,-1.5278179727041,2.33422775771768
"ECU",1971,0.209,0.088,0.042,0.151,0.067,-1.8120264115973,3.28343971632619
"ECU",1972,0.173,0.074,0.041,0.14,0.068,-1.91382496914981,3.66272601254125
"ECU",1973,0.146,0.064,0.035,0.127,0.064,-2.01640864611044,4.06590382810896
"ECU",1974,0.146,0.067,0.024,0.127,0.066,-2.02610376297474,4.10509645834042
"ECU",1975,0.146,0.067,0.024,0.127,0.066,-2.02610376297474,4.10509645834042
"ECU",1976,0.146,0.067,0.027,0.128,0.066,-2.01907771080723,4.07667480227857
"ECU",1977,0.146,0.069,0.027,0.129,0.066,-2.01375466794588,4.0552078626738
"ECU",1978,0.199,0.085,0.036,0.158,0.077,-1.81000744347178,3.27612694542324
"ECU",1979,0.397,0.137,0.239,0.256,0.173,-0.704416372271212,0.496202425523735
"ECU",1980,0.689,0.447,0.432,0.445,0.371,1.32327933959355,1.75106821059515
"ECU",1981,0.689,0.447,0.431,0.445,0.371,1.32162761377842,1.74669954950165
"ECU",1982,0.689,0.45,0.429,0.445,0.371,1.32320241435701,1.75086462936023
"ECU",1983,0.689,0.448,0.428,0.441,0.364,1.29743036938766,1.68332556340939
"ECU",1984,0.689,0.436,0.406,0.418,0.356,1.17956681443745,1.3913778697221
"ECU",1985,0.679,0.415,0.333,0.407,0.344,0.964823130871751,0.930883673865169
"ECU",1986,0.68,0.418,0.331,0.415,0.343,0.982733784010276,0.965765690235155
"ECU",1987,0.68,0.418,0.33,0.414,0.343,0.979011183473024,0.958462897365251
"ECU",1988,0.695,0.438,0.345,0.418,0.353,1.08607025889144,1.17954860724852
"ECU",1989,0.718,0.479,0.443,0.475,0.377,1.51182930478999,2.28562784682179
"ECU",1990,0.72,0.481,0.444,0.476,0.393,1.55070231707201,2.40467767617249
"ECU",1991,0.722,0.482,0.445,0.475,0.39,1.54964915435393,2.40141250158984
"ECU",1992,0.718,0.48,0.443,0.47,0.389,1.52467470460873,2.32463295487373
"ECU",1993,0.711,0.469,0.438,0.462,0.382,1.45841086525653,2.1269622518983
"ECU",1994,0.7,0.461,0.431,0.47,0.375,1.42058917311839,2.0180735987812
"ECU",1995,0.7,0.462,0.431,0.47,0.375,1.42221525718801,2.02269623777836
"ECU",1996,0.698,0.454,0.429,0.468,0.378,1.40402148143728,1.97127632033733
"ECU",1997,0.697,0.46,0.453,0.467,0.385,1.4623665205929,2.13851584055097
"ECU",1998,0.697,0.469,0.494,0.484,0.396,1.59970278782895,2.55904900938772
"ECU",1999,0.695,0.466,0.421,0.482,0.391,1.45798443997886,2.12571862722048
"ECU",2000,0.694,0.458,0.449,0.478,0.407,1.51013884827379,2.2805193410657
"ECU",2001,0.694,0.458,0.449,0.478,0.407,1.51013884827379,2.2805193410657
"ECU",2002,0.696,0.46,0.441,0.478,0.408,1.50510834179785,2.26535112054948
"ECU",2003,0.702,0.464,0.397,0.487,0.412,1.4741658178739,2.17316485858782
"ECU",2004,0.702,0.463,0.397,0.485,0.412,1.46839798436004,2.15619264047263
"ECU",2005,0.702,0.463,0.401,0.483,0.413,1.47266094562297,2.16873026076313
"ECU",2006,0.701,0.463,0.419,0.502,0.412,1.53837416033936,2.36659505719982
"ECU",2007,0.671,0.413,0.524,0.478,0.434,1.57335207105412,2.4754367394903
"ECU",2008,0.632,0.354,0.482,0.476,0.43,1.3356078205255,1.78384825024888
"ECU",2009,0.615,0.337,0.448,0.446,0.423,1.15046156193402,1.32356180548766
"ECU",2010,0.592,0.319,0.419,0.417,0.431,0.99158586139268,0.983242520513863
"ECU",2011,0.587,0.315,0.408,0.414,0.425,0.942079761153483,0.887514276375004
"ECU",2012,0.592,0.316,0.396,0.417,0.428,0.943324493095887,0.889861099274612
"ECU",2013,0.541,0.272,0.358,0.372,0.393,0.57299881621955,0.328327643389006
"ECU",2014,0.538,0.266,0.35,0.368,0.392,0.535247212256836,0.286489578228714
"ECU",2015,0.543,0.267,0.352,0.37,0.391,0.550354001102374,0.302889526529392
"ECU",2016,0.546,0.271,0.352,0.37,0.395,0.568749553856257,0.323476055011691
"ECU",2017,0.558,0.345,0.447,0.384,0.404,0.909966187330205,0.828038462084269
"ECU",2018,0.655,0.471,0.5,0.453,0.442,1.56556752337513,2.45100167024693
"ECU",2019,0.622,0.453,0.468,0.432,0.416,1.34151156768334,1.79965328622822
"FRA",1946,0.365,0.27,0.246,0.259,0.324,-0.249036753044191,0.0620193043667935
"FRA",1947,0.707,0.6,0.575,0.466,0.564,2.22693212030855,4.95922666846195
"FRA",1948,0.746,0.631,0.576,0.49,0.594,2.44372749596692,5.97180407454476
"FRA",1949,0.746,0.631,0.576,0.497,0.594,2.45822361902177,6.04286336111647
"FRA",1950,0.753,0.636,0.581,0.503,0.6,2.50879139706538,6.29403427398927
"FRA",1951,0.753,0.636,0.581,0.503,0.599,2.50699358961874,6.28501685838944
"FRA",1952,0.754,0.636,0.581,0.502,0.599,2.50648937712623,6.28248899764663
"FRA",1953,0.754,0.636,0.581,0.502,0.599,2.50648937712623,6.28248899764663
"FRA",1954,0.724,0.609,0.559,0.482,0.579,2.30187362905002,5.2986222041159
"FRA",1955,0.745,0.624,0.576,0.496,0.592,2.43960787868942,5.95168660176351
"FRA",1956,0.75,0.627,0.579,0.498,0.594,2.46501198382926,6.07628408042186
"FRA",1957,0.752,0.634,0.581,0.503,0.599,2.50217475924989,6.26087852582725
"FRA",1958,0.759,0.636,0.587,0.535,0.611,2.61414559835478,6.8337572093977
"FRA",1959,0.753,0.637,0.583,0.528,0.614,2.59066210507129,6.71153014265242
"FRA",1960,0.753,0.638,0.584,0.529,0.619,2.60499982691138,6.78602409820832
"FRA",1961,0.753,0.638,0.584,0.563,0.619,2.67540956746348,7.15781635367513
"FRA",1962,0.753,0.639,0.585,0.563,0.619,2.67868737734823,7.17536606556474
"FRA",1963,0.775,0.663,0.625,0.578,0.637,2.88167265154715,8.3040372706748
"FRA",1964,0.775,0.663,0.625,0.577,0.637,2.87960177682503,8.29210639309389
"FRA",1965,0.775,0.663,0.626,0.575,0.637,2.87711175319592,8.27777204037812
"FRA",1966,0.778,0.667,0.63,0.577,0.643,2.90985157354786,8.46723618007894
"FRA",1967,0.783,0.674,0.635,0.579,0.646,2.94686127404307,8.68399136845474
"FRA",1968,0.781,0.672,0.615,0.572,0.645,2.8911473346405,8.3587329105989
"FRA",1969,0.81,0.721,0.67,0.599,0.672,3.21155799709936,10.3141047687328
"FRA",1970,0.842,0.759,0.747,0.626,0.698,3.55332188196749,12.626096396869
"FRA",1971,0.842,0.761,0.747,0.624,0.695,3.54703887832255,12.5814848043317
"FRA",1972,0.835,0.754,0.739,0.615,0.689,3.48205113052794,12.1246800756109
"FRA",1973,0.849,0.767,0.753,0.626,0.717,3.62136588650873,13.1142908839692
"FRA",1974,0.851,0.771,0.756,0.626,0.713,3.62876749490524,13.1679535320809
"FRA",1975,0.856,0.774,0.761,0.628,0.718,3.66286847401527,13.416605457935
"FRA",1976,0.856,0.775,0.761,0.626,0.718,3.66035280864065,13.3981826837235
"FRA",1977,0.856,0.775,0.761,0.622,0.717,3.65027150230552,13.3244820405438
"FRA",1978,0.859,0.777,0.764,0.622,0.717,3.66317883457899,13.4188791741075
"FRA",1979,0.86,0.778,0.765,0.619,0.717,3.66181068252699,13.4088574746687
"FRA",1980,0.86,0.778,0.775,0.617,0.717,3.67418619123405,13.499644167855
"FRA",1981,0.867,0.792,0.782,0.622,0.727,3.74781253259894,14.0460987795057
"FRA",1982,0.873,0.798,0.788,0.631,0.732,3.80450627501741,14.4742679966469
"FRA",1983,0.873,0.798,0.788,0.629,0.732,3.80036452557317,14.442770527235
"FRA",1984,0.873,0.798,0.788,0.626,0.732,3.79415190140681,14.3955886509489
"FRA",1985,0.873,0.798,0.788,0.624,0.732,3.79001015196257,14.3641769519793
"FRA",1986,0.872,0.798,0.788,0.621,0.733,3.78402867301324,14.3188729981863
"FRA",1987,0.872,0.798,0.788,0.619,0.733,3.77988692356899,14.2875451549679
"FRA",1988,0.878,0.804,0.794,0.652,0.738,3.88628165931836,15.1031851355543
"FRA",1989,0.878,0.804,0.793,0.652,0.737,3.88283212605658,15.0763853191371
"FRA",1990,0.878,0.804,0.794,0.652,0.75,3.90785534867809,15.2713334261919
"FRA",1991,0.878,0.804,0.794,0.652,0.75,3.90785534867809,15.2713334261919
"FRA",1992,0.878,0.805,0.794,0.652,0.771,3.94723538912723,15.5806672171784
"FRA",1993,0.877,0.798,0.817,0.651,0.771,3.97020495743618,15.7625274040508
"FRA",1994,0.877,0.803,0.808,0.656,0.771,3.97382421905869,15.7912789239774
"FRA",1995,0.875,0.799,0.803,0.655,0.768,3.94846363218329,15.5903650546741
"FRA",1996,0.881,0.806,0.81,0.66,0.773,4.00015168559803,16.0012135077927
"FRA",1997,0.878,0.804,0.807,0.654,0.771,3.97122349009855,15.7706160083105
"FRA",1998,0.876,0.802,0.805,0.649,0.775,3.9583714020458,15.668704156534
"FRA",1999,0.876,0.802,0.805,0.646,0.775,3.95215877787944,15.6195590055695
"FRA",2000,0.876,0.802,0.805,0.654,0.784,3.9849060426762,15.8794761689573
"FRA",2001,0.876,0.802,0.805,0.654,0.784,3.9849060426762,15.8794761689573
"FRA",2002,0.878,0.803,0.807,0.657,0.784,3.99918152700167,15.9934528859114
"FRA",2003,0.879,0.804,0.807,0.662,0.784,4.0127286469115,16.1019911937442
"FRA",2004,0.879,0.804,0.807,0.662,0.784,4.0127286469115,16.1019911937442
"FRA",2005,0.879,0.804,0.817,0.657,0.784,4.0188915314522,16.1514891415782
"FRA",2006,0.879,0.804,0.814,0.657,0.784,4.01393635400681,16.1116850540175
"FRA",2007,0.882,0.809,0.819,0.66,0.788,4.04842924407233,16.38977934426
"FRA",2008,0.889,0.817,0.827,0.664,0.797,4.11008212466588,16.892775071498
"FRA",2009,0.889,0.817,0.824,0.664,0.797,4.10512694722049,16.8520672527958
"FRA",2010,0.889,0.817,0.82,0.662,0.797,4.09437829451572,16.7639336186015
"FRA",2011,0.89,0.818,0.825,0.659,0.8,4.10501046806418,16.8511109429165
