"iso3c","year","oil","exporter"
"FJI",1996,0,0
"FJI",1997,0,0
"FJI",1998,0,0
"FJI",1999,0,0
"FJI",2000,0,0
"FJI",2001,0,0
"FJI",2002,0,0
"FJI",2003,0,0
"FJI",2004,0,0
"FJI",2005,0,0
"FJI",2006,0,0
"FJI",2007,0,0
"FJI",2008,0,0
"FJI",2009,0,0
"FJI",2010,0,0
"FJI",2011,0,0
"FJI",2012,0,0
"FJI",2013,0,0
"FJI",2014,0,0
"FJI",2015,0,0
"FJI",2016,0,0
"FLK",1980,0,0
"FLK",1981,0,0
"FLK",1982,0,0
"FLK",1983,0,0
"FLK",1984,0,0
"FLK",1985,0,0
"FLK",1986,0,0
"FLK",1987,0,0
"FLK",1988,0,0
"FLK",1989,0,0
"FLK",1990,0,0
"FLK",1991,0,0
"FLK",1992,0,0
"FLK",1993,0,0
"FLK",1994,0,0
"FLK",1995,0,0
"FLK",1996,0,0
"FLK",1997,0,0
"FLK",1998,0,0
"FLK",1999,0,0
"FLK",2000,0,0
"FLK",2001,0,0
"FLK",2002,0,0
"FLK",2003,0,0
"FLK",2004,0,0
"FLK",2005,0,0
"FLK",2006,0,0
"FLK",2007,0,0
"FLK",2008,0,0
"FLK",2009,0,0
"FLK",2010,0,0
"FLK",2011,0,0
"FLK",2012,0,0
"FLK",2013,0,0
"FLK",2014,0,0
"FLK",2015,0,0
"FLK",2016,0,0
"FRA",1980,0,0
"FRA",1981,0,0
"FRA",1982,0,0
"FRA",1983,0,0
"FRA",1984,1.369,0
"FRA",1985,0,0
"FRA",1986,0,0
"FRA",1987,0,0
"FRA",1988,0,0
"FRA",1989,0,0
"FRA",1990,0,0
"FRA",1991,0,0
"FRA",1992,0,0
"FRA",1993,0,0
"FRA",1994,0,0
"FRA",1995,0,0
"FRA",1996,0,0
"FRA",1997,0,0
"FRA",1998,0,0
"FRA",1999,0,0
"FRA",2000,0,0
"FRA",2001,0,0
"FRA",2002,0,0
"FRA",2003,0,0
"FRA",2004,0,0
"FRA",2005,0,0
"FRA",2006,0,0
"FRA",2007,0,0
"FRA",2008,0,0
"FRA",2009,0,0
"FRA",2010,0,0
"FRA",2011,9.308,0
"FRA",2012,3.685,0
"FRA",2013,1.373,0
"FRA",2014,0.404,0
"FRA",2015,0.808,0
"FRA",2016,0.805,0
"FRO",1980,0,0
"FRO",1981,0,0
"FRO",1982,0,0
"FRO",1983,0,0
"FRO",1984,0,0
"FRO",1985,0,0
"FRO",1986,0,0
"FRO",1987,0,0
"FRO",1988,0,0
"FRO",1989,0,0
"FRO",1990,0,0
"FRO",1991,0,0
"FRO",1992,0,0
"FRO",1993,0,0
"FRO",1994,0,0
"FRO",1995,0,0
"FRO",1996,0,0
"FRO",1997,0,0
"FRO",1998,0,0
"FRO",1999,0,0
"FRO",2000,0,0
"FRO",2001,0,0
"FRO",2002,0,0
"FRO",2003,0,0
"FRO",2004,0,0
"FRO",2005,0,0
"FRO",2006,0,0
"FRO",2007,0,0
"FRO",2008,0,0
"FRO",2009,0,0
"FRO",2010,0,0
"FRO",2011,0,0
"FRO",2012,0,0
"FRO",2013,0,0
"FRO",2014,0,0
"FRO",2015,0,0
"FRO",2016,0,0
"FSM",1980,0,0
"FSM",1981,0,0
"FSM",1982,0,0
"FSM",1983,0,0
"FSM",1984,0,0
"FSM",1985,0,0
"FSM",1986,0,0
"FSM",1987,0,0
"FSM",1988,0,0
"FSM",1989,0,0
"FSM",1990,0,0
"FSM",1991,0,0
"FSM",1992,0,0
"FSM",1993,0,0
"FSM",1994,0,0
"FSM",1995,0,0
"FSM",1996,0,0
"FSM",1997,0,0
"FSM",1998,0,0
"FSM",1999,0,0
"FSM",2000,0,0
"FSM",2001,0,0
"FSM",2002,0,0
"FSM",2003,0,0
"FSM",2004,0,0
"FSM",2005,0,0
"FSM",2006,0,0
"FSM",2007,0,0
"FSM",2008,0,0
"FSM",2009,0,0
"FSM",2010,0,0
"FSM",2011,0,0
"FSM",2012,0,0
"FSM",2013,0,0
"FSM",2014,0,0
"FSM",2015,0,0
"FSM",2016,0,0
"GAB",1980,150.246,0
"GAB",1981,124.11,0
"GAB",1982,129.477,0
"GAB",1983,135.545,0
"GAB",1984,139.5,0
"GAB",1985,163.8,0
"GAB",1986,150.1,0
"GAB",1987,145.139,0
"GAB",1988,148.117,0
"GAB",1989,171.915,0
"GAB",1990,239.159,0
"GAB",1991,277.516,0
"GAB",1992,271.29,0
"GAB",1993,296.353,0
"GAB",1994,323.95,0
"GAB",1995,354.471,0
"GAB",1996,352.202,0
"GAB",1997,357.55,0
"GAB",1998,341.578,0
"GAB",1999,302.337,0
"GAB",2000,263.9,0
"GAB",2001,248.939,0
"GAB",2002,239.801,0
"GAB",2003,244.964,0
"GAB",2004,246.145,0
"GAB",2005,251.984,0
"GAB",2006,226.266,0
"GAB",2007,228.375,0
"GAB",2008,214.973,0
"GAB",2009,212.59,0
"GAB",2010,237.614,0
"GAB",2011,226.972,0
"GAB",2012,224.507,0
"GAB",2013,213.108,0
"GAB",2014,216.721,0
"GAB",2015,216.601,0
"GAB",2016,205.218,0
"GBR",1980,783.214,0
"GBR",1981,1037.272,1
"GBR",1982,1215.444,1
"GBR",1983,1360.865,1
"GBR",1984,1555.976,1
"GBR",1985,1601.915,1
"GBR",1986,1682.803,1
"GBR",1987,1616.211,1
"GBR",1988,1408.858,1
"GBR",1989,992.022,0
"GBR",1990,1090.8,1
"GBR",1991,1057.605,1
"GBR",1992,1096.257,1
"GBR",1993,1214.859,1
"GBR",1994,1580.572,1
"GBR",1995,1614.292,1
"GBR",1996,1549.251,1
"GBR",1997,1516.665,1
"GBR",1998,1608.296,1
"GBR",1999,1717.351,1
"GBR",2000,1742.481,1
"GBR",2001,1633.656,1
"GBR",2002,1639.532,1
"GBR",2003,1389.659,1
"GBR",2004,1222.776,1
"GBR",2005,986.954,0
"GBR",2006,907.075,0
"GBR",2007,911.235,0
"GBR",2008,835.75,0
"GBR",2009,796.485,0
"GBR",2010,746.813,0
"GBR",2011,571.145,0
"GBR",2012,574.598,0
"GBR",2013,613.346,0
"GBR",2014,569.469,0
"GBR",2015,605.047,0
"GBR",2016,620.188,0
"GEO",1980,0,0
"GEO",1981,0,0
"GEO",1982,0,0
"GEO",1983,0,0
"GEO",1984,0,0
"GEO",1985,0,0
"GEO",1986,0,0
"GEO",1987,0,0
"GEO",1988,0,0
"GEO",1989,0,0
"GEO",1990,0,0
"GEO",1991,0,0
"GEO",1992,0.551,0
"GEO",1993,3.633,0
"GEO",1994,0.992,0
"GEO",1995,0.816,0
"GEO",1996,2.263,0
"GEO",1997,2.631,0
"GEO",1998,1.084,0
"GEO",1999,0.803,0
"GEO",2000,1.502,0
"GEO",2001,1.406,0
"GEO",2002,1.024,0
"GEO",2003,1.446,0
"GEO",2004,1.041,0
"GEO",2005,1.285,0
"GEO",2006,1.205,0
"GEO",2007,1.165,0
"GEO",2008,0.701,0
"GEO",2009,1.205,0
"GEO",2010,1.165,0
"GEO",2011,0.984,0
"GEO",2012,0.741,0
"GEO",2013,1.145,0
"GEO",2014,1.03,0
"GEO",2015,3.067,0
"GEO",2016,2.301,0
"GHA",1980,0,0
"GHA",1981,0,0
"GHA",1982,0,0
"GHA",1983,0,0
"GHA",1984,0,0
"GHA",1985,0,0
"GHA",1986,0,0
"GHA",1987,0,0
"GHA",1988,0,0
"GHA",1989,0,0
"GHA",1990,0,0
"GHA",1991,0,0
"GHA",1992,0,0
"GHA",1993,0,0
"GHA",1994,0,0
"GHA",1995,0,0
"GHA",1996,0,0
"GHA",1997,0,0
"GHA",1998,0,0
"GHA",1999,0,0
"GHA",2000,0,0
"GHA",2001,0,0
"GHA",2002,0,0
"GHA",2003,0,0
"GHA",2004,0,0
"GHA",2005,0,0
"GHA",2006,0,0
"GHA",2007,0,0
"GHA",2008,0,0
"GHA",2009,0,0
"GHA",2010,0,0
"GHA",2011,77.634,0
"GHA",2012,83.925,0
"GHA",2013,98.765,0
"GHA",2014,107.572,0
"GHA",2015,104.037,0
"GHA",2016,73.654,0
"GIN",1980,0,0
"GIN",1981,0,0
"GIN",1982,0,0
"GIN",1983,0,0
"GIN",1984,0,0
"GIN",1985,0,0
"GIN",1986,0,0
"GIN",1987,0,0
"GIN",1988,0,0
"GIN",1989,0,0
"GIN",1990,0,0
"GIN",1991,0,0
"GIN",1992,0,0
"GIN",1993,0,0
"GIN",1994,0,0
"GIN",1995,0,0
"GIN",1996,0,0
"GIN",1997,0,0
"GIN",1998,0,0
"GIN",1999,0,0
"GIN",2000,0,0
"GIN",2001,0,0
"GIN",2002,0,0
"GIN",2003,0,0
"GIN",2004,0,0
"GIN",2005,0,0
"GIN",2006,0,0
"GIN",2007,0,0
"GIN",2008,0,0
"GIN",2009,0,0
"GIN",2010,0,0
"GIN",2011,0,0
"GIN",2012,0,0
"GIN",2013,0,0
"GIN",2014,0,0
"GIN",2015,0,0
"GIN",2016,0,0
"GMB",1980,0,0
"GMB",1981,0,0
"GMB",1982,0,0
"GMB",1983,0,0
"GMB",1984,0,0
"GMB",1985,0,0
"GMB",1986,0,0
"GMB",1987,0,0
"GMB",1988,0,0
"GMB",1989,0,0
"GMB",1990,0,0
"GMB",1991,0,0
"GMB",1992,0,0
"GMB",1993,0,0
"GMB",1994,0,0
"GMB",1995,0,0
"GMB",1996,0,0
"GMB",1997,0,0
"GMB",1998,0,0
"GMB",1999,0,0
"GMB",2000,0,0
"GMB",2001,0,0
"GMB",2002,0,0
"GMB",2003,0,0
"GMB",2004,0,0
"GMB",2005,0,0
"GMB",2006,0,0
"GMB",2007,0,0
"GMB",2008,0,0
"GMB",2009,0,0
"GMB",2010,0,0
"GMB",2011,0,0
"GMB",2012,0,0
"GMB",2013,0,0
"GMB",2014,0,0
"GMB",2015,0,0
"GMB",2016,0,0
"GNB",1980,0,0
"GNB",1981,0,0
"GNB",1982,0,0
"GNB",1983,0,0
"GNB",1984,0,0
"GNB",1985,0,0
"GNB",1986,0,0
"GNB",1987,0,0
"GNB",1988,0,0
"GNB",1989,0,0
"GNB",1990,0,0
"GNB",1991,0,0
"GNB",1992,0,0
"GNB",1993,0,0
"GNB",1994,0,0
"GNB",1995,0,0
"GNB",1996,0,0
"GNB",1997,0,0
"GNB",1998,0,0
"GNB",1999,0,0
"GNB",2000,0,0
"GNB",2001,0,0
"GNB",2002,0,0
"GNB",2003,0,0
"GNB",2004,0,0
"GNB",2005,0,0
"GNB",2006,0,0
"GNB",2007,0,0
"GNB",2008,0,0
"GNB",2009,0,0
"GNB",2010,0,0
"GNB",2011,0,0
"GNB",2012,0,0
"GNB",2013,0,0
"GNB",2014,0,0
"GNB",2015,0,0
"GNB",2016,0,0
"GNQ",1980,0,0
"GNQ",1981,0,0
"GNQ",1982,0,0
"GNQ",1983,0,0
"GNQ",1984,0,0
"GNQ",1985,0,0
"GNQ",1986,0,0
"GNQ",1987,0,0
"GNQ",1988,0,0
"GNQ",1989,0,0
"GNQ",1990,0,0
"GNQ",1991,0,0
"GNQ",1992,2.503,0
"GNQ",1993,4.458,0
"GNQ",1994,4.86,0
"GNQ",1995,6.251,0
"GNQ",1996,12.843,0
"GNQ",1997,46.299,0
"GNQ",1998,75.981,0
"GNQ",1999,89.018,0
"GNQ",2000,106.648,0
"GNQ",2001,179.739,0
"GNQ",2002,199.178,0
"GNQ",2003,221.716,0
"GNQ",2004,315.33,0
"GNQ",2005,347.464,0
"GNQ",2006,336.186,0
"GNQ",2007,330.861,0
"GNQ",2008,339.295,0
"GNQ",2009,295.463,0
"GNQ",2010,254.118,0
"GNQ",2011,238.945,0
"GNQ",2012,267.1,0
"GNQ",2013,248.641,0
"GNQ",2014,225.046,0
"GNQ",2015,217.649,0
"GNQ",2016,188.257,0
"GRC",1980,63.914,0
"GRC",1981,46.239,0
"GRC",1982,17.547,0
"GRC",1983,1.131,0
"GRC",1984,14.659,0
"GRC",1985,15.124,0
"GRC",1986,42.08,0
"GRC",1987,24.896,0
"GRC",1988,23.197,0
"GRC",1989,21.545,0
"GRC",1990,24.896,0
"GRC",1991,13.69,0
"GRC",1992,9.464,0
"GRC",1993,14.599,0
"GRC",1994,8.582,0
"GRC",1995,12.761,0
"GRC",1996,5.236,0
"GRC",1997,4.119,0
"GRC",1998,0,0
"GRC",1999,2.342,0
"GRC",2000,0,0
"GRC",2001,0,0
"GRC",2002,7.814,0
"GRC",2003,22.312,0
"GRC",2004,16.351,0
"GRC",2005,18.536,0
"GRC",2006,21.282,0
"GRC",2007,21.323,0
"GRC",2008,21.405,0
"GRC",2009,20.151,0
"GRC",2010,17.102,0
"GRC",2011,13.811,0
"GRC",2012,5.195,0
"GRC",2013,2.928,0
"GRC",2014,1.191,0
"GRC",2015,1.615,0
"GRC",2016,3.141,0
"GRD",1980,0,0
"GRD",1981,0,0
"GRD",1982,0,0
"GRD",1983,0,0
"GRD",1984,0,0
"GRD",1985,0,0
"GRD",1986,0,0
"GRD",1987,0,0
"GRD",1988,0,0
"GRD",1989,0,0
"GRD",1990,0,0
"GRD",1991,0,0
"GRD",1992,0,0
"GRD",1993,0,0
"GRD",1994,0,0
"GRD",1995,0,0
"GRD",1996,0,0
"GRD",1997,0,0
"GRD",1998,0,0
"GRD",1999,0,0
"GRD",2000,0,0
"GRD",2001,0,0
"GRD",2002,0,0
"GRD",2003,0,0
"GRD",2004,0,0
"GRD",2005,0,0
"GRD",2006,0,0
"GRD",2007,0,0
"GRD",2008,0,0
"GRD",2009,0,0
"GRD",2010,0,0
"GRD",2011,0,0
"GRD",2012,0,0
"GRD",2013,0,0
"GRD",2014,0,0
"GRD",2015,0,0
"GRD",2016,0,0
"GTM",1980,1.964,0
"GTM",1981,1.67,0
"GTM",1982,3.892,0
"GTM",1983,5.544,0
"GTM",1984,3.176,0
"GTM",1985,1.156,0
"GTM",1986,4.479,0
"GTM",1987,3.267,0
"GTM",1988,2.735,0
"GTM",1989,2.662,0
"GTM",1990,2.772,0
"GTM",1991,2.68,0
"GTM",1992,4.35,0
"GTM",1993,5.323,0
"GTM",1994,4.277,0
"GTM",1995,7.489,0
"GTM",1996,13.18,0
"GTM",1997,17.879,0
"GTM",1998,22.119,0
"GTM",1999,19.219,0
"GTM",2000,18.925,0
"GTM",2001,19.476,0
"GTM",2002,23.11,0
"GTM",2003,22.596,0
"GTM",2004,19.145,0
"GTM",2005,19.331,0
"GTM",2006,17.524,0
"GTM",2007,16.072,0
"GTM",2008,14.614,0
"GTM",2009,12.928,0
"GTM",2010,11.399,0
"GTM",2011,10.815,0
"GTM",2012,9.581,0
"GTM",2013,9.146,0
"GTM",2014,9.902,0
"GTM",2015,9.746,0
"GTM",2016,9.096,0
"GUF",1980,0,0
"GUF",1981,0,0
"GUF",1982,0,0
"GUF",1983,0,0
"GUF",1984,0,0
"GUF",1985,0,0
"GUF",1986,0,0
"GUF",1987,0,0
"GUF",1988,0,0
"GUF",1989,0,0
"GUF",1990,0,0
"GUF",1991,0,0
"GUF",1992,0,0
"GUF",1993,0,0
"GUF",1994,0,0
"GUF",1995,0,0
"GUF",1996,0,0
"GUF",1997,0,0
"GUF",1998,0,0
"GUF",1999,0,0
"GUF",2000,0,0
"GUF",2001,0,0
"GUF",2002,0,0
"GUF",2003,0,0
"GUF",2004,0,0
"GUF",2005,0,0
"GUF",2006,0,0
"GUF",2007,0,0
"GUF",2008,0,0
"GUF",2009,0,0
"GUF",2010,0,0
"GUF",2011,0,0
"GUF",2012,0,0
"GUF",2013,0,0
"GUF",2014,0,0
"GUF",2015,0,0
"GUF",2016,0,0
"GUY",1980,0,0
"GUY",1981,0,0
"GUY",1982,0,0
"GUY",1983,0,0
"GUY",1984,0,0
"GUY",1985,0,0
"GUY",1986,0,0
"GUY",1987,0,0
"GUY",1988,0,0
"GUY",1989,0,0
"GUY",1990,0,0
"GUY",1991,0,0
"GUY",1992,0,0
"GUY",1993,0,0
"GUY",1994,0,0
"GUY",1995,0,0
"GUY",1996,0,0
"GUY",1997,0,0
"GUY",1998,0,0
"GUY",1999,0,0
"GUY",2000,0,0
"GUY",2001,0,0
"GUY",2002,0,0
"GUY",2003,0,0
"GUY",2004,0,0
"GUY",2005,0,0
"GUY",2006,0,0
"GUY",2007,0,0
"GUY",2008,0,0
"GUY",2009,0,0
"GUY",2010,0,0
"GUY",2011,0,0
"GUY",2012,0,0
"GUY",2013,0,0
"GUY",2014,0,0
"GUY",2015,0,0
"GUY",2016,0,0
"HND",1980,0,0
"HND",1981,0,0
"HND",1982,0,0
"HND",1983,0,0
"HND",1984,0,0
"HND",1985,0,0
"HND",1986,0,0
"HND",1987,0,0
"HND",1988,0,0
"HND",1989,0,0
"HND",1990,0,0
"HND",1991,0,0
"HND",1992,0,0
"HND",1993,0,0
"HND",1994,0,0
"HND",1995,0,0
"HND",1996,0,0
"HND",1997,0,0
"HND",1998,0,0
"HND",1999,0,0
"HND",2000,0,0
"HND",2001,0,0
"HND",2002,0,0
"HND",2003,0,0
"HND",2004,0,0
"HND",2005,0,0
"HND",2006,0,0
"HND",2007,0,0
"HND",2008,0,0
"HND",2009,0,0
"HND",2010,0,0
"HND",2011,0,0
"HND",2012,0,0
"HND",2013,0,0
"HND",2014,0,0
"HND",2015,0,0
"HND",2016,0,0
"HRV",1980,0,0
"HRV",1981,0,0
"HRV",1982,0,0
"HRV",1983,0,0
"HRV",1984,0,0
"HRV",1985,0,0
"HRV",1986,0,0
"HRV",1987,0,0
"HRV",1988,0,0
"HRV",1989,0,0
"HRV",1990,0,0
"HRV",1991,0,0
"HRV",1992,12.746,0
"HRV",1993,10.652,0
"HRV",1994,4.432,0
"HRV",1995,5.082,0
"HRV",1996,2.256,0
"HRV",1997,0.813,0
"HRV",1998,0.813,0
"HRV",1999,2.643,0
"HRV",2000,0.712,0
"HRV",2001,0,0
"HRV",2002,0,0
"HRV",2003,0,0
"HRV",2004,0,0
"HRV",2005,0,0
"HRV",2006,0,0
"HRV",2007,0,0
"HRV",2008,0,0
"HRV",2009,0,0
"HRV",2010,0,0
"HRV",2011,0,0
"HRV",2012,0,0
"HRV",2013,0,0
"HRV",2014,0,0
"HRV",2015,0,0
"HRV",2016,0,0
"HTI",1980,0,0
"HTI",1981,0,0
"HTI",1982,0,0
"HTI",1983,0,0
"HTI",1984,0,0
"HTI",1985,0,0
"HTI",1986,0,0
"HTI",1987,0,0
"HTI",1988,0,0
"HTI",1989,0,0
"HTI",1990,0,0
"HTI",1991,0,0
"HTI",1992,0,0
"HTI",1993,0,0
"HTI",1994,0,0
"HTI",1995,0,0
"HTI",1996,0,0
"HTI",1997,0,0
"HTI",1998,0,0
"HTI",1999,0,0
"HTI",2000,0,0
"HTI",2001,0,0
"HTI",2002,0,0
"HTI",2003,0,0
"HTI",2004,0,0
"HTI",2005,0,0
"HTI",2006,0,0
"HTI",2007,0,0
"HTI",2008,0,0
"HTI",2009,0,0
"HTI",2010,0,0
"HTI",2011,0,0
"HTI",2012,0,0
"HTI",2013,0,0
"HTI",2014,0,0
"HTI",2015,0,0
"HTI",2016,0,0
"HUN",1980,17.821,0
"HUN",1981,10.782,0
"HUN",1982,36.264,0
"HUN",1983,25.745,0
"HUN",1984,26.822,0
"HUN",1985,0,0
"HUN",1986,0,0
"HUN",1987,0,0
"HUN",1988,0,0
"HUN",1989,0,0
"HUN",1990,0,0
"HUN",1991,0,0
"HUN",1992,0,0
"HUN",1993,0,0
"HUN",1994,0,0
"HUN",1995,0,0
"HUN",1996,0.302,0
"HUN",1997,1.09,0
"HUN",1998,0,0
"HUN",1999,0,0
"HUN",2000,0,0
"HUN",2001,0,0
"HUN",2002,0,0
"HUN",2003,0,0
"HUN",2004,2.739,0
"HUN",2005,6.946,0
"HUN",2006,16.376,0
"HUN",2007,12.034,0
"HUN",2008,9.565,0
"HUN",2009,0,0
"HUN",2010,0,0
"HUN",2011,0,0
"HUN",2012,0,0
"HUN",2013,1.232,0
"HUN",2014,0.202,0
"HUN",2015,1.938,0
"HUN",2016,1.148,0
"IDN",1980,1211.362,1
"IDN",1981,1256.682,1
"IDN",1982,1107.965,1
"IDN",1983,1180.582,1
"IDN",1984,1087.459,1
"IDN",1985,866.335,0
"IDN",1986,908.928,0
"IDN",1987,798.671,0
"IDN",1988,755.344,0
"IDN",1989,794.951,0
"IDN",1990,778.195,0
"IDN",1991,875.087,0
"IDN",1992,799.737,0
"IDN",1993,753.881,0
"IDN",1994,878.428,0
"IDN",1995,815.477,0
"IDN",1996,770.654,0
"IDN",1997,784.404,0
"IDN",1998,748.157,0
"IDN",1999,772.547,0
"IDN",2000,607.061,0
"IDN",2001,666.716,0
"IDN",2002,595.526,0
"IDN",2003,528.48,0
"IDN",2004,481.927,0
"IDN",2005,413.157,0
"IDN",2006,309.475,0
"IDN",2007,359.397,0
"IDN",2008,301.052,0
"IDN",2009,371.646,0
"IDN",2010,361.051,0
"IDN",2011,361.305,0
"IDN",2012,312.542,0
"IDN",2013,327.145,0
"IDN",2014,301.179,0
"IDN",2015,313.769,0
"IDN",2016,336.816,0
"IND",1980,0,0
"IND",1981,0,0
"IND",1982,0,0
"IND",1983,0,0
"IND",1984,0,0
"IND",1985,0,0
"IND",1986,0,0
"IND",1987,0,0
"IND",1988,0,0
"IND",1989,0.42,0
"IND",1990,1.789,0
"IND",1991,1.018,0
"IND",1992,1.692,0
"IND",1993,2.127,0
"IND",1994,1.016,0
"IND",1995,0.423,0
"IND",1996,0.588,0
"IND",1997,1.834,0
"IND",1998,0.524,0
"IND",1999,0.571,0
"IND",2000,2.059,0
"IND",2001,3.546,0
"IND",2002,0.004,0
"IND",2003,1.807,0
"IND",2004,1.896,0
"IND",2005,4.091,0
"IND",2006,4.153,0
"IND",2007,2.836,0
"IND",2008,1.149,0
"IND",2009,0.109,0
"IND",2010,0.939,0
"IND",2011,0.418,0
"IND",2012,2.304,0
"IND",2013,0.005,0
"IND",2014,0.709,0
"IND",2015,1.31,0
"IND",2016,0.005,0
"IRL",1980,0,0
"IRL",1981,0,0
"IRL",1982,0,0
"IRL",1983,0,0
"IRL",1984,0,0
"IRL",1985,2.1,0
"IRL",1986,0,0
"IRL",1987,0.404,0
"IRL",1988,0,0
"IRL",1989,0,0
"IRL",1990,0,0
"IRL",1991,0,0
"IRL",1992,0,0
"IRL",1993,0,0
"IRL",1994,0,0
"IRL",1995,0,0
"IRL",1996,0,0
"IRL",1997,0,0
"IRL",1998,0,0
"IRL",1999,0,0
"IRL",2000,0,0
"IRL",2001,0,0
"IRL",2002,1.757,0
"IRL",2003,1.716,0
"IRL",2004,0,0
"IRL",2005,0,0
"IRL",2006,0,0
"IRL",2007,0,0
"IRL",2008,0,0
"IRL",2009,0,0
"IRL",2010,1.858,0
"IRL",2011,0.787,0
"IRL",2012,0,0
"IRL",2013,0,0
"IRL",2014,0,0
"IRL",2015,0,0
"IRL",2016,0,0
"IRN",1980,796.7,0
"IRN",1981,714.6,0
"IRN",1982,1623.2,1
"IRN",1983,1811.296,1
"IRN",1984,1512.205,1
"IRN",1985,1545.147,1
"IRN",1986,1454,1
"IRN",1987,1710,1
"IRN",1988,1761.505,1
"IRN",1989,2078.197,1
"IRN",1990,2209.041,1
"IRN",1991,2431.138,1
"IRN",1992,2583.068,1
"IRN",1993,2652.412,1
"IRN",1994,2541.47,1
"IRN",1995,2536.792,1
"IRN",1996,2527.227,1
"IRN",1997,2402.453,1
"IRN",1998,2348.576,1
"IRN",1999,2147.811,1
"IRN",2000,2389.61,1
"IRN",2001,2149.779,1
"IRN",2002,2106.361,1
"IRN",2003,2493.28,1
"IRN",2004,2577.479,1
"IRN",2005,2400.327,1
"IRN",2006,2512.404,1
"IRN",2007,2492.4,1
"IRN",2008,2412.007,1
"IRN",2009,2235.421,1
"IRN",2010,2269.04,1
"IRN",2011,2328.156,1
"IRN",2012,1455.292,1
"IRN",2013,1086.4,1
"IRN",2014,1084.3,1
"IRN",2015,1112.751,1
"IRN",2016,1896.823,1
"IRQ",1980,2467.93,1
"IRQ",1981,787.052,0
"IRQ",1982,819.348,0
"IRQ",1983,686.046,0
"IRQ",1984,843.906,0
"IRQ",1985,1058.637,1
"IRQ",1986,1343.578,1
"IRQ",1987,1717,1
"IRQ",1988,2095,1
"IRQ",1989,2260,1
"IRQ",1990,1596,1
"IRQ",1991,39,0
"IRQ",1992,60.7,0
"IRQ",1993,59.2,0
"IRQ",1994,60,0
"IRQ",1995,63.5,0
"IRQ",1996,88.1,0
"IRQ",1997,746.6,0
"IRQ",1998,1563.275,1
"IRQ",1999,2077.302,1
"IRQ",2000,2051.783,1
"IRQ",2001,1845.795,1
"IRQ",2002,1515.694,1
"IRQ",2003,907.311,0
"IRQ",2004,1477.979,1
"IRQ",2005,1420.313,1
"IRQ",2006,1487.842,1
"IRQ",2007,1636.822,1
"IRQ",2008,1835.364,1
"IRQ",2009,1901.97,1
"IRQ",2010,1890.43,1
"IRQ",2011,2163.258,1
"IRQ",2012,2414.077,1
"IRQ",2013,2363.305,1
"IRQ",2014,2517.589,1
"IRQ",2015,2990.37,1
"IRQ",2016,3576.637,1
"ISL",1980,0,0
"ISL",1981,0,0
"ISL",1982,0,0
"ISL",1983,0,0
"ISL",1984,0,0
"ISL",1985,0,0
"ISL",1986,0,0
"ISL",1987,0,0
"ISL",1988,0,0
"ISL",1989,0,0
"ISL",1990,0,0
"ISL",1991,0,0
"ISL",1992,0,0
"ISL",1993,0,0
"ISL",1994,0,0
"ISL",1995,0,0
"ISL",1996,0,0
"ISL",1997,0,0
"ISL",1998,0,0
"ISL",1999,0,0
"ISL",2000,0,0
"ISL",2001,0,0
"ISL",2002,0,0
"ISL",2003,0,0
"ISL",2004,0,0
"ISL",2005,0,0
"ISL",2006,0,0
"ISL",2007,0,0
"ISL",2008,0,0
"ISL",2009,0,0
"ISL",2010,0,0
"ISL",2011,0,0
"ISL",2012,0,0
"ISL",2013,0,0
"ISL",2014,0,0
"ISL",2015,0,0
"ISL",2016,0,0
"ISR",1980,0,0
"ISR",1981,0,0
"ISR",1982,0,0
"ISR",1983,0,0
"ISR",1984,0,0
"ISR",1985,0,0
"ISR",1986,0,0
"ISR",1987,0,0
"ISR",1988,0,0
"ISR",1989,0,0
"ISR",1990,0,0
"ISR",1991,0,0
"ISR",1992,0,0
"ISR",1993,0,0
"ISR",1994,0,0
"ISR",1995,0,0
"ISR",1996,0,0
"ISR",1997,0,0
"ISR",1998,0,0
"ISR",1999,0,0
"ISR",2000,0,0
"ISR",2001,0,0
"ISR",2002,0,0
"ISR",2003,0,0
"ISR",2004,0,0
"ISR",2005,0,0
"ISR",2006,0,0
"ISR",2007,0,0
"ISR",2008,0,0
"ISR",2009,0,0
"ISR",2010,0,0
"ISR",2011,0,0
"ISR",2012,0,0
"ISR",2013,0,0
"ISR",2014,0,0
"ISR",2015,0,0
"ISR",2016,0,0
"ITA",1980,0,0
"ITA",1981,0,0
"ITA",1982,0,0
"ITA",1983,0,0
"ITA",1984,0,0
"ITA",1985,0,0
"ITA",1986,0,0
"ITA",1987,15.063,0
"ITA",1988,13.089,0
"ITA",1989,13.973,0
"ITA",1990,17.345,0
"ITA",1991,11.186,0
"ITA",1992,4.954,0
"ITA",1993,8.481,0
"ITA",1994,8.965,0
"ITA",1995,2.948,0
"ITA",1996,1.832,0
"ITA",1997,4.442,0
"ITA",1998,2.019,0
"ITA",1999,0,0
"ITA",2000,0,0
"ITA",2001,0,0
"ITA",2002,0,0
"ITA",2003,13.629,0
"ITA",2004,16.507,0
"ITA",2005,19.803,0
"ITA",2006,18.552,0
"ITA",2007,28.969,0
"ITA",2008,23.943,0
"ITA",2009,12.444,0
"ITA",2010,8.51,0
"ITA",2011,14.323,0
"ITA",2012,18.44,0
"ITA",2013,12.147,0
"ITA",2014,11.885,0
