"iso3c","year","oil","exporter"
"BWA",2007,0,0
"BWA",2008,0.003,0
"BWA",2009,0.001,0
"BWA",2010,0.001,0
"BWA",2011,0.001,0
"BWA",2012,0.001,0
"BWA",2013,0,0
"BWA",2014,0.003,0
"BWA",2015,0.01,0
"BWA",2016,0.001,0
"CAF",1980,0,0
"CAF",1981,0,0
"CAF",1982,0,0
"CAF",1983,0,0
"CAF",1984,0,0
"CAF",1985,0,0
"CAF",1986,0,0
"CAF",1987,0,0
"CAF",1988,0,0
"CAF",1989,0,0
"CAF",1990,0,0
"CAF",1991,0,0
"CAF",1992,0,0
"CAF",1993,0,0
"CAF",1994,0,0
"CAF",1995,0,0
"CAF",1996,0,0
"CAF",1997,0,0
"CAF",1998,0,0
"CAF",1999,0,0
"CAF",2000,0,0
"CAF",2001,0,0
"CAF",2002,0,0
"CAF",2003,0,0
"CAF",2004,0,0
"CAF",2005,0,0
"CAF",2006,0,0
"CAF",2007,0,0
"CAF",2008,0,0
"CAF",2009,0,0
"CAF",2010,0,0
"CAF",2011,0,0
"CAF",2012,0,0
"CAF",2013,0,0
"CAF",2014,0,0
"CAF",2015,0,0
"CAF",2016,0,0
"CAN",1980,205.068,0
"CAN",1981,163.028,0
"CAN",1982,230.186,0
"CAN",1983,309.58,0
"CAN",1984,308.732,0
"CAN",1985,427.884,0
"CAN",1986,469.54,0
"CAN",1987,500.029,0
"CAN",1988,607.005,0
"CAN",1989,530.862,0
"CAN",1990,546.41,0
"CAN",1991,645.329,0
"CAN",1992,697.424,0
"CAN",1993,787.035,0
"CAN",1994,846.944,0
"CAN",1995,906.348,0
"CAN",1996,972.8,0
"CAN",1997,1042.401,1
"CAN",1998,1146.429,1
"CAN",1999,1047.348,1
"CAN",2000,1179.705,1
"CAN",2001,1147.782,1
"CAN",2002,1153.96,1
"CAN",2003,1231.557,1
"CAN",2004,1355.474,1
"CAN",2005,1501.36,1
"CAN",2006,1588.225,1
"CAN",2007,1486.095,1
"CAN",2008,1553.273,1
"CAN",2009,1514.727,1
"CAN",2010,1590.305,1
"CAN",2011,1807.972,1
"CAN",2012,1932.656,1
"CAN",2013,2217.603,1
"CAN",2014,2381.843,1
"CAN",2015,2660.873,1
"CAN",2016,2749.676,1
"CHE",1980,0,0
"CHE",1981,0,0
"CHE",1982,0,0
"CHE",1983,0,0
"CHE",1984,0,0
"CHE",1985,0,0
"CHE",1986,0,0
"CHE",1987,0,0
"CHE",1988,0,0
"CHE",1989,0,0
"CHE",1990,0,0
"CHE",1991,0,0
"CHE",1992,0,0
"CHE",1993,0,0
"CHE",1994,0,0
"CHE",1995,0,0
"CHE",1996,0,0
"CHE",1997,0,0
"CHE",1998,0,0
"CHE",1999,0,0
"CHE",2000,0,0
"CHE",2001,0,0
"CHE",2002,0,0
"CHE",2003,0,0
"CHE",2004,0,0
"CHE",2005,0,0
"CHE",2006,0,0
"CHE",2007,0,0
"CHE",2008,0,0
"CHE",2009,0,0
"CHE",2010,0,0
"CHE",2011,0,0
"CHE",2012,0,0
"CHE",2013,0,0
"CHE",2014,0,0
"CHE",2015,0,0
"CHE",2016,0.322,0
"CHL",1980,0,0
"CHL",1981,0,0
"CHL",1982,0,0
"CHL",1983,0,0
"CHL",1984,0,0
"CHL",1985,0,0
"CHL",1986,0,0
"CHL",1987,0,0
"CHL",1988,0,0
"CHL",1989,0,0
"CHL",1990,0,0
"CHL",1991,0,0
"CHL",1992,0,0
"CHL",1993,0,0
"CHL",1994,0,0
"CHL",1995,0,0
"CHL",1996,0,0
"CHL",1997,0,0
"CHL",1998,0,0
"CHL",1999,0,0
"CHL",2000,0,0
"CHL",2001,0,0
"CHL",2002,0,0
"CHL",2003,0,0
"CHL",2004,0,0
"CHL",2005,0,0
"CHL",2006,0,0
"CHL",2007,0,0
"CHL",2008,0,0
"CHL",2009,0,0
"CHL",2010,0,0
"CHL",2011,0,0
"CHL",2012,0,0
"CHL",2013,0,0
"CHL",2014,0,0
"CHL",2015,0,0
"CHL",2016,0,0
"CHN",1980,266.909,0
"CHN",1981,275.834,0
"CHN",1982,304.913,0
"CHN",1983,304.713,0
"CHN",1984,447.082,0
"CHN",1985,602.245,0
"CHN",1986,571.522,0
"CHN",1987,545.992,0
"CHN",1988,522.327,0
"CHN",1989,489.096,0
"CHN",1990,481.115,0
"CHN",1991,453.198,0
"CHN",1992,431.379,0
"CHN",1993,389.765,0
"CHN",1994,370.833,0
"CHN",1995,365.539,0
"CHN",1996,409.178,0
"CHN",1997,397.667,0
"CHN",1998,312.855,0
"CHN",1999,143.733,0
"CHN",2000,206.402,0
"CHN",2001,151.621,0
"CHN",2002,153.93,0
"CHN",2003,163.328,0
"CHN",2004,109.99,0
"CHN",2005,162.003,0
"CHN",2006,127.261,0
"CHN",2007,77.999,0
"CHN",2008,84.876,0
"CHN",2009,101.877,0
"CHN",2010,60.849,0
"CHN",2011,50.487,0
"CHN",2012,48.706,0
"CHN",2013,32.473,0
"CHN",2014,12.049,0
"CHN",2015,57.556,0
"CHN",2016,58.812,0
"CIV",1980,2.397,0
"CIV",1981,3.995,0
"CIV",1982,4.694,0
"CIV",1983,7.17,0
"CIV",1984,6.192,0
"CIV",1985,3.375,0
"CIV",1986,1.957,0
"CIV",1987,1.957,0
"CIV",1988,0.959,0
"CIV",1989,0,0
"CIV",1990,0,0
"CIV",1991,0,0
"CIV",1992,1.857,0
"CIV",1993,2.477,0
"CIV",1994,6.172,0
"CIV",1995,1.778,0
"CIV",1996,15.599,0
"CIV",1997,14.101,0
"CIV",1998,10.086,0
"CIV",1999,9.387,0
"CIV",2000,6.771,0
"CIV",2001,4.833,0
"CIV",2002,6.571,0
"CIV",2003,23.648,0
"CIV",2004,25.525,0
"CIV",2005,39.765,0
"CIV",2006,59.898,0
"CIV",2007,47.934,0
"CIV",2008,41.463,0
"CIV",2009,43.221,0
"CIV",2010,38.367,0
"CIV",2011,32.416,0
"CIV",2012,28.621,0
"CIV",2013,24.646,0
"CIV",2014,17.736,0
"CIV",2015,26.723,0
"CIV",2016,35.965,0
"CMR",1980,66.372,0
"CMR",1981,72.673,0
"CMR",1982,82.214,0
"CMR",1983,90.194,0
"CMR",1984,145.326,0
"CMR",1985,142.343,0
"CMR",1986,139.262,0
"CMR",1987,140.684,0
"CMR",1988,132.842,0
"CMR",1989,143.923,0
"CMR",1990,139.597,0
"CMR",1991,125.77,0
"CMR",1992,118.777,0
"CMR",1993,118.659,0
"CMR",1994,102.817,0
"CMR",1995,97.681,0
"CMR",1996,104.298,0
"CMR",1997,107.775,0
"CMR",1998,120.772,0
"CMR",1999,107.202,0
"CMR",2000,112.93,0
"CMR",2001,107.696,0
"CMR",2002,101.651,0
"CMR",2003,97.918,0
"CMR",2004,91.814,0
"CMR",2005,82.115,0
"CMR",2006,88.989,0
"CMR",2007,77.552,0
"CMR",2008,75.577,0
"CMR",2009,63.942,0
"CMR",2010,55.724,0
"CMR",2011,53.295,0
"CMR",2012,56.198,0
"CMR",2013,65.147,0
"CMR",2014,75.814,0
"CMR",2015,96.436,0
"CMR",2016,81.166,0
"COD",1980,17.107,0
"COD",1981,15.843,0
"COD",1982,21.659,0
"COD",1983,18.45,0
"COD",1984,22.762,0
"COD",1985,30.824,0
"COD",1986,30.884,0
"COD",1987,27.776,0
"COD",1988,24.667,0
"COD",1989,25.169,0
"COD",1990,23.063,0
"COD",1991,22.401,0
"COD",1992,20.456,0
"COD",1993,20.295,0
"COD",1994,22.722,0
"COD",1995,22.662,0
"COD",1996,22.562,0
"COD",1997,22.622,0
"COD",1998,22.662,0
"COD",1999,23.544,0
"COD",2000,23.785,0
"COD",2001,24.427,0
"COD",2002,23.685,0
"COD",2003,25.79,0
"COD",2004,27.936,0
"COD",2005,25.45,0
"COD",2006,25.289,0
"COD",2007,24.367,0
"COD",2008,22.842,0
"COD",2009,22.241,0
"COD",2010,22.241,0
"COD",2011,24.166,0
"COD",2012,24.006,0
"COD",2013,22.642,0
"COD",2014,21.278,0
"COD",2015,21.017,0
"COD",2016,16.263,0
"COG",1980,65.125,0
"COG",1981,79.773,0
"COG",1982,84.947,0
"COG",1983,93.292,0
"COG",1984,105.177,0
"COG",1985,106.403,0
"COG",1986,107.239,0
"COG",1987,111.83,0
"COG",1988,130.348,0
"COG",1989,144.412,0
"COG",1990,144.432,0
"COG",1991,142.253,0
"COG",1992,158.612,0
"COG",1993,174.621,0
"COG",1994,165.576,0
"COG",1995,171.684,0
"COG",1996,194.929,0
"COG",1997,224.107,0
"COG",1998,238.152,0
"COG",1999,256.203,0
"COG",2000,249.395,0
"COG",2001,225.391,0
"COG",2002,218.836,0
"COG",2003,197.108,0
"COG",2004,207.281,0
"COG",2005,227.9,0
"COG",2006,257.642,0
"COG",2007,206.698,0
"COG",2008,222.94,0
"COG",2009,261.552,0
"COG",2010,291.47,0
"COG",2011,264.276,0
"COG",2012,250.62,0
"COG",2013,224.691,0
"COG",2014,226.364,0
"COG",2015,221.364,0
"COG",2016,194.693,0
"COL",1980,0,0
"COL",1981,0,0
"COL",1982,0,0
"COL",1983,0,0
"COL",1984,0,0
"COL",1985,0,0
"COL",1986,102.612,0
"COL",1987,145.57,0
"COL",1988,144.429,0
"COL",1989,164.181,0
"COL",1990,192.072,0
"COL",1991,173.992,0
"COL",1992,181.937,0
"COL",1993,196.735,0
"COL",1994,190.852,0
"COL",1995,323.264,0
"COL",1996,327.97,0
"COL",1997,354.666,0
"COL",1998,454.98,0
"COL",1999,527.827,0
"COL",2000,393.987,0
"COL",2001,303.609,0
"COL",2002,293.932,0
"COL",2003,237.001,0
"COL",2004,222.572,0
"COL",2005,237.309,0
"COL",2006,229.215,0
"COL",2007,239.038,0
"COL",2008,309.3,0
"COL",2009,408.67,0
"COL",2010,537.569,0
"COL",2011,678.17,0
"COL",2012,705.417,0
"COL",2013,817.28,0
"COL",2014,842.038,0
"COL",2015,849.78,0
"COL",2016,744.525,0
"COM",1980,0,0
"COM",1981,0,0
"COM",1982,0,0
"COM",1983,0,0
"COM",1984,0,0
"COM",1985,0,0
"COM",1986,0,0
"COM",1987,0,0
"COM",1988,0,0
"COM",1989,0,0
"COM",1990,0,0
"COM",1991,0,0
"COM",1992,0,0
"COM",1993,0,0
"COM",1994,0,0
"COM",1995,0,0
"COM",1996,0,0
"COM",1997,0,0
"COM",1998,0,0
"COM",1999,0,0
"COM",2000,0,0
"COM",2001,0,0
"COM",2002,0,0
"COM",2003,0,0
"COM",2004,0,0
"COM",2005,0,0
"COM",2006,0,0
"COM",2007,0,0
"COM",2008,0,0
"COM",2009,0,0
"COM",2010,0,0
"COM",2011,0,0
"COM",2012,0,0
"COM",2013,0,0
"COM",2014,0,0
"COM",2015,0,0
"COM",2016,0,0
"CPV",1980,0,0
"CPV",1981,0,0
"CPV",1982,0,0
"CPV",1983,0,0
"CPV",1984,0,0
"CPV",1985,0,0
"CPV",1986,0,0
"CPV",1987,0,0
"CPV",1988,0,0
"CPV",1989,0,0
"CPV",1990,0,0
"CPV",1991,0,0
"CPV",1992,0,0
"CPV",1993,0,0
"CPV",1994,0,0
"CPV",1995,0,0
"CPV",1996,0,0
"CPV",1997,0,0
"CPV",1998,0,0
"CPV",1999,0,0
"CPV",2000,0,0
"CPV",2001,0,0
"CPV",2002,0,0
"CPV",2003,0,0
"CPV",2004,0,0
"CPV",2005,0,0
"CPV",2006,0,0
"CPV",2007,0,0
"CPV",2008,0,0
"CPV",2009,0,0
"CPV",2010,0,0
"CPV",2011,0,0
"CPV",2012,0,0
"CPV",2013,0,0
"CPV",2014,0,0
"CPV",2015,0,0
"CPV",2016,0,0
"CRI",1980,0,0
"CRI",1981,0,0
"CRI",1982,0,0
"CRI",1983,0,0
"CRI",1984,0,0
"CRI",1985,0,0
"CRI",1986,0,0
"CRI",1987,0,0
"CRI",1988,0,0
"CRI",1989,0,0
"CRI",1990,0,0
"CRI",1991,0,0
"CRI",1992,0,0
"CRI",1993,0,0
"CRI",1994,0,0
"CRI",1995,0,0
"CRI",1996,0,0
"CRI",1997,0,0
"CRI",1998,0,0
"CRI",1999,0,0
"CRI",2000,0,0
"CRI",2001,0,0
"CRI",2002,0,0
"CRI",2003,0,0
"CRI",2004,0,0
"CRI",2005,0,0
"CRI",2006,0,0
"CRI",2007,0,0
"CRI",2008,0,0
"CRI",2009,0,0
"CRI",2010,0,0
"CRI",2011,0,0
"CRI",2012,0,0
"CRI",2013,0,0
"CRI",2014,0,0
"CRI",2015,0,0
"CRI",2016,0,0
"CUB",1980,0,0
"CUB",1981,0,0
"CUB",1982,0,0
"CUB",1983,0,0
"CUB",1984,0,0
"CUB",1985,0,0
"CUB",1986,0,0
"CUB",1987,0,0
"CUB",1988,0.619,0
"CUB",1989,2.056,0
"CUB",1990,0.704,0
"CUB",1991,0,0
"CUB",1992,0,0
"CUB",1993,0,0
"CUB",1994,0,0
"CUB",1995,0,0
"CUB",1996,0.005,0
"CUB",1997,0,0
"CUB",1998,0,0
"CUB",1999,2.191,0
"CUB",2000,2.651,0
"CUB",2001,0,0
"CUB",2002,0.073,0
"CUB",2003,0,0
"CUB",2004,0,0
"CUB",2005,0,0
"CUB",2006,1.158,0
"CUB",2007,1.192,0
"CUB",2008,1.133,0
"CUB",2009,1.97,0
"CUB",2010,1.345,0
"CUB",2011,0,0
"CUB",2012,0,0
"CUB",2013,0,0
"CUB",2014,0,0
"CUB",2015,0,0
"CUB",2016,0,0
"CYP",1980,0,0
"CYP",1981,0,0
"CYP",1982,0,0
"CYP",1983,0,0
"CYP",1984,0,0
"CYP",1985,0,0
"CYP",1986,0,0
"CYP",1987,0,0
"CYP",1988,0,0
"CYP",1989,0,0
"CYP",1990,0,0
"CYP",1991,0,0
"CYP",1992,0,0
"CYP",1993,0,0
"CYP",1994,0,0
"CYP",1995,0,0
"CYP",1996,0,0
"CYP",1997,0,0
"CYP",1998,0,0
"CYP",1999,0,0
"CYP",2000,0,0
"CYP",2001,0,0
"CYP",2002,0,0
"CYP",2003,0,0
"CYP",2004,0,0
"CYP",2005,0,0
"CYP",2006,0,0
"CYP",2007,0,0
"CYP",2008,0,0
"CYP",2009,0,0
"CYP",2010,0,0
"CYP",2011,0,0
"CYP",2012,0,0
"CYP",2013,0,0
"CYP",2014,0,0
"CYP",2015,0,0
"CYP",2016,0,0
"CZE",1980,196.876,0
"CZE",1981,180.333,0
"CZE",1982,162.059,0
"CZE",1983,162.059,0
"CZE",1984,159.563,0
"CZE",1985,160.363,0
"CZE",1986,163.049,0
"CZE",1987,164.745,0
"CZE",1988,159.542,0
"CZE",1989,160.04,0
"CZE",1990,124.563,0
"CZE",1991,0.646,0
"CZE",1992,0.805,0
"CZE",1993,1.312,0
"CZE",1994,4.483,0
"CZE",1995,2.06,0
"CZE",1996,1.691,0
"CZE",1997,1.837,0
"CZE",1998,2.08,0
"CZE",1999,2.201,0
"CZE",2000,2.235,0
"CZE",2001,2.403,0
"CZE",2002,2.827,0
"CZE",2003,2.686,0
"CZE",2004,1.289,0
"CZE",2005,1.171,0
"CZE",2006,0.848,0
"CZE",2007,0.343,0
"CZE",2008,0.403,0
"CZE",2009,0.424,0
"CZE",2010,0.404,0
"CZE",2011,0.384,0
"CZE",2012,0.423,0
"CZE",2013,0.505,0
"CZE",2014,0.545,0
"CZE",2015,0.565,0
"CZE",2016,0.564,0
"DDR",1980,0,0
"DDR",1981,0,0
"DDR",1982,0,0
"DDR",1983,0,0
"DDR",1984,0,0
"DDR",1985,0,0
"DDR",1986,0,0
"DDR",1987,0,0
"DDR",1988,0,0
"DDR",1989,0,0
"DEU",1990,0,0
"DEU",1991,0,0
"DEU",1992,4.188,0
"DEU",1993,2.181,0
"DEU",1994,22.635,0
"DEU",1995,15.406,0
"DEU",1996,35.803,0
"DEU",1997,72.347,0
"DEU",1998,28.046,0
"DEU",1999,35.154,0
"DEU",2000,64.779,0
"DEU",2001,20.798,0
"DEU",2002,26.694,0
"DEU",2003,13.064,0
"DEU",2004,22.311,0
"DEU",2005,14.195,0
"DEU",2006,11.065,0
"DEU",2007,13.932,0
"DEU",2008,2.718,0
"DEU",2009,2.221,0
"DEU",2010,14.255,0
"DEU",2011,7.572,0
"DEU",2012,3.907,0
"DEU",2013,0.687,0
"DEU",2014,0.606,0
"DEU",2015,6.724,0
"DEU",2016,2.034,0
"DJI",1980,0,0
"DJI",1981,0,0
"DJI",1982,0,0
"DJI",1983,0,0
"DJI",1984,0,0
"DJI",1985,0,0
"DJI",1986,0,0
"DJI",1987,0,0
"DJI",1988,0,0
"DJI",1989,0,0
"DJI",1990,0,0
"DJI",1991,0,0
"DJI",1992,0,0
"DJI",1993,0,0
"DJI",1994,0,0
"DJI",1995,0,0
"DJI",1996,0,0
"DJI",1997,0,0
"DJI",1998,0,0
"DJI",1999,0,0
"DJI",2000,0,0
"DJI",2001,0,0
"DJI",2002,0,0
"DJI",2003,0,0
"DJI",2004,0,0
"DJI",2005,0,0
"DJI",2006,0,0
"DJI",2007,0,0
"DJI",2008,0,0
"DJI",2009,0,0
"DJI",2010,0,0
"DJI",2011,0,0
"DJI",2012,0,0
"DJI",2013,0,0
"DJI",2014,0,0
"DJI",2015,0,0
"DJI",2016,0,0
"DMA",1980,0,0
"DMA",1981,0,0
"DMA",1982,0,0
"DMA",1983,0,0
"DMA",1984,0,0
"DMA",1985,0,0
"DMA",1986,0,0
"DMA",1987,0,0
"DMA",1988,0,0
"DMA",1989,0,0
"DMA",1990,0,0
"DMA",1991,0,0
"DMA",1992,0,0
"DMA",1993,0,0
"DMA",1994,0,0
"DMA",1995,0,0
"DMA",1996,0,0
"DMA",1997,0,0
"DMA",1998,0,0
"DMA",1999,0,0
"DMA",2000,0,0
"DMA",2001,0,0
"DMA",2002,0,0
"DMA",2003,0,0
"DMA",2004,0,0
"DMA",2005,0,0
"DMA",2006,0,0
"DMA",2007,0,0
"DMA",2008,0,0
"DMA",2009,0,0
"DMA",2010,0,0
"DMA",2011,0,0
"DMA",2012,0,0
"DMA",2013,0,0
"DMA",2014,0,0
"DMA",2015,0,0
"DMA",2016,0,0
"DNK",1980,0.725,0
"DNK",1981,4.18,0
"DNK",1982,14.498,0
"DNK",1983,22.696,0
"DNK",1984,17.64,0
"DNK",1985,19.606,0
"DNK",1986,16.961,0
"DNK",1987,35.114,0
"DNK",1988,39.347,0
"DNK",1989,45.755,0
"DNK",1990,55.911,0
"DNK",1991,85.896,0
"DNK",1992,89.125,0
"DNK",1993,103.281,0
"DNK",1994,119.313,0
"DNK",1995,95.972,0
"DNK",1996,105.536,0
"DNK",1997,141.948,0
"DNK",1998,167.349,0
"DNK",1999,222.412,0
"DNK",2000,269.73,0
"DNK",2001,240.928,0
"DNK",2002,277.173,0
"DNK",2003,269.601,0
"DNK",2004,300.841,0
"DNK",2005,275.153,0
"DNK",2006,233.579,0
"DNK",2007,189.843,0
"DNK",2008,174.303,0
"DNK",2009,172.781,0
"DNK",2010,155.517,0
"DNK",2011,146.895,0
"DNK",2012,122.008,0
"DNK",2013,124.482,0
"DNK",2014,96.9,0
"DNK",2015,91.348,0
"DNK",2016,78.07,0
"DOM",1980,0,0
"DOM",1981,0,0
"DOM",1982,0,0
"DOM",1983,0,0
"DOM",1984,0,0
"DOM",1985,0,0
"DOM",1986,0,0
"DOM",1987,0,0
"DOM",1988,0,0
"DOM",1989,0,0
"DOM",1990,0,0
"DOM",1991,0,0
"DOM",1992,0,0
"DOM",1993,0,0
"DOM",1994,0,0
"DOM",1995,0,0
"DOM",1996,0,0
"DOM",1997,0,0
"DOM",1998,0,0
"DOM",1999,0,0
"DOM",2000,0,0
"DOM",2001,0,0
"DOM",2002,0,0
"DOM",2003,0,0
"DOM",2004,0,0
"DOM",2005,0,0
"DOM",2006,0,0
"DOM",2007,0,0
"DOM",2008,0,0
"DOM",2009,0,0
"DOM",2010,0,0
"DOM",2011,0,0
"DOM",2012,0,0
"DOM",2013,0,0
"DOM",2014,0,0
"DOM",2015,0,0
"DOM",2016,0,0
"DZA",1980,713.534,0
"DZA",1981,521.8,0
"DZA",1982,283.315,0
"DZA",1983,289.611,0
"DZA",1984,274.921,0
"DZA",1985,312.696,0
"DZA",1986,272.087,0
"DZA",1987,247.156,0
"DZA",1988,244,0
"DZA",1989,280.5,0
"DZA",1990,300.797,0
"DZA",1991,344.7,0
"DZA",1992,279.4,0
"DZA",1993,308,0
"DZA",1994,324.637,0
"DZA",1995,323.546,0
"DZA",1996,381.342,0
"DZA",1997,362.643,0
"DZA",1998,404.91,0
"DZA",1999,414.6,0
"DZA",2000,449.359,0
"DZA",2001,427.113,0
"DZA",2002,535.046,0
"DZA",2003,723.86,0
"DZA",2004,893.2,0
"DZA",2005,967.61,0
"DZA",2006,947.24,0
"DZA",2007,1085.003,1
"DZA",2008,942.283,0
"DZA",2009,835.547,0
"DZA",2010,804.54,0
"DZA",2011,844.35,0
"DZA",2012,760.19,0
"DZA",2013,666.68,0
"DZA",2014,580.739,0
"DZA",2015,598.1,0
"DZA",2016,633.8,0
"ECU",1980,112.9,0
"ECU",1981,129.4,0
"ECU",1982,120,0
"ECU",1983,168.9,0
"ECU",1984,172,0
"ECU",1985,193.4,0
"ECU",1986,195.6,0
"ECU",1987,123.5,0
"ECU",1988,188.51,0
"ECU",1989,174.6,0
"ECU",1990,172.1,0
"ECU",1991,178.78,0
"ECU",1992,191.11,0
"ECU",1993,218.35,0
"ECU",1994,237.83,0
"ECU",1995,250.42,0
"ECU",1996,240.54,0
"ECU",1997,250.351,0
"ECU",1998,234.068,0
"ECU",1999,230.942,0
"ECU",2000,239.208,0
"ECU",2001,244.29,0
"ECU",2002,235.7,0
"ECU",2003,258.58,0
"ECU",2004,337.531,0
"ECU",2005,361,0
"ECU",2006,373,0
"ECU",2007,347.128,0
"ECU",2008,356.35,0
"ECU",2009,334.429,0
"ECU",2010,348.152,0
"ECU",2011,340.51,0
"ECU",2012,357.67,0
"ECU",2013,396.26,0
"ECU",2014,432.61,0
"ECU",2015,440.598,0
"ECU",2016,414.675,0
"EGY",1980,335.671,0
"EGY",1981,362.702,0
"EGY",1982,362.145,0
"EGY",1983,370.877,0
"EGY",1984,397,0
"EGY",1985,442.1,0
"EGY",1986,380.441,0
"EGY",1987,450.122,0
"EGY",1988,425.073,0
"EGY",1989,432.955,0
"EGY",1990,422,0
"EGY",1991,414.316,0
"EGY",1992,423.998,0
"EGY",1993,393.812,0
"EGY",1994,375.646,0
"EGY",1995,353.132,0
"EGY",1996,355.182,0
"EGY",1997,313.4,0
"EGY",1998,278.393,0
"EGY",1999,284.2,0
"EGY",2000,220,0
"EGY",2001,138.101,0
"EGY",2002,140.208,0
"EGY",2003,99.907,0
"EGY",2004,37.588,0
"EGY",2005,57.475,0
"EGY",2006,52.334,0
"EGY",2007,96.5,0
"EGY",2008,102.139,0
"EGY",2009,123.778,0
"EGY",2010,187.726,0
"EGY",2011,198.745,0
"EGY",2012,189.556,0
"EGY",2013,233.752,0
"EGY",2014,241.887,0
"EGY",2015,257.968,0
"EGY",2016,240.295,0
"ERI",1980,0,0
"ERI",1981,0,0
"ERI",1982,0,0
"ERI",1983,0,0
"ERI",1984,0,0
"ERI",1985,0,0
"ERI",1986,0,0
"ERI",1987,0,0
"ERI",1988,0,0
"ERI",1989,0,0
"ERI",1990,0,0
"ERI",1991,0,0
"ERI",1992,0,0
"ERI",1993,0,0
"ERI",1994,0,0
"ERI",1995,0,0
"ERI",1996,0,0
"ERI",1997,0,0
"ERI",1998,0,0
"ERI",1999,0,0
"ERI",2000,0,0
"ERI",2001,0,0
"ERI",2002,0,0
"ERI",2003,0,0
"ERI",2004,0,0
"ERI",2005,0,0
"ERI",2006,0,0
"ERI",2007,0,0
"ERI",2008,0,0
"ERI",2009,0,0
"ERI",2010,0,0
"ERI",2011,0,0
"ERI",2012,0,0
"ERI",2013,0,0
"ERI",2014,0,0
"ERI",2015,0,0
"ERI",2016,0,0
"ESP",1980,0,0
"ESP",1981,0,0
"ESP",1982,0,0
"ESP",1983,0,0
"ESP",1984,0.081,0
"ESP",1985,1.454,0
"ESP",1986,0,0
"ESP",1987,0,0
"ESP",1988,0,0
"ESP",1989,0,0
"ESP",1990,0,0
"ESP",1991,0,0
"ESP",1992,0,0
"ESP",1993,0,0
"ESP",1994,0,0
"ESP",1995,0,0
"ESP",1996,0,0
"ESP",1997,0,0
"ESP",1998,0,0
"ESP",1999,0,0
"ESP",2000,0,0
"ESP",2001,0,0
"ESP",2002,0,0
"ESP",2003,0,0
"ESP",2004,0,0
"ESP",2005,0,0
"ESP",2006,0,0
"ESP",2007,0,0
"ESP",2008,0,0
"ESP",2009,0,0
"ESP",2010,0,0
"ESP",2011,0,0
"ESP",2012,0,0
"ESP",2013,0,0
"ESP",2014,0,0
"ESP",2015,0,0
"ESP",2016,0,0
"EST",1980,0,0
"EST",1981,0,0
"EST",1982,0,0
"EST",1983,0,0
"EST",1984,0,0
"EST",1985,0,0
"EST",1986,0,0
"EST",1987,0,0
"EST",1988,0,0
"EST",1989,0,0
"EST",1990,0,0
"EST",1991,0,0
"EST",1992,0,0
"EST",1993,0,0
"EST",1994,0,0
"EST",1995,0,0
"EST",1996,0,0
"EST",1997,0,0
"EST",1998,0,0
"EST",1999,0,0
"EST",2000,0,0
"EST",2001,0,0
"EST",2002,0,0
"EST",2003,0,0
"EST",2004,0,0
"EST",2005,0,0
"EST",2006,0,0
"EST",2007,0,0
"EST",2008,0,0
"EST",2009,0,0
"EST",2010,0,0
"EST",2011,0,0
"EST",2012,0,0
"EST",2013,0,0
"EST",2014,0,0
"EST",2015,0,0
"EST",2016,0,0
"ETH",1980,0,0
"ETH",1981,0,0
"ETH",1982,0,0
"ETH",1983,0,0
"ETH",1984,0,0
"ETH",1985,0,0
"ETH",1986,0,0
"ETH",1987,0,0
"ETH",1988,0,0
"ETH",1989,0,0
"ETH",1990,0,0
"ETH",1991,0,0
"ETH",1992,0,0
"ETH",1993,0,0
"ETH",1994,0,0
"ETH",1995,0,0
"ETH",1996,0,0
"ETH",1997,0,0
"ETH",1998,0,0
"ETH",1999,0,0
"ETH",2000,0,0
"ETH",2001,0,0
"ETH",2002,0,0
"ETH",2003,0,0
"ETH",2004,0,0
"ETH",2005,0,0
"ETH",2006,0,0
"ETH",2007,0,0
"ETH",2008,0,0
"ETH",2009,0,0
"ETH",2010,0,0
"ETH",2011,0,0
"ETH",2012,0,0
"ETH",2013,0,0
"ETH",2014,0,0
"ETH",2015,0,0
"ETH",2016,0,0
"FIN",1980,0,0
"FIN",1981,0,0
"FIN",1982,0,0
"FIN",1983,0,0
"FIN",1984,0,0
"FIN",1985,0,0
"FIN",1986,12.479,0
"FIN",1987,0,0
"FIN",1988,0,0
"FIN",1989,0,0
"FIN",1990,0,0
"FIN",1991,0,0
"FIN",1992,0.081,0
"FIN",1993,0,0
"FIN",1994,0,0
"FIN",1995,0,0
"FIN",1996,0,0
"FIN",1997,0,0
"FIN",1998,0,0
"FIN",1999,0,0
"FIN",2000,0,0
"FIN",2001,0,0
"FIN",2002,0,0
"FIN",2003,0,0
"FIN",2004,0,0
"FIN",2005,0,0
"FIN",2006,0,0
"FIN",2007,0,0
"FIN",2008,0,0
"FIN",2009,0,0
"FIN",2010,0,0
"FIN",2011,0,0
"FIN",2012,0,0
"FIN",2013,0,0
"FIN",2014,0,0
"FIN",2015,0,0
"FIN",2016,0,0
"FJI",1980,0,0
"FJI",1981,0,0
"FJI",1982,0,0
"FJI",1983,0,0
"FJI",1984,0,0
"FJI",1985,0,0
"FJI",1986,0,0
"FJI",1987,0,0
"FJI",1988,0,0
"FJI",1989,0,0
"FJI",1990,0,0
"FJI",1991,0,0
"FJI",1992,0,0
"FJI",1993,0,0
"FJI",1994,0,0
"FJI",1995,0,0
