"","iso3c","year","cn"
"11690","MAR",1862,1
"11691","MAR",1863,1
"11692","MAR",1864,1
"11693","MAR",1865,1
"11694","MAR",1866,1
"11695","MAR",1867,1
"11696","MAR",1868,1
"11697","MAR",1869,1
"11698","MAR",1870,1
"11699","MAR",1871,1
"11700","MAR",1872,1
"11701","MAR",1873,1
"11702","MAR",1874,1
"11703","MAR",1875,1
"11704","MAR",1876,1
"11705","MAR",1877,1
"11706","MAR",1878,1
"11707","MAR",1879,1
"11708","MAR",1880,1
"11709","MAR",1881,1
"11710","MAR",1882,1
"11711","MAR",1883,1
"11712","MAR",1884,1
"11713","MAR",1885,1
"11714","MAR",1886,1
"11715","MAR",1887,1
"11716","MAR",1888,1
"11717","MAR",1889,1
"11718","MAR",1890,1
"11719","MAR",1891,1
"11720","MAR",1892,1
"11721","MAR",1893,1
"11722","MAR",1894,1
"11723","MAR",1895,1
"11724","MAR",1896,1
"11725","MAR",1897,1
"11726","MAR",1898,1
"11727","MAR",1899,1
"11728","MAR",1900,1
"11729","MAR",1901,1
"11730","MAR",1902,1
"11731","MAR",1903,1
"11732","MAR",1904,1
"11733","MAR",1905,1
"11734","MAR",1906,1
"11735","MAR",1907,1
"11736","MAR",1908,1
"11737","MAR",1909,1
"11738","MAR",1910,1
"11739","MAR",1911,1
"11740","MAR",1912,1
"11741","MAR",1956,1
"11742","MAR",1957,1
"11743","MAR",1958,1
"11744","MAR",1959,1
"11745","MAR",1960,1
"11746","MAR",1961,1
"11747","MAR",1962,1
"11748","MAR",1963,1
"11749","MAR",1964,1
"11750","MAR",1965,1
"11751","MAR",1966,1
"11752","MAR",1967,1
"11753","MAR",1968,1
"11754","MAR",1969,1
"11755","MAR",1970,1
"11756","MAR",1971,1
"11757","MAR",1972,1
"11758","MAR",1973,1
"11759","MAR",1974,1
"11760","MAR",1975,1
"11761","MAR",1976,1
"11762","MAR",1977,1
"11763","MAR",1978,1
"11764","MAR",1979,1
"11765","MAR",1980,1
"11766","MAR",1981,1
"11767","MAR",1982,1
"11768","MAR",1983,1
"11769","MAR",1984,1
"11770","MAR",1985,1
"11771","MAR",1986,1
"11772","MAR",1987,1
"11773","MAR",1988,1
"11774","MAR",1989,1
"11775","MAR",1990,1
"11776","MAR",1991,1
"11777","MAR",1992,1
"11778","MAR",1993,1
"11779","MAR",1994,1
"11780","MAR",1995,1
"11781","MAR",1996,1
"11782","MAR",1997,1
"11783","MAR",1998,1
"11784","MAR",1999,1
"11785","MAR",2000,1
"11786","MAR",2001,1
"11787","MAR",2002,1
"11788","MAR",2003,1
"11789","MAR",2004,1
"11790","MAR",2005,1
"11791","MAR",2006,1
"11792","MAR",2007,1
"11793","MAR",2008,1
"11794","MAR",2009,1
"11795","MAR",2010,1
"11796","MAR",2011,1
"11797","MAR",2012,1
"11798","MAR",2013,1
"11799","MAR",2014,1
"11800","MAR",2015,1
"11801","MAR",2016,1
"11802","DZA",1962,1
"11803","DZA",1963,1
"11804","DZA",1964,1
"11805","DZA",1965,1
"11806","DZA",1966,1
"11807","DZA",1967,1
"11808","DZA",1968,1
"11809","DZA",1969,1
"11810","DZA",1970,1
"11811","DZA",1971,1
"11812","DZA",1972,1
"11813","DZA",1973,1
"11814","DZA",1974,1
"11815","DZA",1975,1
"11816","DZA",1976,1
"11817","DZA",1977,1
"11818","DZA",1978,1
"11819","DZA",1979,1
"11820","DZA",1980,1
"11821","DZA",1981,1
"11822","DZA",1982,1
"11823","DZA",1983,1
"11824","DZA",1984,1
"11825","DZA",1985,1
"11826","DZA",1986,1
"11827","DZA",1987,1
"11828","DZA",1988,1
"11829","DZA",1989,1
"11830","DZA",1990,1
"11831","DZA",1991,1
"11832","DZA",1992,1
"11833","DZA",1993,1
"11834","DZA",1994,1
"11835","DZA",1995,1
"11836","DZA",1996,1
"11837","DZA",1997,1
"11838","DZA",1998,1
"11839","DZA",1999,1
"11840","DZA",2000,1
"11841","DZA",2001,1
"11842","DZA",2002,1
"11843","DZA",2003,1
"11844","DZA",2004,1
"11845","DZA",2005,1
"11846","DZA",2006,1
"11847","DZA",2007,1
"11848","DZA",2008,1
"11849","DZA",2009,1
"11850","DZA",2010,1
"11851","DZA",2011,1
"11852","DZA",2012,1
"11853","DZA",2013,1
"11854","DZA",2014,1
"11855","DZA",2015,1
"11856","DZA",2016,1
"11857","TUN",1825,1
"11858","TUN",1826,1
"11859","TUN",1827,1
"11860","TUN",1828,1
"11861","TUN",1829,1
"11862","TUN",1830,1
"11863","TUN",1831,1
"11864","TUN",1832,1
"11865","TUN",1833,1
"11866","TUN",1834,1
"11867","TUN",1835,1
"11868","TUN",1836,1
"11869","TUN",1837,1
"11870","TUN",1838,1
"11871","TUN",1839,1
"11872","TUN",1840,1
"11873","TUN",1841,1
"11874","TUN",1842,1
"11875","TUN",1843,1
"11876","TUN",1844,1
"11877","TUN",1845,1
"11878","TUN",1846,1
"11879","TUN",1847,1
"11880","TUN",1848,1
"11881","TUN",1849,1
"11882","TUN",1850,1
"11883","TUN",1851,1
"11884","TUN",1852,1
"11885","TUN",1853,1
"11886","TUN",1854,1
"11887","TUN",1855,1
"11888","TUN",1856,1
"11889","TUN",1857,1
"11890","TUN",1858,1
"11891","TUN",1859,1
"11892","TUN",1860,1
"11893","TUN",1861,1
"11894","TUN",1862,1
"11895","TUN",1863,1
"11896","TUN",1864,1
"11897","TUN",1865,1
"11898","TUN",1866,1
"11899","TUN",1867,1
"11900","TUN",1868,1
"11901","TUN",1869,1
"11902","TUN",1870,1
"11903","TUN",1871,1
"11904","TUN",1872,1
"11905","TUN",1873,1
"11906","TUN",1874,1
"11907","TUN",1875,1
"11908","TUN",1876,1
"11909","TUN",1877,1
"11910","TUN",1878,1
"11911","TUN",1879,1
"11912","TUN",1880,1
"11913","TUN",1881,1
"11914","TUN",1956,1
"11915","TUN",1957,1
"11916","TUN",1958,1
"11917","TUN",1959,1
"11918","TUN",1960,1
"11919","TUN",1961,1
"11920","TUN",1962,1
"11921","TUN",1963,1
"11922","TUN",1964,1
"11923","TUN",1965,1
"11924","TUN",1966,1
"11925","TUN",1967,1
"11926","TUN",1968,1
"11927","TUN",1969,1
"11928","TUN",1970,1
"11929","TUN",1971,1
"11930","TUN",1972,1
"11931","TUN",1973,1
"11932","TUN",1974,1
"11933","TUN",1975,1
"11934","TUN",1976,1
"11935","TUN",1977,1
"11936","TUN",1978,1
"11937","TUN",1979,1
"11938","TUN",1980,1
"11939","TUN",1981,1
"11940","TUN",1982,1
"11941","TUN",1983,1
"11942","TUN",1984,1
"11943","TUN",1985,1
"11944","TUN",1986,1
"11945","TUN",1987,1
"11946","TUN",1988,1
"11947","TUN",1989,1
"11948","TUN",1990,1
"11949","TUN",1991,1
"11950","TUN",1992,1
"11951","TUN",1993,1
"11952","TUN",1994,1
"11953","TUN",1995,1
"11954","TUN",1996,1
"11955","TUN",1997,1
"11956","TUN",1998,1
"11957","TUN",1999,1
"11958","TUN",2000,1
"11959","TUN",2001,1
"11960","TUN",2002,1
"11961","TUN",2003,1
"11962","TUN",2004,1
"11963","TUN",2005,1
"11964","TUN",2006,1
"11965","TUN",2007,1
"11966","TUN",2008,1
"11967","TUN",2009,1
"11968","TUN",2010,1
"11969","TUN",2011,1
"11970","TUN",2012,1
"11971","TUN",2013,1
"11972","TUN",2014,1
"11973","TUN",2015,1
"11974","TUN",2016,1
"11975","LBY",1951,1
"11976","LBY",1952,1
"11977","LBY",1953,1
"11978","LBY",1954,1
"11979","LBY",1955,1
"11980","LBY",1956,1
"11981","LBY",1957,1
"11982","LBY",1958,1
"11983","LBY",1959,1
"11984","LBY",1960,1
"11985","LBY",1961,1
"11986","LBY",1962,1
"11987","LBY",1963,1
"11988","LBY",1964,1
"11989","LBY",1965,1
"11990","LBY",1966,1
"11991","LBY",1967,1
"11992","LBY",1968,1
"11993","LBY",1969,1
"11994","LBY",1970,1
"11995","LBY",1971,1
"11996","LBY",1972,1
"11997","LBY",1973,1
"11998","LBY",1974,1
"11999","LBY",1975,1
"12000","LBY",1976,1
"12001","LBY",1977,1
"12002","LBY",1978,1
"12003","LBY",1979,1
"12004","LBY",1980,1
"12005","LBY",1981,1
"12006","LBY",1982,1
"12007","LBY",1983,1
"12008","LBY",1984,1
"12009","LBY",1985,1
"12010","LBY",1986,1
"12011","LBY",1987,1
"12012","LBY",1988,1
"12013","LBY",1989,1
"12014","LBY",1990,1
"12015","LBY",1991,1
"12016","LBY",1992,1
"12017","LBY",1993,1
"12018","LBY",1994,1
"12019","LBY",1995,1
"12020","LBY",1996,1
"12021","LBY",1997,1
"12022","LBY",1998,1
"12023","LBY",1999,1
"12024","LBY",2000,1
"12025","LBY",2001,1
"12026","LBY",2002,1
"12027","LBY",2003,1
"12028","LBY",2004,1
"12029","LBY",2005,1
"12030","LBY",2006,1
"12031","LBY",2007,1
"12032","LBY",2008,1
"12033","LBY",2009,1
"12034","LBY",2010,1
"12035","LBY",2011,1
"12036","LBY",2012,1
"12037","LBY",2013,1
"12038","LBY",2014,1
"12039","LBY",2015,1
"12040","LBY",2016,1
"12041","SDN",1956,1
"12042","SDN",1957,1
"12043","SDN",1958,1
"12044","SDN",1959,1
"12045","SDN",1960,1
"12046","SDN",1961,1
"12047","SDN",1962,1
"12048","SDN",1963,1
"12049","SDN",1964,1
"12050","SDN",1965,1
"12051","SDN",1966,1
"12052","SDN",1967,1
"12053","SDN",1968,1
"12054","SDN",1969,1
"12055","SDN",1970,1
"12056","SDN",1971,1
"12057","SDN",1972,1
"12058","SDN",1973,1
"12059","SDN",1974,1
"12060","SDN",1975,1
"12061","SDN",1976,1
"12062","SDN",1977,1
"12063","SDN",1978,1
"12064","SDN",1979,1
"12065","SDN",1980,1
"12066","SDN",1981,1
"12067","SDN",1982,1
"12068","SDN",1983,1
"12069","SDN",1984,1
"12070","SDN",1985,1
"12071","SDN",1986,1
"12072","SDN",1987,1
"12073","SDN",1988,1
"12074","SDN",1989,1
"12075","SDN",1990,1
"12076","SDN",1991,1
"12077","SDN",1992,1
"12078","SDN",1993,1
"12079","SDN",1994,1
"12080","SDN",1995,1
"12081","SDN",1996,1
"12082","SDN",1997,1
"12083","SDN",1998,1
"12084","SDN",1999,1
"12085","SDN",2000,1
"12086","SDN",2001,1
"12087","SDN",2002,1
"12088","SDN",2003,1
"12089","SDN",2004,1
"12090","SDN",2005,1
"12091","SDN",2006,1
"12092","SDN",2007,1
"12093","SDN",2008,1
"12094","SDN",2009,1
"12095","SDN",2010,1
"12096","SDN",2011,1
"12097","SDN",2012,1
"12098","SDN",2013,1
"12099","SDN",2014,1
"12100","SDN",2015,1
"12101","SDN",2016,1
"12102","SSD",2011,1
"12103","SSD",2012,1
"12104","SSD",2013,1
"12105","SSD",2014,1
"12106","SSD",2015,1
"12107","SSD",2016,1
"12108","IRN",1855,1
"12109","IRN",1856,1
"12110","IRN",1857,1
"12111","IRN",1858,1
"12112","IRN",1859,1
"12113","IRN",1860,1
"12114","IRN",1861,1
"12115","IRN",1862,1
"12116","IRN",1863,1
"12117","IRN",1864,1
"12118","IRN",1865,1
"12119","IRN",1866,1
"12120","IRN",1867,1
"12121","IRN",1868,1
"12122","IRN",1869,1
"12123","IRN",1870,1
"12124","IRN",1871,1
"12125","IRN",1872,1
"12126","IRN",1873,1
"12127","IRN",1874,1
"12128","IRN",1875,1
"12129","IRN",1876,1
"12130","IRN",1877,1
"12131","IRN",1878,1
"12132","IRN",1879,1
"12133","IRN",1880,1
"12134","IRN",1881,1
"12135","IRN",1882,1
"12136","IRN",1883,1
"12137","IRN",1884,1
"12138","IRN",1885,1
"12139","IRN",1886,1
"12140","IRN",1887,1
"12141","IRN",1888,1
"12142","IRN",1889,1
"12143","IRN",1890,1
"12144","IRN",1891,1
"12145","IRN",1892,1
"12146","IRN",1893,1
"12147","IRN",1894,1
"12148","IRN",1895,1
"12149","IRN",1896,1
"12150","IRN",1897,1
"12151","IRN",1898,1
"12152","IRN",1899,1
"12153","IRN",1900,1
"12154","IRN",1901,1
"12155","IRN",1902,1
"12156","IRN",1903,1
"12157","IRN",1904,1
"12158","IRN",1905,1
"12159","IRN",1906,1
"12160","IRN",1907,1
"12161","IRN",1908,1
"12162","IRN",1909,1
"12163","IRN",1910,1
"12164","IRN",1911,1
"12165","IRN",1912,1
"12166","IRN",1913,1
"12167","IRN",1914,1
"12168","IRN",1915,1
"12169","IRN",1916,1
"12170","IRN",1917,1
"12171","IRN",1918,1
"12172","IRN",1919,1
"12173","IRN",1920,1
"12174","IRN",1921,1
"12175","IRN",1922,1
"12176","IRN",1923,1
"12177","IRN",1924,1
"12178","IRN",1925,1
"12179","IRN",1926,1
"12180","IRN",1927,1
"12181","IRN",1928,1
"12182","IRN",1929,1
"12183","IRN",1930,1
"12184","IRN",1931,1
"12185","IRN",1932,1
"12186","IRN",1933,1
"12187","IRN",1934,1
"12188","IRN",1935,1
"12189","IRN",1936,1
"12190","IRN",1937,1
"12191","IRN",1938,1
"12192","IRN",1939,1
"12193","IRN",1940,1
"12194","IRN",1941,1
"12195","IRN",1942,1
"12196","IRN",1943,1
"12197","IRN",1944,1
"12198","IRN",1945,1
"12199","IRN",1946,1
"12200","IRN",1947,1
"12201","IRN",1948,1
"12202","IRN",1949,1
"12203","IRN",1950,1
"12204","IRN",1951,1
"12205","IRN",1952,1
"12206","IRN",1953,1
"12207","IRN",1954,1
"12208","IRN",1955,1
"12209","IRN",1956,1
"12210","IRN",1957,1
"12211","IRN",1958,1
"12212","IRN",1959,1
"12213","IRN",1960,1
"12214","IRN",1961,1
"12215","IRN",1962,1
"12216","IRN",1963,1
"12217","IRN",1964,1
"12218","IRN",1965,1
"12219","IRN",1966,1
"12220","IRN",1967,1
"12221","IRN",1968,1
"12222","IRN",1969,1
"12223","IRN",1970,1
"12224","IRN",1971,1
"12225","IRN",1972,1
"12226","IRN",1973,1
"12227","IRN",1974,1
"12228","IRN",1975,1
"12229","IRN",1976,1
"12230","IRN",1977,1
"12231","IRN",1978,1
"12232","IRN",1979,1
"12233","IRN",1980,1
"12234","IRN",1981,1
"12235","IRN",1982,1
"12236","IRN",1983,1
"12237","IRN",1984,1
"12238","IRN",1985,1
"12239","IRN",1986,1
"12240","IRN",1987,1
"12241","IRN",1988,1
"12242","IRN",1989,1
"12243","IRN",1990,1
"12244","IRN",1991,1
"12245","IRN",1992,1
"12246","IRN",1993,1
"12247","IRN",1994,1
"12248","IRN",1995,1
"12249","IRN",1996,1
"12250","IRN",1997,1
"12251","IRN",1998,1
"12252","IRN",1999,1
"12253","IRN",2000,1
"12254","IRN",2001,1
"12255","IRN",2002,1
"12256","IRN",2003,1
"12257","IRN",2004,1
"12258","IRN",2005,1
"12259","IRN",2006,1
"12260","IRN",2007,1
"12261","IRN",2008,1
"12262","IRN",2009,1
"12263","IRN",2010,1
"12264","IRN",2011,1
"12265","IRN",2012,1
"12266","IRN",2013,1
"12267","IRN",2014,1
"12268","IRN",2015,1
"12269","IRN",2016,1
"12270","TUR",1816,1
"12271","TUR",1817,1
"12272","TUR",1818,1
"12273","TUR",1819,1
"12274","TUR",1820,1
"12275","TUR",1821,1
"12276","TUR",1822,1
"12277","TUR",1823,1
"12278","TUR",1824,1
"12279","TUR",1825,1
"12280","TUR",1826,1
"12281","TUR",1827,1
"12282","TUR",1828,1
"12283","TUR",1829,1
"12284","TUR",1830,1
"12285","TUR",1831,1
"12286","TUR",1832,1
"12287","TUR",1833,1
"12288","TUR",1834,1
"12289","TUR",1835,1
"12290","TUR",1836,1
"12291","TUR",1837,1
"12292","TUR",1838,1
"12293","TUR",1839,1
"12294","TUR",1840,1
"12295","TUR",1841,1
"12296","TUR",1842,1
"12297","TUR",1843,1
"12298","TUR",1844,1
"12299","TUR",1845,1
"12300","TUR",1846,1
"12301","TUR",1847,1
"12302","TUR",1848,1
"12303","TUR",1849,1
"12304","TUR",1850,1
"12305","TUR",1851,1
"12306","TUR",1852,1
"12307","TUR",1853,1
"12308","TUR",1854,1
"12309","TUR",1855,1
"12310","TUR",1856,1
"12311","TUR",1857,1
"12312","TUR",1858,1
"12313","TUR",1859,1
"12314","TUR",1860,1
"12315","TUR",1861,1
"12316","TUR",1862,1
"12317","TUR",1863,1
"12318","TUR",1864,1
"12319","TUR",1865,1
"12320","TUR",1866,1
"12321","TUR",1867,1
"12322","TUR",1868,1
"12323","TUR",1869,1
"12324","TUR",1870,1
"12325","TUR",1871,1
"12326","TUR",1872,1
"12327","TUR",1873,1
"12328","TUR",1874,1
"12329","TUR",1875,1
"12330","TUR",1876,1
"12331","TUR",1877,1
"12332","TUR",1878,1
"12333","TUR",1879,1
"12334","TUR",1880,1
"12335","TUR",1881,1
"12336","TUR",1882,1
"12337","TUR",1883,1
"12338","TUR",1884,1
"12339","TUR",1885,1
"12340","TUR",1886,1
"12341","TUR",1887,1
"12342","TUR",1888,1
"12343","TUR",1889,1
"12344","TUR",1890,1
"12345","TUR",1891,1
"12346","TUR",1892,1
"12347","TUR",1893,1
"12348","TUR",1894,1
"12349","TUR",1895,1
"12350","TUR",1896,1
"12351","TUR",1897,1
"12352","TUR",1898,1
"12353","TUR",1899,1
"12354","TUR",1900,1
"12355","TUR",1901,1
"12356","TUR",1902,1
"12357","TUR",1903,1
"12358","TUR",1904,1
"12359","TUR",1905,1
"12360","TUR",1906,1
"12361","TUR",1907,1
"12362","TUR",1908,1
"12363","TUR",1909,1
"12364","TUR",1910,1
"12365","TUR",1911,1
"12366","TUR",1912,1
"12367","TUR",1913,1
"12368","TUR",1914,1
"12369","TUR",1915,1
"12370","TUR",1916,1
"12371","TUR",1917,1
"12372","TUR",1918,1
"12373","TUR",1919,1
"12374","TUR",1920,1
"12375","TUR",1921,1
"12376","TUR",1922,1
"12377","TUR",1923,1
"12378","TUR",1924,1
"12379","TUR",1925,1
"12380","TUR",1926,1
"12381","TUR",1927,1
"12382","TUR",1928,1
"12383","TUR",1929,1
"12384","TUR",1930,1
"12385","TUR",1931,1
"12386","TUR",1932,1
"12387","TUR",1933,1
"12388","TUR",1934,1
"12389","TUR",1935,1
"12390","TUR",1936,1
"12391","TUR",1937,1
"12392","TUR",1938,1
"12393","TUR",1939,1
"12394","TUR",1940,1
"12395","TUR",1941,1
"12396","TUR",1942,1
"12397","TUR",1943,1
"12398","TUR",1944,1
"12399","TUR",1945,1
"12400","TUR",1946,1
"12401","TUR",1947,1
"12402","TUR",1948,1
"12403","TUR",1949,1
"12404","TUR",1950,1
"12405","TUR",1951,1
"12406","TUR",1952,1
"12407","TUR",1953,1
"12408","TUR",1954,1
"12409","TUR",1955,1
"12410","TUR",1956,1
"12411","TUR",1957,1
"12412","TUR",1958,1
"12413","TUR",1959,1
"12414","TUR",1960,1
"12415","TUR",1961,1
"12416","TUR",1962,1
"12417","TUR",1963,1
"12418","TUR",1964,1
"12419","TUR",1965,1
"12420","TUR",1966,1
"12421","TUR",1967,1
"12422","TUR",1968,1
"12423","TUR",1969,1
"12424","TUR",1970,1
"12425","TUR",1971,1
"12426","TUR",1972,1
"12427","TUR",1973,1
"12428","TUR",1974,1
"12429","TUR",1975,1
"12430","TUR",1976,1
"12431","TUR",1977,1
"12432","TUR",1978,1
"12433","TUR",1979,1
"12434","TUR",1980,1
"12435","TUR",1981,1
"12436","TUR",1982,1
"12437","TUR",1983,1
"12438","TUR",1984,1
"12439","TUR",1985,1
"12440","TUR",1986,1
"12441","TUR",1987,1
"12442","TUR",1988,1
"12443","TUR",1989,1
"12444","TUR",1990,1
"12445","TUR",1991,1
"12446","TUR",1992,1
"12447","TUR",1993,1
"12448","TUR",1994,1
"12449","TUR",1995,1
"12450","TUR",1996,1
"12451","TUR",1997,1
"12452","TUR",1998,1
"12453","TUR",1999,1
"12454","TUR",2000,1
"12455","TUR",2001,1
"12456","TUR",2002,1
"12457","TUR",2003,1
"12458","TUR",2004,1
"12459","TUR",2005,1
"12460","TUR",2006,1
"12461","TUR",2007,1
"12462","TUR",2008,1
"12463","TUR",2009,1
"12464","TUR",2010,1
"12465","TUR",2011,1
"12466","TUR",2012,1
"12467","TUR",2013,1
"12468","TUR",2014,1
"12469","TUR",2015,1
"12470","TUR",2016,1
"12471","IRQ",1932,1
"12472","IRQ",1933,1
"12473","IRQ",1934,1
"12474","IRQ",1935,1
"12475","IRQ",1936,1
"12476","IRQ",1937,1
"12477","IRQ",1938,1
"12478","IRQ",1939,1
"12479","IRQ",1940,1
"12480","IRQ",1941,1
"12481","IRQ",1942,1
"12482","IRQ",1943,1
"12483","IRQ",1944,1
"12484","IRQ",1945,1
"12485","IRQ",1946,1
"12486","IRQ",1947,1
"12487","IRQ",1948,1
"12488","IRQ",1949,1
"12489","IRQ",1950,1
"12490","IRQ",1951,1
"12491","IRQ",1952,1
"12492","IRQ",1953,1
"12493","IRQ",1954,1
"12494","IRQ",1955,1
"12495","IRQ",1956,1
"12496","IRQ",1957,1
"12497","IRQ",1958,1
"12498","IRQ",1959,1
"12499","IRQ",1960,1
"12500","IRQ",1961,1
"12501","IRQ",1962,1
"12502","IRQ",1963,1
"12503","IRQ",1964,1
"12504","IRQ",1965,1
"12505","IRQ",1966,1
"12506","IRQ",1967,1
"12507","IRQ",1968,1
"12508","IRQ",1969,1
"12509","IRQ",1970,1
"12510","IRQ",1971,1
"12511","IRQ",1972,1
"12512","IRQ",1973,1
"12513","IRQ",1974,1
"12514","IRQ",1975,1
"12515","IRQ",1976,1
"12516","IRQ",1977,1
"12517","IRQ",1978,1
"12518","IRQ",1979,1
"12519","IRQ",1980,1
"12520","IRQ",1981,1
"12521","IRQ",1982,1
"12522","IRQ",1983,1
"12523","IRQ",1984,1
"12524","IRQ",1985,1
"12525","IRQ",1986,1
"12526","IRQ",1987,1
"12527","IRQ",1988,1
"12528","IRQ",1989,1
"12529","IRQ",1990,1
"12530","IRQ",1991,1
"12531","IRQ",1992,1
"12532","IRQ",1993,1
"12533","IRQ",1994,1
"12534","IRQ",1995,1
"12535","IRQ",1996,1
"12536","IRQ",1997,1
"12537","IRQ",1998,1
"12538","IRQ",1999,1
"12539","IRQ",2000,1
"12540","IRQ",2001,1
"12541","IRQ",2002,1
"12542","IRQ",2003,1
"12543","IRQ",2004,1
"12544","IRQ",2005,1
"12545","IRQ",2006,1
"12546","IRQ",2007,1
"12547","IRQ",2008,1
"12548","IRQ",2009,1
"12549","IRQ",2010,1
"12550","IRQ",2011,1
"12551","IRQ",2012,1
"12552","IRQ",2013,1
"12553","IRQ",2014,1
"12554","IRQ",2015,1
"12555","IRQ",2016,1
"12556","EGY",1855,1
"12557","EGY",1856,1
"12558","EGY",1857,1
"12559","EGY",1858,1
"12560","EGY",1859,1
"12561","EGY",1860,1
"12562","EGY",1861,1
"12563","EGY",1862,1
"12564","EGY",1863,1
"12565","EGY",1864,1
"12566","EGY",1865,1
"12567","EGY",1866,1
"12568","EGY",1867,1
"12569","EGY",1868,1
"12570","EGY",1869,1
"12571","EGY",1870,1
"12572","EGY",1871,1
"12573","EGY",1872,1
"12574","EGY",1873,1
"12575","EGY",1874,1
"12576","EGY",1875,1
"12577","EGY",1876,1
"12578","EGY",1877,1
"12579","EGY",1878,1
"12580","EGY",1879,1
"12581","EGY",1880,1
"12582","EGY",1881,1
"12583","EGY",1882,1
"12584","EGY",1937,1
"12585","EGY",1938,1
"12586","EGY",1939,1
"12587","EGY",1940,1
"12588","EGY",1941,1
"12589","EGY",1942,1
"12590","EGY",1943,1
"12591","EGY",1944,1
"12592","EGY",1945,1
"12593","EGY",1946,1
"12594","EGY",1947,1
"12595","EGY",1948,1
"12596","EGY",1949,1
"12597","EGY",1950,1
"12598","EGY",1951,1
"12599","EGY",1952,1
"12600","EGY",1953,1
"12601","EGY",1954,1
"12602","EGY",1955,1
"12603","EGY",1956,1
"12604","EGY",1957,1
"12605","EGY",1958,1
"12606","EGY",1959,1
"12607","EGY",1960,1
"12608","EGY",1961,1
"12609","EGY",1962,1
"12610","EGY",1963,1
"12611","EGY",1964,1
"12612","EGY",1965,1
"12613","EGY",1966,1
"12614","EGY",1967,1
"12615","EGY",1968,1
"12616","EGY",1969,1
"12617","EGY",1970,1
"12618","EGY",1971,1
"12619","EGY",1972,1
"12620","EGY",1973,1
"12621","EGY",1974,1
"12622","EGY",1975,1
"12623","EGY",1976,1
"12624","EGY",1977,1
"12625","EGY",1978,1
"12626","EGY",1979,1
"12627","EGY",1980,1
"12628","EGY",1981,1
"12629","EGY",1982,1
"12630","EGY",1983,1
"12631","EGY",1984,1
"12632","EGY",1985,1
"12633","EGY",1986,1
"12634","EGY",1987,1
"12635","EGY",1988,1
"12636","EGY",1989,1
"12637","EGY",1990,1
"12638","EGY",1991,1
"12639","EGY",1992,1
"12640","EGY",1993,1
"12641","EGY",1994,1
"12642","EGY",1995,1
"12643","EGY",1996,1
"12644","EGY",1997,1
"12645","EGY",1998,1
"12646","EGY",1999,1
"12647","EGY",2000,1
"12648","EGY",2001,1
"12649","EGY",2002,1
"12650","EGY",2003,1
"12651","EGY",2004,1
"12652","EGY",2005,1
"12653","EGY",2006,1
"12654","EGY",2007,1
"12655","EGY",2008,1
"12656","EGY",2009,1
"12657","EGY",2010,1
"12658","EGY",2011,1
"12659","EGY",2012,1
"12660","EGY",2013,1
"12661","EGY",2014,1
"12662","EGY",2015,1
"12663","EGY",2016,1
"12664","SYR",1946,1
"12665","SYR",1947,1
"12666","SYR",1948,1
"12667","SYR",1949,1
"12668","SYR",1950,1
"12669","SYR",1951,1
"12670","SYR",1952,1
"12671","SYR",1953,1
"12672","SYR",1954,1
"12673","SYR",1955,1
"12674","SYR",1956,1
"12675","SYR",1957,1
"12676","SYR",1958,1
"12677","SYR",1961,1
"12678","SYR",1962,1
"12679","SYR",1963,1
"12680","SYR",1964,1
"12681","SYR",1965,1
"12682","SYR",1966,1
"12683","SYR",1967,1
"12684","SYR",1968,1
"12685","SYR",1969,1
"12686","SYR",1970,1
"12687","SYR",1971,1
"12688","SYR",1972,1
"12689","SYR",1973,1
"12690","SYR",1974,1
"12691","SYR",1975,1
"12692","SYR",1976,1
"12693","SYR",1977,1
"12694","SYR",1978,1
"12695","SYR",1979,1
"12696","SYR",1980,1
"12697","SYR",1981,1
"12698","SYR",1982,1
"12699","SYR",1983,1
"12700","SYR",1984,1
"12701","SYR",1985,1
"12702","SYR",1986,1
"12703","SYR",1987,1
"12704","SYR",1988,1
"12705","SYR",1989,1
"12706","SYR",1990,1
"12707","SYR",1991,1
"12708","SYR",1992,1
"12709","SYR",1993,1
"12710","SYR",1994,1
"12711","SYR",1995,1
"12712","SYR",1996,1
"12713","SYR",1997,1
"12714","SYR",1998,1
"12715","SYR",1999,1
"12716","SYR",2000,1
"12717","SYR",2001,1
"12718","SYR",2002,1
"12719","SYR",2003,1
"12720","SYR",2004,1
"12721","SYR",2005,1
"12722","SYR",2006,1
"12723","SYR",2007,1
"12724","SYR",2008,1
"12725","SYR",2009,1
"12726","SYR",2010,1
"12727","SYR",2011,1
"12728","SYR",2012,1
"12729","SYR",2013,1
"12730","SYR",2014,1
"12731","SYR",2015,1
"12732","SYR",2016,1
"12733","LBN",1946,1
"12734","LBN",1947,1
"12735","LBN",1948,1
"12736","LBN",1949,1
"12737","LBN",1950,1
"12738","LBN",1951,1
"12739","LBN",1952,1
"12740","LBN",1953,1
"12741","LBN",1954,1
"12742","LBN",1955,1
"12743","LBN",1956,1
"12744","LBN",1957,1
"12745","LBN",1958,1
"12746","LBN",1959,1
"12747","LBN",1960,1
"12748","LBN",1961,1
"12749","LBN",1962,1
"12750","LBN",1963,1
"12751","LBN",1964,1
"12752","LBN",1965,1
"12753","LBN",1966,1
"12754","LBN",1967,1
"12755","LBN",1968,1
"12756","LBN",1969,1
"12757","LBN",1970,1
"12758","LBN",1971,1
