"","iso3c","year","cn"
"4517","BEL",1983,1
"4518","BEL",1984,1
"4519","BEL",1985,1
"4520","BEL",1986,1
"4521","BEL",1987,1
"4522","BEL",1988,1
"4523","BEL",1989,1
"4524","BEL",1990,1
"4525","BEL",1991,1
"4526","BEL",1992,1
"4527","BEL",1993,1
"4528","BEL",1994,1
"4529","BEL",1995,1
"4530","BEL",1996,1
"4531","BEL",1997,1
"4532","BEL",1998,1
"4533","BEL",1999,1
"4534","BEL",2000,1
"4535","BEL",2001,1
"4536","BEL",2002,1
"4537","BEL",2003,1
"4538","BEL",2004,1
"4539","BEL",2005,1
"4540","BEL",2006,1
"4541","BEL",2007,1
"4542","BEL",2008,1
"4543","BEL",2009,1
"4544","BEL",2010,1
"4545","BEL",2011,1
"4546","BEL",2012,1
"4547","BEL",2013,1
"4548","BEL",2014,1
"4549","BEL",2015,1
"4550","BEL",2016,1
"4551","LUX",1920,1
"4552","LUX",1921,1
"4553","LUX",1922,1
"4554","LUX",1923,1
"4555","LUX",1924,1
"4556","LUX",1925,1
"4557","LUX",1926,1
"4558","LUX",1927,1
"4559","LUX",1928,1
"4560","LUX",1929,1
"4561","LUX",1930,1
"4562","LUX",1931,1
"4563","LUX",1932,1
"4564","LUX",1933,1
"4565","LUX",1934,1
"4566","LUX",1935,1
"4567","LUX",1936,1
"4568","LUX",1937,1
"4569","LUX",1938,1
"4570","LUX",1939,1
"4571","LUX",1940,1
"4572","LUX",1944,1
"4573","LUX",1945,1
"4574","LUX",1946,1
"4575","LUX",1947,1
"4576","LUX",1948,1
"4577","LUX",1949,1
"4578","LUX",1950,1
"4579","LUX",1951,1
"4580","LUX",1952,1
"4581","LUX",1953,1
"4582","LUX",1954,1
"4583","LUX",1955,1
"4584","LUX",1956,1
"4585","LUX",1957,1
"4586","LUX",1958,1
"4587","LUX",1959,1
"4588","LUX",1960,1
"4589","LUX",1961,1
"4590","LUX",1962,1
"4591","LUX",1963,1
"4592","LUX",1964,1
"4593","LUX",1965,1
"4594","LUX",1966,1
"4595","LUX",1967,1
"4596","LUX",1968,1
"4597","LUX",1969,1
"4598","LUX",1970,1
"4599","LUX",1971,1
"4600","LUX",1972,1
"4601","LUX",1973,1
"4602","LUX",1974,1
"4603","LUX",1975,1
"4604","LUX",1976,1
"4605","LUX",1977,1
"4606","LUX",1978,1
"4607","LUX",1979,1
"4608","LUX",1980,1
"4609","LUX",1981,1
"4610","LUX",1982,1
"4611","LUX",1983,1
"4612","LUX",1984,1
"4613","LUX",1985,1
"4614","LUX",1986,1
"4615","LUX",1987,1
"4616","LUX",1988,1
"4617","LUX",1989,1
"4618","LUX",1990,1
"4619","LUX",1991,1
"4620","LUX",1992,1
"4621","LUX",1993,1
"4622","LUX",1994,1
"4623","LUX",1995,1
"4624","LUX",1996,1
"4625","LUX",1997,1
"4626","LUX",1998,1
"4627","LUX",1999,1
"4628","LUX",2000,1
"4629","LUX",2001,1
"4630","LUX",2002,1
"4631","LUX",2003,1
"4632","LUX",2004,1
"4633","LUX",2005,1
"4634","LUX",2006,1
"4635","LUX",2007,1
"4636","LUX",2008,1
"4637","LUX",2009,1
"4638","LUX",2010,1
"4639","LUX",2011,1
"4640","LUX",2012,1
"4641","LUX",2013,1
"4642","LUX",2014,1
"4643","LUX",2015,1
"4644","LUX",2016,1
"4645","FRA",1816,1
"4646","FRA",1817,1
"4647","FRA",1818,1
"4648","FRA",1819,1
"4649","FRA",1820,1
"4650","FRA",1821,1
"4651","FRA",1822,1
"4652","FRA",1823,1
"4653","FRA",1824,1
"4654","FRA",1825,1
"4655","FRA",1826,1
"4656","FRA",1827,1
"4657","FRA",1828,1
"4658","FRA",1829,1
"4659","FRA",1830,1
"4660","FRA",1831,1
"4661","FRA",1832,1
"4662","FRA",1833,1
"4663","FRA",1834,1
"4664","FRA",1835,1
"4665","FRA",1836,1
"4666","FRA",1837,1
"4667","FRA",1838,1
"4668","FRA",1839,1
"4669","FRA",1840,1
"4670","FRA",1841,1
"4671","FRA",1842,1
"4672","FRA",1843,1
"4673","FRA",1844,1
"4674","FRA",1845,1
"4675","FRA",1846,1
"4676","FRA",1847,1
"4677","FRA",1848,1
"4678","FRA",1849,1
"4679","FRA",1850,1
"4680","FRA",1851,1
"4681","FRA",1852,1
"4682","FRA",1853,1
"4683","FRA",1854,1
"4684","FRA",1855,1
"4685","FRA",1856,1
"4686","FRA",1857,1
"4687","FRA",1858,1
"4688","FRA",1859,1
"4689","FRA",1860,1
"4690","FRA",1861,1
"4691","FRA",1862,1
"4692","FRA",1863,1
"4693","FRA",1864,1
"4694","FRA",1865,1
"4695","FRA",1866,1
"4696","FRA",1867,1
"4697","FRA",1868,1
"4698","FRA",1869,1
"4699","FRA",1870,1
"4700","FRA",1871,1
"4701","FRA",1872,1
"4702","FRA",1873,1
"4703","FRA",1874,1
"4704","FRA",1875,1
"4705","FRA",1876,1
"4706","FRA",1877,1
"4707","FRA",1878,1
"4708","FRA",1879,1
"4709","FRA",1880,1
"4710","FRA",1881,1
"4711","FRA",1882,1
"4712","FRA",1883,1
"4713","FRA",1884,1
"4714","FRA",1885,1
"4715","FRA",1886,1
"4716","FRA",1887,1
"4717","FRA",1888,1
"4718","FRA",1889,1
"4719","FRA",1890,1
"4720","FRA",1891,1
"4721","FRA",1892,1
"4722","FRA",1893,1
"4723","FRA",1894,1
"4724","FRA",1895,1
"4725","FRA",1896,1
"4726","FRA",1897,1
"4727","FRA",1898,1
"4728","FRA",1899,1
"4729","FRA",1900,1
"4730","FRA",1901,1
"4731","FRA",1902,1
"4732","FRA",1903,1
"4733","FRA",1904,1
"4734","FRA",1905,1
"4735","FRA",1906,1
"4736","FRA",1907,1
"4737","FRA",1908,1
"4738","FRA",1909,1
"4739","FRA",1910,1
"4740","FRA",1911,1
"4741","FRA",1912,1
"4742","FRA",1913,1
"4743","FRA",1914,1
"4744","FRA",1915,1
"4745","FRA",1916,1
"4746","FRA",1917,1
"4747","FRA",1918,1
"4748","FRA",1919,1
"4749","FRA",1920,1
"4750","FRA",1921,1
"4751","FRA",1922,1
"4752","FRA",1923,1
"4753","FRA",1924,1
"4754","FRA",1925,1
"4755","FRA",1926,1
"4756","FRA",1927,1
"4757","FRA",1928,1
"4758","FRA",1929,1
"4759","FRA",1930,1
"4760","FRA",1931,1
"4761","FRA",1932,1
"4762","FRA",1933,1
"4763","FRA",1934,1
"4764","FRA",1935,1
"4765","FRA",1936,1
"4766","FRA",1937,1
"4767","FRA",1938,1
"4768","FRA",1939,1
"4769","FRA",1940,1
"4770","FRA",1941,1
"4771","FRA",1942,1
"4772","FRA",1944,1
"4773","FRA",1945,1
"4774","FRA",1946,1
"4775","FRA",1947,1
"4776","FRA",1948,1
"4777","FRA",1949,1
"4778","FRA",1950,1
"4779","FRA",1951,1
"4780","FRA",1952,1
"4781","FRA",1953,1
"4782","FRA",1954,1
"4783","FRA",1955,1
"4784","FRA",1956,1
"4785","FRA",1957,1
"4786","FRA",1958,1
"4787","FRA",1959,1
"4788","FRA",1960,1
"4789","FRA",1961,1
"4790","FRA",1962,1
"4791","FRA",1963,1
"4792","FRA",1964,1
"4793","FRA",1965,1
"4794","FRA",1966,1
"4795","FRA",1967,1
"4796","FRA",1968,1
"4797","FRA",1969,1
"4798","FRA",1970,1
"4799","FRA",1971,1
"4800","FRA",1972,1
"4801","FRA",1973,1
"4802","FRA",1974,1
"4803","FRA",1975,1
"4804","FRA",1976,1
"4805","FRA",1977,1
"4806","FRA",1978,1
"4807","FRA",1979,1
"4808","FRA",1980,1
"4809","FRA",1981,1
"4810","FRA",1982,1
"4811","FRA",1983,1
"4812","FRA",1984,1
"4813","FRA",1985,1
"4814","FRA",1986,1
"4815","FRA",1987,1
"4816","FRA",1988,1
"4817","FRA",1989,1
"4818","FRA",1990,1
"4819","FRA",1991,1
"4820","FRA",1992,1
"4821","FRA",1993,1
"4822","FRA",1994,1
"4823","FRA",1995,1
"4824","FRA",1996,1
"4825","FRA",1997,1
"4826","FRA",1998,1
"4827","FRA",1999,1
"4828","FRA",2000,1
"4829","FRA",2001,1
"4830","FRA",2002,1
"4831","FRA",2003,1
"4832","FRA",2004,1
"4833","FRA",2005,1
"4834","FRA",2006,1
"4835","FRA",2007,1
"4836","FRA",2008,1
"4837","FRA",2009,1
"4838","FRA",2010,1
"4839","FRA",2011,1
"4840","FRA",2012,1
"4841","FRA",2013,1
"4842","FRA",2014,1
"4843","FRA",2015,1
"4844","FRA",2016,1
"4845","MCO",1993,1
"4846","MCO",1994,1
"4847","MCO",1995,1
"4848","MCO",1996,1
"4849","MCO",1997,1
"4850","MCO",1998,1
"4851","MCO",1999,1
"4852","MCO",2000,1
"4853","MCO",2001,1
"4854","MCO",2002,1
"4855","MCO",2003,1
"4856","MCO",2004,1
"4857","MCO",2005,1
"4858","MCO",2006,1
"4859","MCO",2007,1
"4860","MCO",2008,1
"4861","MCO",2009,1
"4862","MCO",2010,1
"4863","MCO",2011,1
"4864","MCO",2012,1
"4865","MCO",2013,1
"4866","MCO",2014,1
"4867","MCO",2015,1
"4868","MCO",2016,1
"4869","LIE",1990,1
"4870","LIE",1991,1
"4871","LIE",1992,1
"4872","LIE",1993,1
"4873","LIE",1994,1
"4874","LIE",1995,1
"4875","LIE",1996,1
"4876","LIE",1997,1
"4877","LIE",1998,1
"4878","LIE",1999,1
"4879","LIE",2000,1
"4880","LIE",2001,1
"4881","LIE",2002,1
"4882","LIE",2003,1
"4883","LIE",2004,1
"4884","LIE",2005,1
"4885","LIE",2006,1
"4886","LIE",2007,1
"4887","LIE",2008,1
"4888","LIE",2009,1
"4889","LIE",2010,1
"4890","LIE",2011,1
"4891","LIE",2012,1
"4892","LIE",2013,1
"4893","LIE",2014,1
"4894","LIE",2015,1
"4895","LIE",2016,1
"4896","CHE",1816,1
"4897","CHE",1817,1
"4898","CHE",1818,1
"4899","CHE",1819,1
"4900","CHE",1820,1
"4901","CHE",1821,1
"4902","CHE",1822,1
"4903","CHE",1823,1
"4904","CHE",1824,1
"4905","CHE",1825,1
"4906","CHE",1826,1
"4907","CHE",1827,1
"4908","CHE",1828,1
"4909","CHE",1829,1
"4910","CHE",1830,1
"4911","CHE",1831,1
"4912","CHE",1832,1
"4913","CHE",1833,1
"4914","CHE",1834,1
"4915","CHE",1835,1
"4916","CHE",1836,1
"4917","CHE",1837,1
"4918","CHE",1838,1
"4919","CHE",1839,1
"4920","CHE",1840,1
"4921","CHE",1841,1
"4922","CHE",1842,1
"4923","CHE",1843,1
"4924","CHE",1844,1
"4925","CHE",1845,1
"4926","CHE",1846,1
"4927","CHE",1847,1
"4928","CHE",1848,1
"4929","CHE",1849,1
"4930","CHE",1850,1
"4931","CHE",1851,1
"4932","CHE",1852,1
"4933","CHE",1853,1
"4934","CHE",1854,1
"4935","CHE",1855,1
"4936","CHE",1856,1
"4937","CHE",1857,1
"4938","CHE",1858,1
"4939","CHE",1859,1
"4940","CHE",1860,1
"4941","CHE",1861,1
"4942","CHE",1862,1
"4943","CHE",1863,1
"4944","CHE",1864,1
"4945","CHE",1865,1
"4946","CHE",1866,1
"4947","CHE",1867,1
"4948","CHE",1868,1
"4949","CHE",1869,1
"4950","CHE",1870,1
"4951","CHE",1871,1
"4952","CHE",1872,1
"4953","CHE",1873,1
"4954","CHE",1874,1
"4955","CHE",1875,1
"4956","CHE",1876,1
"4957","CHE",1877,1
"4958","CHE",1878,1
"4959","CHE",1879,1
"4960","CHE",1880,1
"4961","CHE",1881,1
"4962","CHE",1882,1
"4963","CHE",1883,1
"4964","CHE",1884,1
"4965","CHE",1885,1
"4966","CHE",1886,1
"4967","CHE",1887,1
"4968","CHE",1888,1
"4969","CHE",1889,1
"4970","CHE",1890,1
"4971","CHE",1891,1
"4972","CHE",1892,1
"4973","CHE",1893,1
"4974","CHE",1894,1
"4975","CHE",1895,1
"4976","CHE",1896,1
"4977","CHE",1897,1
"4978","CHE",1898,1
"4979","CHE",1899,1
"4980","CHE",1900,1
"4981","CHE",1901,1
"4982","CHE",1902,1
"4983","CHE",1903,1
"4984","CHE",1904,1
"4985","CHE",1905,1
"4986","CHE",1906,1
"4987","CHE",1907,1
"4988","CHE",1908,1
"4989","CHE",1909,1
"4990","CHE",1910,1
"4991","CHE",1911,1
"4992","CHE",1912,1
"4993","CHE",1913,1
"4994","CHE",1914,1
"4995","CHE",1915,1
"4996","CHE",1916,1
"4997","CHE",1917,1
"4998","CHE",1918,1
"4999","CHE",1919,1
"5000","CHE",1920,1
"5001","CHE",1921,1
"5002","CHE",1922,1
"5003","CHE",1923,1
"5004","CHE",1924,1
"5005","CHE",1925,1
"5006","CHE",1926,1
"5007","CHE",1927,1
"5008","CHE",1928,1
"5009","CHE",1929,1
"5010","CHE",1930,1
"5011","CHE",1931,1
"5012","CHE",1932,1
"5013","CHE",1933,1
"5014","CHE",1934,1
"5015","CHE",1935,1
"5016","CHE",1936,1
"5017","CHE",1937,1
"5018","CHE",1938,1
"5019","CHE",1939,1
"5020","CHE",1940,1
"5021","CHE",1941,1
"5022","CHE",1942,1
"5023","CHE",1943,1
"5024","CHE",1944,1
"5025","CHE",1945,1
"5026","CHE",1946,1
"5027","CHE",1947,1
"5028","CHE",1948,1
"5029","CHE",1949,1
"5030","CHE",1950,1
"5031","CHE",1951,1
"5032","CHE",1952,1
"5033","CHE",1953,1
"5034","CHE",1954,1
"5035","CHE",1955,1
"5036","CHE",1956,1
"5037","CHE",1957,1
"5038","CHE",1958,1
"5039","CHE",1959,1
"5040","CHE",1960,1
"5041","CHE",1961,1
"5042","CHE",1962,1
"5043","CHE",1963,1
"5044","CHE",1964,1
"5045","CHE",1965,1
"5046","CHE",1966,1
"5047","CHE",1967,1
"5048","CHE",1968,1
"5049","CHE",1969,1
"5050","CHE",1970,1
"5051","CHE",1971,1
"5052","CHE",1972,1
"5053","CHE",1973,1
"5054","CHE",1974,1
"5055","CHE",1975,1
"5056","CHE",1976,1
"5057","CHE",1977,1
"5058","CHE",1978,1
"5059","CHE",1979,1
"5060","CHE",1980,1
"5061","CHE",1981,1
"5062","CHE",1982,1
"5063","CHE",1983,1
"5064","CHE",1984,1
"5065","CHE",1985,1
"5066","CHE",1986,1
"5067","CHE",1987,1
"5068","CHE",1988,1
"5069","CHE",1989,1
"5070","CHE",1990,1
"5071","CHE",1991,1
"5072","CHE",1992,1
"5073","CHE",1993,1
"5074","CHE",1994,1
"5075","CHE",1995,1
"5076","CHE",1996,1
"5077","CHE",1997,1
"5078","CHE",1998,1
"5079","CHE",1999,1
"5080","CHE",2000,1
"5081","CHE",2001,1
"5082","CHE",2002,1
"5083","CHE",2003,1
"5084","CHE",2004,1
"5085","CHE",2005,1
"5086","CHE",2006,1
"5087","CHE",2007,1
"5088","CHE",2008,1
"5089","CHE",2009,1
"5090","CHE",2010,1
"5091","CHE",2011,1
"5092","CHE",2012,1
"5093","CHE",2013,1
"5094","CHE",2014,1
"5095","CHE",2015,1
"5096","CHE",2016,1
"5097","ESP",1816,1
"5098","ESP",1817,1
"5099","ESP",1818,1
"5100","ESP",1819,1
"5101","ESP",1820,1
"5102","ESP",1821,1
"5103","ESP",1822,1
"5104","ESP",1823,1
"5105","ESP",1824,1
"5106","ESP",1825,1
"5107","ESP",1826,1
"5108","ESP",1827,1
"5109","ESP",1828,1
"5110","ESP",1829,1
"5111","ESP",1830,1
"5112","ESP",1831,1
"5113","ESP",1832,1
"5114","ESP",1833,1
"5115","ESP",1834,1
"5116","ESP",1835,1
"5117","ESP",1836,1
"5118","ESP",1837,1
"5119","ESP",1838,1
"5120","ESP",1839,1
"5121","ESP",1840,1
"5122","ESP",1841,1
"5123","ESP",1842,1
"5124","ESP",1843,1
"5125","ESP",1844,1
"5126","ESP",1845,1
"5127","ESP",1846,1
"5128","ESP",1847,1
"5129","ESP",1848,1
"5130","ESP",1849,1
"5131","ESP",1850,1
"5132","ESP",1851,1
"5133","ESP",1852,1
"5134","ESP",1853,1
"5135","ESP",1854,1
"5136","ESP",1855,1
"5137","ESP",1856,1
"5138","ESP",1857,1
"5139","ESP",1858,1
"5140","ESP",1859,1
"5141","ESP",1860,1
"5142","ESP",1861,1
"5143","ESP",1862,1
"5144","ESP",1863,1
"5145","ESP",1864,1
"5146","ESP",1865,1
"5147","ESP",1866,1
"5148","ESP",1867,1
"5149","ESP",1868,1
"5150","ESP",1869,1
"5151","ESP",1870,1
"5152","ESP",1871,1
"5153","ESP",1872,1
"5154","ESP",1873,1
"5155","ESP",1874,1
"5156","ESP",1875,1
"5157","ESP",1876,1
"5158","ESP",1877,1
"5159","ESP",1878,1
"5160","ESP",1879,1
"5161","ESP",1880,1
"5162","ESP",1881,1
"5163","ESP",1882,1
"5164","ESP",1883,1
"5165","ESP",1884,1
"5166","ESP",1885,1
"5167","ESP",1886,1
"5168","ESP",1887,1
"5169","ESP",1888,1
"5170","ESP",1889,1
"5171","ESP",1890,1
"5172","ESP",1891,1
"5173","ESP",1892,1
"5174","ESP",1893,1
"5175","ESP",1894,1
"5176","ESP",1895,1
"5177","ESP",1896,1
"5178","ESP",1897,1
"5179","ESP",1898,1
"5180","ESP",1899,1
"5181","ESP",1900,1
"5182","ESP",1901,1
"5183","ESP",1902,1
"5184","ESP",1903,1
"5185","ESP",1904,1
"5186","ESP",1905,1
"5187","ESP",1906,1
"5188","ESP",1907,1
"5189","ESP",1908,1
"5190","ESP",1909,1
"5191","ESP",1910,1
"5192","ESP",1911,1
"5193","ESP",1912,1
"5194","ESP",1913,1
"5195","ESP",1914,1
"5196","ESP",1915,1
"5197","ESP",1916,1
"5198","ESP",1917,1
"5199","ESP",1918,1
"5200","ESP",1919,1
"5201","ESP",1920,1
"5202","ESP",1921,1
"5203","ESP",1922,1
"5204","ESP",1923,1
"5205","ESP",1924,1
"5206","ESP",1925,1
"5207","ESP",1926,1
"5208","ESP",1927,1
"5209","ESP",1928,1
"5210","ESP",1929,1
"5211","ESP",1930,1
"5212","ESP",1931,1
"5213","ESP",1932,1
"5214","ESP",1933,1
"5215","ESP",1934,1
"5216","ESP",1935,1
"5217","ESP",1936,1
"5218","ESP",1937,1
"5219","ESP",1938,1
"5220","ESP",1939,1
"5221","ESP",1940,1
"5222","ESP",1941,1
"5223","ESP",1942,1
"5224","ESP",1943,1
"5225","ESP",1944,1
"5226","ESP",1945,1
"5227","ESP",1946,1
"5228","ESP",1947,1
"5229","ESP",1948,1
"5230","ESP",1949,1
"5231","ESP",1950,1
"5232","ESP",1951,1
"5233","ESP",1952,1
"5234","ESP",1953,1
"5235","ESP",1954,1
"5236","ESP",1955,1
"5237","ESP",1956,1
"5238","ESP",1957,1
"5239","ESP",1958,1
"5240","ESP",1959,1
"5241","ESP",1960,1
"5242","ESP",1961,1
"5243","ESP",1962,1
"5244","ESP",1963,1
"5245","ESP",1964,1
"5246","ESP",1965,1
"5247","ESP",1966,1
"5248","ESP",1967,1
"5249","ESP",1968,1
"5250","ESP",1969,1
"5251","ESP",1970,1
"5252","ESP",1971,1
"5253","ESP",1972,1
"5254","ESP",1973,1
"5255","ESP",1974,1
"5256","ESP",1975,1
"5257","ESP",1976,1
"5258","ESP",1977,1
"5259","ESP",1978,1
"5260","ESP",1979,1
"5261","ESP",1980,1
"5262","ESP",1981,1
"5263","ESP",1982,1
"5264","ESP",1983,1
"5265","ESP",1984,1
"5266","ESP",1985,1
"5267","ESP",1986,1
"5268","ESP",1987,1
"5269","ESP",1988,1
"5270","ESP",1989,1
"5271","ESP",1990,1
"5272","ESP",1991,1
"5273","ESP",1992,1
"5274","ESP",1993,1
"5275","ESP",1994,1
"5276","ESP",1995,1
"5277","ESP",1996,1
"5278","ESP",1997,1
"5279","ESP",1998,1
"5280","ESP",1999,1
"5281","ESP",2000,1
"5282","ESP",2001,1
"5283","ESP",2002,1
"5284","ESP",2003,1
"5285","ESP",2004,1
"5286","ESP",2005,1
"5287","ESP",2006,1
"5288","ESP",2007,1
"5289","ESP",2008,1
"5290","ESP",2009,1
"5291","ESP",2010,1
"5292","ESP",2011,1
"5293","ESP",2012,1
"5294","ESP",2013,1
"5295","ESP",2014,1
"5296","ESP",2015,1
"5297","ESP",2016,1
"5298","AND",1993,1
"5299","AND",1994,1
"5300","AND",1995,1
"5301","AND",1996,1
"5302","AND",1997,1
"5303","AND",1998,1
"5304","AND",1999,1
"5305","AND",2000,1
"5306","AND",2001,1
"5307","AND",2002,1
"5308","AND",2003,1
"5309","AND",2004,1
"5310","AND",2005,1
"5311","AND",2006,1
"5312","AND",2007,1
"5313","AND",2008,1
"5314","AND",2009,1
"5315","AND",2010,1
"5316","AND",2011,1
"5317","AND",2012,1
"5318","AND",2013,1
"5319","AND",2014,1
"5320","AND",2015,1
"5321","AND",2016,1
"5322","PRT",1816,1
"5323","PRT",1817,1
"5324","PRT",1818,1
"5325","PRT",1819,1
"5326","PRT",1820,1
"5327","PRT",1821,1
"5328","PRT",1822,1
"5329","PRT",1823,1
"5330","PRT",1824,1
"5331","PRT",1825,1
"5332","PRT",1826,1
"5333","PRT",1827,1
"5334","PRT",1828,1
"5335","PRT",1829,1
"5336","PRT",1830,1
"5337","PRT",1831,1
"5338","PRT",1832,1
"5339","PRT",1833,1
"5340","PRT",1834,1
"5341","PRT",1835,1
"5342","PRT",1836,1
"5343","PRT",1837,1
"5344","PRT",1838,1
"5345","PRT",1839,1
"5346","PRT",1840,1
"5347","PRT",1841,1
"5348","PRT",1842,1
"5349","PRT",1843,1
"5350","PRT",1844,1
"5351","PRT",1845,1
"5352","PRT",1846,1
"5353","PRT",1847,1
"5354","PRT",1848,1
"5355","PRT",1849,1
"5356","PRT",1850,1
"5357","PRT",1851,1
"5358","PRT",1852,1
"5359","PRT",1853,1
"5360","PRT",1854,1
"5361","PRT",1855,1
"5362","PRT",1856,1
"5363","PRT",1857,1
"5364","PRT",1858,1
"5365","PRT",1859,1
"5366","PRT",1860,1
"5367","PRT",1861,1
"5368","PRT",1862,1
"5369","PRT",1863,1
"5370","PRT",1864,1
"5371","PRT",1865,1
"5372","PRT",1866,1
"5373","PRT",1867,1
"5374","PRT",1868,1
"5375","PRT",1869,1
"5376","PRT",1870,1
"5377","PRT",1871,1
"5378","PRT",1872,1
"5379","PRT",1873,1
"5380","PRT",1874,1
"5381","PRT",1875,1
"5382","PRT",1876,1
"5383","PRT",1877,1
"5384","PRT",1878,1
"5385","PRT",1879,1
"5386","PRT",1880,1
"5387","PRT",1881,1
"5388","PRT",1882,1
"5389","PRT",1883,1
"5390","PRT",1884,1
"5391","PRT",1885,1
"5392","PRT",1886,1
"5393","PRT",1887,1
"5394","PRT",1888,1
"5395","PRT",1889,1
"5396","PRT",1890,1
"5397","PRT",1891,1
"5398","PRT",1892,1
"5399","PRT",1893,1
"5400","PRT",1894,1
"5401","PRT",1895,1
"5402","PRT",1896,1
"5403","PRT",1897,1
"5404","PRT",1898,1
"5405","PRT",1899,1
"5406","PRT",1900,1
"5407","PRT",1901,1
"5408","PRT",1902,1
"5409","PRT",1903,1
"5410","PRT",1904,1
"5411","PRT",1905,1
"5412","PRT",1906,1
"5413","PRT",1907,1
"5414","PRT",1908,1
"5415","PRT",1909,1
"5416","PRT",1910,1
"5417","PRT",1911,1
"5418","PRT",1912,1
"5419","PRT",1913,1
"5420","PRT",1914,1
"5421","PRT",1915,1
"5422","PRT",1916,1
"5423","PRT",1917,1
"5424","PRT",1918,1
"5425","PRT",1919,1
"5426","PRT",1920,1
"5427","PRT",1921,1
"5428","PRT",1922,1
"5429","PRT",1923,1
"5430","PRT",1924,1
"5431","PRT",1925,1
"5432","PRT",1926,1
"5433","PRT",1927,1
"5434","PRT",1928,1
"5435","PRT",1929,1
"5436","PRT",1930,1
"5437","PRT",1931,1
"5438","PRT",1932,1
"5439","PRT",1933,1
"5440","PRT",1934,1
"5441","PRT",1935,1
"5442","PRT",1936,1
"5443","PRT",1937,1
"5444","PRT",1938,1
"5445","PRT",1939,1
"5446","PRT",1940,1
"5447","PRT",1941,1
"5448","PRT",1942,1
"5449","PRT",1943,1
"5450","PRT",1944,1
"5451","PRT",1945,1
"5452","PRT",1946,1
"5453","PRT",1947,1
"5454","PRT",1948,1
"5455","PRT",1949,1
"5456","PRT",1950,1
"5457","PRT",1951,1
"5458","PRT",1952,1
"5459","PRT",1953,1
"5460","PRT",1954,1
"5461","PRT",1955,1
"5462","PRT",1956,1
"5463","PRT",1957,1
"5464","PRT",1958,1
"5465","PRT",1959,1
"5466","PRT",1960,1
"5467","PRT",1961,1
"5468","PRT",1962,1
"5469","PRT",1963,1
"5470","PRT",1964,1
"5471","PRT",1965,1
"5472","PRT",1966,1
"5473","PRT",1967,1
"5474","PRT",1968,1
"5475","PRT",1969,1
"5476","PRT",1970,1
"5477","PRT",1971,1
"5478","PRT",1972,1
"5479","PRT",1973,1
"5480","PRT",1974,1
"5481","PRT",1975,1
"5482","PRT",1976,1
"5483","PRT",1977,1
"5484","PRT",1978,1
"5485","PRT",1979,1
"5486","PRT",1980,1
"5487","PRT",1981,1
"5488","PRT",1982,1
"5489","PRT",1983,1
"5490","PRT",1984,1
"5491","PRT",1985,1
"5492","PRT",1986,1
"5493","PRT",1987,1
"5494","PRT",1988,1
"5495","PRT",1989,1
"5496","PRT",1990,1
"5497","PRT",1991,1
"5498","PRT",1992,1
"5499","PRT",1993,1
"5500","PRT",1994,1
"5501","PRT",1995,1
"5502","PRT",1996,1
"5503","PRT",1997,1
"5504","PRT",1998,1
"5505","PRT",1999,1
"5506","PRT",2000,1
"5507","PRT",2001,1
"5508","PRT",2002,1
"5509","PRT",2003,1
"5510","PRT",2004,1
"5511","PRT",2005,1
"5512","PRT",2006,1
"5513","PRT",2007,1
"5514","PRT",2008,1
"5515","PRT",2009,1
"5516","PRT",2010,1
"5517","PRT",2011,1
"5518","PRT",2012,1
"5519","PRT",2013,1
"5520","PRT",2014,1
"5521","PRT",2015,1
"5522","PRT",2016,1
"5523",NA,1837,1
"5524",NA,1838,1
"5525",NA,1839,1
"5526",NA,1840,1
"5527",NA,1841,1
"5528",NA,1842,1
"5529",NA,1843,1
"5530",NA,1844,1
"5531",NA,1845,1
"5532",NA,1846,1
"5533",NA,1847,1
"5534",NA,1848,1
"5535",NA,1849,1
"5536",NA,1850,1
"5537",NA,1851,1
"5538",NA,1852,1
"5539",NA,1853,1
"5540",NA,1854,1
"5541",NA,1855,1
"5542",NA,1856,1
"5543",NA,1857,1
"5544",NA,1858,1
"5545",NA,1859,1
"5546",NA,1860,1
"5547",NA,1861,1
"5548",NA,1862,1
"5549",NA,1863,1
"5550",NA,1864,1
"5551",NA,1865,1
"5552",NA,1866,1
"5553",NA,1816,1
"5554",NA,1817,1
"5555",NA,1818,1
"5556",NA,1819,1
"5557",NA,1820,1
"5558",NA,1821,1
"5559",NA,1822,1
"5560",NA,1823,1
"5561",NA,1824,1
"5562",NA,1825,1
"5563",NA,1826,1
"5564",NA,1827,1
"5565",NA,1828,1
"5566",NA,1829,1
"5567",NA,1830,1
"5568",NA,1831,1
"5569",NA,1832,1
"5570",NA,1833,1
"5571",NA,1834,1
"5572",NA,1835,1
"5573",NA,1836,1
"5574",NA,1837,1
"5575",NA,1838,1
"5576",NA,1839,1
"5577",NA,1840,1
"5578",NA,1841,1
"5579",NA,1842,1
"5580",NA,1843,1
"5581",NA,1844,1
"5582",NA,1845,1
"5583",NA,1846,1
"5584",NA,1847,1
"5585",NA,1848,1
"5586",NA,1849,1
"5587",NA,1850,1
"5588",NA,1851,1
"5589",NA,1852,1
"5590",NA,1853,1
"5591",NA,1854,1
"5592",NA,1855,1
"5593",NA,1856,1
"5594",NA,1857,1
"5595",NA,1858,1
"5596",NA,1859,1
"5597",NA,1860,1
"5598",NA,1861,1
"5599",NA,1862,1
