"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Australia","AUS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","17.8670982825286","17.0442438740025","18.0846827714362","19.9021894938025","20.328231251652","20.5622749130878","20.4329053841535","19.7972796343613","20.4414423126995","21.493078834247","21.6161581650666","21.7443710779934","21.0434065367564","22.543537102293","22.6098985551798","23.2646618225601","23.1785482725617","22.6900587977613","22.4768790778869","22.3744082918756","20.6810434617934","20.0182683416405","20.0445725990162","21.2143147440084","21.9291545283444","22.4309416143968","22.2720061486455","22.4752112825954","23.0768998077618","24.9402183625363","23.6166114022748","24.365136835797","24.3441934685885","24.8369690720979","24.5893841012414","24.0931056982697","24.2553169802763","22.0436537065179","20.5269552747402","20.3503122216089","21.1170969777079","21.9581112368817","21.9088787823813","21.865491896164","22.1192812248226","21.915858625435","22.9858152961273","",
"Austria","AUT","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","17.888785545061","18.1969508473203","18.3973409930983","18.0109254054139","17.8623323843713","17.9992930878546","18.7775498563958","18.5501164112901","18.5780047045143","18.94982574072","18.1904204583364","18.0325887657024","18.9640774355352","18.1037840600629","17.9723367089122","17.720084109956","18.5628007757016","17.8057518142916","17.9810832815335","18.1671785806239","18.9204805390378","18.935455757724","18.3455730614349","24.6001061668802","25.9400360072768","26.7977121693633","26.8898454625725","26.6278222019285","26.225079875854","27.9655719884559","26.9755003214763","26.6469699320882","26.3086724864457","25.5139554642579","25.0504425566822","25.3919943156154","26.0775197165623","25.2251652368968","25.2816355062362","25.4279852755305","25.92819764092","26.4151730942712","26.4178983110922","26.8261674155428","25.4410981749747","25.3552369771872","25.4055474663294","",
"Azerbaijan","AZE","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5591673338671","17.9540725466304","9.85045743980092","10.693809961055","12.6793349997094","12.7334587163254","","","","","","","","","16.4211753684861","14.1067089869809","12.1577769928176","12.2247609538804","12.7786393685483","13.3883331614589","14.2125356482603","15.603134234766","14.5555165725558","13.1640455061148","13.0191924027409","",
"Burundi","BDI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","10.3469088609778","10.6769157211424","8.85599061313257","11.3689251104055","13.4785767337281","14.9653224763885","14.0944867354778","13.0050715550755","11.6093480190153","","","","","","","","","","15.142662979358","15.1227839627811","14.9289163092236","15.6160547727238","16.6782065784591","13.4389965792474","11.4203617269545","14.3476586706647","13.5974418093983","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.62241940319","26.0298916733672","26.5670243171063","27.1630417867819","27.0095118766394","27.2747413568488","26.7865121102057","25.712345094836","25.0766180109402","25.5379612606576","25.4713299290151","25.2877504793919","24.7885375338784","25.2541698756848","23.7814627872664","24.4682424221396","24.9366568094395","25.8241412500612","26.1908470779882","26.1345254492953","24.3545378057285","22.8271070545698","23.3783167090423","23.9790674520758","",
"Benin","BEN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","13.0574947445606","12.9726711934565","12.26007922036","10.7891425473787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8661580190309","11.0910164006408","12.6990094553648","11.7528155851399","12.1224754317492","12.6856958251573","11.8643272249996","12.515250219583","12.7204264979693","13.7468327114361","15.6260996691914","16.8171059045135","15.3716996477856","15.0749297615291","16.6862334297436","17.4164354178468","17.1952325213861","",
"Bangladesh","BGD","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.61116027143823","6.69138419067813","6.96521390375867","7.04644841818552","7.13567003946154","7.04330405780911","6.91726266856821","7.65602988282474","7.49811626276927","7.83468474946733","8.68592470557816","9.02456268993842","8.96241331564248","8.6353777373447","8.49834882820801","8.76502765162342","","","",
"Bulgaria","BGR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8331284450966","22.3338246131172","16.9033864541833","15.2137838742054","21.2389649923896","12.3349633251834","13.8076763389768","14.9216352808286","16.2305829487306","17.0038483655505","17.1591317611842","17.2719033527365","15.414080849075","19.9246411252947","21.2166563943023","20.4671904139247","21.1119297395108","22.88226868776","22.1789009551115","19.033470848479","18.4509042908175","17.739230302505","19.01695140443","20.0183409249983","19.6231672954773","20.4703619071704","20.4767034951663","20.3599831753965","20.5131641978294","",
"Bahrain","BHR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","3.44529833347725","3.75795689853516","4.13627079077911","5.4044431785816","5.71331290432414","5.89177772922584","6.43025180796375","5.3159797174204","4.87752316643919","5.17656777035864","5.18737424547284","5.04119375468111","5.39072995969548","5.34956272694727","5.1734018738224","4.79676297157238","5.04293270465644","5.09780902702597","5.66427250440841","5.01305503165515","3.73277772071662","4.10364290899394","3.57899289191497","3.30681318786877","4.21684066611925","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8629185091598","13.6379999742861","15.4326149887424","15.3945666235446","16.7167842896594","17.3461650627005","17.0490440565254","10.3952396894681","9.97250198295972","10.3236780424448","10.6786875949518","9.85954269322648","8.99909471285283","9.28851905674012","9.42833415605685","10.0017079766577","11.2483316531019","11.3588658867582","12.1213661409842","11.2520687319925","10.8769027789884","12.8783122899175","11.9084464344014","11.5079004421218","11.4130922818946","12.7672710873616","14.0407005963948","15.1155176372794","14.7746307698499","",
"Bosnia and Herzegovina","BIH","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8860923938628","21.6899549903613","21.3942696573542","20.3021131798131","18.9462862896253","19.685676092678","20.3056652821355","20.4775397851709","19.751544642443","19.7779015559579","19.9342170926829","19.9514915061892","20.2593374095498","20.4626926734868","",
"Belarus","BLR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5434782608696","26.6395939086294","24.7501826561007","19.8876469280001","18.7997748111698","20.7345909549383","17.1123289388046","16.6724761934976","16.6247345026167","15.7546642442876","14.2010383230738","17.6881219095961","18.3713469008917","20.1496562779039","22.2230966228065","23.7266987288672","25.3533892055523","18.6294706290955","16.321438373621","14.5090725642403","14.6629750334495","13.3549628478795","12.6977245264198","14.1730944654204","13.7882356123814","13.0190056104974","14.6725689698389","",
"Belize","BLZ","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4561776945606","20.7109742461983","19.9355857170947","19.5219057681118","19.9161180152934","18.7529307879312","19.5388470990381","19.655231464815","19.6984016298002","17.4015109336991","17.8275942197101","18.7020149780825","19.299784778723","19.1743210557668","19.6634102049874","21.3042922979813","21.7845669299358","22.9230721606196","21.6991116961427","22.5104149698457","23.9382075335626","22.9710399303348","23.115903669428","23.8019489139816","25.5417958475279","25.0706939772645","26.045648021199","26.3380070062918","","",
"Bermuda","BMU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","8.25811294089406","8.02206270984306","7.9937886618767","7.28055157095923","7.09474294200697","7.23622455957132","7.93272969948769","8.89978861639267","9.51634551726199","10.0454683908601","9.72232946393514","12.2938524583722","12.620346055287","13.5465290639342","12.0397851365894","12.330802904887","11.7825459584955","13.184104859735","12.9730002345066","15.0163488230343","16.2151641869683","16.8161682173735","16.9648658038032","","","","","","","","","","","","",
"Brazil","BRA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","12.1133874132003","12.2289274731164","11.8715410084698","12.5364620033176","10.3084325814898","10.5676286414884","10.8388842849553","10.0974709555919","9.83010507720893","9.93085106215959","12.0091242848293","9.52972648557028","9.73379539867745","10.5001503202562","11.6428205077901","","","10.195504832701","11.9522879043931","13.1676782681546","13.7748558448485","14.5597634912304","15.7200793014938","15.2443835794125","15.752770727775","16.5289704985959","15.3813115855246","15.7755338293533","15.4928137311561","14.4175315312695","14.2561039605367","14.8598762321728","13.6514575347955","13.4416902618947","12.7616868933036","12.8248632636748","12.7686228138995","13.615780876239","14.1786055897712","",
"Barbados","BRB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.7396827335603","25.2621395137081","26.2010494444872","25.2849606131742","25.9597132328063","25.4291850148292","24.7137894347603","24.7133216545613","25.951883541992","24.4706742332481","23.0699473021349","23.517045401494","25.335387874299","27.4348156801983","","","",
"Brunei Darussalam","BRN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","5.42969545157606","6.27833472253946","7.20804942537648","6.37929185166339","6.75370239737533","","5.97022752058754","5.19127712718609","4.41394270965256","4.95247801880619","5.04877265136773","6.23357039072189","5.92463011173419","6.61170560046873","7.53024467648853","6.53889839316487","8.01373770379845","7.01519789586183","10.3646493657688","8.80298562101943","9.53685374702014","9.6443472198942","7.90960327506886","8.5762682615315","9.2657127663026","7.69828606489172","8.62515392834394","9.46561850167949","13.4615326373597","13.8352247032601","15.0542417237449","14.7226979088787","13.698650702631","13.2620386190899","12.9794732066317","12.5415621399836","16.0188437452809","",
"Botswana","BWA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5016129375315","25.557193488693","27.8455400724745","23.6847992198649","19.9167439175835","16.7657958548749","14.9371078939367","","","","","","","","","","26.9325573337029","25.7128158352885","27.3742013503065","27.2860533541824","23.6044320835328","23.6674547178487","27.1153599279113","25.6098926611863","25.7912820537282","24.6874946514015","20.8507231168555","22.1454406013011","19.5996597645212","",
"Central African Republic","CAF","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.21197995714737","","","","8.28435088958081","7.90850338366884","8.4078921966114","7.54040362417486","8.17237728051962","","4.09850069590061","5.44899138512974","6.80758893701064","7.08124424919758","8.63983071970915","",
"Canada","CAN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.163120475269","14.4495626046653","14.3571609133277","13.696871373931","13.1145132342082","13.3295053035503","13.9240137079168","14.615997344839","14.7191652574696","14.7505420833922","14.9073416407909","14.2315903919755","13.425258017978","13.275753268971","13.3903103940191","13.3421499081176","13.3872847399858","13.3694135232077","12.4210262668013","12.3355440500458","11.760444874682","11.8315383389777","11.6925644390413","11.6523990109258","11.8363665598087","12.4186044403667","12.5071152432227","12.7367220452785","12.935227994197","",
"Central Europe and the Baltics","CEB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3330802946244","20.3515919920938","19.6514864414815","19.3494824959075","19.2898907393076","18.5070434947755","17.9615366230431","17.2233907409151","17.3773622394707","17.7425778675528","17.3605251249474","17.508209159857","17.7533605974839","18.2839854121469","18.0993632870252","16.6980087626153","16.9630680763701","17.1662044063677","17.1979740162123","17.1946333910799","17.1986393399113","17.6548159038275","17.6601514184425","17.7066231204589","17.8350758680307","",
"Switzerland","CHE","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","6.9970140877242","6.66166807772013","6.82143686698951","6.89607287151626","7.91484402288783","7.60029030355443","7.7818008494974","7.33901381873864","7.50969301365321","7.52548118423455","7.8273308952039","7.86313760189211","8.02519384878365","7.90091505221303","8.55708600390149","8.20425458347906","8.58730666377377","8.05824778709804","8.09388438631098","7.85051962641804","8.01418701920018","7.38824786403865","7.92278478504873","8.0040298624295","8.44204677283679","8.41819661803643","9.39211078958565","9.03777779263249","10.2046267047255","9.21083341313816","9.19320406437584","9.19075064322806","9.2239155341278","9.42932670110041","9.52176158382273","9.35966751808404","9.91292398527058","9.68154103462585","9.71921849028877","9.65174079217263","9.52037349589249","9.60281530668764","9.40177319848149","9.84160215117889","9.73090811556846","10.4011560301206","10.0809376365226","",
"Channel Islands","CHI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","16.2232711468311","17.4205000961031","16.337951930124","20.6011544042575","18.3977542528978","18.7557734246353","18.6808148161421","17.9453589017587","19.0466235497464","20.1205861545475","19.7534985647664","18.8434547124414","20.028187295002","18.1312115808601","17.9795039650436","16.8083162620642","14.3740317441218","13.9403644948977","13.3073843505649","15.2279630659371","15.7428897446275","16.3145899577863","15.6247442076011","15.1007539454673","16.17060718867","15.9253540500661","15.8520768946625","15.179757009668","16.1526928162893","16.0335518222945","16.2016951438812","15.9489633682809","16.4022315155121","18.0251236302119","19.4919068546328","20.2569326180008","18.7118596070048","14.5230954986113","17.3565143958498","18.858990847612","18.9948668666767","17.3869727033394","16.9701561950682","17.4437618328638","17.3963114664909","17.4187200193666","18.2210574307074","",
"China","CHN","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.56924385784706","9.05725398274024","9.77140692274456","10.1014269309489","10.3094430300097","10.2120475134966","10.3127944776839","10.256767796799","9.90773307685873","9.7130678520448","9.41608682830391","9.20099956990515","9.54879054281323","","",
"Cote d'Ivoire","CIV","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0109074301712","","","","","18.8190745863034","","","","","","14.3103033452787","14.633696183801","13.3776188984917","14.1947936415008","13.8840880605387","14.6578586724321","15.0584167493245","15.053502752571","14.5990317093383","14.3255146586256","10.9316199099345","14.3904685399922","14.5426974485359","13.9736401625078","15.4480282917722","15.7065650315498","16.1832133095476","15.866921372629","",
"Cameroon","CMR","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.76735861979995","8.90515524474841","9.75370088625251","7.29762402787841","6.33224772347153","7.78902933088048","","","10.112523126378","10.4861780621864","","","","","","","","","","","","","11.7545941731807","12.0104146851817","12.7758704140547","12.6128073233581","12.0698865506137","12.2454523268794","12.7553005804025","",
"Congo, Dem. Rep.","COD","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","9.37591904213335","9.43446478003595","10.503159469959","8.03289755429522","6.1092948452258","6.22339933627597","5.48574084030153","7.21910739305934","8.11515060402112","7.40531775740762","6.98266871553455","7.04959166008086","8.31551167717545","10.1000383593297","8.7071753370947","8.74504378724358","9.32071013221703","10.7040628010462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.07093687448128","8.14290465105231","8.64750467565705","7.81359440634417","6.2117545554552","5.52367288378766","6.29784729635075","5.76927458639243","8.30170485814703","7.55121672671986","8.79472263417343","9.41522149386921","10.992482755001","12.0935270107388","17.7224829251601","15.6113600277101","14.30978888077","9.28373428030306","",
"Colombia","COL","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7437321544523","13.4769212818618","11.219754185325","","","11.2588268638482","","","","","13.0571728900859","12.6699773393044","12.1616644195667","14.5972286500442","13.2393726453632","14.0312766150922","15.6997483720014","15.797262655066","14.3852129298513","14.6633282566185","14.5123615286387","",
"Comoros","COM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0769713606117","22.7444438575378","20.9067631506814","21.2837976760053","18.4206417086846","18.4461405571435","19.7309446019578","17.8819849854701","17.8393062484842","17.0527583740425","18.7780857967901","18.6038176606685","20.0867526837254","","",
"Costa Rica","CRI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","11.4413690693542","12.4970478184578","13.6201639990327","12.4370708760522","12.1882799048153","12.3050282048147","12.6515622799897","11.883970601474","11.6168139669017","12.381200780513","12.6557483542812","15.2187698161065","14.7168072809855","13.2730530245079","13.2573983298679","14.4341578176762","14.7022326120795","13.7047507846128","13.0573346474185","10.6266301805556","12.0263308805085","12.0927729869643","11.6409136208436","12.3142972467788","12.7082561935576","12.6760001599543","12.8868199287927","13.1885695945568","12.8947795254088","13.413770518539","13.4280657497873","13.6447951170138","13.4177874708154","13.6985431891334","13.9107526109147","14.9346454560169","15.3264626782516","13.2621603769636","13.0880851054004","13.3652340296961","13.3191976561239","13.7417149909108","13.4166589919403","13.6570929886303","13.910101247384","13.7771705716129","13.6841916711979","",
"Caribbean small states","CSS","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4742764054281","18.7816528928338","20.2525367499001","20.6841354134022","22.518900967188","24.5227829082972","22.9954978974572","24.5549181707469","23.3022051092447","22.7801833700578","22.7272339255557","22.9578627633395","22.3399971554392","23.0147282324431","23.4774572724191","","19.8917775210602","","",
"Cuba","CUB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","13.3891041568466","12.1203957799436","13.2309141254979","13.5794674015489","14.1997457898254","14.7875835738943","13.7933786511882","14.2413895442656","15.4059994941628","16.1320463218441","16.5564691732432","16.701230847832","16.3313115500614","17.3866421933943","18.3570374303086","30.8059028384927","29.0124317653202","30.8681490945637","33.2443430599618","35.5447320498536","31.4981383964077","30.4848195618204","29.2465142560274","31.2949526116382","32.2018831678499","35.5331681664013","36.3857611009678","36.6175007190676","37.614991707992","37.29678065791","39.5856637275598","41.5392579358922","48.5634216889387","46.0460832170594","23.2491854431902","23.1149201951533","23.2141207864472","23.4002992781616","23.5804822537324","24.8211624047335","24.1421021702649","23.6307436409254","24.1665342627952","24.4960358243322","",
"Czech Republic","CZE","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8647223007589","16.7556054541681","16.3390898025588","15.3878643291526","15.1793641271746","14.4357802802754","14.940129333661","14.5169377231924","14.8035536222472","14.6155492675389","15.0554977935384","15.4907975460123","14.3654184422274","14.0829333198208","14.5023445900216","13.4418556915716","13.3608232629225","13.4495606773967","14.3139580862001","14.6878306721919","14.9464340791698","14.1715554469632","14.5558221526125","14.6754712153339","14.8773583802878","14.8720015883686","",
"Germany","DEU","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","10.7841034442527","10.9193948020688","10.4752255793264","10.0448777975532","10.1703342967468","10.4908657926722","10.4932597960365","10.3798790052419","10.2825668951454","10.0567369632953","9.7944266091286","9.75040311009836","10.1908582545596","10.196980849773","9.93788342058589","10.0846343920102","9.81647397178296","10.2507219414848","9.83228367915116","11.6297137091689","11.75387471652","11.4604572531684","11.6778442786478","11.4761349301439","10.901851794023","10.7293679728731","10.8349797956732","11.5085361353351","11.7050007349141","10.961685400499","10.8353047149382","10.9985214123903","10.4262945741916","10.6568166026456","10.8516276183608","11.3340401272229","11.4723010889499","11.6149370535587","11.1902979254407","11.4813852299559","11.6229861108582","11.611503370267","11.4825632039024","11.4197361777121","11.2738585239782","11.4719613927932","11.5059039520149","",
"Djibouti","DJI","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","","","","","","","","","","","","","29.0073425021526","28.9217726269394","29.1084013339866","26.7183740155549","26.4858100015635","27.0707201207383","28.1355818230557","28.6034347909097","28.5258745967269","28.047752211861","27.0991933638922","27.8065207450549","29.0103743049736","30.5028085981571","32.7433601297233","32.221692168643","32.4458380109584","31.3966603125253","29.724606837575","29.1293907906124","29.486004148959","30.8480828734079","31.5602806701656","31.6608320178835","31.8798206458533","31.7470263981277","32.0466262429374","31.9265707768313","31.594119030262","30.1671958268026","30.1171896655578","30.1407778844165","31.2922144945636","33.071767670922","31.8602911588695","35.0930011659876","33.4215407090296","33.1838392200882","32.7372366745839","32.7534892718105","33.4463982120414","33.8197526581539","36.5002916609685","33.9216192935935","33.2950594843919","33.6709598218165","32.3823178373348","",
